,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS,ANTIPOLIOMIELÍTICA 4TA DOSIS,TOTALES,TOTALES,TOTALES
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-06-01,2,0,2,0,2
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-06-01,0,8,0,8,8
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-06-01,1,6,1,6,7
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,0,3,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,0,1,0,1,1
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,0,1,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,2,0,2,0,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,2,1,2,1,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,0,17,0,17,17
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,14,0,14,0,14
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,136,5,136,5,141
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,7,1,7,1,8
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,2,4,2,4,6
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,3,1,3,1,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,5,4,5,4,9
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,16,1,16,1,17
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,85,43,85,43,128
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,3,1,3,1,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,7,7,7,7,14
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,3,1,3,1,4
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,1,0,1,0,1
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,39,0,39,0,39
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,2,1,2,1,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,0,2,0,2,2
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,0,1,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,6,0,6,0,6
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,22,0,22,0,22
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,1,9,1,9,10
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,0,4,0,4,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,37,0,37,0,37
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,6,1,6,1,7
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,3,0,3,0,3
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,2,1,2,1,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,3,0,3,0,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,7,5,7,5,12
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,3,0,3,0,3
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,1,1,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,4,1,4,1,5
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,79,119,79,119,198
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,10,38,10,38,48
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,9,0,9,0,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,106,4,106,4,110
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,0,2,0,2,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,2,2,2,2,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,7,27,7,27,34
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,45,0,45,0,45
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,0,1,0,1,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,0,3,0,3,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,59,11,59,11,70
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,2,2,2,2,4
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,1,0,1,0,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,0,3,0,3,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,6,1,6,1,7
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,19,0,19,0,19
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,2,0,2,0,2
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,7,9,7,9,16
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,5,3,5,3,8
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,16,11,16,11,27
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,64,19,64,19,83
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,8,12,8,12,20
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,4,10,4,10,14
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,13,0,13,0,13
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-07-01,2,6,2,6,8
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,4,25,4,25,29
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,0,1,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,12,9,12,9,21
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,23,50,23,50,73
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,13,2,13,2,15
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,104,4,104,4,108
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,0,6,0,6,6
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,1,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,17,4,17,4,21
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,1,4,1,4,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,2,6,2,6,8
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,62,15,62,15,77
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,4,0,4,0,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,60,8,60,8,68
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,0,2,0,2,2
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,5,5,5,5,10
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,29,4,29,4,33
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,17,7,17,7,24
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,37,2,37,2,39
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,2,0,2,0,2
ICLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,26,3,26,3,29
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,1,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,0,2,0,2,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,7,4,7,4,11
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,12,4,12,4,16
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,5,9,5,9,14
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,0,1,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,1,1,1,1,2
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,2,0,2,0,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,28,3,28,3,31
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,17,4,17,4,21
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,11,0,11,0,11
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,25,0,25,0,25
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,0,6,0,6,6
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,24,0,24,0,24
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,32,0,32,0,32
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,19,4,19,4,23
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,1,1,1,1,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,0,24,0,24,24
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,27,0,27,0,27
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,0,2,0,2,2
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,5,0,5,0,5
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,11,14,11,14,25
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,1,1,1,1,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,19,7,19,7,26
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,43,99,43,99,142
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,3,3,3,3,6
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,0,8,0,8,8
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,57,37,57,37,94
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,10,4,10,4,14
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,233,37,233,37,270
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,23,2,23,2,25
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,5,1,5,1,6
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,55,3,55,3,58
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,2,0,2,0,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,42,4,42,4,46
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,8,0,8,0,8
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,6,1,6,1,7
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,3,0,3,0,3
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,1,4,1,4,5
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,30,0,30,0,30
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,13,1,13,1,14
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,10,11,10,11,21
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,61,2,61,2,63
VITICHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,11,0,11,0,11
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,36,11,36,11,47
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-08-01,47,2,47,2,49
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,1,0,1,0,1
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,2,0,2,0,2
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,0,5,0,5,5
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,15,2,15,2,17
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,1,2,1,2,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,23,2,23,2,25
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,3,3,3,3,6
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,11,2,11,2,13
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,1,2,1,2,3
CATACORA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,2,1,2,1,3
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,1,16,1,16,17
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,1,2,1,2,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,2,1,2,1,3
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,6,0,6,0,6
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,131,2,131,2,133
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,13,7,13,7,20
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,1,3,1,3,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,13,2,13,2,15
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,56,9,56,9,65
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,3,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,279,20,279,20,299
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,4,5,4,5,9
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,55,0,55,0,55
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,4,12,4,12,16
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,37,5,37,5,42
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,0,18,0,18,18
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,10,0,10,0,10
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,2,1,2,1,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,2,0,2,0,2
ICLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,4,2,4,2,6
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,4,21,4,21,25
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,36,0,36,0,36
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,2,6,2,6,8
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,6,0,6,0,6
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,2,2,2,2,4
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,15,0,15,0,15
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,6,0,6,0,6
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,0,4,0,4,4
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,0,5,0,5,5
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,8,2,8,2,10
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,0,29,0,29,29
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,26,0,26,0,26
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,8,1,8,1,9
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,2,2,2,2,4
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,1,5,1,5,6
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,0,1,0,1,1
PORCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,4,0,4,0,4
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,8,11,8,11,19
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,30,0,30,0,30
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,7,0,7,0,7
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,21,3,21,3,24
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,0,1,0,1,1
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,3,0,3,0,3
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,2,9,2,9,11
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,15,0,15,0,15
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,59,0,59,0,59
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,6,0,6,0,6
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,1,4,1,4,5
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,2,0,2,0,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,12,28,12,28,40
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,14,22,14,22,36
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,53,15,53,15,68
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,0,4,0,4,4
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,10,4,10,4,14
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,0,4,0,4,4
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,0,2,0,2,2
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,19,14,19,14,33
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,13,8,13,8,21
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,8,0,8,0,8
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,283,4,283,4,287
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,0,6,0,6,6
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,1,7,1,7,8
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,21,22,21,22,43
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,1,1,1,1,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,24,6,24,6,30
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,0,1,0,1,1
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,4,3,4,3,7
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-09-01,56,6,56,6,62
