,group,variable,month,DPT 3RA DOSIS,DPT 3RA DOSIS,TOTALES,TOTALES,TOTALES
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,4,0,4,0,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,58,12,58,12,70
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,1,1,1,1,2
SORACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,3,4,3,4,7
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,1,0,1,0,1
TARATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,1,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,28,7,28,7,35
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,3,0,3,0,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,8,0,8,0,8
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,6,2,6,2,8
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,1,1,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-07-01,3,0,3,0,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,3,0,3,0,3
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,7,0,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,0,15,0,15,15
CALACOTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,0,1,0,1,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,0,5,0,5,5
CLIZA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,0,2,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,15,0,15,0,15
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,6,0,6,0,6
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,2,1,2,1,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,4,2,4,2,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,56,7,56,7,63
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,2,0,2,0,2
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,2,0,2,0,2
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,1,1,1,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,13,1,13,1,14
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,0,2,0,2,2
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,22,5,22,5,27
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,2,1,2,1,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,3,0,3,0,3
OCURI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,10,0,10,0,10
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,0,1,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,2,1,2,3
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,4,0,4,0,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,3,0,3,0,3
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,3,0,3,0,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,5,11,5,11,16
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,2,4,2,4,6
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,0,2,0,2,2
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,0,3,0,3,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,0,2,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,0,1,0,1,1
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,5,0,5,0,5
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,45,33,45,33,78
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,2,1,2,3
SORACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,6,1,6,1,7
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,2,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,17,0,17,0,17
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,3,0,3,0,3
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-08-01,1,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,3,0,3,3
ALALAY,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,0,1,0,1
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,1,0,1,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,3,1,3,1,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,3,3,3,3,6
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,30,5,30,5,35
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,1,0,1,1
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,1,0,1,1
CORO CORO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,65,8,65,8,73
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,4,0,4,0,4
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,2,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,3,0,3,0,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,24,1,24,1,25
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,4,7,4,7,11
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,3,3,3,3,6
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,1,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,8,0,8,0,8
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,6,4,6,4,10
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,3,0,3,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,3,0,3,0,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,8,0,8,8
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,4,0,4,4
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,4,0,4,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,3,1,3,1,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,3,1,3,4
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,2,0,2,2
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,66,0,66,0,66
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,1,0,1,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,3,0,3,0,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,2,4,2,4,6
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,2,3,2,3,5
TARATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,3,1,3,1,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,20,0,20,0,20
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,1,0,1,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,3,0,3,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,5,0,5,0,5
UMALA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,2,0,2,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,5,1,5,1,6
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,2,0,2,0,2
YACO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,1,0,1,0,1
YANACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,2,0,2,0,2
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-09-01,0,4,0,4,4
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,3,0,3,3
ALCALA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,14,0,14,14
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,1,0,1,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,75,0,75,75
CAJUATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,3,0,3,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,5,10,5,10,15
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,2,2,2,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,11,0,11,11
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,16,2,16,2,18
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,44,8,44,8,52
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,2,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,2,0,2,0,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,1,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,3,0,3,0,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,11,5,11,5,16
LORETO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,4,0,4,4
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,2,0,2,0,2
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,8,5,8,5,13
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,38,0,38,38
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,11,6,11,6,17
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,3,0,3,0,3
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,1,0,1,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,4,0,4,0,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,5,1,5,1,6
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,1,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,2,2,2,2,4
SACACA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,11,0,11,11
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,3,10,3,10,13
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,17,0,17,17
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,4,14,4,14,18
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,6,0,6,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,133,4,133,4,137
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,0,1,0,1,1
SORACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,2,1,2,3
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,8,0,8,0,8
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,6,2,6,2,8
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,5,1,5,1,6
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,2,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,5,0,5,0,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,6,4,6,4,10
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-10-01,3,35,3,35,38
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,1,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,1,0,1,1
APOLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,7,0,7,7
ARQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,1,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,15,0,15,15
CAIROMA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,2,10,2,10,12
CARANAVI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,5,0,5,5
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,1,0,1,0,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,2,0,2,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,30,1,30,1,31
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,4,0,4,0,4
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,2,1,2,1,3
CORIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,4,0,4,0,4
CURVA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,30,3,30,3,33
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,1,1,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,1,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,20,3,20,3,23
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,11,6,11,6,17
MECAPACA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,2,0,2,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,3,0,3,0,3
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,7,0,7,0,7
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,4,0,4,0,4
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,1,0,1,1
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,22,0,22,22
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,3,3,3,3,6
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,11,3,11,3,14
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,3,0,3,0,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2010-11-01,0,2,0,2,2
