,group,variable,month,ANTI AMARÍLICA,ANTI AMARÍLICA,TOTALES,TOTALES,TOTALES
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,4,10,4,10,14
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,7,19,7,19,26
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,1,3,1,3,4
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,10,16,10,16,26
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,23,11,23,11,34
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,19,0,19,0,19
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,10,9,10,9,19
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,56,11,56,11,67
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,6,9,6,9,15
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,145,60,145,60,205
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,3,7,3,7,10
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,39,0,39,0,39
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,49,8,49,8,57
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,30,24,30,24,54
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,37,60,37,60,97
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,5,27,5,27,32
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,9,26,9,26,35
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,34,36,34,36,70
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,31,0,31,0,31
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,7,12,7,12,19
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,30,12,30,12,42
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,30,29,30,29,59
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,4,8,4,8,12
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,16,10,16,10,26
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,1659,92,1659,92,1751
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,10,0,10,0,10
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,19,11,19,11,30
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,0,7,0,7,7
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,6,3,6,3,9
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,2,3,2,3,5
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,0,7,0,7,7
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,2,8,2,8,10
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,0,10,0,10,10
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,1,13,1,13,14
SENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,0,7,0,7,7
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,41,6,41,6,47
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,19,24,19,24,43
SICAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,0,4,0,4,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,30,5,30,5,35
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,0,4,0,4,4
SORACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,1,20,1,20,21
SORATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,19,16,19,16,35
SUCRE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,321,64,321,64,385
TACACOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,5,5,5,5,10
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,3,11,3,11,14
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,6,14,6,14,20
TAHUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,3,0,3,0,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,19,3,19,3,22
TARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,8,12,8,12,20
TARACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,4,12,4,12,16
TARATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,6,0,6,0,6
TARIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,76,10,76,10,86
TARVITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,6,5,6,5,11
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,7,10,7,10,17
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,6,21,6,21,27
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,12,29,12,29,41
TIPUANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,17,0,17,0,17
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,31,13,31,13,44
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,19,40,19,40,59
TOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,2,6,2,6,8
TOLATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,4,1,4,1,5
TOLEDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,3,0,3,0,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,5,14,5,14,19
TOMINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,12,10,12,10,22
TORO TORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,13,35,13,35,48
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,0,13,0,13,13
TRIGAL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,2,4,2,4,6
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,104,12,104,12,116
TUPIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,51,27,51,27,78
TURCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,2,15,2,15,17
UNCIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,24,27,24,27,51
URUBICHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,5,21,5,21,26
UYUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,36,4,36,4,40
VACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,2,29,2,29,31
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,27,11,27,11,38
VIACHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,78,17,78,17,95
VILA VILA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,0,4,0,4,4
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,22,10,22,10,32
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,1,10,1,10,11
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,1,9,1,9,10
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,9,8,9,8,17
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,7,9,7,9,16
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,123,56,123,56,179
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,7,13,7,13,20
VILLAZON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,5,2,5,2,7
VINTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,53,0,53,0,53
VITICHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,4,12,4,12,16
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,0,4,0,4,4
WARNES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,67,36,67,36,103
YACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,3,11,3,11,14
YACUIBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,88,19,88,19,107
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,5,8,5,8,13
YANACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,6,0,6,0,6
YOTALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,1,8,1,8,9
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,0,1,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-03-01,2,4,2,4,6
ACACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,1,8,1,8,9
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,32,39,32,39,71
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,3,6,3,6,9
AIQUILE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,8,5,8,5,13
ALALAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,3,3,3,3,6
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,2,17,2,17,19
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,1,0,1,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,1,13,1,13,14
APOLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,13,0,13,0,13
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,4,0,4,4
ARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,11,12,11,12,23
ARBIETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,5,0,5,5
ARQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,7,15,7,15,22
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,99,18,99,18,117
ATOCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,6,12,6,12,18
AYATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,9,10,9,10,19
AYO AYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,5,10,5,10,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,15,14,15,14,29
AZURDUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,3,1,3,1,4
BATALLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,9,5,9,5,14
BAURES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,13,0,13,0,13
BERMEJO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,39,25,39,25,64
BETANZOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,14,24,14,24,38
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,17,0,17,17
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,1,2,1,2,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,13,0,13,13
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,10,26,10,26,36
CABEZAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,4,15,4,15,19
CAIROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,4,8,4,8,12
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,12,18,12,18,30
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,7,12,7,12,19
CAMARGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,18,3,18,3,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,5,1,5,1,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,11,18,11,18,29
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,14,15,14,15,29
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,10,1,10,1,11
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,25,0,25,0,25
CARAPARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,2,24,2,24,26
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,3,0,3,0,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,17,0,17,17
CHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,6,4,6,4,10
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,34,21,34,21,55
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,4,23,4,23,27
CHIMORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,24,1,24,1,25
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,6,15,6,15,21
CHUMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,3,3,3,3,6
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,2,13,2,13,15
COBIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,104,9,104,9,113
COCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,4,11,4,11,15
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,832,18,832,18,850
COIPASA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,4,0,4,4
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,13,13,13,13,26
COLLANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,10,0,10,10
COLOMI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,5,6,5,6,11
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,6,6,6,6,12
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,11,0,11,11
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,1,17,1,17,18
COMANCHE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,4,4,4,4,8
COMARAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,19,26,19,26,45
COMBAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,10,0,10,10
COPACABANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,14,19,14,19,33
CORIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,15,11,15,11,26
CORO CORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,1,9,1,9,10
COROICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,17,0,17,17
CORQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,3,9,3,9,12
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,10,22,10,22,32
COTOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,77,31,77,31,108
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,26,3,26,3,29
CUEVO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,1,3,1,3,4
CULPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,3,0,3,3
CURVA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,2,0,2,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,6,3,6,3,9
EL ALTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,539,83,539,83,622
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,8,9,8,9,17
EL TORNO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,67,7,67,7,74
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,4,2,4,2,6
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,15,0,15,15
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,30,32,30,32,62
ESCARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,2,0,2,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,3,0,3,0,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,3,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,8,34,8,34,42
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,23,0,23,23
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,14,6,14,6,20
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,24,0,24,24
GUANAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,3,0,3,3
GUAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,14,0,14,14
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,12,8,12,8,20
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,9,14,9,14,23
HUACARETA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,2,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,24,5,24,5,29
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,8,0,8,8
HUARINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,2,14,2,14,16
HUMANATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,4,7,4,7,11
ICHOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,2,3,2,3,5
ICLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,5,0,5,5
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,2,12,2,12,14
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,1,14,1,14,15
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,5,0,5,5
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,36,4,36,4,40
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,11,5,11,5,16
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,28,5,28,5,33
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,78,15,78,15,93
LA PAZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,460,35,460,35,495
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,2,5,2,5,7
LAJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,7,12,7,12,19
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,1,3,1,3,4
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,2,1,2,1,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,18,28,18,28,46
LLICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,3,1,3,1,4
LORETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,6,0,6,0,6
LURIBAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,4,9,4,9,13
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,6,0,6,0,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,3,2,3,2,5
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,13,16,13,16,29
MALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,1,7,1,7,8
MIZQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,15,29,15,29,44
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,14,0,14,14
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,8,10,8,10,18
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,16,9,16,9,25
MONTERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,96,20,96,20,116
MORO MORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,2,2,2,2,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,3,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,1,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,8,20,8,20,28
OKINAWA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,6,23,6,23,29
ORURO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,372,1,372,1,373
PADCAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,9,12,9,12,21
PAILON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,8,0,8,0,8
PALCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,4,7,4,7,11
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,31,5,31,5,36
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,5,3,5,3,8
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,6,0,6,0,6
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,3,9,3,9,12
PASORAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,2,0,2,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,22,7,22,7,29
PAZÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,4,1,4,1,5
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,7,0,7,7
POCOATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,8,8,8,8,16
POCONA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,1,18,1,18,19
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,1,9,1,9,10
POOPO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,9,10,9,10,19
POROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,6,10,6,10,16
PORONGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,9,0,9,9
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,1,6,1,6,7
PORVENIR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,13,6,13,6,19
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,3,0,3,0,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,117,2,117,2,119
PRESTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,8,0,8,8
PUCARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,1,0,1,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,30,28,30,28,58
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,21,0,21,21
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,0,27,0,27,27
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,4,7,4,7,11
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,2,4,2,4,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,9,46,9,46,55
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,3,13,3,13,16
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,3,0,3,0,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-04-01,3,6,3,6,9
