,group,variable,month,DPT 4TA DOSIS,DPT 4TA DOSIS,TOTALES,TOTALES,TOTALES
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,7,5,7,5,12
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,16,0,16,0,16
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,1,1,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,7,1,7,1,8
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,114,157,114,157,271
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,10,35,10,35,45
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,114,5,114,5,119
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,0,3,0,3,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,0,2,0,2,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,2,20,2,20,22
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,7,30,7,30,37
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,5,0,5,0,5
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,45,1,45,1,46
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,2,0,2,0,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,70,11,70,11,81
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,7,7,7,7,14
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,1,0,1,0,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,1,15,1,15,16
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,8,1,8,1,9
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,3,0,3,0,3
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,19,0,19,0,19
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,7,9,7,9,16
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,5,3,5,3,8
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,14,62,14,62,76
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,2,3,2,3,5
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,79,46,79,46,125
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,8,12,8,12,20
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,4,10,4,10,14
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,13,0,13,0,13
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-07-01,2,0,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,4,25,4,25,29
CALACOTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,0,5,0,5,5
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,15,16,15,16,31
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,23,53,23,53,76
CLIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,13,2,13,2,15
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,152,4,152,4,156
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,0,6,0,6,6
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,1,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,17,4,17,4,21
CORO CORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,1,1,1,1,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,0,6,0,6,6
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,62,15,62,15,77
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,132,8,132,8,140
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,0,2,0,2,2
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,5,5,5,5,10
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,31,4,31,4,35
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,15,7,15,7,22
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,37,2,37,2,39
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,2,0,2,0,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,2,0,2,0,2
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,26,3,26,3,29
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,8,4,8,4,12
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,9,0,9,0,9
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,5,9,5,9,14
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,0,1,0,1,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,1,0,1,0,1
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,0,4,0,4,4
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,1,1,1,1,2
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,31,3,31,3,34
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,26,3,26,3,29
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,17,4,17,4,21
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,15,0,15,0,15
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,25,0,25,0,25
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,0,6,0,6,6
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,0,1,0,1,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,3,0,3,0,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,24,0,24,0,24
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,32,0,32,0,32
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,16,0,16,0,16
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,0,20,0,20,20
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,1,1,1,1,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,0,24,0,24,24
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,27,0,27,0,27
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,0,2,0,2,2
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,5,0,5,0,5
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,11,14,11,14,25
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,1,1,1,1,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,19,7,19,7,26
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,98,96,98,96,194
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,5,1,5,1,6
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,17,11,17,11,28
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,3,11,3,11,14
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,57,37,57,37,94
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,2,0,2,0,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,10,4,10,4,14
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,3,8,3,8,11
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,472,14,472,14,486
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,3,1,3,1,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,2,7,2,7,9
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,37,2,37,2,39
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,170,29,170,29,199
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,42,4,42,4,46
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,8,0,8,0,8
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,6,1,6,1,7
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,3,0,3,0,3
VACAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,1,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,30,0,30,0,30
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,13,1,13,1,14
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,10,11,10,11,21
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,66,2,66,2,68
VITICHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,11,0,11,0,11
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,43,11,43,11,54
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-08-01,47,2,47,2,49
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,1,0,1,0,1
ALALAY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,1,0,1,1
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,20,49,20,49,69
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,15,2,15,2,17
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,1,2,1,2,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,23,2,23,2,25
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,3,3,3,3,6
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,1,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,18,2,18,2,20
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,1,2,1,2,3
CATACORA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,2,1,2,1,3
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,1,18,1,18,19
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,1,2,1,2,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,2,1,2,1,3
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,6,0,6,0,6
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,2,6,2,6,8
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,248,2,248,2,250
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,2,0,2,0,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,13,7,13,7,20
CORO CORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,1,3,1,3,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,15,2,15,2,17
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,56,9,56,9,65
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,3,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,284,18,284,18,302
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,4,5,4,5,9
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,55,0,55,0,55
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,4,23,4,23,27
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,9,0,9,0,9
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,37,3,37,3,40
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,18,0,18,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,17,0,17,17
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,2,1,2,1,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,2,0,2,0,2
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,4,5,4,5,9
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,6,21,6,21,27
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,79,8,79,8,87
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,3,19,3,19,22
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,6,0,6,0,6
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,2,2,2,2,4
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,53,10,53,10,63
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,14,0,14,0,14
MORO MORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,5,0,5,5
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,5,0,5,5
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,8,2,8,2,10
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,29,0,29,29
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,27,0,27,0,27
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,8,1,8,1,9
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,2,0,2,0,2
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,2,4,2,4,6
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,1,0,1,1
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,21,83,21,83,104
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,44,12,44,12,56
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,7,0,7,0,7
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,17,1,17,1,18
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,1,0,1,1
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,3,0,3,0,3
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,2,9,2,9,11
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,15,0,15,0,15
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,2,0,2,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,1,0,1,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,6,0,6,0,6
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,1,4,1,4,5
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,2,0,2,0,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,12,28,12,28,40
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,14,22,14,22,36
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,67,15,67,15,82
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,4,0,4,4
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,10,4,10,4,14
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,8,0,8,8
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,2,0,2,2
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,19,14,19,14,33
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,13,8,13,8,21
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,8,0,8,0,8
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,399,28,399,28,427
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,6,0,6,6
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,1,7,1,7,8
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,21,22,21,22,43
SORACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,1,1,1,1,2
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,1,1,1,1,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,52,60,52,60,112
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,1,0,1,1
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,4,5,4,5,9
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,3,0,3,0,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,223,39,223,39,262
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,39,65,39,65,104
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,46,20,46,20,66
TRIGAL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,8,0,8,0,8
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,25,3,25,3,28
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,4,0,4,0,4
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,13,0,13,0,13
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,24,4,24,4,28
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,19,4,19,4,23
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,18,5,18,5,23
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,37,4,37,4,41
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,43,0,43,0,43
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,6,25,6,25,31
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,0,10,0,10,10
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-09-01,3,0,3,0,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,13,92,13,92,105
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,9,30,9,30,39
ALALAY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,5,0,5,5
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,20,111,20,111,131
ARQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,1,5,1,5,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,2,0,2,2
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,28,26,28,26,54
BATALLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,1,1,1,1,2
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,17,0,17,17
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,6,0,6,0,6
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,9,0,9,9
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,13,99,13,99,112
CAIROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,19,0,19,19
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,116,14,116,14,130
CAJUATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,26,73,26,73,99
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,10,60,10,60,70
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,7,0,7,0,7
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,2,0,2,0,2
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,2,46,2,46,48
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,11,13,11,13,24
CARANAVI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,86,0,86,86
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,14,6,14,6,20
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,3,8,3,8,11
CATACORA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,0,3,0,3,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,43,48,43,48,91
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,1,18,1,18,19
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-10-01,6,35,6,35,41
