municipality,group,variable,month,Nacidos vivos con peso menor a 2500 g.,TOTAL
MACHARETI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,2,2
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
SAN PEDRO DE QUEMES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,0,0
SIPE SIPE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,2,2
CALACOTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,1,1
CORIPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,2,2
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,1,1
GUAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,2,2
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,1,1
PORTACHUELO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,4,4
PUCARANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,2,2
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,0,0
TACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,3,3
YUNCHARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-12-01,1,1
