,group,variable,month,NÚMERO DE TRATAMIENTOS ESPECÍFICOS DISPENSADOS VIVAX,NÚMERO DE TRATAMIENTOS ESPECÍFICOS DISPENSADOS VIVAX,NÚMERO DE TRATAMIENTOS ESPECÍFICOS DISPENSADOS FALCIPARUM,NÚMERO DE TRATAMIENTOS ESPECÍFICOS DISPENSADOS FALCIPARUM,TOTALES,TOTALES,TOTALES
SAN PEDRO(PND),malaria,numero de tratamientos especificos dispensados,2010-06-01,0,1,0,4,0,5,5
SANTA CRUZ DE LA SIERRA,malaria,numero de tratamientos especificos dispensados,2010-06-01,0,0,0,0,0,0,0
SANTA ROSA,malaria,numero de tratamientos especificos dispensados,2010-06-01,0,1,0,0,0,1,1
SENA,malaria,numero de tratamientos especificos dispensados,2010-06-01,28,7,3,1,31,8,39
TARABUCO,malaria,numero de tratamientos especificos dispensados,2010-06-01,0,1,0,0,0,1,1
TORO TORO,malaria,numero de tratamientos especificos dispensados,2010-06-01,2,0,0,0,2,0,2
VILA VILA,malaria,numero de tratamientos especificos dispensados,2010-06-01,1,0,0,0,1,0,1
VILLA MONTES,malaria,numero de tratamientos especificos dispensados,2010-06-01,5,2,0,0,5,2,7
VILLA NUEVA (LOMA ALTA),malaria,numero de tratamientos especificos dispensados,2010-06-01,5,1,0,0,5,1,6
YACUIBA,malaria,numero de tratamientos especificos dispensados,2010-06-01,5,7,0,0,5,7,12
APOLO,malaria,numero de tratamientos especificos dispensados,2010-07-01,4,2,0,0,4,2,6
AZURDUY,malaria,numero de tratamientos especificos dispensados,2010-07-01,1,0,0,0,1,0,1
BAURES,malaria,numero de tratamientos especificos dispensados,2010-07-01,10,15,0,0,10,15,25
BELLA FLOR,malaria,numero de tratamientos especificos dispensados,2010-07-01,2,0,0,0,2,0,2
BUENA VISTA,malaria,numero de tratamientos especificos dispensados,2010-07-01,1,1,0,0,1,1,2
CAMIRI,malaria,numero de tratamientos especificos dispensados,2010-07-01,1,0,0,0,1,0,1
CARANAVI,malaria,numero de tratamientos especificos dispensados,2010-07-01,1,1,0,0,1,1,2
COBIJA,malaria,numero de tratamientos especificos dispensados,2010-07-01,3,6,0,1,3,7,10
CULPINA,malaria,numero de tratamientos especificos dispensados,2010-07-01,0,1,0,0,0,1,1
EL TORNO,malaria,numero de tratamientos especificos dispensados,2010-07-01,7,5,0,0,7,5,12
ENTRE RIOS TRJ,malaria,numero de tratamientos especificos dispensados,2010-07-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,numero de tratamientos especificos dispensados,2010-07-01,17,0,0,0,17,0,17
GUAYARAMERIN,malaria,numero de tratamientos especificos dispensados,2010-07-01,194,141,12,9,206,150,356
HUACARETA,malaria,numero de tratamientos especificos dispensados,2010-07-01,2,0,0,0,2,0,2
INGAVI (HUMAITA),malaria,numero de tratamientos especificos dispensados,2010-07-01,3,0,0,0,3,0,3
IXIAMAS,malaria,numero de tratamientos especificos dispensados,2010-07-01,4,3,0,0,4,3,7
LA PAZ,malaria,numero de tratamientos especificos dispensados,2010-07-01,2,0,0,0,2,0,2
MONTEAGUDO,malaria,numero de tratamientos especificos dispensados,2010-07-01,0,1,0,0,0,1,1
MONTERO,malaria,numero de tratamientos especificos dispensados,2010-07-01,2,0,0,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de tratamientos especificos dispensados,2010-07-01,26,0,1,0,27,0,27
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de tratamientos especificos dispensados,2010-07-01,36,15,4,0,40,15,55
OMEREQUE,malaria,numero de tratamientos especificos dispensados,2010-07-01,1,0,0,0,1,0,1
PAILON,malaria,numero de tratamientos especificos dispensados,2010-07-01,1,0,0,0,1,0,1
PALOS BLANCOS,malaria,numero de tratamientos especificos dispensados,2010-07-01,3,0,0,0,3,0,3
PORONGO,malaria,numero de tratamientos especificos dispensados,2010-07-01,1,1,0,0,1,1,2
PUERTO GONZALO MORENO,malaria,numero de tratamientos especificos dispensados,2010-07-01,12,3,3,1,15,4,19
PUERTO RICO,malaria,numero de tratamientos especificos dispensados,2010-07-01,11,0,0,0,11,0,11
REYES,malaria,numero de tratamientos especificos dispensados,2010-07-01,4,5,0,0,4,5,9
RIBERALTA,malaria,numero de tratamientos especificos dispensados,2010-07-01,93,51,4,6,97,57,154
SAIPINA,malaria,numero de tratamientos especificos dispensados,2010-07-01,5,11,0,0,5,11,16
SAN BORJA,malaria,numero de tratamientos especificos dispensados,2010-07-01,5,2,0,0,5,2,7
SAN CARLOS,malaria,numero de tratamientos especificos dispensados,2010-07-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,malaria,numero de tratamientos especificos dispensados,2010-07-01,1,4,0,0,1,4,5
SAN LORENZO(PND),malaria,numero de tratamientos especificos dispensados,2010-07-01,6,0,0,0,6,0,6
SANTA CRUZ DE LA SIERRA,malaria,numero de tratamientos especificos dispensados,2010-07-01,0,0,0,0,0,0,0
SANTA ROSA,malaria,numero de tratamientos especificos dispensados,2010-07-01,1,0,0,0,1,0,1
SENA,malaria,numero de tratamientos especificos dispensados,2010-07-01,39,0,4,0,43,0,43
SOPACHUY,malaria,numero de tratamientos especificos dispensados,2010-07-01,1,0,0,0,1,0,1
TEOPONTE,malaria,numero de tratamientos especificos dispensados,2010-07-01,2,0,0,0,2,0,2
TORO TORO,malaria,numero de tratamientos especificos dispensados,2010-07-01,1,0,0,0,1,0,1
VILLA MONTES,malaria,numero de tratamientos especificos dispensados,2010-07-01,3,1,0,0,3,1,4
VILLA NUEVA (LOMA ALTA),malaria,numero de tratamientos especificos dispensados,2010-07-01,9,4,0,0,9,4,13
VILLA SERRANO,malaria,numero de tratamientos especificos dispensados,2010-07-01,0,1,0,0,0,1,1
VILLA TUNARI,malaria,numero de tratamientos especificos dispensados,2010-07-01,2,0,0,0,2,0,2
YACUIBA,malaria,numero de tratamientos especificos dispensados,2010-07-01,7,6,0,0,7,6,13
AIQUILE,malaria,numero de tratamientos especificos dispensados,2010-08-01,0,1,0,0,0,1,1
APOLO,malaria,numero de tratamientos especificos dispensados,2010-08-01,2,5,0,0,2,5,7
AZURDUY,malaria,numero de tratamientos especificos dispensados,2010-08-01,1,0,0,0,1,0,1
BAURES,malaria,numero de tratamientos especificos dispensados,2010-08-01,15,11,0,0,15,11,26
BELLA FLOR,malaria,numero de tratamientos especificos dispensados,2010-08-01,2,0,0,0,2,0,2
CABEZAS,malaria,numero de tratamientos especificos dispensados,2010-08-01,1,0,0,0,1,0,1
COBIJA,malaria,numero de tratamientos especificos dispensados,2010-08-01,3,0,0,0,3,0,3
EL TORNO,malaria,numero de tratamientos especificos dispensados,2010-08-01,8,7,0,0,8,7,15
ENTRE RIOS CBBA,malaria,numero de tratamientos especificos dispensados,2010-08-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,numero de tratamientos especificos dispensados,2010-08-01,18,4,2,1,20,5,25
GUAYARAMERIN,malaria,numero de tratamientos especificos dispensados,2010-08-01,82,110,10,4,92,114,206
INGAVI (HUMAITA),malaria,numero de tratamientos especificos dispensados,2010-08-01,1,1,0,0,1,1,2
IXIAMAS,malaria,numero de tratamientos especificos dispensados,2010-08-01,8,11,0,0,8,11,19
LA GUARDIA,malaria,numero de tratamientos especificos dispensados,2010-08-01,0,2,0,0,0,2,2
LA PAZ,malaria,numero de tratamientos especificos dispensados,2010-08-01,1,0,0,0,1,0,1
MAGDALENA,malaria,numero de tratamientos especificos dispensados,2010-08-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de tratamientos especificos dispensados,2010-08-01,10,7,0,0,10,7,17
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de tratamientos especificos dispensados,2010-08-01,16,0,3,0,19,0,19
PADILLA,malaria,numero de tratamientos especificos dispensados,2010-08-01,2,0,0,0,2,0,2
PALOS BLANCOS,malaria,numero de tratamientos especificos dispensados,2010-08-01,0,2,0,0,0,2,2
PORVENIR,malaria,numero de tratamientos especificos dispensados,2010-08-01,3,0,0,0,3,0,3
PUERTO GONZALO MORENO,malaria,numero de tratamientos especificos dispensados,2010-08-01,10,2,4,0,14,2,16
PUERTO RICO,malaria,numero de tratamientos especificos dispensados,2010-08-01,10,0,0,0,10,0,10
PUERTO VILLARROEL,malaria,numero de tratamientos especificos dispensados,2010-08-01,1,0,0,0,1,0,1
REYES,malaria,numero de tratamientos especificos dispensados,2010-08-01,2,1,0,0,2,1,3
RIBERALTA,malaria,numero de tratamientos especificos dispensados,2010-08-01,84,43,6,3,90,46,136
RURRENABAQUE,malaria,numero de tratamientos especificos dispensados,2010-08-01,1,0,0,0,1,0,1
SAIPINA,malaria,numero de tratamientos especificos dispensados,2010-08-01,12,5,0,0,12,5,17
SAN BORJA,malaria,numero de tratamientos especificos dispensados,2010-08-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,malaria,numero de tratamientos especificos dispensados,2010-08-01,0,1,0,0,0,1,1
SAN JOAQUIN,malaria,numero de tratamientos especificos dispensados,2010-08-01,2,0,0,0,2,0,2
SAN LORENZO(PND),malaria,numero de tratamientos especificos dispensados,2010-08-01,2,2,0,0,2,2,4
SANTA ANA,malaria,numero de tratamientos especificos dispensados,2010-08-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,malaria,numero de tratamientos especificos dispensados,2010-08-01,0,0,0,0,0,0,0
SANTA ROSA,malaria,numero de tratamientos especificos dispensados,2010-08-01,1,0,0,0,1,0,1
SENA,malaria,numero de tratamientos especificos dispensados,2010-08-01,7,1,0,0,7,1,8
TORO TORO,malaria,numero de tratamientos especificos dispensados,2010-08-01,2,4,0,0,2,4,6
VILLA CHARCAS,malaria,numero de tratamientos especificos dispensados,2010-08-01,0,9,0,0,0,9,9
VILLA MONTES,malaria,numero de tratamientos especificos dispensados,2010-08-01,0,1,0,0,0,1,1
VILLA NUEVA (LOMA ALTA),malaria,numero de tratamientos especificos dispensados,2010-08-01,4,0,0,0,4,0,4
YACUIBA,malaria,numero de tratamientos especificos dispensados,2010-08-01,6,1,0,0,6,1,7
APOLO,malaria,numero de tratamientos especificos dispensados,2010-09-01,4,5,0,0,4,5,9
BAURES,malaria,numero de tratamientos especificos dispensados,2010-09-01,6,5,0,0,6,5,11
CARANAVI,malaria,numero de tratamientos especificos dispensados,2010-09-01,1,0,0,0,1,0,1
CARAPARI,malaria,numero de tratamientos especificos dispensados,2010-09-01,0,2,0,0,0,2,2
COBIJA,malaria,numero de tratamientos especificos dispensados,2010-09-01,11,1,0,0,11,1,12
COCHABAMBA,malaria,numero de tratamientos especificos dispensados,2010-09-01,1,1,0,0,1,1,2
EL TORNO,malaria,numero de tratamientos especificos dispensados,2010-09-01,14,9,0,0,14,9,23
ENTRE RIOS TRJ,malaria,numero de tratamientos especificos dispensados,2010-09-01,1,1,0,0,1,1,2
ENTRE RIOS CBBA,malaria,numero de tratamientos especificos dispensados,2010-09-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,numero de tratamientos especificos dispensados,2010-09-01,8,1,0,0,8,1,9
GUAYARAMERIN,malaria,numero de tratamientos especificos dispensados,2010-09-01,21,20,1,0,22,20,42
IXIAMAS,malaria,numero de tratamientos especificos dispensados,2010-09-01,7,9,0,0,7,9,16
LA GUARDIA,malaria,numero de tratamientos especificos dispensados,2010-09-01,4,1,0,0,4,1,5
LA PAZ,malaria,numero de tratamientos especificos dispensados,2010-09-01,5,1,0,0,5,1,6
MAGDALENA,malaria,numero de tratamientos especificos dispensados,2010-09-01,1,0,0,0,1,0,1
MONTEAGUDO,malaria,numero de tratamientos especificos dispensados,2010-09-01,0,1,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de tratamientos especificos dispensados,2010-09-01,12,11,1,0,13,11,24
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de tratamientos especificos dispensados,2010-09-01,9,8,0,0,9,8,17
PADILLA,malaria,numero de tratamientos especificos dispensados,2010-09-01,1,0,0,0,1,0,1
PALOS BLANCOS,malaria,numero de tratamientos especificos dispensados,2010-09-01,1,0,0,0,1,0,1
PORONGO,malaria,numero de tratamientos especificos dispensados,2010-09-01,4,4,0,0,4,4,8
PORVENIR,malaria,numero de tratamientos especificos dispensados,2010-09-01,1,3,0,0,1,3,4
PUERTO GONZALO MORENO,malaria,numero de tratamientos especificos dispensados,2010-09-01,2,2,0,0,2,2,4
PUERTO RICO,malaria,numero de tratamientos especificos dispensados,2010-09-01,4,1,0,0,4,1,5
REYES,malaria,numero de tratamientos especificos dispensados,2010-09-01,1,1,0,0,1,1,2
RIBERALTA,malaria,numero de tratamientos especificos dispensados,2010-09-01,35,21,4,2,39,23,62
SAIPINA,malaria,numero de tratamientos especificos dispensados,2010-09-01,6,2,0,0,6,2,8
SAN BORJA,malaria,numero de tratamientos especificos dispensados,2010-09-01,3,1,0,0,3,1,4
SAN IGNACIO DE VELASCO,malaria,numero de tratamientos especificos dispensados,2010-09-01,7,1,0,0,7,1,8
SAN LORENZO(PND),malaria,numero de tratamientos especificos dispensados,2010-09-01,3,2,0,0,3,2,5
SAN LUCAS,malaria,numero de tratamientos especificos dispensados,2010-09-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,malaria,numero de tratamientos especificos dispensados,2010-09-01,0,0,0,0,0,0,0
SENA,malaria,numero de tratamientos especificos dispensados,2010-09-01,14,7,1,4,15,11,26
TARVITA,malaria,numero de tratamientos especificos dispensados,2010-09-01,1,0,0,0,1,0,1
TEOPONTE,malaria,numero de tratamientos especificos dispensados,2010-09-01,1,0,0,0,1,0,1
TORO TORO,malaria,numero de tratamientos especificos dispensados,2010-09-01,2,2,0,0,2,2,4
VILLA MONTES,malaria,numero de tratamientos especificos dispensados,2010-09-01,0,3,0,0,0,3,3
VILLA NUEVA (LOMA ALTA),malaria,numero de tratamientos especificos dispensados,2010-09-01,1,0,0,0,1,0,1
VILLA SERRANO,malaria,numero de tratamientos especificos dispensados,2010-09-01,0,1,0,0,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de tratamientos especificos dispensados,2010-09-01,1,0,0,0,1,0,1
YACUIBA,malaria,numero de tratamientos especificos dispensados,2010-09-01,7,6,0,0,7,6,13
YAPACANI,malaria,numero de tratamientos especificos dispensados,2010-09-01,1,0,0,0,1,0,1
APOLO,malaria,numero de tratamientos especificos dispensados,2010-10-01,3,0,0,0,3,0,3
BAURES,malaria,numero de tratamientos especificos dispensados,2010-10-01,14,7,0,0,14,7,21
BUENA VISTA,malaria,numero de tratamientos especificos dispensados,2010-10-01,0,1,0,0,0,1,1
CARAPARI,malaria,numero de tratamientos especificos dispensados,2010-10-01,4,2,0,0,4,2,6
COBIJA,malaria,numero de tratamientos especificos dispensados,2010-10-01,11,2,1,1,12,3,15
COROICO,malaria,numero de tratamientos especificos dispensados,2010-10-01,2,1,0,0,2,1,3
EL TORNO,malaria,numero de tratamientos especificos dispensados,2010-10-01,14,13,0,0,14,13,27
ENTRE RIOS TRJ,malaria,numero de tratamientos especificos dispensados,2010-10-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,malaria,numero de tratamientos especificos dispensados,2010-10-01,2,0,0,0,2,0,2
EUREKA (SANTOS MERCADO),malaria,numero de tratamientos especificos dispensados,2010-10-01,4,3,0,0,4,3,7
GUAYARAMERIN,malaria,numero de tratamientos especificos dispensados,2010-10-01,73,61,9,3,82,64,146
IXIAMAS,malaria,numero de tratamientos especificos dispensados,2010-10-01,4,4,1,0,5,4,9
LA GUARDIA,malaria,numero de tratamientos especificos dispensados,2010-10-01,5,1,0,0,5,1,6
LA PAZ,malaria,numero de tratamientos especificos dispensados,2010-10-01,2,0,0,0,2,0,2
MAGDALENA,malaria,numero de tratamientos especificos dispensados,2010-10-01,0,1,0,0,0,1,1
MONTEAGUDO,malaria,numero de tratamientos especificos dispensados,2010-10-01,1,1,0,0,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de tratamientos especificos dispensados,2010-10-01,22,19,0,1,22,20,42
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de tratamientos especificos dispensados,2010-10-01,12,5,0,0,12,5,17
OMEREQUE,malaria,numero de tratamientos especificos dispensados,2010-10-01,0,1,0,0,0,1,1
PALOS BLANCOS,malaria,numero de tratamientos especificos dispensados,2010-10-01,5,0,0,0,5,0,5
POJO (CBBA),malaria,numero de tratamientos especificos dispensados,2010-10-01,0,1,0,0,0,1,1
PORVENIR,malaria,numero de tratamientos especificos dispensados,2010-10-01,2,0,0,0,2,0,2
PUERTO GONZALO MORENO,malaria,numero de tratamientos especificos dispensados,2010-10-01,2,2,0,0,2,2,4
PUERTO RICO,malaria,numero de tratamientos especificos dispensados,2010-10-01,23,5,0,0,23,5,28
RIBERALTA,malaria,numero de tratamientos especificos dispensados,2010-10-01,57,34,0,2,57,36,93
SAIPINA,malaria,numero de tratamientos especificos dispensados,2010-10-01,3,3,0,0,3,3,6
SAN BORJA,malaria,numero de tratamientos especificos dispensados,2010-10-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,malaria,numero de tratamientos especificos dispensados,2010-10-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,malaria,numero de tratamientos especificos dispensados,2010-10-01,2,0,0,0,2,0,2
SAN LUCAS,malaria,numero de tratamientos especificos dispensados,2010-10-01,1,0,0,0,1,0,1
SAN PEDRO(PND),malaria,numero de tratamientos especificos dispensados,2010-10-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,malaria,numero de tratamientos especificos dispensados,2010-10-01,2,0,0,0,2,0,2
TEOPONTE,malaria,numero de tratamientos especificos dispensados,2010-10-01,3,4,0,0,3,4,7
VILLA MONTES,malaria,numero de tratamientos especificos dispensados,2010-10-01,3,0,0,0,3,0,3
VILLA NUEVA (LOMA ALTA),malaria,numero de tratamientos especificos dispensados,2010-10-01,1,0,0,0,1,0,1
YACUIBA,malaria,numero de tratamientos especificos dispensados,2010-10-01,8,4,0,0,8,4,12
AZURDUY,malaria,numero de tratamientos especificos dispensados,2010-11-01,1,0,0,0,1,0,1
BAURES,malaria,numero de tratamientos especificos dispensados,2010-11-01,5,8,0,0,5,8,13
CARANAVI,malaria,numero de tratamientos especificos dispensados,2010-11-01,3,1,0,0,3,1,4
CARAPARI,malaria,numero de tratamientos especificos dispensados,2010-11-01,1,0,0,0,1,0,1
COROICO,malaria,numero de tratamientos especificos dispensados,2010-11-01,2,1,0,0,2,1,3
EL TORNO,malaria,numero de tratamientos especificos dispensados,2010-11-01,16,9,0,0,16,9,25
ENTRE RIOS TRJ,malaria,numero de tratamientos especificos dispensados,2010-11-01,0,1,0,0,0,1,1
EUREKA (SANTOS MERCADO),malaria,numero de tratamientos especificos dispensados,2010-11-01,5,4,0,0,5,4,9
GUAYARAMERIN,malaria,numero de tratamientos especificos dispensados,2010-11-01,195,144,6,5,201,149,350
INCAHUASI,malaria,numero de tratamientos especificos dispensados,2010-11-01,0,1,0,0,0,1,1
LA GUARDIA,malaria,numero de tratamientos especificos dispensados,2010-11-01,1,0,0,0,1,0,1
LA PAZ,malaria,numero de tratamientos especificos dispensados,2010-11-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de tratamientos especificos dispensados,2010-11-01,28,11,0,0,28,11,39
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de tratamientos especificos dispensados,2010-11-01,13,9,0,0,13,9,22
PADCAYA,malaria,numero de tratamientos especificos dispensados,2010-11-01,0,1,0,0,0,1,1
PALOS BLANCOS,malaria,numero de tratamientos especificos dispensados,2010-11-01,4,3,0,0,4,3,7
PORONGO,malaria,numero de tratamientos especificos dispensados,2010-11-01,2,1,0,0,2,1,3
PORVENIR,malaria,numero de tratamientos especificos dispensados,2010-11-01,9,2,0,0,9,2,11
PUERTO GONZALO MORENO,malaria,numero de tratamientos especificos dispensados,2010-11-01,4,2,0,0,4,2,6
PUERTO RICO,malaria,numero de tratamientos especificos dispensados,2010-11-01,56,22,0,0,56,22,78
PUERTO VILLARROEL,malaria,numero de tratamientos especificos dispensados,2010-11-01,1,0,0,0,1,0,1
REYES,malaria,numero de tratamientos especificos dispensados,2010-11-01,1,1,0,0,1,1,2
RIBERALTA,malaria,numero de tratamientos especificos dispensados,2010-11-01,62,43,11,12,73,55,128
RURRENABAQUE,malaria,numero de tratamientos especificos dispensados,2010-11-01,0,2,0,0,0,2,2
SAIPINA,malaria,numero de tratamientos especificos dispensados,2010-11-01,14,10,0,0,14,10,24
SAN BORJA,malaria,numero de tratamientos especificos dispensados,2010-11-01,7,3,0,0,7,3,10
SAN IGNACIO DE VELASCO,malaria,numero de tratamientos especificos dispensados,2010-11-01,2,0,0,0,2,0,2
SAN LORENZO(PND),malaria,numero de tratamientos especificos dispensados,2010-11-01,21,1,0,0,21,1,22
SANTA ROSA,malaria,numero de tratamientos especificos dispensados,2010-11-01,0,2,0,0,0,2,2
SENA,malaria,numero de tratamientos especificos dispensados,2010-11-01,6,5,0,0,6,5,11
TEOPONTE,malaria,numero de tratamientos especificos dispensados,2010-11-01,0,2,0,0,0,2,2
TORO TORO,malaria,numero de tratamientos especificos dispensados,2010-11-01,1,2,0,0,1,2,3
VILLA MONTES,malaria,numero de tratamientos especificos dispensados,2010-11-01,3,3,0,0,3,3,6
VILLA NUEVA (LOMA ALTA),malaria,numero de tratamientos especificos dispensados,2010-11-01,5,1,0,0,5,1,6
YACUIBA,malaria,numero de tratamientos especificos dispensados,2010-11-01,20,17,0,0,20,17,37
BAURES,malaria,numero de tratamientos especificos dispensados,2010-12-01,11,11,0,0,11,11,22
CABEZAS,malaria,numero de tratamientos especificos dispensados,2010-12-01,4,0,0,0,4,0,4
CAMIRI,malaria,numero de tratamientos especificos dispensados,2010-12-01,1,0,0,0,1,0,1
CARANAVI,malaria,numero de tratamientos especificos dispensados,2010-12-01,4,3,0,0,4,3,7
CARAPARI,malaria,numero de tratamientos especificos dispensados,2010-12-01,0,1,0,0,0,1,1
COBIJA,malaria,numero de tratamientos especificos dispensados,2010-12-01,17,6,0,0,17,6,23
COROICO,malaria,numero de tratamientos especificos dispensados,2010-12-01,8,10,0,0,8,10,18
EL TORNO,malaria,numero de tratamientos especificos dispensados,2010-12-01,27,25,0,0,27,25,52
EUREKA (SANTOS MERCADO),malaria,numero de tratamientos especificos dispensados,2010-12-01,9,6,0,0,9,6,15
GUAYARAMERIN,malaria,numero de tratamientos especificos dispensados,2010-12-01,144,107,22,11,166,118,284
GUTIERREZ,malaria,numero de tratamientos especificos dispensados,2010-12-01,1,0,0,0,1,0,1
INGAVI (HUMAITA),malaria,numero de tratamientos especificos dispensados,2010-12-01,1,0,0,0,1,0,1
LA GUARDIA,malaria,numero de tratamientos especificos dispensados,2010-12-01,2,0,0,0,2,0,2
LA PAZ,malaria,numero de tratamientos especificos dispensados,2010-12-01,2,2,0,0,2,2,4
MIZQUE,malaria,numero de tratamientos especificos dispensados,2010-12-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de tratamientos especificos dispensados,2010-12-01,9,4,0,0,9,4,13
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de tratamientos especificos dispensados,2010-12-01,15,9,0,0,15,9,24
PALOS BLANCOS,malaria,numero de tratamientos especificos dispensados,2010-12-01,8,2,0,0,8,2,10
PORONGO,malaria,numero de tratamientos especificos dispensados,2010-12-01,2,2,0,0,2,2,4
PORVENIR,malaria,numero de tratamientos especificos dispensados,2010-12-01,12,18,0,0,12,18,30
PUERTO GONZALO MORENO,malaria,numero de tratamientos especificos dispensados,2010-12-01,1,0,0,0,1,0,1
PUERTO RICO,malaria,numero de tratamientos especificos dispensados,2010-12-01,50,1,0,0,50,1,51
REYES,malaria,numero de tratamientos especificos dispensados,2010-12-01,2,1,0,0,2,1,3
RIBERALTA,malaria,numero de tratamientos especificos dispensados,2010-12-01,51,28,1,1,52,29,81
SAIPINA,malaria,numero de tratamientos especificos dispensados,2010-12-01,7,11,0,0,7,11,18
SAN BORJA,malaria,numero de tratamientos especificos dispensados,2010-12-01,2,4,0,0,2,4,6
SAN IGNACIO DE VELASCO,malaria,numero de tratamientos especificos dispensados,2010-12-01,1,0,0,0,1,0,1
SAN JOAQUIN,malaria,numero de tratamientos especificos dispensados,2010-12-01,1,1,0,0,1,1,2
SAN LORENZO(PND),malaria,numero de tratamientos especificos dispensados,2010-12-01,8,0,1,0,9,0,9
SENA,malaria,numero de tratamientos especificos dispensados,2010-12-01,11,5,0,0,11,5,16
SHINAOTA,malaria,numero de tratamientos especificos dispensados,2010-12-01,2,0,0,0,2,0,2
TEOPONTE,malaria,numero de tratamientos especificos dispensados,2010-12-01,0,4,0,0,0,4,4
TORO TORO,malaria,numero de tratamientos especificos dispensados,2010-12-01,2,3,0,0,2,3,5
VILLA MONTES,malaria,numero de tratamientos especificos dispensados,2010-12-01,2,1,0,0,2,1,3
VILLA SERRANO,malaria,numero de tratamientos especificos dispensados,2010-12-01,3,0,0,0,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de tratamientos especificos dispensados,2010-12-01,1,0,0,0,1,0,1
WARNES,malaria,numero de tratamientos especificos dispensados,2010-12-01,1,0,0,0,1,0,1
YACUIBA,malaria,numero de tratamientos especificos dispensados,2010-12-01,12,11,0,0,12,11,23
