,group,variable,month,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
VINTO,vih,no de personas con prueba rapida,2023-03-01,37,66,103
WARNES,vih,no de personas con prueba rapida,2023-03-01,66,345,411
YACUIBA,vih,no de personas con prueba rapida,2023-03-01,101,177,278
YAMPARAEZ,vih,no de personas con prueba rapida,2023-03-01,2,5,7
YAPACANI,vih,no de personas con prueba rapida,2023-03-01,48,99,147
YOTALA,vih,no de personas con prueba rapida,2023-03-01,1,0,1
YUNCHARA,vih,no de personas con prueba rapida,2023-03-01,3,3,6
ZUDAÑEZ,vih,no de personas con prueba rapida,2023-03-01,3,11,14
ACACIO,vih,no de personas con prueba rapida,2023-04-01,1,0,1
ACHACACHI,vih,no de personas con prueba rapida,2023-04-01,1,0,1
AIQUILE,vih,no de personas con prueba rapida,2023-04-01,32,65,97
ALCALA,vih,no de personas con prueba rapida,2023-04-01,7,33,40
ANCORAIMES,vih,no de personas con prueba rapida,2023-04-01,2,0,2
ANTEQUERA,vih,no de personas con prueba rapida,2023-04-01,1,1,2
ANZALDO,vih,no de personas con prueba rapida,2023-04-01,14,11,25
APOLO,vih,no de personas con prueba rapida,2023-04-01,2,4,6
ARANI,vih,no de personas con prueba rapida,2023-04-01,1,0,1
ARBIETO,vih,no de personas con prueba rapida,2023-04-01,7,4,11
ARQUE,vih,no de personas con prueba rapida,2023-04-01,1,19,20
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2023-04-01,50,121,171
AYATA,vih,no de personas con prueba rapida,2023-04-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2023-04-01,5,7,12
AZURDUY,vih,no de personas con prueba rapida,2023-04-01,7,70,77
BATALLAS,vih,no de personas con prueba rapida,2023-04-01,4,7,11
BERMEJO,vih,no de personas con prueba rapida,2023-04-01,20,16,36
BETANZOS,vih,no de personas con prueba rapida,2023-04-01,2,2,4
BOLIVAR,vih,no de personas con prueba rapida,2023-04-01,1,1,2
BOYUIBE,vih,no de personas con prueba rapida,2023-04-01,0,4,4
BUENA VISTA,vih,no de personas con prueba rapida,2023-04-01,16,3,19
CABEZAS,vih,no de personas con prueba rapida,2023-04-01,24,46,70
"CAIZA ""D""",vih,no de personas con prueba rapida,2023-04-01,0,5,5
CALAMARCA,vih,no de personas con prueba rapida,2023-04-01,2,1,3
CAMARGO,vih,no de personas con prueba rapida,2023-04-01,10,35,45
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2023-04-01,0,4,4
CAMIRI,vih,no de personas con prueba rapida,2023-04-01,3,5,8
CAPINOTA,vih,no de personas con prueba rapida,2023-04-01,7,14,21
CARACOLLO,vih,no de personas con prueba rapida,2023-04-01,2,11,13
CARANAVI,vih,no de personas con prueba rapida,2023-04-01,57,51,108
CARANGAS,vih,no de personas con prueba rapida,2023-04-01,7,7,14
CARAPARI,vih,no de personas con prueba rapida,2023-04-01,3,0,3
CARIPUYO,vih,no de personas con prueba rapida,2023-04-01,10,11,21
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2023-04-01,3,0,3
CHALLAPATA,vih,no de personas con prueba rapida,2023-04-01,16,47,63
CHARAGUA,vih,no de personas con prueba rapida,2023-04-01,4,18,22
CHAYANTA,vih,no de personas con prueba rapida,2023-04-01,2,1,3
CHIMORE,vih,no de personas con prueba rapida,2023-04-01,11,22,33
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2023-04-01,27,21,48
CHUMA,vih,no de personas con prueba rapida,2023-04-01,3,5,8
CKOCHAS,vih,no de personas con prueba rapida,2023-04-01,0,1,1
CLIZA,vih,no de personas con prueba rapida,2023-04-01,8,13,21
COBIJA,vih,no de personas con prueba rapida,2023-04-01,92,16,108
COCHABAMBA,vih,no de personas con prueba rapida,2023-04-01,1492,2306,3798
COIPASA,vih,no de personas con prueba rapida,2023-04-01,1,0,1
COLCAPIRHUA,vih,no de personas con prueba rapida,2023-04-01,140,89,229
"COLCHA ""K""",vih,no de personas con prueba rapida,2023-04-01,1,0,1
COLOMI,vih,no de personas con prueba rapida,2023-04-01,4,15,19
COLPA BELGICA,vih,no de personas con prueba rapida,2023-04-01,7,11,18
COLQUECHACA,vih,no de personas con prueba rapida,2023-04-01,7,3,10
COLQUENCHA,vih,no de personas con prueba rapida,2023-04-01,5,8,13
COLQUIRI,vih,no de personas con prueba rapida,2023-04-01,3,2,5
COMARAPA,vih,no de personas con prueba rapida,2023-04-01,4,22,26
CONCEPCION,vih,no de personas con prueba rapida,2023-04-01,10,5,15
COPACABANA,vih,no de personas con prueba rapida,2023-04-01,0,3,3
COROICO,vih,no de personas con prueba rapida,2023-04-01,21,22,43
COTAGAITA,vih,no de personas con prueba rapida,2023-04-01,3,4,7
COTOCA,vih,no de personas con prueba rapida,2023-04-01,98,412,510
CRUZ DE MACHACAMARCA,vih,no de personas con prueba rapida,2023-04-01,2,7,9
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2023-04-01,24,74,98
CUEVO,vih,no de personas con prueba rapida,2023-04-01,0,6,6
CULPINA,vih,no de personas con prueba rapida,2023-04-01,1,29,30
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2023-04-01,1,4,5
CURVA,vih,no de personas con prueba rapida,2023-04-01,4,3,7
DESAGUADERO,vih,no de personas con prueba rapida,2023-04-01,3,13,16
EL ALTO,vih,no de personas con prueba rapida,2023-04-01,1021,1796,2817
EL PUENTE(STC),vih,no de personas con prueba rapida,2023-04-01,7,14,21
EL PUENTE(TJA),vih,no de personas con prueba rapida,2023-04-01,0,1,1
EL TORNO,vih,no de personas con prueba rapida,2023-04-01,52,119,171
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2023-04-01,3,18,21
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2023-04-01,74,203,277
ESCOMA,vih,no de personas con prueba rapida,2023-04-01,0,4,4
ESMERALDA,vih,no de personas con prueba rapida,2023-04-01,1,6,7
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2023-04-01,22,63,85
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2023-04-01,2,3,5
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2023-04-01,4,2,6
GUANAY,vih,no de personas con prueba rapida,2023-04-01,5,31,36
GUAYARAMERIN,vih,no de personas con prueba rapida,2023-04-01,48,41,89
GUTIERREZ,vih,no de personas con prueba rapida,2023-04-01,1,0,1
HUACHACALLA,vih,no de personas con prueba rapida,2023-04-01,1,0,1
HUANUNI,vih,no de personas con prueba rapida,2023-04-01,29,52,81
HUAYLLAMARCA,vih,no de personas con prueba rapida,2023-04-01,9,13,22
ICLA,vih,no de personas con prueba rapida,2023-04-01,1,9,10
INCAHUASI,vih,no de personas con prueba rapida,2023-04-01,3,26,29
INGAVI (HUMAITA),vih,no de personas con prueba rapida,2023-04-01,1,0,1
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2023-04-01,2,13,15
IXIAMAS,vih,no de personas con prueba rapida,2023-04-01,6,7,13
JESUS DE MACHACA,vih,no de personas con prueba rapida,2023-04-01,7,14,21
LA GUARDIA,vih,no de personas con prueba rapida,2023-04-01,82,128,210
LA PAZ,vih,no de personas con prueba rapida,2023-04-01,1114,2234,3348
LAJA,vih,no de personas con prueba rapida,2023-04-01,0,10,10
LAS CARRERAS,vih,no de personas con prueba rapida,2023-04-01,1,4,5
LLALLAGUA,vih,no de personas con prueba rapida,2023-04-01,22,17,39
LORETO,vih,no de personas con prueba rapida,2023-04-01,1,5,6
LURIBAY,vih,no de personas con prueba rapida,2023-04-01,22,23,45
MACHACAMARCA,vih,no de personas con prueba rapida,2023-04-01,3,5,8
MACHARETI,vih,no de personas con prueba rapida,2023-04-01,4,7,11
MAIRANA,vih,no de personas con prueba rapida,2023-04-01,3,11,14
MECAPACA,vih,no de personas con prueba rapida,2023-04-01,0,1,1
MINEROS,vih,no de personas con prueba rapida,2023-04-01,6,7,13
MIZQUE,vih,no de personas con prueba rapida,2023-04-01,46,58,104
MOJOCOYA,vih,no de personas con prueba rapida,2023-04-01,1,6,7
MONTEAGUDO,vih,no de personas con prueba rapida,2023-04-01,23,80,103
MONTERO,vih,no de personas con prueba rapida,2023-04-01,92,231,323
NACEBE (SANTA ROSA DEL ABUNA),vih,no de personas con prueba rapida,2023-04-01,0,3,3
OCURI,vih,no de personas con prueba rapida,2023-04-01,2,3,5
OKINAWA,vih,no de personas con prueba rapida,2023-04-01,1,2,3
OMEREQUE,vih,no de personas con prueba rapida,2023-04-01,4,4,8
ORURO,vih,no de personas con prueba rapida,2023-04-01,264,780,1044
PADILLA,vih,no de personas con prueba rapida,2023-04-01,10,18,28
PAILON,vih,no de personas con prueba rapida,2023-04-01,15,78,93
PALCA,vih,no de personas con prueba rapida,2023-04-01,1,33,34
PALOS BLANCOS,vih,no de personas con prueba rapida,2023-04-01,10,21,31
PAMPA AULLAGAS,vih,no de personas con prueba rapida,2023-04-01,7,14,21
PASORAPA,vih,no de personas con prueba rapida,2023-04-01,2,2,4
PATACAMAYA,vih,no de personas con prueba rapida,2023-04-01,27,31,58
PAZÑA,vih,no de personas con prueba rapida,2023-04-01,3,9,12
POCOATA,vih,no de personas con prueba rapida,2023-04-01,32,61,93
POCONA,vih,no de personas con prueba rapida,2023-04-01,0,2,2
POJO (CBBA),vih,no de personas con prueba rapida,2023-04-01,4,4,8
POOPO,vih,no de personas con prueba rapida,2023-04-01,14,11,25
PORCO,vih,no de personas con prueba rapida,2023-04-01,0,1,1
POROMA,vih,no de personas con prueba rapida,2023-04-01,0,1,1
PORONGO,vih,no de personas con prueba rapida,2023-04-01,1,1,2
PORTACHUELO,vih,no de personas con prueba rapida,2023-04-01,6,3,9
PORVENIR,vih,no de personas con prueba rapida,2023-04-01,1,6,7
POSTRER VALLE,vih,no de personas con prueba rapida,2023-04-01,1,1,2
POTOSI,vih,no de personas con prueba rapida,2023-04-01,34,47,81
PRESTO,vih,no de personas con prueba rapida,2023-04-01,1,13,14
PUCARANI,vih,no de personas con prueba rapida,2023-04-01,5,5,10
PUERTO CARABUCO,vih,no de personas con prueba rapida,2023-04-01,0,1,1
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2023-04-01,7,13,20
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2023-04-01,3,13,16
PUERTO RICO,vih,no de personas con prueba rapida,2023-04-01,0,7,7
PUERTO SUAREZ,vih,no de personas con prueba rapida,2023-04-01,21,19,40
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2023-04-01,168,235,403
PUNA,vih,no de personas con prueba rapida,2023-04-01,1,2,3
PUNATA,vih,no de personas con prueba rapida,2023-04-01,94,96,190
QUILLACOLLO,vih,no de personas con prueba rapida,2023-04-01,161,574,735
QUIME,vih,no de personas con prueba rapida,2023-04-01,1,6,7
QUIRUSILLAS,vih,no de personas con prueba rapida,2023-04-01,1,0,1
RAVELO,vih,no de personas con prueba rapida,2023-04-01,4,6,10
REYES,vih,no de personas con prueba rapida,2023-04-01,0,2,2
RIBERALTA,vih,no de personas con prueba rapida,2023-04-01,327,523,850
ROBORE,vih,no de personas con prueba rapida,2023-04-01,6,6,12
RURRENABAQUE,vih,no de personas con prueba rapida,2023-04-01,31,42,73
SABAYA,vih,no de personas con prueba rapida,2023-04-01,27,55,82
SACABA,vih,no de personas con prueba rapida,2023-04-01,190,293,483
SACABAMBA,vih,no de personas con prueba rapida,2023-04-01,3,7,10
SACACA,vih,no de personas con prueba rapida,2023-04-01,0,3,3
SAIPINA,vih,no de personas con prueba rapida,2023-04-01,0,1,1
SAMAIPATA,vih,no de personas con prueba rapida,2023-04-01,1,5,6
SAN ANDRES DE MACHACA,vih,no de personas con prueba rapida,2023-04-01,4,13,17
SAN ANTONIO DE LOMERIO,vih,no de personas con prueba rapida,2023-04-01,1,1,2
SAN BENITO,vih,no de personas con prueba rapida,2023-04-01,2,2,4
SAN BORJA,vih,no de personas con prueba rapida,2023-04-01,50,60,110
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2023-04-01,8,13,21
SAN CARLOS,vih,no de personas con prueba rapida,2023-04-01,42,58,100
SAN IGNACIO,vih,no de personas con prueba rapida,2023-04-01,7,17,24
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2023-04-01,16,6,22
SAN JAVIER(BNI),vih,no de personas con prueba rapida,2023-04-01,22,27,49
SAN JAVIER(STC),vih,no de personas con prueba rapida,2023-04-01,4,6,10
SAN JOAQUIN,vih,no de personas con prueba rapida,2023-04-01,0,18,18
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2023-04-01,29,20,49
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2023-04-01,3,0,3
SAN JULIAN,vih,no de personas con prueba rapida,2023-04-01,57,112,169
SAN LORENZO(PND),vih,no de personas con prueba rapida,2023-04-01,3,3,6
SAN LORENZO(TJA),vih,no de personas con prueba rapida,2023-04-01,3,29,32
SAN LUCAS,vih,no de personas con prueba rapida,2023-04-01,9,57,66
SAN MATIAS,vih,no de personas con prueba rapida,2023-04-01,9,21,30
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2023-04-01,5,4,9
SAN PEDRO,vih,no de personas con prueba rapida,2023-04-01,15,34,49
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2023-04-01,5,12,17
SAN PEDRO DE TIQUINA,vih,no de personas con prueba rapida,2023-04-01,7,6,13
SAN RAFAEL,vih,no de personas con prueba rapida,2023-04-01,2,0,2
SAN RAMON BENI,vih,no de personas con prueba rapida,2023-04-01,10,8,18
SAN RAMON SCZ,vih,no de personas con prueba rapida,2023-04-01,3,2,5
SANTA ANA,vih,no de personas con prueba rapida,2023-04-01,30,31,61
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2023-04-01,1516,2321,3837
SANTA ROSA,vih,no de personas con prueba rapida,2023-04-01,2,0,2
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2023-04-01,3,6,9
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2023-04-01,4,7,11
SANTIAGO DE HUATA,vih,no de personas con prueba rapida,2023-04-01,1,1,2
SANTIAGO DE MACHACA,vih,no de personas con prueba rapida,2023-04-01,4,1,5
SANTIVAÑES,vih,no de personas con prueba rapida,2023-04-01,0,2,2
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2023-04-01,1,4,5
SAPAHAQUI,vih,no de personas con prueba rapida,2023-04-01,4,2,6
SENA,vih,no de personas con prueba rapida,2023-04-01,0,4,4
SHINAOTA,vih,no de personas con prueba rapida,2023-04-01,40,184,224
SICA SICA (VILLA AROMA),vih,no de personas con prueba rapida,2023-04-01,2,2,4
SIPE SIPE,vih,no de personas con prueba rapida,2023-04-01,6,25,31
SOPACHUY,vih,no de personas con prueba rapida,2023-04-01,4,17,21
SORATA,vih,no de personas con prueba rapida,2023-04-01,1,0,1
SUCRE,vih,no de personas con prueba rapida,2023-04-01,395,765,1160
TACACOMA,vih,no de personas con prueba rapida,2023-04-01,5,8,13
TACOPAYA,vih,no de personas con prueba rapida,2023-04-01,1,2,3
TAPACARI,vih,no de personas con prueba rapida,2023-04-01,7,21,28
TARABUCO,vih,no de personas con prueba rapida,2023-04-01,11,35,46
TARATA,vih,no de personas con prueba rapida,2023-04-01,2,4,6
TARIJA,vih,no de personas con prueba rapida,2023-04-01,66,100,166
TARVITA,vih,no de personas con prueba rapida,2023-04-01,5,37,42
TEOPONTE,vih,no de personas con prueba rapida,2023-04-01,6,10,16
TIAHUANACU,vih,no de personas con prueba rapida,2023-04-01,3,10,13
TINGUIPAYA,vih,no de personas con prueba rapida,2023-04-01,1,1,2
TIPUANI,vih,no de personas con prueba rapida,2023-04-01,1,0,1
TIQUIPAYA,vih,no de personas con prueba rapida,2023-04-01,70,218,288
TOCO,vih,no de personas con prueba rapida,2023-04-01,5,2,7
TOLATA,vih,no de personas con prueba rapida,2023-04-01,0,4,4
TOMINA,vih,no de personas con prueba rapida,2023-04-01,4,3,7
TORO TORO,vih,no de personas con prueba rapida,2023-04-01,9,25,34
TOTORA(CBBA),vih,no de personas con prueba rapida,2023-04-01,7,44,51
TOTORA(ORR),vih,no de personas con prueba rapida,2023-04-01,0,1,1
TRINIDAD,vih,no de personas con prueba rapida,2023-04-01,225,311,536
TUPIZA,vih,no de personas con prueba rapida,2023-04-01,53,184,237
UNCIA,vih,no de personas con prueba rapida,2023-04-01,10,38,48
URUBICHA,vih,no de personas con prueba rapida,2023-04-01,4,1,5
UYUNI,vih,no de personas con prueba rapida,2023-04-01,4,6,10
VACAS,vih,no de personas con prueba rapida,2023-04-01,4,7,11
VALLEGRANDE,vih,no de personas con prueba rapida,2023-04-01,42,38,80
VIACHA,vih,no de personas con prueba rapida,2023-04-01,14,10,24
VILA VILA,vih,no de personas con prueba rapida,2023-04-01,1,0,1
VILLA CHARCAS,vih,no de personas con prueba rapida,2023-04-01,4,6,10
VILLA MONTES,vih,no de personas con prueba rapida,2023-04-01,80,84,164
VILLA NUEVA (LOMA ALTA),vih,no de personas con prueba rapida,2023-04-01,0,2,2
VILLA SERRANO,vih,no de personas con prueba rapida,2023-04-01,4,12,16
VILLA TUNARI,vih,no de personas con prueba rapida,2023-04-01,140,269,409
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2023-04-01,11,23,34
VILLAZON,vih,no de personas con prueba rapida,2023-04-01,41,58,99
VINTO,vih,no de personas con prueba rapida,2023-04-01,44,45,89
WARNES,vih,no de personas con prueba rapida,2023-04-01,92,105,197
YACUIBA,vih,no de personas con prueba rapida,2023-04-01,144,167,311
YAMPARAEZ,vih,no de personas con prueba rapida,2023-04-01,1,7,8
YANACACHI,vih,no de personas con prueba rapida,2023-04-01,1,0,1
YAPACANI,vih,no de personas con prueba rapida,2023-04-01,46,56,102
YUNCHARA,vih,no de personas con prueba rapida,2023-04-01,0,3,3
ZUDAÑEZ,vih,no de personas con prueba rapida,2023-04-01,0,4,4
ACACIO,vih,no de personas con prueba rapida,2023-05-01,0,6,6
AIQUILE,vih,no de personas con prueba rapida,2023-05-01,40,77,117
ALCALA,vih,no de personas con prueba rapida,2023-05-01,5,21,26
ALTO BENI,vih,no de personas con prueba rapida,2023-05-01,2,1,3
ANTEQUERA,vih,no de personas con prueba rapida,2023-05-01,5,4,9
ANZALDO,vih,no de personas con prueba rapida,2023-05-01,12,9,21
ARANI,vih,no de personas con prueba rapida,2023-05-01,3,3,6
ARBIETO,vih,no de personas con prueba rapida,2023-05-01,5,10,15
ARQUE,vih,no de personas con prueba rapida,2023-05-01,3,5,8
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2023-05-01,70,152,222
ATOCHA,vih,no de personas con prueba rapida,2023-05-01,0,2,2
AYATA,vih,no de personas con prueba rapida,2023-05-01,12,11,23
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2023-05-01,6,12,18
AZURDUY,vih,no de personas con prueba rapida,2023-05-01,2,28,30
BATALLAS,vih,no de personas con prueba rapida,2023-05-01,8,39,47
BELLA FLOR,vih,no de personas con prueba rapida,2023-05-01,0,1,1
BERMEJO,vih,no de personas con prueba rapida,2023-05-01,24,22,46
BETANZOS,vih,no de personas con prueba rapida,2023-05-01,3,0,3
BOLIVAR,vih,no de personas con prueba rapida,2023-05-01,0,1,1
BUENA VISTA,vih,no de personas con prueba rapida,2023-05-01,6,6,12
CABEZAS,vih,no de personas con prueba rapida,2023-05-01,6,17,23
"CAIZA ""D""",vih,no de personas con prueba rapida,2023-05-01,2,3,5
CALAMARCA,vih,no de personas con prueba rapida,2023-05-01,7,5,12
CAMARGO,vih,no de personas con prueba rapida,2023-05-01,12,63,75
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2023-05-01,0,4,4
CAMIRI,vih,no de personas con prueba rapida,2023-05-01,9,7,16
CAPINOTA,vih,no de personas con prueba rapida,2023-05-01,9,16,25
CARACOLLO,vih,no de personas con prueba rapida,2023-05-01,2,8,10
CARANAVI,vih,no de personas con prueba rapida,2023-05-01,67,45,112
CARAPARI,vih,no de personas con prueba rapida,2023-05-01,4,2,6
CARIPUYO,vih,no de personas con prueba rapida,2023-05-01,3,1,4
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2023-05-01,8,7,15
CHALLAPATA,vih,no de personas con prueba rapida,2023-05-01,12,48,60
CHARAGUA,vih,no de personas con prueba rapida,2023-05-01,6,5,11
CHAYANTA,vih,no de personas con prueba rapida,2023-05-01,3,1,4
CHIMORE,vih,no de personas con prueba rapida,2023-05-01,12,37,49
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2023-05-01,24,28,52
CHUMA,vih,no de personas con prueba rapida,2023-05-01,2,5,7
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2023-05-01,1,0,1
CKOCHAS,vih,no de personas con prueba rapida,2023-05-01,2,2,4
CLIZA,vih,no de personas con prueba rapida,2023-05-01,9,16,25
COBIJA,vih,no de personas con prueba rapida,2023-05-01,78,53,131
COCHABAMBA,vih,no de personas con prueba rapida,2023-05-01,1574,2397,3971
COIPASA,vih,no de personas con prueba rapida,2023-05-01,1,0,1
COLCAPIRHUA,vih,no de personas con prueba rapida,2023-05-01,70,112,182
"COLCHA ""K""",vih,no de personas con prueba rapida,2023-05-01,0,1,1
COLOMI,vih,no de personas con prueba rapida,2023-05-01,3,5,8
COLPA BELGICA,vih,no de personas con prueba rapida,2023-05-01,4,4,8
COLQUECHACA,vih,no de personas con prueba rapida,2023-05-01,1,7,8
COLQUENCHA,vih,no de personas con prueba rapida,2023-05-01,7,8,15
COLQUIRI,vih,no de personas con prueba rapida,2023-05-01,1,1,2
COMARAPA,vih,no de personas con prueba rapida,2023-05-01,7,24,31
CONCEPCION,vih,no de personas con prueba rapida,2023-05-01,10,10,20
COPACABANA,vih,no de personas con prueba rapida,2023-05-01,3,1,4
COROICO,vih,no de personas con prueba rapida,2023-05-01,16,21,37
COTAGAITA,vih,no de personas con prueba rapida,2023-05-01,1,2,3
COTOCA,vih,no de personas con prueba rapida,2023-05-01,77,187,264
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2023-05-01,37,116,153
CUCHUMUELA (V. G. VILLARROEL),vih,no de personas con prueba rapida,2023-05-01,3,0,3
CULPINA,vih,no de personas con prueba rapida,2023-05-01,3,20,23
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2023-05-01,6,4,10
CURVA,vih,no de personas con prueba rapida,2023-05-01,0,2,2
DESAGUADERO,vih,no de personas con prueba rapida,2023-05-01,4,10,14
EL ALTO,vih,no de personas con prueba rapida,2023-05-01,1056,1905,2961
EL PUENTE(STC),vih,no de personas con prueba rapida,2023-05-01,17,29,46
EL PUENTE(TJA),vih,no de personas con prueba rapida,2023-05-01,2,2,4
EL TORNO,vih,no de personas con prueba rapida,2023-05-01,117,155,272
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2023-05-01,4,7,11
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2023-05-01,59,159,218
ESCARA,vih,no de personas con prueba rapida,2023-05-01,0,3,3
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2023-05-01,13,45,58
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2023-05-01,5,0,5
GUANAY,vih,no de personas con prueba rapida,2023-05-01,2,11,13
GUAYARAMERIN,vih,no de personas con prueba rapida,2023-05-01,165,84,249
HUACHACALLA,vih,no de personas con prueba rapida,2023-05-01,5,11,16
HUANUNI,vih,no de personas con prueba rapida,2023-05-01,21,48,69
HUAYLLAMARCA,vih,no de personas con prueba rapida,2023-05-01,10,17,27
ICLA,vih,no de personas con prueba rapida,2023-05-01,3,13,16
INCAHUASI,vih,no de personas con prueba rapida,2023-05-01,8,27,35
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2023-05-01,2,4,6
IXIAMAS,vih,no de personas con prueba rapida,2023-05-01,0,8,8
JESUS DE MACHACA,vih,no de personas con prueba rapida,2023-05-01,37,56,93
LA GUARDIA,vih,no de personas con prueba rapida,2023-05-01,55,105,160
LA PAZ,vih,no de personas con prueba rapida,2023-05-01,1515,2428,3943
LA RIVERA,vih,no de personas con prueba rapida,2023-05-01,0,1,1
LAS CARRERAS,vih,no de personas con prueba rapida,2023-05-01,0,2,2
LLALLAGUA,vih,no de personas con prueba rapida,2023-05-01,4,3,7
MACHACAMARCA,vih,no de personas con prueba rapida,2023-05-01,11,26,37
MACHARETI,vih,no de personas con prueba rapida,2023-05-01,0,9,9
MAIRANA,vih,no de personas con prueba rapida,2023-05-01,1,13,14
MAPIRI,vih,no de personas con prueba rapida,2023-05-01,2,4,6
MINEROS,vih,no de personas con prueba rapida,2023-05-01,5,3,8
MIZQUE,vih,no de personas con prueba rapida,2023-05-01,33,42,75
MOJOCOYA,vih,no de personas con prueba rapida,2023-05-01,1,16,17
MONTEAGUDO,vih,no de personas con prueba rapida,2023-05-01,29,55,84
MONTERO,vih,no de personas con prueba rapida,2023-05-01,117,199,316
NUEVO MANOA (NUEVA ESPERANZA),vih,no de personas con prueba rapida,2023-05-01,0,1,1
OCURI,vih,no de personas con prueba rapida,2023-05-01,0,1,1
OKINAWA,vih,no de personas con prueba rapida,2023-05-01,1,0,1
OMEREQUE,vih,no de personas con prueba rapida,2023-05-01,0,4,4
ORURO,vih,no de personas con prueba rapida,2023-05-01,358,816,1174
PADCAYA,vih,no de personas con prueba rapida,2023-05-01,1,2,3
PADILLA,vih,no de personas con prueba rapida,2023-05-01,0,6,6
PAILON,vih,no de personas con prueba rapida,2023-05-01,15,53,68
PALOS BLANCOS,vih,no de personas con prueba rapida,2023-05-01,2,1,3
PAMPA GRANDE,vih,no de personas con prueba rapida,2023-05-01,4,1,5
PASORAPA,vih,no de personas con prueba rapida,2023-05-01,1,0,1
PATACAMAYA,vih,no de personas con prueba rapida,2023-05-01,12,24,36
PAZÑA,vih,no de personas con prueba rapida,2023-05-01,16,34,50
POCOATA,vih,no de personas con prueba rapida,2023-05-01,10,32,42
POCONA,vih,no de personas con prueba rapida,2023-05-01,2,3,5
POJO (CBBA),vih,no de personas con prueba rapida,2023-05-01,0,1,1
POOPO,vih,no de personas con prueba rapida,2023-05-01,9,23,32
PORCO,vih,no de personas con prueba rapida,2023-05-01,1,3,4
POROMA,vih,no de personas con prueba rapida,2023-05-01,2,7,9
PORONGO,vih,no de personas con prueba rapida,2023-05-01,0,3,3
PORTACHUELO,vih,no de personas con prueba rapida,2023-05-01,8,3,11
PORVENIR,vih,no de personas con prueba rapida,2023-05-01,0,1,1
POSTRER VALLE,vih,no de personas con prueba rapida,2023-05-01,0,1,1
POTOSI,vih,no de personas con prueba rapida,2023-05-01,21,29,50
PRESTO,vih,no de personas con prueba rapida,2023-05-01,11,26,37
PUCARANI,vih,no de personas con prueba rapida,2023-05-01,7,10,17
PUERTO RICO,vih,no de personas con prueba rapida,2023-05-01,1,7,8
PUERTO SUAREZ,vih,no de personas con prueba rapida,2023-05-01,12,18,30
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2023-05-01,136,236,372
PUNA,vih,no de personas con prueba rapida,2023-05-01,2,4,6
PUNATA,vih,no de personas con prueba rapida,2023-05-01,88,94,182
QUILLACOLLO,vih,no de personas con prueba rapida,2023-05-01,185,656,841
QUIME,vih,no de personas con prueba rapida,2023-05-01,2,2,4
RAVELO,vih,no de personas con prueba rapida,2023-05-01,1,0,1
REYES,vih,no de personas con prueba rapida,2023-05-01,2,2,4
