,group,variable,month,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
CHOQUE COTA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1,1
CHUA COCANI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,44,44
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,5,5
CHUQUIHUTA AYLLU JUCUMANI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1,1
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,21,21
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,61,61
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,85,85
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,34,34
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1672,1672
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,106,106
"COLCHA ""K""",vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,11,11
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,44,44
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,13,13
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,33,33
COLQUENCHA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,7,7
COLQUIRI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,26,26
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,56,56
COMBAYA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1,1
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,71,71
COPACABANA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,7,7
COROICO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,64,64
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,3,3
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,18,18
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,304,304
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,25,25
CUCHUMUELA (V. G. VILLARROEL),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,2,2
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,6,6
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,16,16
CURVA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,5,5
DESAGUADERO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,10,10
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,2511,2511
EL CHORO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,5,5
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,11,11
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,8,8
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,213,213
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1,1
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,27,27
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,111,111
ESCARA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1,1
ESCOMA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,7,7
EUREKA (SANTOS MERCADO),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1,1
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,29,29
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,14,14
GAIOC JATUN AYLLU YURA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,2,2
GENERAL SAAVEDRA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,44,44
GRAL. J.J. PEREZ (CHARAZANI),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,8,8
GUANAY,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,39,39
GUAQUI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,3,3
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,99,99
HUACARAJE,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,2,2
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,7,7
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,2,2
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,21,21
HUARINA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,3,3
HUATAJATA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,2,2
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1,1
ICLA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,8,8
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,22,22
INGAVI (HUMAITA),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,4,4
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,18,18
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,17,17
JESUS DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,15,15
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,258,258
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1410,1410
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,5,5
LAJA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,34,34
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1,1
LLALLAGUA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,171,171
LORETO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1,1
LURIBAY,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,13,13
MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,2,2
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,3,3
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,17,17
MECAPACA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,4,4
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,57,57
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,64,64
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,4,4
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,30,30
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,392,392
MOROCHATA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1,1
OCURI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,32,32
OKINAWA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,24,24
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,11,11
ORURO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1034,1034
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,8,8
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,13,13
PAILON,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,76,76
PALCA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,8,8
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,12,12
PAMPA AULLAGAS,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,3,3
PASORAPA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,4,4
PATACAMAYA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,76,76
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,3,3
PELECHUCO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,23,23
POCOATA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,43,43
POCONA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,11,11
POJO (CBBA),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,23,23
POOPO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,8,8
PORCO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,29,29
POROMA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,13,13
PORONGO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,17,17
PORTACHUELO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,47,47
PORVENIR,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,10,10
POSTRER VALLE,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,2,2
POTOSI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,353,353
PRESTO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,9,9
PUCARANI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,25,25
PUERTO CARABUCO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,9,9
PUERTO GONZALO MORENO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,14,14
PUERTO QUIJARRO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,27,27
PUERTO RICO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,9,9
PUERTO SUAREZ,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,73,73
PUERTO VILLARROEL,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,242,242
PUNA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,18,18
PUNATA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,163,163
QUILLACOLLO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,432,432
QUIME,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,11,11
QUIRUSILLAS,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1,1
RAQAYPAMPA(ETA),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,12,12
RAVELO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,18,18
REYES,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,23,23
RIBERALTA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,682,682
ROBORE,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,48,48
RURRENABAQUE,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,50,50
SABAYA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,5,5
SACABA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,516,516
SACABAMBA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1,1
SACACA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,25,25
SAIPINA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,10,10
SALINAS DE GARCI MENDOZA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,18,18
SAMAIPATA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,18,18
SAN ANDRES,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,11,11
SAN ANDRES DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,4,4
SAN ANTONIO DE ESMORUCO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1,1
SAN ANTONIO DE LOMERIO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,9,9
SAN BENITO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,19,19
SAN BORJA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,118,118
SAN BUENA VENTURA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,27,27
SAN CARLOS,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,59,59
SAN IGNACIO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,30,30
SAN IGNACIO DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,81,81
SAN JAVIER(BNI),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,4,4
SAN JAVIER(STC),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,23,23
SAN JOAQUIN,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,14,14
SAN JOSE DE CHIQUITOS,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,64,64
SAN JUAN DE YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,8,8
SAN JULIAN,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,148,148
SAN LORENZO(PND),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,10,10
SAN LORENZO(TJA),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,32,32
SAN LUCAS,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,33,33
SAN MATIAS,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,35,35
SAN MIGUEL DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,6,6
SAN PABLO DE LIPEZ,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1,1
SAN PEDRO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,28,28
SAN PEDRO DE BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,48,48
SAN PEDRO DE MACHA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,23,23
SAN PEDRO DE TIQUINA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,3,3
SAN PEDRO(PND),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,5,5
SAN RAFAEL,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,8,8
SAN RAMON BENI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,12,12
SAN RAMON SCZ,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,13,13
SANTA ANA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,32,32
SANTA CRUZ DE LA SIERRA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,2948,2948
SANTA ROSA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,11,11
SANTA ROSA DEL SARA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,40,40
SANTIAGO DE HUARI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,2,2
SANTIAGO DE HUATA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,6,6
SANTIAGO DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1,1
SANTIVAÑES,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,3,3
SANTUARIO DE QUILLACAS,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,3,3
SAPAHAQUI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,4,4
SENA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,20,20
SHINAOTA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,93,93
SICA SICA (VILLA AROMA),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,12,12
SICAYA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,1,1
SIPE SIPE,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,133,133
SOPACHUY,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,5,5
SORACACHI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,12,12
SUCRE,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,395,395
TACACOMA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,14,14
TACOBAMBA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,12,12
TACOPAYA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,6,6
TAPACARI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,29,29
TARABUCO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,13,13
TARACO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,9,9
TARATA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,10,10
TARIJA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,267,267
TARVITA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,24,24
TEOPONTE,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,9,9
TIAHUANACU,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,8,8
TINGUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,22,22
TIPUANI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,8,8
TIQUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,160,160
TIRAQUE (CBBA),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,8,8
TOCO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,9,9
TOLATA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,7,7
TOMAVE,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,4,4
TOMINA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,9,9
TORO TORO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,17,17
TOTORA(CBBA),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,38,38
TOTORA(ORR),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,5,5
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,150,150
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,127,127
TURCO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,2,2
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,39,39
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,30,30
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,9,9
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,111,111
VACAS,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,8,8
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,53,53
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,118,118
VILA VILA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,4,4
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,10,10
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,161,161
VILLA NUEVA (LOMA ALTA),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,3,3
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,7,7
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,287,287
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,6,6
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,96,96
VINTO,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,215,215
VITICHI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,5,5
WARNES,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,199,199
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,275,275
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,3,3
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,129,129
YOCALLA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,7,7
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,5,5
YUNCHARA,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,6,6
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2023-04-01,0,5,5
ACACIO,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,7,7
ACHACACHI,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,40,40
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,48,48
ALCALA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,3,3
ALTO BENI,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,9,9
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,4,4
ANTEQUERA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,1,1
ANZALDO,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,7,7
APOLO,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,7,7
ARAMPAMPA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,2,2
ARANI,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,12,12
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,41,41
ARQUE,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,26,26
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,125,125
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,18,18
AUCAPATA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,6,6
AYATA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,11,11
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,36,36
AZURDUY,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,8,8
BATALLAS,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,1,1
BELEN DE ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,1,1
BELLA FLOR,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,6,6
BERMEJO,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,84,84
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,59,59
BOLIVAR,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,7,7
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,51,51
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,40,40
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,12,12
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,6,6
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,18,18
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,4,4
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,124,124
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,40,40
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,32,32
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,198,198
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,37,37
CARIPUYO,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,5,5
CARMEN RIVERO TORREZ,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,11,11
CHALLAPATA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,107,107
CHAQUI,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,8,8
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,50,50
CHAYANTA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,16,16
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,70,70
CHIPAYA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,5,5
CHUA COCANI,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,40,40
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,6,6
CHUQUIHUTA AYLLU JUCUMANI,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,2,2
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,14,14
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,35,35
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,59,59
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,20,20
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,1971,1971
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,148,148
"COLCHA ""K""",vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,19,19
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,48,48
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,9,9
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,26,26
COLQUENCHA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,8,8
COLQUIRI,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,21,21
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,45,45
COMBAYA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,1,1
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,97,97
COPACABANA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,9,9
COROICO,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,61,61
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,2,2
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,3,3
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,207,207
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,37,37
CUCHUMUELA (V. G. VILLARROEL),vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,2,2
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,2,2
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,13,13
CURAHUARA DE CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,1,1
CURVA,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,4,4
DESAGUADERO,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,12,12
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,2433,2433
EL CHORO,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,3,3
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,16,16
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,3,3
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2023-05-01,0,311,311
