,group,variable,month,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TOTALES,TOTALES,TOTALES
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,14,12,16,14,30,26,56
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,0,1,0,0,0,1,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,9,2,5,0,14,2,16
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,2,2,9,2,11,4,15
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,0,2,1,0,1,2,3
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,1,1,3,0,4,1,5
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,0,0,0,1,0,1,1
REYES,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,2,0,0,0,2,0,2
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,1,0,0,0,1,0,1
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,0,2,1,1,1,3,4
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,4,1,2,2,6,3,9
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,2,0,1,0,3,0,3
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,0,0,0,0,0,0,0
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,1,0,0,0,1,0,1
SENA,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,3,0,1,1,4,1,5
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,1,0,0,0,1,0,1
TAPACARI,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,1,0,1,0,2,0,2
UNCIA,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,0,0,0,1,0,1,1
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,1,0,0,0,1,0,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2011-08-01,0,1,0,0,0,1,1
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,0,3,0,3,0,6,6
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,2,1,2,1,4,2,6
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,7,6,7,6,14,12,26
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,2,4,1,1,3,5,8
CHARAGUA,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,6,10,13,22,19,32,51
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,0,0,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,1,3,0,0,1,3,4
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,5,0,4,1,9,1,10
COLOMI,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,1,0,0,0,1,0,1
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,0,1,0,0,0,1,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,0,0,3,0,3,0,3
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,0,0,2,0,2,0,2
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,1,0,0,0,1,0,1
INQUISIVI,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,3,1,0,1,3,2,5
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,1,0,0,0,1,0,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,8,5,11,7,19,12,31
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,3,1,3,1,6,2,8
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,6,1,6,1,12,2,14
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,1,0,0,1,1,1,2
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,2,1,2,1,4,2,6
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,0,2,0,1,0,3,3
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,0,0,0,1,0,1,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,1,1,5,1,6,2,8
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,0,0,1,0,1,0,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,1,0,0,0,1,0,1
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,1,0,1,0,2,0,2
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,0,0,0,0,0,0,0
SENA,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,0,0,2,0,2,0,2
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,0,0,1,0,1,0,1
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,2,0,0,0,2,0,2
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,6,1,4,2,10,3,13
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2011-09-01,1,0,0,0,1,0,1
AZURDUY,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,0,1,0,0,0,1,1
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,1,0,0,0,1,0,1
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,4,2,1,0,5,2,7
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,1,1,2,4,3,5,8
CARAPARI,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,0,0,1,0,1,0,1
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,4,6,2,3,6,9,15
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,1,0,2,0,3,0,3
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,1,1,1,1,2,2,4
COLOMI,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,0,0,1,0,1,0,1
COMBAYA,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,1,0,0,0,1,0,1
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,3,1,1,0,4,1,5
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,1,0,0,0,1,0,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,6,0,8,1,14,1,15
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,1,0,1,0,2,0,2
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,3,0,3,0,6,0,6
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,0,0,1,0,1,0,1
INQUISIVI,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,0,1,0,2,0,3,3
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,0,3,3,1,3,4,7
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,1,0,1,0,2,0,2
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,7,4,12,4,19,8,27
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,1,0,0,0,1,0,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,6,6,2,0,8,6,14
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,0,0,1,0,1,0,1
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,0,0,1,1,1,1,2
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,0,1,0,2,0,3,3
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,2,0,0,1,2,1,3
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,2,0,0,0,2,0,2
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,0,0,0,0,0,0,0
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,1,0,0,0,1,0,1
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,1,1,0,1,1,2,3
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,12,2,5,0,17,2,19
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,1,0,0,0,1,0,1
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2011-10-01,0,0,1,0,1,0,1
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,1,0,0,0,1,0,1
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,0,0,3,2,3,2,5
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,5,1,4,0,9,1,10
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,3,1,3,2,6,3,9
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,0,0,1,1,1,1,2
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,1,0,1,1,2,1,3
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,4,1,7,0,11,1,12
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,1,0,0,0,1,0,1
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,0,1,0,0,0,1,1
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,0,1,0,1,0,2,2
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,0,0,0,1,0,1,1
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,1,0,1,0,2,0,2
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,8,2,7,4,15,6,21
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,0,0,1,0,1,0,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,5,3,3,5,8,8,16
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,0,0,2,1,2,1,3
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,1,0,0,0,1,0,1
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,0,0,0,1,0,1,1
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,0,1,0,0,0,1,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,3,0,5,0,8,0,8
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,0,0,0,0,0,0,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,0,0,1,0,1,0,1
TACACOMA,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,0,1,0,0,0,1,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,3,4,10,3,13,7,20
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2011-11-01,0,0,1,0,1,0,1
AZURDUY,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,0,0,0,1,0,1,1
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,1,0,1,0,2,0,2
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,2,3,0,0,2,3,5
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,0,1,0,0,0,1,1
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,4,2,5,3,9,5,14
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,4,1,1,0,5,1,6
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,0,3,2,0,2,3,5
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,1,0,2,0,3,0,3
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,1,2,0,0,1,2,3
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,0,1,1,0,1,1,2
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,8,0,7,1,15,1,16
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,3,1,0,0,3,1,4
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,4,3,1,0,5,3,8
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,2,5,4,3,6,8,14
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,0,0,1,0,1,0,1
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,1,1,0,2,1,3,4
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,0,0,0,0,0,0,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,0,1,0,1,0,2,2
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,1,0,0,0,1,0,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2011-12-01,2,0,4,3,6,3,9
