municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,11,11
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,5,5
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,7,7
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,20,20
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,2,2
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,12,12
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,8,8
RIBERALTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,2,2
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,18,18
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,6,6
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,17,17
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,4,4
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,3,3
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,29,29
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,6,6
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,5,5
WARNES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,13,13
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,3,3
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,2,2
CHARAGUA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,7,7
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,3,3
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,1,1
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,19,19
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,2,2
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,7,7
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,18,18
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,4,4
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,11,11
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,8,8
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,5,5
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,25,25
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,1,1
SENA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,4,4
SORACACHI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,1,1
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,12,12
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,2,2
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,3,3
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,33,33
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,4,4
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,5,5
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,2,2
VILLA TUNARI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,12,12
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-11-01,8,8
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,3,3
CHARAGUA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,3,3
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,1,1
COTAGAITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,1,1
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,9,9
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,5,5
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,2,2
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,8,8
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,3,3
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,1,1
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,8,8
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,9,9
SAN BUENA VENTURA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,2,2
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,4,4
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,13,13
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,4,4
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,1,1
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,28,28
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,4,4
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,5,5
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,2,2
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,8,8
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-12-01,4,4
