municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-03-01,27,27
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-03-01,1,1
URUBICHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-03-01,1,1
VACAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-03-01,1,1
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-03-01,8,8
VILA VILA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-03-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-03-01,1,1
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-03-01,7,7
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-03-01,10,10
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-03-01,91,91
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-03-01,3,3
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-03-01,8,8
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-03-01,4,4
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-03-01,5,5
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,8,8
ARAMPAMPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,14,14
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,3,3
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,10,10
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,6,6
BOYUIBE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,2,2
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,5,5
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
CARAPARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,8,8
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,2,2
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,8,8
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,3,3
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
COLOMI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,4,4
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,2,2
CONCEPCION,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,2,2
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,2,2
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,12,12
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,84,84
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,2,2
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,5,5
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,6,6
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,4,4
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,35,35
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,3,3
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,322,322
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,2,2
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,4,4
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,10,10
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,144,144
PAZÑA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
PORCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
PORONGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,3,3
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,7,7
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,472,472
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,2,2
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,3,3
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,5,5
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,13,13
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,7,7
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,3,3
SAN BENITO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,4,4
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,13,13
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,7,7
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,253,253
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,2,2
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
SHINAOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,5,5
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,22,22
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,6,6
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,12,12
TIRAQUE (CBBA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
TOMAVE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,6,6
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,47,47
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,34,34
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
URUBICHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,2,2
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,2,2
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,53,53
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,12,12
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,8,8
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-04-01,7,7
ACACIO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,2,2
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,3,3
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,2,2
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,7,7
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
CAJUATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
CARAPARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,4,4
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,3,3
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,2,2
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,3,3
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,9,9
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,15,15
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
"COLCHA ""K""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,3,3
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,5,5
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,2,2
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,3,3
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,3,3
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,16,16
CUEVO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,53,53
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,2,2
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,80,80
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
GUANAY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,20,20
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,2,2
INQUISIVI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,4,4
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,487,487
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,7,7
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,3,3
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,14,14
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,92,92
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,2,2
POCOATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,5,5
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,108,108
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,2,2
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
PUERTO RICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,2,2
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,5,5
QUIME,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,17,17
SABAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,8,8
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,2,2
SAN ANDRES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,2,2
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,5,5
SAN IGNACIO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,27,27
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,6,6
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,3,3
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,201,201
SANTIVAÑES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,2,2
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,13,13
TACACOMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,7,7
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,12,12
TINGUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
TIQUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
TIRAQUE (CBBA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,2,2
TOMAVE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,9,9
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,75,75
URUBICHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
VILA VILA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,2,2
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,3,3
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,2,2
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,89,89
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,3,3
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,7,7
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,97,97
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,4,4
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,3,3
YANACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,1,1
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,3,3
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-05-01,4,4
ACACIO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,7,7
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,3,3
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,8,8
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,4,4
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,5,5
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
CAJUATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,4,4
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,6,6
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
CARAPARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,2,2
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,2,2
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,41,41
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,62,62
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,196,196
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,3,3
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,39,39
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,2,2
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,702,702
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,3,3
LORETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,5,5
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,2,2
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,18,18
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,116,116
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,2,2
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
POCOATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
PORONGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,7,7
POSTRER VALLE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,6,6
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,3,3
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,8,8
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,5,5
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,13,13
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,6,6
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,5,5
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,2,2
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,35,35
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,178,178
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,2,2
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
SIPE SIPE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,2,2
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,32,32
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,7,7
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,2,2
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,6,6
TINGUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
TOMAVE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,11,11
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,36,36
VILA VILA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,2,2
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,4,4
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,2,2
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,80,80
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,10,10
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,3,3
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,3,3
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-06-01,8,8
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
ALTO BENI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-07-01,1,1
