,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,4,2,1,2,9
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,16,21,0,2,39
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,1,0,1
LURIBAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,0,1,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,2,0,3
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,7,0,1,3,11
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,0,1,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,6,6,6,3,21
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,1,1,2,5
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,12,12,24
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,1,1,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,1,1,2
PORONGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,0,1,1
PORVENIR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,10,11,4,0,25
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,3,1,0,0,4
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,3,1,9,2,15
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,2,0,1,1,4
ROBORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,2,1,3
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,1,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,4,1,2,3,10
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,5,2,0,0,7
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,5,1,1,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,2,1,0,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,1,1,2,4
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,0,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,0,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,1,0,0,2
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,0,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,43,59,14,8,124
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,1,1,2
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,1,0,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,2,0,0,2
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,2,0,1,3
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,1,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,1,0,1,2
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,2,0,1,3
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,1,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,4,2,0,0,6
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,0,2,2
TARATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,1,1,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,5,9,2,0,16
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,0,1,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,1,0,0,1
TRIGAL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,2,5,0,1,8
UNCIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,1,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,2,0,0,2
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,3,7,1,7,18
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,3,1,2,1,7
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,4,3,1,0,8
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,2,0,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,1,1,0,2
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,2,1,4
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,1,2
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,1,1,3
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,2,0,0,0,2
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,0,1
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,5,4,9
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,5,4,0,0,9
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,1,2
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,2,1,0,1,4
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,0,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,1,1,0,3
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,1,2,2,6
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,3,1,0,5
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,1,0,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,2,5,0,3,10
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,5,7,0,0,12
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,0,1
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,1,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,1,0,1
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,0,0,1,2
COMBAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,1,0,0,2
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,4,5,5,7,21
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,11,4,7,11,33
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,1,1,0,3
ESCOMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,2,3,0,5
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,0,0,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,0,0,0,1
HUACARETA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,3,2,0,0,5
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,0,1,1,3
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,0,0,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,2,1,3
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,2,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,2,2,5,3,12
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,7,5,0,0,12
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,1,0,1
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,0,1
LLICA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,1,2
LURIBAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,0,1,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,3,3,2,0,8
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,0,0,0,1
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,0,1,1
POOPO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,2,0,0,3
POSTRER VALLE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,2,0,0,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,0,1,0,2
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,0,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,3,0,0,2,5
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,2,0,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,2,0,0,3
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,0,1,1
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,3,3,1,1,8
SACACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,0,2,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,1,0,1
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,0,0,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,3,3,0,0,6
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,0,2,2
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,49,42,1,3,95
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,0,2,2
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,2,2,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,0,1,1
SICAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,0,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,2,0,0,0,2
SORACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,0,0,1,2
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,1,2,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,1,0,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,2,4,0,0,6
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,0,1
TOCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,1,0,4,6
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,2,0,0,0,2
UNCIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,0,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,0,1,1
URUBICHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,0,0,0,1
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,1,2,3
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,3,0,3
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,0,0,3,3
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,4,1,2,0,7
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,3,2,0,5
YANACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,1,0,2,0,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,2,3,1,0,6
YOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-04-01,0,1,0,1,2
ACACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,6,4,10
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,1,2,2,5
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,1,1,3,2,7
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,1,1,2
ALALAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,0,2,2
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,5,2,7
ANTEQUERA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,1,0,0,0,1
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,2,0,2
ARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,1,1,0,2
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,0,2,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,1,2,1,0,4
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,1,4,5
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,5,1,4,3,13
BETANZOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,1,1,1,6,9
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,4,2,1,1,8
CAJUATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,1,0,0,1
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,1,0,1
CAMARGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,3,2,0,0,5
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,1,0,0,2,3
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,1,0,1,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,1,0,0,1
CARIPUYO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,0,2,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,1,1,2,0,4
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,1,0,1
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,5,3,1,0,9
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,1,2,1,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,1,3,0,0,4
CHUMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,5,6,11
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,4,0,4
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,16,19,1,4,40
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,2,0,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,2,1,3,4,10
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,1,0,0,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,1,0,1
COMARAPA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,1,0,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,10,10,20
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,1,1,0,0,2
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,2,0,2,1,5
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,9,9,18,14,50
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,1,0,1,1,3
CULPINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,2,0,0,1,3
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,28,23,30,31,112
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,2,0,0,2,4
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,1,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,2,1,0,1,4
ESCOMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,2,0,0,0,2
ESMERALDA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,1,2,1,4
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,1,0,0,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,3,0,3
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,1,3,1,5
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,1,0,1,0,2
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,0,0,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,3,1,2,2,8
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,6,10,12,6,34
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-05-01,53,44,34,56,187
