,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,3,1,1,0,5
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,4,2,1,2,9
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,22,16,0,2,40
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,0,1,0,1
LURIBAY,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,0,0,1,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,1,0,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,1,0,1,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,8,0,1,3,12
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,1,0,0,2,3
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,6,7,5,3,21
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,1,2,12,9,24
PALCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,0,1,1,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,1,1,1,3
POROMA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,1,0,0,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,1,0,0,1,2
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,13,8,4,1,26
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,1,0,0,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,6,5,6,6,23
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,3,1,0,0,4
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,3,1,8,2,14
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,7,8,1,1,17
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,0,2,1,3
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,0,1,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,4,1,2,2,9
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,4,9,0,0,13
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,4,3,8,7,22
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,2,1,0,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,1,1,2,4
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,1,0,0,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,3,6,0,0,9
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,0,2,1,3
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,1,0,0,1
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,1,0,0,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,44,60,14,7,125
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,0,0,1,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,2,0,0,2
SENA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,1,0,1,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,1,0,2,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,1,0,1,2
SORATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,1,1,1,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,4,1,0,4,9
TAPACARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,1,0,0,0,1
TARATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,0,0,2,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,5,8,2,0,15
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,0,0,1,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,1,0,0,1
TRIGAL,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,3,6,0,1,10
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,1,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,2,0,0,2
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,1,6,0,0,7
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,2,0,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,3,1,2,1,7
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,1,0,1,2
VINTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,1,0,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,5,3,1,0,9
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,2,0,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-03-01,0,1,1,0,2
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,0,1,2
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,1,1,3
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,2,0,0,0,2
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,1,0,0,2
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,0,0,1
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,2,0,1,3
BAURES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,1,0,1,3
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,1,0,0,2
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,2,0,0,3
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,2,0,0,2
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,1,1,0,3
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,3,1,0,5
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,1,1,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,4,9,0,0,13
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,0,0,1
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,0,1
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,0,1,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,1,2
COMBAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,1,0,0,2
COROICO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,1,0,1,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,4,5,5,7,21
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,10,6,7,9,32
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,1,1,0,3
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,0,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,1,0,2
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,2,1,0,0,3
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,1,1,3
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,0,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,2,1,3
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,2,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,2,2,4,3,11
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,6,8,0,0,14
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,0,1
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,3,0,0,4
LLICA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,0,1,2
LURIBAY,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,0,0,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,0,1,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,0,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,3,0,0,3
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,5,2,3,0,10
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,2,1,0,0,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,0,0,1
POOPO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,2,0,0,3
POSTRER VALLE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,2,0,0,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,0,1
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,1,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,3,0,0,2,5
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,2,0,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,2,0,0,3
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,3,3,1,1,8
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,4,0,1,5
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,1,0,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,3,3,0,0,6
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,0,1,2
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,0,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,0,2,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,50,43,12,13,118
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,0,2,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,0,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,2,1,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,0,1,1
SICAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,2,0,0,0,2
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,0,1,2
SORATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,1,1,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,1,0,0,2
TAPACARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,2,2,0,0,4
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,0,0,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,0,4,4
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,2,0,4,7
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,2,0,0,0,2
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,0,1,1
URUBICHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,0,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,2,0,0,0,2
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,3,0,3
VINTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,0,3,3
VITICHI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,1,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,4,1,2,0,7
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,3,2,0,5
YANACACHI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,2,0,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,1,0,1,0,2
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-04-01,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,1,2,1,4
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,1,3,1,6
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,1,1,2
ALALAY,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,1,1,2
ANTEQUERA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,0,0,0,1
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,1,0,1
ARANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,1,0,2,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,3,0,0,4
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,1,0,1,3
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,1,1,2
BAURES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,2,1,0,0,3
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,3,1,4,1,9
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,1,1,8,10
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,2,1,0,4
CAJUATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,1,0,0,1
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,2,2,0,0,4
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,0,0,2,3
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,1,0,1,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,2,2,2,6
CARAPARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,1,2,0,4
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,0,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,2,1,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,2,0,0,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,5,4,9
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,3,2,5
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,18,19,3,2,42
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,2,0,0,0,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,2,2,0,0,4
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,2,3,14,10,29
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,1,0,1
COMARAPA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,2,1,0,0,3
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,10,10,20
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,2,1,0,0,3
COROICO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,0,0,1,2
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,9,7,18,14,48
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,0,1,1,3
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,29,27,30,30,116
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,3,1,0,1,5
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,2,1,0,1,4
ESCOMA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,0,0,0,1
ESMERALDA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,1,2,1,4
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,0,1,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,4,10,8,4,26
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,0,0,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,3,0,3
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,1,3,1,5
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,1,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,3,1,2,2,8
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,6,13,14,7,40
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,21,25,8,9,63
LAJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,0,1,1,3
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,1,0,4,1,6
LORETO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,1,0,0,1
LURIBAY,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2020-05-01,0,0,0,1,1
