,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,1,2
ARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,2
ATOCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
AYATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,3,7,12
AZURDUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
BAURES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,2
BELEN DE URMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,4,3,0,2,9
BETANZOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,5,0,2,0,7
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,2,0,0,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,3,2,0,0,5
CAIROMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,3,2,1,0,6
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,2,0,0,0,2
CAMARGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,1,0,2
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,2,4,1,1,8
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,1,2,5
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,5,1,8
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,2,5,7
CHACARILLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,2,1,3
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,1,4,7
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,2,2,5
CHIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,1
CHOQUE COTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,2,1,1,0,4
CHUMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,0,1,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,3,4
COCAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,6,7,0,0,13
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,1
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,5,2,9
COLLANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,0,2,4
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,1,2
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,1,2
COMARAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
COPACABANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,1,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,6,1,0,0,7
COROICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,1,2,4
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,2,1,0,0,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,7,6,2,4,19
CUEVO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,1
CULPINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,21,14,31,17,83
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,3,0,0,0,3
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,2,8,6,17
ESCOMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,2,1,4
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,1,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,2,2,3,0,7
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,1,1,4
HUACARETA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,0,1,3
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,4,3,0,0,7
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,2,0,0,0,2
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,2
ICLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,1,0,2
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,5,4,0,0,9
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,3,6,8,18
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,20,14,6,13,53
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,1,2
LAJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,2,0,1,3
LLICA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,1
LURIBAY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,2,0,3
MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,0,1,1
MACHARETI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,2,1,0,0,3
MECAPACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,0,1,1
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,3,0,0,4
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,4,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,1,0,2
OKINAWA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,2,5,7
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,1,2
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,8,10,3,4,25
PADCAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,0,1,1
PADILLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
PALCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,2,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,3,3,0,0,6
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,1,2
POCOATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,1,2
POCONA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,1,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
POROMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,2,3
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,1
PORVENIR,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,3,2,0,0,5
PRESTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,2,0,0,0,2
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,3,2,0,2,7
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,2,1,3
PUERTO CARABUCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,1,0,2
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,4,3,0,1,8
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,1,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,2,1,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,3,6,6,5,20
PUNA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,1,1,3
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,2,2,0,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,3,1,1,6
QUIME,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,1,2
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,5,3,1,1,10
RAVELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,0,1,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,5,2,7
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,5,2,5,3,15
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,0,1,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,2,6,2,2,12
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,2,2,5
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,2,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,2,0,0,1,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,6,8,1,2,17
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,2,2,1,1,6
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,1,2
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,2,1,1,1,5
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,2,1,0,0,3
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,0,2,2
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,1,0,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,1,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,82,77,4,8,171
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,0,1,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,2
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,1,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,3,1,5
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
SICAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,3,0,2,6
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,3,1,3,3,10
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,5,7,0,0,12
TACACOMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,2,0,0,2
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,2
TACOPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,3,4
TARABUCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,3,3,0,0,6
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,2,0,0,0,2
TIPUANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,0,3,3
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,2
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,1,3,5
TOCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1
TODOS SANTOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,3,0,3
TOLATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,2,0,1,3
TOMINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,2,5,1,9
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,1,3,5
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,3,0,0,3
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,2
TURCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,1
UNCIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,0,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,2,2,4
URUBICHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,2,1,0,0,3
VACAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,3,1,4
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1
VILA VILA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,0,1,1
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,2,0,2
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,1,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,6,6,7,3,22
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,1,3,6,10
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,3,4,5,2,14
YACO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,3,0,3,0,6
YANACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,0,1,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,2,4,2,9
YOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-04-01,1,2,0,1,4
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,1,0,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,3,0,0,0,3
AIQUILE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,1,3,2,2,8
ALALAY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,0,1,1,2
ALCALA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,0,2,0,2
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,1,0,0,0,1
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,1,0,0,1
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,1,0,1,0,2
ANTEQUERA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,2,0,0,0,2
ANZALDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,0,0,1,1
APOLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,1,0,1,2,4
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,0,1,0,1
ARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,1,0,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,1,2,2,0,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,1,0,0,1
ATOCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,1,3,2,6
AYO AYO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,2,1,0,4,7
AZURDUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,2,0,1,1,4
BATALLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,1,1,0,2
BAURES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,0,1,2,3
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,6,2,12,11,31
BETANZOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,3,1,1,5
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,1,1,0,2
BOLPEBRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,0,1,0,1
BOYUIBE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,1,0,3,2,6
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,1,1,2,4
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,2,3,1,0,6
CAIROMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,2,0,1,3
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,1,0,0,0,1
CAJUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,1,0,0,0,1
CALACOTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,2,0,0,0,2
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,1,1,0,0,2
CAMARGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,0,1,3,4
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,3,6,0,1,10
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,3,3,2,4,12
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-05-01,0,0,1,0,1
