,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
CORQUE,consulta externa,personas de 60 anos y mas,2022-04-01,286,316,21,20,307,336,643
COTAGAITA,consulta externa,personas de 60 anos y mas,2022-04-01,907,1317,152,212,1059,1529,2588
COTOCA,consulta externa,personas de 60 anos y mas,2022-04-01,857,939,48,63,905,1002,1907
CRUZ DE MACHACAMARCA,consulta externa,personas de 60 anos y mas,2022-04-01,32,30,2,2,34,32,66
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2022-04-01,158,175,134,143,292,318,610
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2022-04-01,48,68,10,11,58,79,137
CUEVO,consulta externa,personas de 60 anos y mas,2022-04-01,99,116,41,47,140,163,303
CULPINA,consulta externa,personas de 60 anos y mas,2022-04-01,232,286,24,47,256,333,589
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2022-04-01,115,134,13,24,128,158,286
CURVA,consulta externa,personas de 60 anos y mas,2022-04-01,22,40,1,1,23,41,64
DESAGUADERO,consulta externa,personas de 60 anos y mas,2022-04-01,118,102,39,28,157,130,287
EL ALTO,consulta externa,personas de 60 anos y mas,2022-04-01,4174,4905,3975,4324,8149,9229,17378
EL CHORO,consulta externa,personas de 60 anos y mas,2022-04-01,135,150,10,4,145,154,299
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2022-04-01,264,235,6,5,270,240,510
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2022-04-01,315,402,38,56,353,458,811
EL TORNO,consulta externa,personas de 60 anos y mas,2022-04-01,1066,1190,522,567,1588,1757,3345
EL VILLAR,consulta externa,personas de 60 anos y mas,2022-04-01,177,238,4,13,181,251,432
ENTRE RIOS TRJ,consulta externa,personas de 60 anos y mas,2022-04-01,283,463,100,110,383,573,956
ENTRE RIOS CBBA,consulta externa,personas de 60 anos y mas,2022-04-01,472,381,29,22,501,403,904
ESCARA,consulta externa,personas de 60 anos y mas,2022-04-01,48,60,1,1,49,61,110
ESCOMA,consulta externa,personas de 60 anos y mas,2022-04-01,98,84,36,15,134,99,233
ESMERALDA,consulta externa,personas de 60 anos y mas,2022-04-01,48,56,3,0,51,56,107
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2022-04-01,91,105,2,1,93,106,199
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2022-04-01,15,15,6,8,21,23,44
EXALTACION,consulta externa,personas de 60 anos y mas,2022-04-01,45,30,1,2,46,32,78
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2022-04-01,222,206,96,77,318,283,601
FILADELFIA,consulta externa,personas de 60 anos y mas,2022-04-01,89,61,79,54,168,115,283
GAIOC JATUN AYLLU YURA,consulta externa,personas de 60 anos y mas,2022-04-01,167,273,7,9,174,282,456
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2022-04-01,295,344,29,59,324,403,727
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2022-04-01,212,205,23,22,235,227,462
GUANAY,consulta externa,personas de 60 anos y mas,2022-04-01,181,104,29,30,210,134,344
GUAQUI,consulta externa,personas de 60 anos y mas,2022-04-01,138,175,38,61,176,236,412
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2022-04-01,438,493,41,62,479,555,1034
GUTIERREZ,consulta externa,personas de 60 anos y mas,2022-04-01,174,192,49,70,223,262,485
HUACARETA,consulta externa,personas de 60 anos y mas,2022-04-01,130,232,33,49,163,281,444
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2022-04-01,81,93,4,13,85,106,191
HUACHACALLA,consulta externa,personas de 60 anos y mas,2022-04-01,41,55,14,17,55,72,127
HUANUNI,consulta externa,personas de 60 anos y mas,2022-04-01,382,385,178,170,560,555,1115
HUARACAJE,consulta externa,personas de 60 anos y mas,2022-04-01,50,54,23,12,73,66,139
HUARINA,consulta externa,personas de 60 anos y mas,2022-04-01,131,136,93,112,224,248,472
HUATAJATA,consulta externa,personas de 60 anos y mas,2022-04-01,14,25,47,73,61,98,159
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2022-04-01,199,179,6,6,205,185,390
HUMANATA,consulta externa,personas de 60 anos y mas,2022-04-01,21,34,89,83,110,117,227
ICHOCA,consulta externa,personas de 60 anos y mas,2022-04-01,156,147,17,11,173,158,331
ICLA,consulta externa,personas de 60 anos y mas,2022-04-01,159,215,76,92,235,307,542
INCAHUASI,consulta externa,personas de 60 anos y mas,2022-04-01,177,264,3,5,180,269,449
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2022-04-01,37,14,0,0,37,14,51
INQUISIVI,consulta externa,personas de 60 anos y mas,2022-04-01,261,248,18,19,279,267,546
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2022-04-01,326,266,65,66,391,332,723
IXIAMAS,consulta externa,personas de 60 anos y mas,2022-04-01,88,61,9,17,97,78,175
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2022-04-01,233,291,143,156,376,447,823
LA ASUNTA,consulta externa,personas de 60 anos y mas,2022-04-01,293,184,20,18,313,202,515
LA GUARDIA,consulta externa,personas de 60 anos y mas,2022-04-01,1232,1501,482,622,1714,2123,3837
LA PAZ,consulta externa,personas de 60 anos y mas,2022-04-01,14527,19755,13899,19767,28426,39522,67948
LA RIVERA,consulta externa,personas de 60 anos y mas,2022-04-01,7,14,0,2,7,16,23
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2022-04-01,73,96,4,11,77,107,184
LAJA,consulta externa,personas de 60 anos y mas,2022-04-01,180,199,87,112,267,311,578
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2022-04-01,96,155,9,47,105,202,307
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2022-04-01,79,54,1,1,80,55,135
LLALLAGUA,consulta externa,personas de 60 anos y mas,2022-04-01,564,673,113,122,677,795,1472
LLICA,consulta externa,personas de 60 anos y mas,2022-04-01,132,170,8,1,140,171,311
LORETO,consulta externa,personas de 60 anos y mas,2022-04-01,32,23,15,0,47,23,70
LURIBAY,consulta externa,personas de 60 anos y mas,2022-04-01,240,198,15,18,255,216,471
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2022-04-01,142,163,18,15,160,178,338
MACHARETI,consulta externa,personas de 60 anos y mas,2022-04-01,159,182,90,115,249,297,546
MAGDALENA,consulta externa,personas de 60 anos y mas,2022-04-01,131,139,51,90,182,229,411
MAIRANA,consulta externa,personas de 60 anos y mas,2022-04-01,87,110,115,131,202,241,443
MALLA,consulta externa,personas de 60 anos y mas,2022-04-01,86,84,4,1,90,85,175
MAPIRI,consulta externa,personas de 60 anos y mas,2022-04-01,170,148,49,48,219,196,415
MECAPACA,consulta externa,personas de 60 anos y mas,2022-04-01,194,158,44,29,238,187,425
MINEROS,consulta externa,personas de 60 anos y mas,2022-04-01,259,277,21,43,280,320,600
MIZQUE,consulta externa,personas de 60 anos y mas,2022-04-01,384,429,163,223,547,652,1199
MOCOMOCO,consulta externa,personas de 60 anos y mas,2022-04-01,331,322,119,127,450,449,899
MOJINETE,consulta externa,personas de 60 anos y mas,2022-04-01,15,29,4,8,19,37,56
MOJOCOYA,consulta externa,personas de 60 anos y mas,2022-04-01,296,363,34,34,330,397,727
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2022-04-01,538,805,195,252,733,1057,1790
MONTERO,consulta externa,personas de 60 anos y mas,2022-04-01,1814,2040,1002,1145,2816,3185,6001
MORO MORO,consulta externa,personas de 60 anos y mas,2022-04-01,35,47,60,79,95,126,221
MOROCHATA,consulta externa,personas de 60 anos y mas,2022-04-01,343,376,21,25,364,401,765
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2022-04-01,30,19,44,32,74,51,125
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2022-04-01,20,11,0,0,20,11,31
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2022-04-01,25,24,5,3,30,27,57
OCURI,consulta externa,personas de 60 anos y mas,2022-04-01,439,490,3,5,442,495,937
OKINAWA,consulta externa,personas de 60 anos y mas,2022-04-01,116,119,123,108,239,227,466
OMEREQUE,consulta externa,personas de 60 anos y mas,2022-04-01,122,135,75,71,197,206,403
ORURO,consulta externa,personas de 60 anos y mas,2022-04-01,5881,7004,3416,3728,9297,10732,20029
PADCAYA,consulta externa,personas de 60 anos y mas,2022-04-01,380,531,112,145,492,676,1168
PADILLA,consulta externa,personas de 60 anos y mas,2022-04-01,302,376,36,48,338,424,762
PAILON,consulta externa,personas de 60 anos y mas,2022-04-01,411,385,82,64,493,449,942
PALCA,consulta externa,personas de 60 anos y mas,2022-04-01,307,266,19,6,326,272,598
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2022-04-01,398,327,120,85,518,412,930
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2022-04-01,51,68,4,2,55,70,125
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2022-04-01,64,93,44,97,108,190,298
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2022-04-01,144,156,57,59,201,215,416
PASORAPA,consulta externa,personas de 60 anos y mas,2022-04-01,206,220,5,4,211,224,435
PATACAMAYA,consulta externa,personas de 60 anos y mas,2022-04-01,296,275,41,52,337,327,664
PAZÑA,consulta externa,personas de 60 anos y mas,2022-04-01,101,106,11,9,112,115,227
PELECHUCO,consulta externa,personas de 60 anos y mas,2022-04-01,108,99,1,2,109,101,210
POCOATA,consulta externa,personas de 60 anos y mas,2022-04-01,793,1127,9,10,802,1137,1939
POCONA,consulta externa,personas de 60 anos y mas,2022-04-01,451,613,5,5,456,618,1074
POJO (CBBA),consulta externa,personas de 60 anos y mas,2022-04-01,156,138,25,23,181,161,342
POOPO,consulta externa,personas de 60 anos y mas,2022-04-01,106,127,17,30,123,157,280
PORCO,consulta externa,personas de 60 anos y mas,2022-04-01,60,98,0,1,60,99,159
POROMA,consulta externa,personas de 60 anos y mas,2022-04-01,550,578,45,57,595,635,1230
PORONGO,consulta externa,personas de 60 anos y mas,2022-04-01,180,199,215,201,395,400,795
PORTACHUELO,consulta externa,personas de 60 anos y mas,2022-04-01,241,248,33,46,274,294,568
PORVENIR,consulta externa,personas de 60 anos y mas,2022-04-01,62,51,107,108,169,159,328
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2022-04-01,51,46,14,19,65,65,130
POTOSI,consulta externa,personas de 60 anos y mas,2022-04-01,2851,3615,937,1357,3788,4972,8760
PRESTO,consulta externa,personas de 60 anos y mas,2022-04-01,332,395,27,23,359,418,777
PUCARA,consulta externa,personas de 60 anos y mas,2022-04-01,13,10,70,102,83,112,195
PUCARANI,consulta externa,personas de 60 anos y mas,2022-04-01,356,394,185,225,541,619,1160
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2022-04-01,303,344,10,16,313,360,673
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2022-04-01,280,255,55,54,335,309,644
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2022-04-01,92,63,54,34,146,97,243
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2022-04-01,138,140,36,38,174,178,352
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2022-04-01,112,112,56,78,168,190,358
PUERTO RICO,consulta externa,personas de 60 anos y mas,2022-04-01,74,48,19,19,93,67,160
PUERTO SILES,consulta externa,personas de 60 anos y mas,2022-04-01,13,3,0,0,13,3,16
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2022-04-01,256,258,53,63,309,321,630
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2022-04-01,635,595,71,73,706,668,1374
PUNA,consulta externa,personas de 60 anos y mas,2022-04-01,862,1282,5,7,867,1289,2156
PUNATA,consulta externa,personas de 60 anos y mas,2022-04-01,643,888,450,619,1093,1507,2600
QUIABAYA,consulta externa,personas de 60 anos y mas,2022-04-01,70,77,17,15,87,92,179
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2022-04-01,1739,2129,1231,1499,2970,3628,6598
QUIME,consulta externa,personas de 60 anos y mas,2022-04-01,239,149,7,5,246,154,400
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2022-04-01,47,58,51,57,98,115,213
RAQAYPAMPA(ETA),consulta externa,personas de 60 anos y mas,2022-04-01,145,156,2,3,147,159,306
RAVELO,consulta externa,personas de 60 anos y mas,2022-04-01,947,1060,0,0,947,1060,2007
REYES,consulta externa,personas de 60 anos y mas,2022-04-01,96,112,9,16,105,128,233
RIBERALTA,consulta externa,personas de 60 anos y mas,2022-04-01,1231,1208,387,396,1618,1604,3222
ROBORE,consulta externa,personas de 60 anos y mas,2022-04-01,316,381,145,204,461,585,1046
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2022-04-01,487,420,150,225,637,645,1282
SABAYA,consulta externa,personas de 60 anos y mas,2022-04-01,157,121,44,38,201,159,360
SACABA,consulta externa,personas de 60 anos y mas,2022-04-01,1276,1681,1162,1584,2438,3265,5703
SACABAMBA,consulta externa,personas de 60 anos y mas,2022-04-01,133,166,36,55,169,221,390
SACACA,consulta externa,personas de 60 anos y mas,2022-04-01,480,662,0,0,480,662,1142
SAIPINA,consulta externa,personas de 60 anos y mas,2022-04-01,103,141,54,73,157,214,371
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2022-04-01,306,326,46,54,352,380,732
SAMAIPATA,consulta externa,personas de 60 anos y mas,2022-04-01,161,158,124,116,285,274,559
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2022-04-01,52,63,0,0,52,63,115
SAN ANDRES,consulta externa,personas de 60 anos y mas,2022-04-01,158,121,26,23,184,144,328
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2022-04-01,138,165,55,73,193,238,431
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2022-04-01,24,39,2,0,26,39,65
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2022-04-01,48,72,20,41,68,113,181
SAN BENITO,consulta externa,personas de 60 anos y mas,2022-04-01,169,285,227,319,396,604,1000
SAN BORJA,consulta externa,personas de 60 anos y mas,2022-04-01,518,532,169,174,687,706,1393
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2022-04-01,139,173,3,4,142,177,319
SAN CARLOS,consulta externa,personas de 60 anos y mas,2022-04-01,278,247,50,45,328,292,620
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2022-04-01,258,270,51,74,309,344,653
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2022-04-01,767,759,188,205,955,964,1919
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2022-04-01,36,29,10,2,46,31,77
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2022-04-01,155,196,0,0,155,196,351
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2022-04-01,75,95,12,26,87,121,208
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2022-04-01,237,229,46,56,283,285,568
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2022-04-01,246,235,23,25,269,260,529
SAN JULIAN,consulta externa,personas de 60 anos y mas,2022-04-01,608,539,142,123,750,662,1412
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2022-04-01,85,86,23,28,108,114,222
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2022-04-01,326,439,22,42,348,481,829
SAN LUCAS,consulta externa,personas de 60 anos y mas,2022-04-01,1013,1373,5,18,1018,1391,2409
SAN MATIAS,consulta externa,personas de 60 anos y mas,2022-04-01,124,107,103,109,227,216,443
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2022-04-01,128,143,67,98,195,241,436
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2022-04-01,103,108,2,0,105,108,213
SAN PEDRO,consulta externa,personas de 60 anos y mas,2022-04-01,346,295,116,94,462,389,851
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2022-04-01,724,861,1,4,725,865,1590
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2022-04-01,144,209,40,43,184,252,436
SAN PEDRO DE MACHA,consulta externa,personas de 60 anos y mas,2022-04-01,658,779,1,1,659,780,1439
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2022-04-01,25,24,1,0,26,24,50
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2022-04-01,82,98,76,114,158,212,370
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2022-04-01,25,14,7,9,32,23,55
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2022-04-01,90,95,30,36,120,131,251
SAN RAMON BENI,consulta externa,personas de 60 anos y mas,2022-04-01,115,130,27,30,142,160,302
SAN RAMON SCZ,consulta externa,personas de 60 anos y mas,2022-04-01,44,46,10,11,54,57,111
SANTA ANA,consulta externa,personas de 60 anos y mas,2022-04-01,244,246,120,87,364,333,697
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2022-04-01,24124,30042,10483,14091,34607,44133,78740
SANTA ROSA,consulta externa,personas de 60 anos y mas,2022-04-01,118,104,70,70,188,174,362
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2022-04-01,535,498,26,22,561,520,1081
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2022-04-01,212,191,20,15,232,206,438
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2022-04-01,296,331,63,60,359,391,750
SANTIAGO DE HUATA,consulta externa,personas de 60 anos y mas,2022-04-01,206,227,40,61,246,288,534
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2022-04-01,132,162,15,33,147,195,342
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2022-04-01,177,263,27,49,204,312,516
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2022-04-01,110,155,41,40,151,195,346
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2022-04-01,217,206,31,33,248,239,487
SENA,consulta externa,personas de 60 anos y mas,2022-04-01,74,44,18,11,92,55,147
SHINAOTA,consulta externa,personas de 60 anos y mas,2022-04-01,367,400,30,30,397,430,827
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2022-04-01,455,432,82,95,537,527,1064
SICAYA,consulta externa,personas de 60 anos y mas,2022-04-01,85,105,42,44,127,149,276
SIPE SIPE,consulta externa,personas de 60 anos y mas,2022-04-01,409,576,114,166,523,742,1265
SOPACHUY,consulta externa,personas de 60 anos y mas,2022-04-01,204,301,22,29,226,330,556
SORACACHI,consulta externa,personas de 60 anos y mas,2022-04-01,428,481,14,18,442,499,941
SORATA,consulta externa,personas de 60 anos y mas,2022-04-01,397,410,56,73,453,483,936
SUCRE,consulta externa,personas de 60 anos y mas,2022-04-01,6029,7971,2877,4085,8906,12056,20962
TACACHI,consulta externa,personas de 60 anos y mas,2022-04-01,40,65,0,2,40,67,107
TACACOMA,consulta externa,personas de 60 anos y mas,2022-04-01,151,82,15,12,166,94,260
TACOBAMBA,consulta externa,personas de 60 anos y mas,2022-04-01,265,346,0,0,265,346,611
TACOPAYA,consulta externa,personas de 60 anos y mas,2022-04-01,377,439,75,68,452,507,959
TAHUA,consulta externa,personas de 60 anos y mas,2022-04-01,54,57,4,5,58,62,120
TAPACARI,consulta externa,personas de 60 anos y mas,2022-04-01,728,826,26,24,754,850,1604
TARABUCO,consulta externa,personas de 60 anos y mas,2022-04-01,466,640,38,66,504,706,1210
TARACO,consulta externa,personas de 60 anos y mas,2022-04-01,122,126,63,64,185,190,375
TARATA,consulta externa,personas de 60 anos y mas,2022-04-01,155,197,34,61,189,258,447
TARIJA,consulta externa,personas de 60 anos y mas,2022-04-01,4410,5596,2404,3137,6814,8733,15547
TARVITA,consulta externa,personas de 60 anos y mas,2022-04-01,198,288,52,58,250,346,596
TEOPONTE,consulta externa,personas de 60 anos y mas,2022-04-01,85,67,19,16,104,83,187
TIAHUANACU,consulta externa,personas de 60 anos y mas,2022-04-01,198,207,65,84,263,291,554
TINGUIPAYA,consulta externa,personas de 60 anos y mas,2022-04-01,697,861,0,0,697,861,1558
TIPUANI,consulta externa,personas de 60 anos y mas,2022-04-01,79,44,77,47,156,91,247
TIQUIPAYA,consulta externa,personas de 60 anos y mas,2022-04-01,538,849,97,180,635,1029,1664
TIRAQUE (CBBA),consulta externa,personas de 60 anos y mas,2022-04-01,501,680,117,167,618,847,1465
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 60 anos y mas,2022-04-01,79,76,4,10,83,86,169
TOCO,consulta externa,personas de 60 anos y mas,2022-04-01,109,148,68,104,177,252,429
TODOS SANTOS,consulta externa,personas de 60 anos y mas,2022-04-01,10,11,3,2,13,13,26
TOLATA,consulta externa,personas de 60 anos y mas,2022-04-01,60,102,41,69,101,171,272
TOLEDO,consulta externa,personas de 60 anos y mas,2022-04-01,199,270,4,11,203,281,484
TOMAVE,consulta externa,personas de 60 anos y mas,2022-04-01,268,344,1,7,269,351,620
TOMINA,consulta externa,personas de 60 anos y mas,2022-04-01,208,256,33,45,241,301,542
TORO TORO,consulta externa,personas de 60 anos y mas,2022-04-01,237,264,6,3,243,267,510
TOTORA(CBBA),consulta externa,personas de 60 anos y mas,2022-04-01,220,296,12,9,232,305,537
TOTORA(ORR),consulta externa,personas de 60 anos y mas,2022-04-01,158,185,10,25,168,210,378
TRIGAL,consulta externa,personas de 60 anos y mas,2022-04-01,41,52,56,64,97,116,213
TRINIDAD,consulta externa,personas de 60 anos y mas,2022-04-01,1909,2120,1160,1253,3069,3373,6442
TUPIZA,consulta externa,personas de 60 anos y mas,2022-04-01,723,1062,263,390,986,1452,2438
TURCO,consulta externa,personas de 60 anos y mas,2022-04-01,202,200,14,16,216,216,432
UMALA,consulta externa,personas de 60 anos y mas,2022-04-01,118,160,58,56,176,216,392
UNCIA,consulta externa,personas de 60 anos y mas,2022-04-01,428,670,86,121,514,791,1305
URIONDO (A. CONCEPCION),consulta externa,personas de 60 anos y mas,2022-04-01,272,378,68,84,340,462,802
URUBICHA,consulta externa,personas de 60 anos y mas,2022-04-01,76,104,0,0,76,104,180
UYUNI,consulta externa,personas de 60 anos y mas,2022-04-01,559,660,133,188,692,848,1540
VACAS,consulta externa,personas de 60 anos y mas,2022-04-01,137,211,53,78,190,289,479
VALLEGRANDE,consulta externa,personas de 60 anos y mas,2022-04-01,257,333,657,866,914,1199,2113
VIACHA,consulta externa,personas de 60 anos y mas,2022-04-01,520,683,281,353,801,1036,1837
VILA VILA,consulta externa,personas de 60 anos y mas,2022-04-01,198,232,0,0,198,232,430
VILLA CHARCAS,consulta externa,personas de 60 anos y mas,2022-04-01,271,360,14,30,285,390,675
VILLA MONTES,consulta externa,personas de 60 anos y mas,2022-04-01,804,808,206,208,1010,1016,2026
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 60 anos y mas,2022-04-01,45,35,5,6,50,41,91
VILLA RIVERO,consulta externa,personas de 60 anos y mas,2022-04-01,169,244,26,36,195,280,475
VILLA SERRANO,consulta externa,personas de 60 anos y mas,2022-04-01,177,257,39,74,216,331,547
VILLA TUNARI,consulta externa,personas de 60 anos y mas,2022-04-01,1064,838,183,119,1247,957,2204
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 60 anos y mas,2022-04-01,151,169,45,71,196,240,436
VILLAZON,consulta externa,personas de 60 anos y mas,2022-04-01,505,685,388,537,893,1222,2115
VINTO,consulta externa,personas de 60 anos y mas,2022-04-01,549,764,53,55,602,819,1421
VITICHI,consulta externa,personas de 60 anos y mas,2022-04-01,215,355,0,1,215,356,571
WALDO BALLIVIAN,consulta externa,personas de 60 anos y mas,2022-04-01,26,20,2,0,28,20,48
WARNES,consulta externa,personas de 60 anos y mas,2022-04-01,667,763,276,377,943,1140,2083
YACO,consulta externa,personas de 60 anos y mas,2022-04-01,201,145,5,7,206,152,358
YACUIBA,consulta externa,personas de 60 anos y mas,2022-04-01,1734,1965,643,726,2377,2691,5068
YAMPARAEZ,consulta externa,personas de 60 anos y mas,2022-04-01,342,476,17,25,359,501,860
YANACACHI,consulta externa,personas de 60 anos y mas,2022-04-01,176,118,6,12,182,130,312
YAPACANI,consulta externa,personas de 60 anos y mas,2022-04-01,720,665,111,144,831,809,1640
YOCALLA,consulta externa,personas de 60 anos y mas,2022-04-01,251,330,2,2,253,332,585
YOTALA,consulta externa,personas de 60 anos y mas,2022-04-01,175,257,232,279,407,536,943
YUNCHARA,consulta externa,personas de 60 anos y mas,2022-04-01,148,192,20,26,168,218,386
YUNGUYO DE LITORAL,consulta externa,personas de 60 anos y mas,2022-04-01,21,17,0,0,21,17,38
ZUDAÑEZ,consulta externa,personas de 60 anos y mas,2022-04-01,212,226,172,183,384,409,793
ACACIO,consulta externa,personas de 60 anos y mas,2022-05-01,283,347,1,0,284,347,631
ACHACACHI,consulta externa,personas de 60 anos y mas,2022-05-01,610,538,160,172,770,710,1480
ACHOCALLA,consulta externa,personas de 60 anos y mas,2022-05-01,338,430,29,31,367,461,828
AIQUILE,consulta externa,personas de 60 anos y mas,2022-05-01,325,381,497,509,822,890,1712
ALALAY,consulta externa,personas de 60 anos y mas,2022-05-01,75,105,9,24,84,129,213
ALCALA,consulta externa,personas de 60 anos y mas,2022-05-01,132,161,25,51,157,212,369
ALTO BENI,consulta externa,personas de 60 anos y mas,2022-05-01,249,180,39,40,288,220,508
ANCORAIMES,consulta externa,personas de 60 anos y mas,2022-05-01,282,301,208,249,490,550,1040
ANDAMARCA,consulta externa,personas de 60 anos y mas,2022-05-01,134,151,15,21,149,172,321
ANTEQUERA,consulta externa,personas de 60 anos y mas,2022-05-01,56,44,3,1,59,45,104
ANZALDO,consulta externa,personas de 60 anos y mas,2022-05-01,362,492,19,34,381,526,907
APOLO,consulta externa,personas de 60 anos y mas,2022-05-01,270,226,38,38,308,264,572
ARAMPAMPA,consulta externa,personas de 60 anos y mas,2022-05-01,62,80,0,0,62,80,142
ARANI,consulta externa,personas de 60 anos y mas,2022-05-01,141,215,39,76,180,291,471
ARBIETO,consulta externa,personas de 60 anos y mas,2022-05-01,397,568,66,78,463,646,1109
ARQUE,consulta externa,personas de 60 anos y mas,2022-05-01,208,295,4,2,212,297,509
ASCENCION DE GUARAYOS,consulta externa,personas de 60 anos y mas,2022-05-01,207,192,31,42,238,234,472
ATOCHA,consulta externa,personas de 60 anos y mas,2022-05-01,189,197,105,83,294,280,574
AUCAPATA,consulta externa,personas de 60 anos y mas,2022-05-01,104,77,3,4,107,81,188
AYATA,consulta externa,personas de 60 anos y mas,2022-05-01,211,248,9,16,220,264,484
AYO AYO,consulta externa,personas de 60 anos y mas,2022-05-01,237,264,13,14,250,278,528
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2022-05-01,865,983,23,26,888,1009,1897
AZURDUY,consulta externa,personas de 60 anos y mas,2022-05-01,122,186,40,69,162,255,417
BATALLAS,consulta externa,personas de 60 anos y mas,2022-05-01,150,195,93,111,243,306,549
BAURES,consulta externa,personas de 60 anos y mas,2022-05-01,121,117,13,14,134,131,265
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2022-05-01,67,98,7,9,74,107,181
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2022-05-01,99,104,0,1,99,105,204
