,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
"COLCHA ""K""",consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,18,10,0,0,18,10,28
COLLANA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,9,2,0,0,9,2,11
COLOMI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,64,43,10,10,74,53,127
COLPA BELGICA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,14,13,0,1,14,14,28
COLQUECHACA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,33,23,1,1,34,24,58
COLQUENCHA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,29,23,0,0,29,23,52
COLQUIRI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,21,14,0,0,21,14,35
COMANCHE,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,0,4,0,0,0,4,4
COMARAPA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,43,38,8,3,51,41,92
COMBAYA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,2,5,0,0,2,5,7
CONCEPCION,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,95,92,14,11,109,103,212
COPACABANA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,21,7,0,0,21,7,28
CORIPATA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,60,44,3,1,63,45,108
CORO CORO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,4,16,0,0,4,16,20
COROICO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,42,28,15,10,57,38,95
CORQUE,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,13,5,1,0,14,5,19
COTAGAITA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,42,41,5,3,47,44,91
COTOCA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,202,172,13,14,215,186,401
CRUZ DE MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,41,29,5,12,46,41,87
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,5,1,2,2,7,3,10
CUEVO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,12,12,13,14,25,26,51
CULPINA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,15,24,2,0,17,24,41
CURVA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,2,6,0,0,2,6,8
DESAGUADERO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,13,8,3,2,16,10,26
EL ALTO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,1842,1705,741,736,2583,2441,5024
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,2,7,0,1,2,8,10
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,47,44,0,0,47,44,91
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,18,15,1,1,19,16,35
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,178,169,117,138,295,307,602
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,12,22,0,0,12,22,34
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,61,44,3,0,64,44,108
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,219,219,8,5,227,224,451
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,8,12,2,1,10,13,23
ESMERALDA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,0,2,0,0,0,2,2
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,4,4,0,0,4,4,8
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,11,5,0,0,11,5,16
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,6,6,0,0,6,6,12
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,29,29,6,10,35,39,74
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,32,38,2,2,34,40,74
GAIOC JATUN AYLLU YURA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,1,5,0,0,1,5,6
GENERAL SAAVEDRA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,68,62,16,18,84,80,164
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,19,27,6,4,25,31,56
GUANAY,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,32,27,7,10,39,37,76
GUAQUI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,5,4,0,0,5,4,9
GUAYARAMERIN,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,66,112,0,5,66,117,183
GUTIERREZ,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,49,47,10,17,59,64,123
HUACARETA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,9,7,7,5,16,12,28
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,3,0,0,0,3,0,3
HUACHACALLA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,9,0,0,0,9,0,9
HUANUNI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,27,38,4,6,31,44,75
HUARACAJE,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,7,8,2,2,9,10,19
HUARINA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,19,20,12,5,31,25,56
HUATAJATA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,1,3,4,6,5,9,14
HUAYLLAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,5,4,0,0,5,4,9
HUMANATA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,0,3,12,11,12,14,26
ICHOCA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,6,10,3,3,9,13,22
ICLA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,19,11,5,3,24,14,38
INCAHUASI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,48,49,1,0,49,49,98
INGAVI (HUMAITA),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,9,12,0,0,9,12,21
INQUISIVI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,26,21,3,1,29,22,51
IRUPANA (VILLA DE LANZA),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,67,40,6,2,73,42,115
IXIAMAS,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,33,29,10,10,43,39,82
JESUS DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,33,12,13,5,46,17,63
LA ASUNTA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,121,119,10,3,131,122,253
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,340,320,111,113,451,433,884
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,1505,1505,513,587,2018,2092,4110
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,13,23,1,3,14,26,40
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,22,41,3,7,25,48,73
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,4,6,0,0,4,6,10
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,7,12,0,0,7,12,19
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,57,62,6,3,63,65,128
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,4,5,0,0,4,5,9
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,5,2,2,1,7,3,10
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,11,12,5,3,16,15,31
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,5,2,3,7,8,9,17
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,14,7,0,0,14,7,21
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,30,32,0,3,30,35,65
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,31,22,2,3,33,25,58
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,8,1,0,0,8,1,9
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,50,33,6,1,56,34,90
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,17,15,8,10,25,25,50
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,32,27,8,4,40,31,71
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,46,67,19,16,65,83,148
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,9,10,8,5,17,15,32
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,0,1,0,0,0,1,1
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,8,10,1,2,9,12,21
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,49,47,22,25,71,72,143
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,472,406,94,84,566,490,1056
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,1,5,0,0,1,5,6
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,24,26,0,0,24,26,50
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,16,6,2,1,18,7,25
NAZACARA DE PACAJES,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,0,0,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,13,2,0,2,13,4,17
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,26,20,1,0,27,20,47
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,29,21,7,5,36,26,62
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,27,12,4,5,31,17,48
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,959,913,180,167,1139,1080,2219
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,65,46,2,2,67,48,115
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,12,34,0,0,12,34,46
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,84,85,24,30,108,115,223
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,35,22,3,1,38,23,61
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,83,95,8,6,91,101,192
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,7,2,0,0,7,2,9
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,14,15,0,0,14,15,29
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,11,3,2,2,13,5,18
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,4,5,0,0,4,5,9
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,57,31,1,0,58,31,89
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,6,6,0,0,6,6,12
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,17,16,5,2,22,18,40
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,40,35,1,1,41,36,77
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,20,23,1,0,21,23,44
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,17,15,2,10,19,25,44
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,1,6,0,0,1,6,7
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,23,14,2,1,25,15,40
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,30,35,2,0,32,35,67
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,47,37,2,4,49,41,90
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,81,64,3,6,84,70,154
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,11,10,5,1,16,11,27
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,1,2,0,0,1,2,3
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,508,477,50,51,558,528,1086
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,22,27,0,0,22,27,49
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,4,6,2,3,6,9,15
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,47,42,0,5,47,47,94
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,8,4,11,7,19,11,30
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,6,9,3,3,9,12,21
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,18,31,13,17,31,48,79
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,10,6,0,0,10,6,16
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,23,8,7,4,30,12,42
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,15,19,1,1,16,20,36
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,3,6,0,0,3,6,9
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,24,21,0,2,24,23,47
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,399,418,26,30,425,448,873
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,26,22,0,0,26,22,48
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,75,78,32,34,107,112,219
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,12,9,1,2,13,11,24
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,343,221,122,72,465,293,758
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,5,17,0,1,5,18,23
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,0,3,0,0,0,3,3
RAQAYPAMPA(ETA),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,27,18,2,0,29,18,47
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,24,22,0,0,24,22,46
REYES,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,54,36,3,0,57,36,93
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,314,315,53,33,367,348,715
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,53,28,10,6,63,34,97
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,86,62,5,5,91,67,158
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,10,1,1,0,11,1,12
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,432,297,107,80,539,377,916
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,0,3,1,4,1,7,8
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,48,51,1,1,49,52,101
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,14,10,3,5,17,15,32
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,26,10,2,0,28,10,38
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,19,7,8,0,27,7,34
SAN AGUSTIN,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,2,5,0,0,2,5,7
SAN ANDRES,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,41,34,9,5,50,39,89
SAN ANDRES DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,4,1,1,0,5,1,6
SAN ANTONIO DE ESMORUCO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,6,6,0,0,6,6,12
SAN ANTONIO DE LOMERIO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,11,22,7,2,18,24,42
SAN BENITO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,18,19,16,8,34,27,61
SAN BORJA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,211,170,39,26,250,196,446
SAN BUENA VENTURA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,17,36,0,0,17,36,53
SAN CARLOS,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,31,43,5,7,36,50,86
SAN IGNACIO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,116,102,6,9,122,111,233
SAN IGNACIO DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,210,192,15,12,225,204,429
SAN JAVIER(BNI),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,8,7,2,0,10,7,17
SAN JAVIER(STC),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,40,24,0,0,40,24,64
SAN JOAQUIN,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,19,29,0,4,19,33,52
SAN JOSE DE CHIQUITOS,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,45,52,12,18,57,70,127
SAN JUAN DE YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,16,21,2,0,18,21,39
SAN JULIAN,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,142,148,55,63,197,211,408
SAN LORENZO(PND),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,30,21,1,0,31,21,52
SAN LORENZO(TJA),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,67,68,1,2,68,70,138
SAN LUCAS,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,70,74,5,3,75,77,152
SAN MATIAS,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,28,30,1,0,29,30,59
SAN MIGUEL DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,26,29,3,0,29,29,58
SAN PABLO DE LIPEZ,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,11,9,0,0,11,9,20
SAN PEDRO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,68,81,6,12,74,93,167
SAN PEDRO DE BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,52,68,1,1,53,69,122
SAN PEDRO DE CURAHUARA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,12,8,0,0,12,8,20
SAN PEDRO DE MACHA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,43,25,0,0,43,25,68
SAN PEDRO DE QUEMES,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,1,2,0,0,1,2,3
SAN PEDRO DE TIQUINA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,7,7,1,3,8,10,18
SAN PEDRO(PND),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,3,8,0,1,3,9,12
SAN RAFAEL,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,24,19,9,12,33,31,64
SAN RAMON BENI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,10,2,5,0,15,2,17
SAN RAMON SCZ,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,19,18,1,1,20,19,39
SANTA ANA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,39,58,31,38,70,96,166
SANTA CRUZ DE LA SIERRA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,2905,2888,765,768,3670,3656,7326
SANTA ROSA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,49,42,0,1,49,43,92
SANTA ROSA DEL SARA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,47,40,3,3,50,43,93
SANTIAGO DE CALLAPA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,6,6,2,3,8,9,17
SANTIAGO DE HUARI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,16,17,1,5,17,22,39
SANTIAGO DE HUATA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,9,6,2,0,11,6,17
SANTIAGO DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,4,6,0,0,4,6,10
SANTIVAÑES,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,15,16,0,1,15,17,32
SANTUARIO DE QUILLACAS,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,2,6,0,0,2,6,8
SAPAHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,10,6,3,2,13,8,21
SENA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,19,8,8,2,27,10,37
SHINAOTA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,146,146,19,15,165,161,326
SICA SICA (VILLA AROMA),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,31,26,2,2,33,28,61
SICAYA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,11,10,0,0,11,10,21
SIPE SIPE,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,148,139,31,36,179,175,354
SOPACHUY,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,16,16,2,3,18,19,37
SORACACHI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,6,8,1,3,7,11,18
SORATA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,30,31,13,9,43,40,83
SUCRE,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,746,645,139,149,885,794,1679
TACACHI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,0,4,0,1,0,5,5
TACACOMA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,34,19,1,0,35,19,54
TACOBAMBA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,6,13,0,0,6,13,19
TACOPAYA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,15,15,1,2,16,17,33
TAHUA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,3,1,1,0,4,1,5
TAPACARI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,48,41,6,3,54,44,98
TARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,44,51,1,0,45,51,96
TARACO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,6,11,0,0,6,11,17
TARATA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,10,23,2,5,12,28,40
TARIJA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,501,460,175,209,676,669,1345
TARVITA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,54,37,2,1,56,38,94
TEOPONTE,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,29,17,4,6,33,23,56
TIAHUANACU,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,9,11,6,9,15,20,35
TINGUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,27,30,0,1,27,31,58
TIPUANI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,21,25,6,11,27,36,63
TIQUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,170,151,22,18,192,169,361
TIRAQUE (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,51,55,37,32,88,87,175
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,2,9,0,0,2,9,11
TOCO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,8,20,2,2,10,22,32
TOLATA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,20,7,6,1,26,8,34
TOLEDO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,5,1,0,0,5,1,6
TOMAVE,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,15,14,5,5,20,19,39
TOMINA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,15,26,2,4,17,30,47
TORO TORO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,23,18,0,0,23,18,41
TOTORA(CBBA),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,36,42,2,4,38,46,84
TOTORA(ORR),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,3,9,0,0,3,9,12
TRIGAL,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,1,4,0,0,1,4,5
TRINIDAD,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,303,266,47,62,350,328,678
TUPIZA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,60,61,13,11,73,72,145
TURCO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,7,2,0,0,7,2,9
UMALA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,12,10,0,0,12,10,22
UNCIA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,42,48,9,5,51,53,104
URIONDO (A. CONCEPCION),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,39,47,0,5,39,52,91
URUBICHA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,19,17,1,2,20,19,39
UYUNI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,53,39,11,6,64,45,109
VACAS,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,13,14,1,1,14,15,29
VALLEGRANDE,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,34,29,11,8,45,37,82
VIACHA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,135,119,39,18,174,137,311
VILA VILA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,3,8,0,0,3,8,11
VILLA CHARCAS,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,32,34,0,2,32,36,68
VILLA MONTES,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,82,72,9,16,91,88,179
VILLA NUEVA (LOMA ALTA),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,1,6,0,1,1,7,8
VILLA RIVERO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,36,20,9,1,45,21,66
VILLA SERRANO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,34,34,0,1,34,35,69
VILLA TUNARI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,493,404,83,81,576,485,1061
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,15,29,3,4,18,33,51
VILLAZON,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,41,41,6,7,47,48,95
VINTO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,163,137,29,16,192,153,345
VITICHI,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,8,20,0,0,8,20,28
WALDO BALLIVIAN,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,3,1,3,0,6,1,7
WARNES,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,301,285,25,20,326,305,631
YACO,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,17,16,9,4,26,20,46
YACUIBA,consulta externa,ninos de 6 meses a < 1 ano,2022-03-01,239,295,46,52,285,347,632
