,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,TOTALES,TOTALES,TOTALES
SAN LORENZO(PND),consulta externa,menores de 6 meses,2022-03-01,48,14,1,1,49,15,64
SAN LORENZO(TJA),consulta externa,menores de 6 meses,2022-03-01,79,88,0,1,79,89,168
SAN LUCAS,consulta externa,menores de 6 meses,2022-03-01,52,50,2,5,54,55,109
SAN MATIAS,consulta externa,menores de 6 meses,2022-03-01,36,39,0,1,36,40,76
SAN MIGUEL DE VELASCO,consulta externa,menores de 6 meses,2022-03-01,41,34,2,1,43,35,78
SAN PABLO DE LIPEZ,consulta externa,menores de 6 meses,2022-03-01,4,3,0,0,4,3,7
SAN PEDRO,consulta externa,menores de 6 meses,2022-03-01,69,59,10,4,79,63,142
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 6 meses,2022-03-01,27,40,2,0,29,40,69
SAN PEDRO DE CURAHUARA,consulta externa,menores de 6 meses,2022-03-01,13,4,1,0,14,4,18
SAN PEDRO DE MACHA,consulta externa,menores de 6 meses,2022-03-01,32,19,0,0,32,19,51
SAN PEDRO DE QUEMES,consulta externa,menores de 6 meses,2022-03-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,consulta externa,menores de 6 meses,2022-03-01,8,10,4,2,12,12,24
SAN PEDRO(PND),consulta externa,menores de 6 meses,2022-03-01,1,4,0,0,1,4,5
SAN RAFAEL,consulta externa,menores de 6 meses,2022-03-01,27,30,7,5,34,35,69
SAN RAMON BENI,consulta externa,menores de 6 meses,2022-03-01,12,10,0,0,12,10,22
SAN RAMON SCZ,consulta externa,menores de 6 meses,2022-03-01,19,17,0,0,19,17,36
SANTA ANA,consulta externa,menores de 6 meses,2022-03-01,41,45,31,25,72,70,142
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2022-03-01,5861,5315,1879,1454,7740,6769,14509
SANTA ROSA,consulta externa,menores de 6 meses,2022-03-01,18,31,1,0,19,31,50
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2022-03-01,183,48,2,2,185,50,235
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2022-03-01,3,3,1,0,4,3,7
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2022-03-01,13,14,2,4,15,18,33
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2022-03-01,5,5,0,0,5,5,10
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2022-03-01,2,6,0,0,2,6,8
SANTIVAÑES,consulta externa,menores de 6 meses,2022-03-01,11,16,1,3,12,19,31
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2022-03-01,2,1,0,0,2,1,3
SAPAHAQUI,consulta externa,menores de 6 meses,2022-03-01,16,17,2,3,18,20,38
SENA,consulta externa,menores de 6 meses,2022-03-01,9,8,3,2,12,10,22
SHINAOTA,consulta externa,menores de 6 meses,2022-03-01,126,122,8,27,134,149,283
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2022-03-01,36,32,1,2,37,34,71
SICAYA,consulta externa,menores de 6 meses,2022-03-01,4,14,0,0,4,14,18
SIPE SIPE,consulta externa,menores de 6 meses,2022-03-01,204,150,31,19,235,169,404
SOPACHUY,consulta externa,menores de 6 meses,2022-03-01,33,18,4,3,37,21,58
SORACACHI,consulta externa,menores de 6 meses,2022-03-01,8,8,0,4,8,12,20
SORATA,consulta externa,menores de 6 meses,2022-03-01,48,48,9,8,57,56,113
SUCRE,consulta externa,menores de 6 meses,2022-03-01,1159,1064,312,292,1471,1356,2827
TACACHI,consulta externa,menores de 6 meses,2022-03-01,1,1,1,0,2,1,3
TACACOMA,consulta externa,menores de 6 meses,2022-03-01,25,18,0,0,25,18,43
TACOBAMBA,consulta externa,menores de 6 meses,2022-03-01,6,5,0,0,6,5,11
TACOPAYA,consulta externa,menores de 6 meses,2022-03-01,11,16,0,0,11,16,27
TAHUA,consulta externa,menores de 6 meses,2022-03-01,3,0,0,0,3,0,3
TAPACARI,consulta externa,menores de 6 meses,2022-03-01,37,38,0,0,37,38,75
TARABUCO,consulta externa,menores de 6 meses,2022-03-01,54,63,2,5,56,68,124
TARACO,consulta externa,menores de 6 meses,2022-03-01,9,6,0,0,9,6,15
TARATA,consulta externa,menores de 6 meses,2022-03-01,30,14,8,0,38,14,52
TARIJA,consulta externa,menores de 6 meses,2022-03-01,795,783,248,264,1043,1047,2090
TARVITA,consulta externa,menores de 6 meses,2022-03-01,42,26,2,0,44,26,70
TEOPONTE,consulta externa,menores de 6 meses,2022-03-01,22,24,10,9,32,33,65
TIAHUANACU,consulta externa,menores de 6 meses,2022-03-01,11,17,9,11,20,28,48
TINGUIPAYA,consulta externa,menores de 6 meses,2022-03-01,18,20,0,0,18,20,38
TIPUANI,consulta externa,menores de 6 meses,2022-03-01,21,15,5,6,26,21,47
TIQUIPAYA,consulta externa,menores de 6 meses,2022-03-01,299,257,23,19,322,276,598
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2022-03-01,40,48,35,42,75,90,165
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 6 meses,2022-03-01,1,0,0,0,1,0,1
TOCO,consulta externa,menores de 6 meses,2022-03-01,13,8,4,2,17,10,27
TOLATA,consulta externa,menores de 6 meses,2022-03-01,13,14,10,8,23,22,45
TOLEDO,consulta externa,menores de 6 meses,2022-03-01,2,2,0,0,2,2,4
TOMAVE,consulta externa,menores de 6 meses,2022-03-01,13,12,6,2,19,14,33
TOMINA,consulta externa,menores de 6 meses,2022-03-01,14,20,1,1,15,21,36
TORO TORO,consulta externa,menores de 6 meses,2022-03-01,17,14,0,0,17,14,31
TOTORA(CBBA),consulta externa,menores de 6 meses,2022-03-01,36,45,1,2,37,47,84
TOTORA(ORR),consulta externa,menores de 6 meses,2022-03-01,6,11,0,0,6,11,17
TRIGAL,consulta externa,menores de 6 meses,2022-03-01,3,2,0,0,3,2,5
TRINIDAD,consulta externa,menores de 6 meses,2022-03-01,541,439,69,66,610,505,1115
TUPIZA,consulta externa,menores de 6 meses,2022-03-01,83,71,44,31,127,102,229
TURCO,consulta externa,menores de 6 meses,2022-03-01,0,0,0,1,0,1,1
UMALA,consulta externa,menores de 6 meses,2022-03-01,13,5,0,0,13,5,18
UNCIA,consulta externa,menores de 6 meses,2022-03-01,32,48,1,2,33,50,83
URIONDO (A. CONCEPCION),consulta externa,menores de 6 meses,2022-03-01,56,76,1,3,57,79,136
URUBICHA,consulta externa,menores de 6 meses,2022-03-01,13,3,1,1,14,4,18
UYUNI,consulta externa,menores de 6 meses,2022-03-01,52,44,5,2,57,46,103
VACAS,consulta externa,menores de 6 meses,2022-03-01,16,23,3,1,19,24,43
VALLEGRANDE,consulta externa,menores de 6 meses,2022-03-01,38,21,8,6,46,27,73
VIACHA,consulta externa,menores de 6 meses,2022-03-01,298,305,49,57,347,362,709
VILA VILA,consulta externa,menores de 6 meses,2022-03-01,4,6,0,0,4,6,10
VILLA CHARCAS,consulta externa,menores de 6 meses,2022-03-01,26,17,1,0,27,17,44
VILLA MONTES,consulta externa,menores de 6 meses,2022-03-01,112,82,7,7,119,89,208
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 6 meses,2022-03-01,1,5,1,3,2,8,10
VILLA RIVERO,consulta externa,menores de 6 meses,2022-03-01,19,27,4,2,23,29,52
VILLA SERRANO,consulta externa,menores de 6 meses,2022-03-01,26,45,0,0,26,45,71
VILLA TUNARI,consulta externa,menores de 6 meses,2022-03-01,488,527,50,57,538,584,1122
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 6 meses,2022-03-01,29,26,4,3,33,29,62
VILLAZON,consulta externa,menores de 6 meses,2022-03-01,66,63,18,8,84,71,155
VINTO,consulta externa,menores de 6 meses,2022-03-01,155,194,22,28,177,222,399
VITICHI,consulta externa,menores de 6 meses,2022-03-01,9,15,0,0,9,15,24
WALDO BALLIVIAN,consulta externa,menores de 6 meses,2022-03-01,4,3,0,0,4,3,7
WARNES,consulta externa,menores de 6 meses,2022-03-01,316,241,37,20,353,261,614
YACO,consulta externa,menores de 6 meses,2022-03-01,16,26,8,4,24,30,54
YACUIBA,consulta externa,menores de 6 meses,2022-03-01,323,261,74,44,397,305,702
YAMPARAEZ,consulta externa,menores de 6 meses,2022-03-01,9,6,0,0,9,6,15
YANACACHI,consulta externa,menores de 6 meses,2022-03-01,1,12,0,0,1,12,13
YAPACANI,consulta externa,menores de 6 meses,2022-03-01,154,174,33,35,187,209,396
YOCALLA,consulta externa,menores de 6 meses,2022-03-01,2,7,0,0,2,7,9
YOTALA,consulta externa,menores de 6 meses,2022-03-01,15,5,0,0,15,5,20
YUNCHARA,consulta externa,menores de 6 meses,2022-03-01,22,17,0,0,22,17,39
ZUDAÑEZ,consulta externa,menores de 6 meses,2022-03-01,17,8,3,5,20,13,33
ACACIO,consulta externa,menores de 6 meses,2022-04-01,5,10,0,0,5,10,15
ACHACACHI,consulta externa,menores de 6 meses,2022-04-01,64,87,12,4,76,91,167
ACHOCALLA,consulta externa,menores de 6 meses,2022-04-01,50,33,6,3,56,36,92
AIQUILE,consulta externa,menores de 6 meses,2022-04-01,36,34,2,7,38,41,79
ALALAY,consulta externa,menores de 6 meses,2022-04-01,2,5,0,0,2,5,7
ALCALA,consulta externa,menores de 6 meses,2022-04-01,11,3,0,0,11,3,14
ALTO BENI,consulta externa,menores de 6 meses,2022-04-01,37,37,0,0,37,37,74
ANCORAIMES,consulta externa,menores de 6 meses,2022-04-01,5,16,0,4,5,20,25
ANDAMARCA,consulta externa,menores de 6 meses,2022-04-01,7,4,2,0,9,4,13
ANTEQUERA,consulta externa,menores de 6 meses,2022-04-01,1,1,0,0,1,1,2
ANZALDO,consulta externa,menores de 6 meses,2022-04-01,18,18,2,3,20,21,41
APOLO,consulta externa,menores de 6 meses,2022-04-01,69,53,33,30,102,83,185
ARAMPAMPA,consulta externa,menores de 6 meses,2022-04-01,4,5,0,0,4,5,9
ARANI,consulta externa,menores de 6 meses,2022-04-01,18,6,2,0,20,6,26
ARBIETO,consulta externa,menores de 6 meses,2022-04-01,97,70,19,19,116,89,205
ARQUE,consulta externa,menores de 6 meses,2022-04-01,14,14,0,2,14,16,30
ASCENCION DE GUARAYOS,consulta externa,menores de 6 meses,2022-04-01,87,67,4,1,91,68,159
ATOCHA,consulta externa,menores de 6 meses,2022-04-01,30,33,3,2,33,35,68
AUCAPATA,consulta externa,menores de 6 meses,2022-04-01,7,14,0,0,7,14,21
AYATA,consulta externa,menores de 6 meses,2022-04-01,12,12,0,3,12,15,27
AYO AYO,consulta externa,menores de 6 meses,2022-04-01,18,13,2,1,20,14,34
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 6 meses,2022-04-01,37,47,0,2,37,49,86
AZURDUY,consulta externa,menores de 6 meses,2022-04-01,32,33,1,2,33,35,68
BATALLAS,consulta externa,menores de 6 meses,2022-04-01,15,21,7,11,22,32,54
BAURES,consulta externa,menores de 6 meses,2022-04-01,11,3,1,0,12,3,15
BELEN DE URMIRI,consulta externa,menores de 6 meses,2022-04-01,2,2,0,0,2,2,4
BELLA FLOR,consulta externa,menores de 6 meses,2022-04-01,7,4,2,5,9,9,18
BERMEJO,consulta externa,menores de 6 meses,2022-04-01,149,147,9,13,158,160,318
BETANZOS,consulta externa,menores de 6 meses,2022-04-01,42,29,2,3,44,32,76
BOLIVAR,consulta externa,menores de 6 meses,2022-04-01,8,7,1,1,9,8,17
BOLPEBRA,consulta externa,menores de 6 meses,2022-04-01,1,1,0,0,1,1,2
BOYUIBE,consulta externa,menores de 6 meses,2022-04-01,5,8,2,0,7,8,15
BUENA VISTA,consulta externa,menores de 6 meses,2022-04-01,20,21,1,2,21,23,44
CABEZAS,consulta externa,menores de 6 meses,2022-04-01,58,43,11,7,69,50,119
CAIROMA,consulta externa,menores de 6 meses,2022-04-01,32,37,3,2,35,39,74
"CAIZA ""D""",consulta externa,menores de 6 meses,2022-04-01,15,24,0,1,15,25,40
CAJUATA,consulta externa,menores de 6 meses,2022-04-01,19,35,0,5,19,40,59
CALACOTO,consulta externa,menores de 6 meses,2022-04-01,4,8,0,0,4,8,12
CALAMARCA,consulta externa,menores de 6 meses,2022-04-01,19,11,5,5,24,16,40
CAMARGO,consulta externa,menores de 6 meses,2022-04-01,25,13,0,0,25,13,38
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2022-04-01,4,1,0,0,4,1,5
CAMIRI,consulta externa,menores de 6 meses,2022-04-01,73,85,12,14,85,99,184
CAPINOTA,consulta externa,menores de 6 meses,2022-04-01,59,64,32,19,91,83,174
CAQUIAVIRI,consulta externa,menores de 6 meses,2022-04-01,14,13,1,0,15,13,28
CARACOLLO,consulta externa,menores de 6 meses,2022-04-01,69,77,13,19,82,96,178
CARANAVI,consulta externa,menores de 6 meses,2022-04-01,141,117,72,67,213,184,397
CARANGAS,consulta externa,menores de 6 meses,2022-04-01,3,0,0,0,3,0,3
CARAPARI,consulta externa,menores de 6 meses,2022-04-01,34,32,5,10,39,42,81
CARIPUYO,consulta externa,menores de 6 meses,2022-04-01,5,7,0,0,5,7,12
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2022-04-01,9,9,0,1,9,10,19
CATACORA,consulta externa,menores de 6 meses,2022-04-01,5,0,0,0,5,0,5
CHACARILLA,consulta externa,menores de 6 meses,2022-04-01,0,1,0,0,0,1,1
CHALLAPATA,consulta externa,menores de 6 meses,2022-04-01,38,46,13,11,51,57,108
CHAQUI,consulta externa,menores de 6 meses,2022-04-01,7,13,0,0,7,13,20
CHARAGUA,consulta externa,menores de 6 meses,2022-04-01,98,79,8,5,106,84,190
CHARAÑA,consulta externa,menores de 6 meses,2022-04-01,1,0,0,0,1,0,1
CHAYANTA,consulta externa,menores de 6 meses,2022-04-01,29,29,1,0,30,29,59
CHIMORE,consulta externa,menores de 6 meses,2022-04-01,103,106,36,35,139,141,280
CHOQUE COTA,consulta externa,menores de 6 meses,2022-04-01,1,2,0,0,1,2,3
CHUA COCANI,consulta externa,menores de 6 meses,2022-04-01,5,8,4,14,9,22,31
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 6 meses,2022-04-01,56,31,13,16,69,47,116
CHUMA,consulta externa,menores de 6 meses,2022-04-01,16,8,1,0,17,8,25
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,menores de 6 meses,2022-04-01,9,12,1,1,10,13,23
CKOCHAS,consulta externa,menores de 6 meses,2022-04-01,23,19,0,0,23,19,42
CLIZA,consulta externa,menores de 6 meses,2022-04-01,96,78,11,10,107,88,195
COBIJA,consulta externa,menores de 6 meses,2022-04-01,250,220,67,36,317,256,573
COCAPATA,consulta externa,menores de 6 meses,2022-04-01,70,72,0,1,70,73,143
COCHABAMBA,consulta externa,menores de 6 meses,2022-04-01,2244,2181,872,876,3116,3057,6173
COIPASA,consulta externa,menores de 6 meses,2022-04-01,4,1,0,1,4,2,6
COLCAPIRHUA,consulta externa,menores de 6 meses,2022-04-01,115,116,65,64,180,180,360
"COLCHA ""K""",consulta externa,menores de 6 meses,2022-04-01,9,11,0,0,9,11,20
COLLANA,consulta externa,menores de 6 meses,2022-04-01,3,6,3,3,6,9,15
COLOMI,consulta externa,menores de 6 meses,2022-04-01,32,39,8,4,40,43,83
COLPA BELGICA,consulta externa,menores de 6 meses,2022-04-01,14,17,5,3,19,20,39
COLQUECHACA,consulta externa,menores de 6 meses,2022-04-01,29,35,0,0,29,35,64
COLQUENCHA,consulta externa,menores de 6 meses,2022-04-01,17,27,1,6,18,33,51
COLQUIRI,consulta externa,menores de 6 meses,2022-04-01,12,16,0,0,12,16,28
COMANCHE,consulta externa,menores de 6 meses,2022-04-01,4,2,0,0,4,2,6
COMARAPA,consulta externa,menores de 6 meses,2022-04-01,39,42,6,9,45,51,96
COMBAYA,consulta externa,menores de 6 meses,2022-04-01,0,3,0,0,0,3,3
CONCEPCION,consulta externa,menores de 6 meses,2022-04-01,57,47,26,20,83,67,150
COPACABANA,consulta externa,menores de 6 meses,2022-04-01,11,6,2,2,13,8,21
CORIPATA,consulta externa,menores de 6 meses,2022-04-01,49,56,5,4,54,60,114
CORO CORO,consulta externa,menores de 6 meses,2022-04-01,18,12,0,0,18,12,30
COROICO,consulta externa,menores de 6 meses,2022-04-01,45,43,16,29,61,72,133
CORQUE,consulta externa,menores de 6 meses,2022-04-01,8,14,0,0,8,14,22
COTAGAITA,consulta externa,menores de 6 meses,2022-04-01,42,32,3,2,45,34,79
COTOCA,consulta externa,menores de 6 meses,2022-04-01,158,141,14,6,172,147,319
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2022-04-01,37,27,6,11,43,38,81
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2022-04-01,7,2,0,1,7,3,10
CUEVO,consulta externa,menores de 6 meses,2022-04-01,7,13,3,8,10,21,31
CULPINA,consulta externa,menores de 6 meses,2022-04-01,17,20,0,0,17,20,37
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2022-04-01,6,1,0,0,6,1,7
CURVA,consulta externa,menores de 6 meses,2022-04-01,3,1,0,0,3,1,4
DESAGUADERO,consulta externa,menores de 6 meses,2022-04-01,12,10,3,12,15,22,37
EL ALTO,consulta externa,menores de 6 meses,2022-04-01,2991,2982,921,912,3912,3894,7806
EL CHORO,consulta externa,menores de 6 meses,2022-04-01,4,1,0,0,4,1,5
EL PUENTE(STC),consulta externa,menores de 6 meses,2022-04-01,26,38,1,2,27,40,67
EL PUENTE(TJA),consulta externa,menores de 6 meses,2022-04-01,26,20,1,1,27,21,48
EL TORNO,consulta externa,menores de 6 meses,2022-04-01,287,263,171,207,458,470,928
EL VILLAR,consulta externa,menores de 6 meses,2022-04-01,14,8,0,1,14,9,23
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2022-04-01,60,43,5,1,65,44,109
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2022-04-01,212,166,9,7,221,173,394
ESCOMA,consulta externa,menores de 6 meses,2022-04-01,11,18,1,1,12,19,31
ESMERALDA,consulta externa,menores de 6 meses,2022-04-01,1,0,0,0,1,0,1
EUCALIPTUS,consulta externa,menores de 6 meses,2022-04-01,7,7,1,0,8,7,15
EUREKA (SANTOS MERCADO),consulta externa,menores de 6 meses,2022-04-01,5,0,0,0,5,0,5
EXALTACION,consulta externa,menores de 6 meses,2022-04-01,11,11,3,1,14,12,26
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2022-04-01,36,33,8,11,44,44,88
FILADELFIA,consulta externa,menores de 6 meses,2022-04-01,30,20,0,2,30,22,52
GAIOC JATUN AYLLU YURA,consulta externa,menores de 6 meses,2022-04-01,14,9,0,0,14,9,23
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2022-04-01,56,50,10,7,66,57,123
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2022-04-01,20,23,5,3,25,26,51
GUANAY,consulta externa,menores de 6 meses,2022-04-01,31,43,10,16,41,59,100
GUAQUI,consulta externa,menores de 6 meses,2022-04-01,9,4,0,0,9,4,13
GUAYARAMERIN,consulta externa,menores de 6 meses,2022-04-01,127,121,7,5,134,126,260
GUTIERREZ,consulta externa,menores de 6 meses,2022-04-01,45,29,4,7,49,36,85
HUACARETA,consulta externa,menores de 6 meses,2022-04-01,12,23,6,9,18,32,50
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2022-04-01,6,4,1,2,7,6,13
HUACHACALLA,consulta externa,menores de 6 meses,2022-04-01,3,0,0,0,3,0,3
HUANUNI,consulta externa,menores de 6 meses,2022-04-01,54,77,10,5,64,82,146
HUARACAJE,consulta externa,menores de 6 meses,2022-04-01,9,3,3,5,12,8,20
HUARINA,consulta externa,menores de 6 meses,2022-04-01,13,8,8,2,21,10,31
HUATAJATA,consulta externa,menores de 6 meses,2022-04-01,1,1,3,2,4,3,7
HUAYLLAMARCA,consulta externa,menores de 6 meses,2022-04-01,4,1,0,1,4,2,6
HUMANATA,consulta externa,menores de 6 meses,2022-04-01,3,2,1,1,4,3,7
ICHOCA,consulta externa,menores de 6 meses,2022-04-01,5,10,0,1,5,11,16
ICLA,consulta externa,menores de 6 meses,2022-04-01,8,13,3,5,11,18,29
INCAHUASI,consulta externa,menores de 6 meses,2022-04-01,50,40,0,1,50,41,91
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2022-04-01,5,5,0,0,5,5,10
INQUISIVI,consulta externa,menores de 6 meses,2022-04-01,20,29,3,2,23,31,54
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2022-04-01,71,58,2,5,73,63,136
IXIAMAS,consulta externa,menores de 6 meses,2022-04-01,40,41,8,5,48,46,94
JESUS DE MACHACA,consulta externa,menores de 6 meses,2022-04-01,18,22,12,15,30,37,67
LA ASUNTA,consulta externa,menores de 6 meses,2022-04-01,140,120,6,5,146,125,271
LA GUARDIA,consulta externa,menores de 6 meses,2022-04-01,403,388,140,124,543,512,1055
LA PAZ,consulta externa,menores de 6 meses,2022-04-01,2496,2347,702,719,3198,3066,6264
LAGUNILLAS,consulta externa,menores de 6 meses,2022-04-01,14,17,0,3,14,20,34
LAJA,consulta externa,menores de 6 meses,2022-04-01,23,18,6,7,29,25,54
LAS CARRERAS,consulta externa,menores de 6 meses,2022-04-01,0,8,0,0,0,8,8
LICOMA PAMPA,consulta externa,menores de 6 meses,2022-04-01,4,2,1,0,5,2,7
LLALLAGUA,consulta externa,menores de 6 meses,2022-04-01,125,118,3,3,128,121,249
LLICA,consulta externa,menores de 6 meses,2022-04-01,2,3,0,0,2,3,5
LORETO,consulta externa,menores de 6 meses,2022-04-01,9,6,1,1,10,7,17
LURIBAY,consulta externa,menores de 6 meses,2022-04-01,15,15,2,2,17,17,34
MACHACAMARCA,consulta externa,menores de 6 meses,2022-04-01,2,1,9,4,11,5,16
MACHARETI,consulta externa,menores de 6 meses,2022-04-01,9,13,1,0,10,13,23
MAGDALENA,consulta externa,menores de 6 meses,2022-04-01,20,33,7,0,27,33,60
MAIRANA,consulta externa,menores de 6 meses,2022-04-01,34,37,4,1,38,38,76
MALLA,consulta externa,menores de 6 meses,2022-04-01,8,4,0,0,8,4,12
MAPIRI,consulta externa,menores de 6 meses,2022-04-01,37,32,6,4,43,36,79
MECAPACA,consulta externa,menores de 6 meses,2022-04-01,27,25,6,3,33,28,61
MINEROS,consulta externa,menores de 6 meses,2022-04-01,32,21,2,2,34,23,57
MIZQUE,consulta externa,menores de 6 meses,2022-04-01,54,72,13,22,67,94,161
MOCOMOCO,consulta externa,menores de 6 meses,2022-04-01,15,16,3,2,18,18,36
MOJOCOYA,consulta externa,menores de 6 meses,2022-04-01,7,7,0,0,7,7,14
MONTEAGUDO,consulta externa,menores de 6 meses,2022-04-01,71,72,26,16,97,88,185
MONTERO,consulta externa,menores de 6 meses,2022-04-01,869,676,97,66,966,742,1708
MORO MORO,consulta externa,menores de 6 meses,2022-04-01,6,2,0,0,6,2,8
MOROCHATA,consulta externa,menores de 6 meses,2022-04-01,18,19,0,1,18,20,38
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2022-04-01,5,9,0,1,5,10,15
NAZACARA DE PACAJES,consulta externa,menores de 6 meses,2022-04-01,1,1,0,1,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2022-04-01,4,5,1,0,5,5,10
OCURI,consulta externa,menores de 6 meses,2022-04-01,16,24,0,0,16,24,40
OKINAWA,consulta externa,menores de 6 meses,2022-04-01,16,19,2,2,18,21,39
OMEREQUE,consulta externa,menores de 6 meses,2022-04-01,6,19,1,2,7,21,28
ORURO,consulta externa,menores de 6 meses,2022-04-01,1303,1320,335,356,1638,1676,3314
PADCAYA,consulta externa,menores de 6 meses,2022-04-01,68,59,4,4,72,63,135
PADILLA,consulta externa,menores de 6 meses,2022-04-01,18,19,0,0,18,19,37
PAILON,consulta externa,menores de 6 meses,2022-04-01,111,79,17,19,128,98,226
PALCA,consulta externa,menores de 6 meses,2022-04-01,42,34,3,0,45,34,79
PALOS BLANCOS,consulta externa,menores de 6 meses,2022-04-01,98,88,10,11,108,99,207
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2022-04-01,8,6,0,0,8,6,14
PAMPA GRANDE,consulta externa,menores de 6 meses,2022-04-01,12,14,0,0,12,14,26
PAPEL PAMPA,consulta externa,menores de 6 meses,2022-04-01,5,10,0,0,5,10,15
PASORAPA,consulta externa,menores de 6 meses,2022-04-01,4,5,0,0,4,5,9
PATACAMAYA,consulta externa,menores de 6 meses,2022-04-01,41,35,0,0,41,35,76
PAZÑA,consulta externa,menores de 6 meses,2022-04-01,2,3,0,1,2,4,6
PELECHUCO,consulta externa,menores de 6 meses,2022-04-01,20,21,0,1,20,22,42
POCOATA,consulta externa,menores de 6 meses,2022-04-01,31,22,0,0,31,22,53
POCONA,consulta externa,menores de 6 meses,2022-04-01,16,20,0,0,16,20,36
POJO (CBBA),consulta externa,menores de 6 meses,2022-04-01,12,18,9,7,21,25,46
POOPO,consulta externa,menores de 6 meses,2022-04-01,6,3,1,0,7,3,10
PORCO,consulta externa,menores de 6 meses,2022-04-01,21,20,0,1,21,21,42
POROMA,consulta externa,menores de 6 meses,2022-04-01,22,35,0,0,22,35,57
PORONGO,consulta externa,menores de 6 meses,2022-04-01,8,4,0,0,8,4,12
PORTACHUELO,consulta externa,menores de 6 meses,2022-04-01,33,53,2,1,35,54,89
PORVENIR,consulta externa,menores de 6 meses,2022-04-01,10,8,4,1,14,9,23
POSTRER VALLE,consulta externa,menores de 6 meses,2022-04-01,2,0,0,0,2,0,2
POTOSI,consulta externa,menores de 6 meses,2022-04-01,966,834,318,251,1284,1085,2369
PRESTO,consulta externa,menores de 6 meses,2022-04-01,19,9,0,0,19,9,28
PUCARA,consulta externa,menores de 6 meses,2022-04-01,1,0,0,0,1,0,1
PUCARANI,consulta externa,menores de 6 meses,2022-04-01,36,29,3,4,39,33,72
PUERTO ACOSTA,consulta externa,menores de 6 meses,2022-04-01,6,7,7,2,13,9,22
PUERTO CARABUCO,consulta externa,menores de 6 meses,2022-04-01,4,6,4,3,8,9,17
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2022-04-01,32,34,18,23,50,57,107
PUERTO PEREZ,consulta externa,menores de 6 meses,2022-04-01,6,8,0,1,6,9,15
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2022-04-01,12,13,9,7,21,20,41
PUERTO RICO,consulta externa,menores de 6 meses,2022-04-01,23,17,1,1,24,18,42
PUERTO SILES,consulta externa,menores de 6 meses,2022-04-01,3,5,0,0,3,5,8
PUERTO SUAREZ,consulta externa,menores de 6 meses,2022-04-01,37,17,0,2,37,19,56
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2022-04-01,423,450,32,41,455,491,946
PUNA,consulta externa,menores de 6 meses,2022-04-01,18,22,0,0,18,22,40
PUNATA,consulta externa,menores de 6 meses,2022-04-01,118,126,38,38,156,164,320
QUIABAYA,consulta externa,menores de 6 meses,2022-04-01,4,3,3,0,7,3,10
QUILLACOLLO,consulta externa,menores de 6 meses,2022-04-01,389,350,125,85,514,435,949
QUIME,consulta externa,menores de 6 meses,2022-04-01,15,15,0,0,15,15,30
QUIRUSILLAS,consulta externa,menores de 6 meses,2022-04-01,6,1,0,0,6,1,7
RAQAYPAMPA(ETA),consulta externa,menores de 6 meses,2022-04-01,20,11,1,1,21,12,33
RAVELO,consulta externa,menores de 6 meses,2022-04-01,16,14,0,0,16,14,30
