,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
TACOBAMBA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,9,12,0,0,9,12,21
TACOPAYA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,13,8,3,1,16,9,25
TAHUA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,3,1,0,0,3,1,4
TAPACARI,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,62,52,6,4,68,56,124
TARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,51,43,1,0,52,43,95
TARACO,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,10,8,0,3,10,11,21
TARATA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,32,28,1,5,33,33,66
TARIJA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,617,579,272,315,889,894,1783
TARVITA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,48,59,1,1,49,60,109
TEOPONTE,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,29,32,9,1,38,33,71
TIAHUANACU,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,14,12,15,14,29,26,55
TINGUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,20,24,0,0,20,24,44
TIPUANI,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,36,31,2,6,38,37,75
TIQUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,219,199,22,25,241,224,465
TIRAQUE (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,42,28,32,50,74,78,152
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,1,2,0,0,1,2,3
TOCO,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,8,23,3,5,11,28,39
TODOS SANTOS,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,2,1,0,0,2,1,3
TOLATA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,15,13,4,7,19,20,39
TOLEDO,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,8,7,2,0,10,7,17
TOMAVE,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,25,22,0,0,25,22,47
TOMINA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,26,21,3,5,29,26,55
TORO TORO,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,38,29,0,0,38,29,67
TOTORA(CBBA),consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,70,51,2,3,72,54,126
TOTORA(ORR),consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,6,1,0,0,6,1,7
TRIGAL,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,2,2,0,0,2,2,4
TRINIDAD,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,412,336,109,97,521,433,954
TUPIZA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,106,96,20,13,126,109,235
TURCO,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,3,4,1,0,4,4,8
UMALA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,14,17,4,3,18,20,38
UNCIA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,51,35,3,1,54,36,90
URIONDO (A. CONCEPCION),consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,58,56,3,6,61,62,123
URUBICHA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,12,13,0,0,12,13,25
UYUNI,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,85,47,2,3,87,50,137
VACAS,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,24,24,3,1,27,25,52
VALLEGRANDE,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,44,44,24,42,68,86,154
VIACHA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,135,142,37,38,172,180,352
VILA VILA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,8,6,0,0,8,6,14
VILLA CHARCAS,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,25,31,1,0,26,31,57
VILLA MONTES,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,129,127,11,23,140,150,290
VILLA NUEVA (LOMA ALTA),consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,7,9,0,0,7,9,16
VILLA RIVERO,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,18,26,13,2,31,28,59
VILLA SERRANO,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,25,25,2,2,27,27,54
VILLA TUNARI,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,553,450,43,43,596,493,1089
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,24,19,3,4,27,23,50
VILLAZON,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,63,60,13,7,76,67,143
VINTO,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,222,184,35,42,257,226,483
VITICHI,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,15,10,2,1,17,11,28
WALDO BALLIVIAN,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,3,5,0,0,3,5,8
WARNES,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,349,369,36,38,385,407,792
YACO,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,14,16,5,5,19,21,40
YACUIBA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,423,363,93,76,516,439,955
YAMPARAEZ,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,21,13,2,0,23,13,36
YANACACHI,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,7,10,0,0,7,10,17
YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,135,142,26,28,161,170,331
YOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,18,12,0,0,18,12,30
YOTALA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,22,10,2,2,24,12,36
YUNCHARA,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,16,23,2,4,18,27,45
ZUDAÑEZ,consulta externa,ninos de 6 meses a < 1 ano,2023-03-01,19,17,1,4,20,21,41
ACACIO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,8,8,0,1,8,9,17
ACHACACHI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,39,48,15,15,54,63,117
ACHOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,67,47,3,4,70,51,121
AIQUILE,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,48,62,21,28,69,90,159
ALALAY,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,4,11,0,0,4,11,15
ALCALA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,10,1,0,0,10,1,11
ALTO BENI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,40,43,2,5,42,48,90
ANCORAIMES,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,9,9,3,5,12,14,26
ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,4,7,1,0,5,7,12
ANTEQUERA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,3,6,2,3,5,9,14
ANZALDO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,16,22,1,1,17,23,40
APOLO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,54,45,26,28,80,73,153
ARAMPAMPA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,6,9,0,0,6,9,15
ARANI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,21,18,3,7,24,25,49
ARBIETO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,101,82,17,15,118,97,215
ARQUE,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,51,27,1,0,52,27,79
ASCENCION DE GUARAYOS,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,33,59,3,2,36,61,97
ATOCHA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,33,24,1,3,34,27,61
AUCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,19,28,0,0,19,28,47
AYATA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,8,18,0,1,8,19,27
AYO AYO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,6,8,3,0,9,8,17
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,90,90,3,0,93,90,183
AZURDUY,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,69,32,0,0,69,32,101
BATALLAS,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,8,17,5,8,13,25,38
BAURES,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,14,6,0,0,14,6,20
BELEN DE ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,4,4,2,0,6,4,10
BELEN DE URMIRI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,2,2,0,0,2,2,4
BELLA FLOR,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,1,11,0,6,1,17,18
BERMEJO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,180,184,32,26,212,210,422
BETANZOS,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,46,57,2,4,48,61,109
BOLIVAR,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,13,12,3,1,16,13,29
BOLPEBRA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,1,4,0,0,1,4,5
BOYUIBE,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,9,22,1,0,10,22,32
BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,17,21,2,4,19,25,44
CABEZAS,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,65,57,4,30,69,87,156
CAIROMA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,27,30,1,1,28,31,59
"CAIZA ""D""",consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,35,38,1,2,36,40,76
CAJUATA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,42,33,5,1,47,34,81
CALACOTO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,9,9,1,2,10,11,21
CALAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,30,20,1,2,31,22,53
CAMARGO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,37,32,4,3,41,35,76
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,9,4,0,0,9,4,13
CAMIRI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,91,87,17,17,108,104,212
CAPINOTA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,74,72,12,14,86,86,172
CAQUIAVIRI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,24,22,6,2,30,24,54
CARACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,65,53,9,7,74,60,134
CARANAVI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,159,170,37,29,196,199,395
CARAPARI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,34,36,4,6,38,42,80
CARIPUYO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,11,9,0,0,11,9,20
CARMEN RIVERO TORREZ,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,4,10,0,0,4,10,14
CATACORA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,0,2,1,1,1,3,4
CHACARILLA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,4,0,1,0,5,0,5
CHALLAPATA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,65,45,3,3,68,48,116
CHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,10,22,2,1,12,23,35
CHARAGUA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,88,69,14,25,102,94,196
CHARAÑA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,5,4,0,0,5,4,9
CHAYANTA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,26,24,0,2,26,26,52
CHIMORE,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,123,109,15,13,138,122,260
CHIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,8,2,0,0,8,2,10
CHOQUE COTA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,3,1,0,0,3,1,4
CHUA COCANI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,3,9,0,0,3,9,12
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,35,40,7,5,42,45,87
CHUMA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,19,18,1,1,20,19,39
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,20,16,0,0,20,16,36
CKOCHAS,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,29,33,0,0,29,33,62
CLIZA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,68,50,10,10,78,60,138
COBIJA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,172,156,50,66,222,222,444
COCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,97,85,1,1,98,86,184
COCHABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,2048,1903,716,689,2764,2592,5356
COIPASA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,1,1,0,1,1,2,3
COLCAPIRHUA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,81,86,57,53,138,139,277
"COLCHA ""K""",consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,29,31,1,1,30,32,62
COLLANA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,15,0,1,2,16,2,18
COLOMI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,57,43,11,5,68,48,116
COLPA BELGICA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,13,6,5,1,18,7,25
COLQUECHACA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,37,31,1,0,38,31,69
COLQUENCHA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,16,23,4,8,20,31,51
COLQUIRI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,36,35,0,2,36,37,73
COMANCHE,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,4,5,0,0,4,5,9
COMARAPA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,39,58,6,9,45,67,112
COMBAYA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,4,3,0,0,4,3,7
CONCEPCION,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,62,53,16,10,78,63,141
COPACABANA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,12,8,1,2,13,10,23
CORIPATA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,49,54,12,7,61,61,122
CORO CORO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,18,26,5,2,23,28,51
COROICO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,53,38,25,17,78,55,133
CORQUE,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,5,4,0,0,5,4,9
COTAGAITA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,80,81,7,5,87,86,173
COTOCA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,190,191,16,20,206,211,417
CRUZ DE MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,74,65,3,5,77,70,147
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,4,6,2,0,6,6,12
CUEVO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,16,12,17,9,33,21,54
CULPINA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,32,33,0,0,32,33,65
CURAHUARA DE CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,2,0,1,0,3,0,3
CURVA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,5,2,0,1,5,3,8
DESAGUADERO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,11,8,0,2,11,10,21
EL ALTO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,2241,1991,752,745,2993,2736,5729
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,2,7,0,0,2,7,9
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,39,34,0,0,39,34,73
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,25,33,2,4,27,37,64
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,223,256,346,426,569,682,1251
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,19,19,1,1,20,20,40
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,60,59,2,1,62,60,122
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,182,127,18,11,200,138,338
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,14,11,0,0,14,11,25
ESMERALDA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,0,1,2,0,2,1,3
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,7,8,0,0,7,8,15
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,5,11,0,0,5,11,16
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,8,21,0,1,8,22,30
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,43,36,5,4,48,40,88
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,36,13,4,1,40,14,54
GAIOC JATUN AYLLU YURA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,22,19,1,0,23,19,42
GENERAL SAAVEDRA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,50,54,11,9,61,63,124
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,23,22,15,11,38,33,71
GUANAY,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,33,44,20,16,53,60,113
GUAQUI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,4,8,6,1,10,9,19
GUAYARAMERIN,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,121,71,12,16,133,87,220
GUTIERREZ,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,34,56,8,4,42,60,102
HUACARAJE,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,4,7,3,4,7,11,18
HUACARETA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,18,13,3,0,21,13,34
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,4,5,0,1,4,6,10
HUACHACALLA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,0,1,0,0,0,1,1
HUANUNI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,46,47,20,13,66,60,126
HUARINA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,18,15,6,4,24,19,43
HUATAJATA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,4,1,3,5,7,6,13
HUAYLLAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,5,4,2,2,7,6,13
HUMANATA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,3,3,0,8,3,11,14
ICHOCA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,20,15,0,0,20,15,35
ICLA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,13,16,3,3,16,19,35
INCAHUASI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,58,27,0,1,58,28,86
INGAVI (HUMAITA),consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,7,8,0,0,7,8,15
INQUISIVI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,27,24,4,2,31,26,57
IRUPANA (VILLA DE LANZA),consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,44,49,6,3,50,52,102
IXIAMAS,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,43,48,0,1,43,49,92
JESUS DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,17,30,6,6,23,36,59
LA ASUNTA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,130,101,19,5,149,106,255
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,318,224,116,112,434,336,770
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,1903,1940,507,541,2410,2481,4891
LA RIVERA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,1,0,1,0,2,0,2
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,18,14,4,2,22,16,38
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,33,32,13,12,46,44,90
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,8,9,0,0,8,9,17
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,3,7,0,0,3,7,10
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,101,92,1,2,102,94,196
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,3,5,0,1,3,6,9
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,22,6,1,3,23,9,32
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,15,20,1,3,16,23,39
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,5,7,2,4,7,11,18
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,12,18,3,1,15,19,34
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,21,14,0,0,21,14,35
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,41,39,5,7,46,46,92
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,4,4,0,0,4,4,8
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,59,47,4,1,63,48,111
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,19,16,8,4,27,20,47
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,36,37,5,11,41,48,89
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,71,69,27,18,98,87,185
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,31,20,9,9,40,29,69
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,5,2,0,1,5,3,8
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,16,10,2,1,18,11,29
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,70,60,14,17,84,77,161
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,466,416,119,82,585,498,1083
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,6,7,1,1,7,8,15
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,14,10,2,2,16,12,28
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,14,3,0,0,14,3,17
NAZACARA DE PACAJES,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,0,3,0,0,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,4,8,0,0,4,8,12
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,25,21,0,0,25,21,46
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,38,30,5,4,43,34,77
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,29,16,3,2,32,18,50
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,741,686,161,116,902,802,1704
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,49,29,3,3,52,32,84
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,19,28,1,2,20,30,50
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,76,71,25,17,101,88,189
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,77,65,3,4,80,69,149
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,107,61,20,5,127,66,193
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,4,6,1,0,5,6,11
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,19,10,0,0,19,10,29
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,10,12,2,2,12,14,26
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,5,2,0,0,5,2,7
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,53,44,2,4,55,48,103
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,3,10,0,0,3,10,13
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,25,15,3,4,28,19,47
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,38,35,2,0,40,35,75
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,32,28,3,3,35,31,66
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,7,16,26,17,33,33,66
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,18,17,3,4,21,21,42
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,23,18,1,0,24,18,42
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,56,37,5,4,61,41,102
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,26,15,7,8,33,23,56
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,38,29,56,62,94,91,185
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,16,8,0,3,16,11,27
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,1,5,1,0,2,5,7
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,689,650,105,102,794,752,1546
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,26,17,0,0,26,17,43
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,5,4,2,2,7,6,13
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,77,59,2,4,79,63,142
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,13,3,1,1,14,4,18
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,22,15,3,1,25,16,41
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,28,35,7,10,35,45,80
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,6,2,1,3,7,5,12
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2023-04-01,26,28,3,2,29,30,59
