,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,TOTALES,TOTALES,TOTALES
SAN RAMON BENI,consulta externa,menores de 6 meses,2023-03-01,13,34,0,2,13,36,49
SAN RAMON SCZ,consulta externa,menores de 6 meses,2023-03-01,11,10,0,1,11,11,22
SANTA ANA,consulta externa,menores de 6 meses,2023-03-01,49,43,73,57,122,100,222
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2023-03-01,6809,6523,1718,1542,8527,8065,16592
SANTA ROSA,consulta externa,menores de 6 meses,2023-03-01,24,26,0,1,24,27,51
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2023-03-01,36,32,3,1,39,33,72
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2023-03-01,4,6,0,2,4,8,12
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2023-03-01,10,6,1,1,11,7,18
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2023-03-01,5,5,3,0,8,5,13
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2023-03-01,5,7,0,3,5,10,15
SANTIVAÑES,consulta externa,menores de 6 meses,2023-03-01,13,9,3,1,16,10,26
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2023-03-01,3,3,0,0,3,3,6
SAPAHAQUI,consulta externa,menores de 6 meses,2023-03-01,9,15,8,4,17,19,36
SENA,consulta externa,menores de 6 meses,2023-03-01,22,9,2,0,24,9,33
SHINAOTA,consulta externa,menores de 6 meses,2023-03-01,132,133,16,10,148,143,291
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2023-03-01,23,28,1,3,24,31,55
SICAYA,consulta externa,menores de 6 meses,2023-03-01,6,5,6,5,12,10,22
SIPE SIPE,consulta externa,menores de 6 meses,2023-03-01,206,214,48,38,254,252,506
SOPACHUY,consulta externa,menores de 6 meses,2023-03-01,19,21,3,6,22,27,49
SORACACHI,consulta externa,menores de 6 meses,2023-03-01,22,14,0,0,22,14,36
SORATA,consulta externa,menores de 6 meses,2023-03-01,21,24,22,14,43,38,81
SUCRE,consulta externa,menores de 6 meses,2023-03-01,1043,1027,397,357,1440,1384,2824
TACACHI,consulta externa,menores de 6 meses,2023-03-01,5,5,0,0,5,5,10
TACACOMA,consulta externa,menores de 6 meses,2023-03-01,7,10,1,2,8,12,20
TACOBAMBA,consulta externa,menores de 6 meses,2023-03-01,9,3,0,0,9,3,12
TACOPAYA,consulta externa,menores de 6 meses,2023-03-01,5,11,0,0,5,11,16
TAHUA,consulta externa,menores de 6 meses,2023-03-01,4,2,0,0,4,2,6
TAPACARI,consulta externa,menores de 6 meses,2023-03-01,47,47,0,1,47,48,95
TARABUCO,consulta externa,menores de 6 meses,2023-03-01,51,71,1,3,52,74,126
TARACO,consulta externa,menores de 6 meses,2023-03-01,8,14,2,1,10,15,25
TARATA,consulta externa,menores de 6 meses,2023-03-01,31,26,4,3,35,29,64
TARIJA,consulta externa,menores de 6 meses,2023-03-01,870,816,341,308,1211,1124,2335
TARVITA,consulta externa,menores de 6 meses,2023-03-01,37,52,1,4,38,56,94
TEOPONTE,consulta externa,menores de 6 meses,2023-03-01,29,29,5,9,34,38,72
TIAHUANACU,consulta externa,menores de 6 meses,2023-03-01,19,22,8,6,27,28,55
TINGUIPAYA,consulta externa,menores de 6 meses,2023-03-01,14,15,0,0,14,15,29
TIPUANI,consulta externa,menores de 6 meses,2023-03-01,26,26,6,4,32,30,62
TIQUIPAYA,consulta externa,menores de 6 meses,2023-03-01,258,263,17,21,275,284,559
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2023-03-01,44,33,39,47,83,80,163
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 6 meses,2023-03-01,0,2,0,0,0,2,2
TOCO,consulta externa,menores de 6 meses,2023-03-01,8,14,3,5,11,19,30
TODOS SANTOS,consulta externa,menores de 6 meses,2023-03-01,0,4,0,0,0,4,4
TOLATA,consulta externa,menores de 6 meses,2023-03-01,26,17,7,5,33,22,55
TOLEDO,consulta externa,menores de 6 meses,2023-03-01,3,5,2,0,5,5,10
TOMAVE,consulta externa,menores de 6 meses,2023-03-01,16,11,0,0,16,11,27
TOMINA,consulta externa,menores de 6 meses,2023-03-01,20,24,2,3,22,27,49
TORO TORO,consulta externa,menores de 6 meses,2023-03-01,26,14,0,0,26,14,40
TOTORA(CBBA),consulta externa,menores de 6 meses,2023-03-01,73,54,1,0,74,54,128
TOTORA(ORR),consulta externa,menores de 6 meses,2023-03-01,14,3,1,0,15,3,18
TRIGAL,consulta externa,menores de 6 meses,2023-03-01,2,3,0,0,2,3,5
TRINIDAD,consulta externa,menores de 6 meses,2023-03-01,609,497,111,101,720,598,1318
TUPIZA,consulta externa,menores de 6 meses,2023-03-01,107,108,48,48,155,156,311
TURCO,consulta externa,menores de 6 meses,2023-03-01,6,6,0,1,6,7,13
UMALA,consulta externa,menores de 6 meses,2023-03-01,16,13,1,1,17,14,31
UNCIA,consulta externa,menores de 6 meses,2023-03-01,56,59,6,3,62,62,124
URIONDO (A. CONCEPCION),consulta externa,menores de 6 meses,2023-03-01,80,73,6,3,86,76,162
URUBICHA,consulta externa,menores de 6 meses,2023-03-01,16,2,0,0,16,2,18
UYUNI,consulta externa,menores de 6 meses,2023-03-01,59,68,4,5,63,73,136
VACAS,consulta externa,menores de 6 meses,2023-03-01,12,22,2,1,14,23,37
VALLEGRANDE,consulta externa,menores de 6 meses,2023-03-01,37,47,10,11,47,58,105
VIACHA,consulta externa,menores de 6 meses,2023-03-01,302,236,53,48,355,284,639
VILA VILA,consulta externa,menores de 6 meses,2023-03-01,9,8,5,3,14,11,25
VILLA CHARCAS,consulta externa,menores de 6 meses,2023-03-01,41,22,1,0,42,22,64
VILLA MONTES,consulta externa,menores de 6 meses,2023-03-01,124,87,20,8,144,95,239
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 6 meses,2023-03-01,5,6,0,0,5,6,11
VILLA RIVERO,consulta externa,menores de 6 meses,2023-03-01,32,26,8,11,40,37,77
VILLA SERRANO,consulta externa,menores de 6 meses,2023-03-01,21,22,3,1,24,23,47
VILLA TUNARI,consulta externa,menores de 6 meses,2023-03-01,606,497,41,33,647,530,1177
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 6 meses,2023-03-01,15,10,2,2,17,12,29
VILLAZON,consulta externa,menores de 6 meses,2023-03-01,65,86,23,18,88,104,192
VINTO,consulta externa,menores de 6 meses,2023-03-01,259,212,57,47,316,259,575
VITICHI,consulta externa,menores de 6 meses,2023-03-01,3,9,1,0,4,9,13
WALDO BALLIVIAN,consulta externa,menores de 6 meses,2023-03-01,1,2,1,0,2,2,4
WARNES,consulta externa,menores de 6 meses,2023-03-01,379,285,31,18,410,303,713
YACO,consulta externa,menores de 6 meses,2023-03-01,20,24,5,4,25,28,53
YACUIBA,consulta externa,menores de 6 meses,2023-03-01,334,344,54,74,388,418,806
YAMPARAEZ,consulta externa,menores de 6 meses,2023-03-01,15,14,1,1,16,15,31
YANACACHI,consulta externa,menores de 6 meses,2023-03-01,7,2,0,0,7,2,9
YAPACANI,consulta externa,menores de 6 meses,2023-03-01,142,118,34,15,176,133,309
YOCALLA,consulta externa,menores de 6 meses,2023-03-01,5,5,0,0,5,5,10
YOTALA,consulta externa,menores de 6 meses,2023-03-01,19,12,0,2,19,14,33
YUNCHARA,consulta externa,menores de 6 meses,2023-03-01,24,15,4,0,28,15,43
ZUDAÑEZ,consulta externa,menores de 6 meses,2023-03-01,12,9,3,7,15,16,31
ACACIO,consulta externa,menores de 6 meses,2023-04-01,6,3,0,1,6,4,10
ACHACACHI,consulta externa,menores de 6 meses,2023-04-01,50,73,10,22,60,95,155
ACHOCALLA,consulta externa,menores de 6 meses,2023-04-01,47,61,7,3,54,64,118
AIQUILE,consulta externa,menores de 6 meses,2023-04-01,63,58,18,16,81,74,155
ALALAY,consulta externa,menores de 6 meses,2023-04-01,4,4,0,0,4,4,8
ALCALA,consulta externa,menores de 6 meses,2023-04-01,6,8,0,2,6,10,16
ALTO BENI,consulta externa,menores de 6 meses,2023-04-01,36,32,0,2,36,34,70
ANCORAIMES,consulta externa,menores de 6 meses,2023-04-01,16,14,6,3,22,17,39
ANDAMARCA,consulta externa,menores de 6 meses,2023-04-01,6,7,0,0,6,7,13
ANTEQUERA,consulta externa,menores de 6 meses,2023-04-01,1,6,0,2,1,8,9
ANZALDO,consulta externa,menores de 6 meses,2023-04-01,7,11,1,1,8,12,20
APOLO,consulta externa,menores de 6 meses,2023-04-01,42,69,23,29,65,98,163
ARAMPAMPA,consulta externa,menores de 6 meses,2023-04-01,3,2,0,0,3,2,5
ARANI,consulta externa,menores de 6 meses,2023-04-01,18,16,2,3,20,19,39
ARBIETO,consulta externa,menores de 6 meses,2023-04-01,66,98,12,19,78,117,195
ARQUE,consulta externa,menores de 6 meses,2023-04-01,26,22,1,1,27,23,50
ASCENCION DE GUARAYOS,consulta externa,menores de 6 meses,2023-04-01,61,72,1,2,62,74,136
ATOCHA,consulta externa,menores de 6 meses,2023-04-01,27,40,2,5,29,45,74
AUCAPATA,consulta externa,menores de 6 meses,2023-04-01,15,9,0,0,15,9,24
AYATA,consulta externa,menores de 6 meses,2023-04-01,22,20,0,0,22,20,42
AYO AYO,consulta externa,menores de 6 meses,2023-04-01,15,9,4,6,19,15,34
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 6 meses,2023-04-01,64,54,2,1,66,55,121
AZURDUY,consulta externa,menores de 6 meses,2023-04-01,32,45,2,4,34,49,83
BATALLAS,consulta externa,menores de 6 meses,2023-04-01,12,15,4,3,16,18,34
BAURES,consulta externa,menores de 6 meses,2023-04-01,5,4,0,0,5,4,9
BELEN DE ANDAMARCA,consulta externa,menores de 6 meses,2023-04-01,0,0,1,0,1,0,1
BELEN DE URMIRI,consulta externa,menores de 6 meses,2023-04-01,2,2,0,0,2,2,4
BELLA FLOR,consulta externa,menores de 6 meses,2023-04-01,10,5,1,1,11,6,17
BERMEJO,consulta externa,menores de 6 meses,2023-04-01,183,132,25,28,208,160,368
BETANZOS,consulta externa,menores de 6 meses,2023-04-01,44,44,11,5,55,49,104
BOLIVAR,consulta externa,menores de 6 meses,2023-04-01,13,14,1,1,14,15,29
BOLPEBRA,consulta externa,menores de 6 meses,2023-04-01,3,1,1,0,4,1,5
BOYUIBE,consulta externa,menores de 6 meses,2023-04-01,15,9,0,0,15,9,24
BUENA VISTA,consulta externa,menores de 6 meses,2023-04-01,18,24,3,3,21,27,48
CABEZAS,consulta externa,menores de 6 meses,2023-04-01,66,49,17,3,83,52,135
CAIROMA,consulta externa,menores de 6 meses,2023-04-01,23,19,0,1,23,20,43
"CAIZA ""D""",consulta externa,menores de 6 meses,2023-04-01,40,31,2,2,42,33,75
CAJUATA,consulta externa,menores de 6 meses,2023-04-01,16,17,4,3,20,20,40
CALACOTO,consulta externa,menores de 6 meses,2023-04-01,4,3,0,0,4,3,7
CALAMARCA,consulta externa,menores de 6 meses,2023-04-01,16,24,0,0,16,24,40
CAMARGO,consulta externa,menores de 6 meses,2023-04-01,26,24,3,9,29,33,62
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2023-04-01,8,8,0,0,8,8,16
CAMIRI,consulta externa,menores de 6 meses,2023-04-01,92,80,16,10,108,90,198
CAPINOTA,consulta externa,menores de 6 meses,2023-04-01,79,81,25,39,104,120,224
CAQUIAVIRI,consulta externa,menores de 6 meses,2023-04-01,18,20,1,2,19,22,41
CARACOLLO,consulta externa,menores de 6 meses,2023-04-01,73,52,27,9,100,61,161
CARANAVI,consulta externa,menores de 6 meses,2023-04-01,174,184,27,25,201,209,410
CARAPARI,consulta externa,menores de 6 meses,2023-04-01,41,28,4,2,45,30,75
CARIPUYO,consulta externa,menores de 6 meses,2023-04-01,8,7,0,1,8,8,16
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2023-04-01,7,10,3,2,10,12,22
CATACORA,consulta externa,menores de 6 meses,2023-04-01,2,2,1,0,3,2,5
CHACARILLA,consulta externa,menores de 6 meses,2023-04-01,6,2,0,0,6,2,8
CHALLAPATA,consulta externa,menores de 6 meses,2023-04-01,87,69,3,2,90,71,161
CHAQUI,consulta externa,menores de 6 meses,2023-04-01,5,16,0,0,5,16,21
CHARAGUA,consulta externa,menores de 6 meses,2023-04-01,98,78,17,25,115,103,218
CHARAÑA,consulta externa,menores de 6 meses,2023-04-01,3,3,0,0,3,3,6
CHAYANTA,consulta externa,menores de 6 meses,2023-04-01,21,31,1,0,22,31,53
CHIMORE,consulta externa,menores de 6 meses,2023-04-01,160,118,19,12,179,130,309
CHIPAYA,consulta externa,menores de 6 meses,2023-04-01,2,1,0,0,2,1,3
CHOQUE COTA,consulta externa,menores de 6 meses,2023-04-01,2,0,0,0,2,0,2
CHUA COCANI,consulta externa,menores de 6 meses,2023-04-01,8,3,0,0,8,3,11
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 6 meses,2023-04-01,35,38,6,7,41,45,86
CHUMA,consulta externa,menores de 6 meses,2023-04-01,14,21,2,2,16,23,39
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,menores de 6 meses,2023-04-01,16,14,1,0,17,14,31
CKOCHAS,consulta externa,menores de 6 meses,2023-04-01,16,27,0,0,16,27,43
CLIZA,consulta externa,menores de 6 meses,2023-04-01,85,100,11,17,96,117,213
COBIJA,consulta externa,menores de 6 meses,2023-04-01,201,173,68,63,269,236,505
COCAPATA,consulta externa,menores de 6 meses,2023-04-01,48,61,0,0,48,61,109
COCHABAMBA,consulta externa,menores de 6 meses,2023-04-01,2581,2280,1141,1027,3722,3307,7029
COIPASA,consulta externa,menores de 6 meses,2023-04-01,0,3,1,1,1,4,5
COLCAPIRHUA,consulta externa,menores de 6 meses,2023-04-01,79,83,48,64,127,147,274
"COLCHA ""K""",consulta externa,menores de 6 meses,2023-04-01,27,27,2,9,29,36,65
COLLANA,consulta externa,menores de 6 meses,2023-04-01,5,2,1,1,6,3,9
COLOMI,consulta externa,menores de 6 meses,2023-04-01,46,49,2,7,48,56,104
COLPA BELGICA,consulta externa,menores de 6 meses,2023-04-01,15,14,3,0,18,14,32
COLQUECHACA,consulta externa,menores de 6 meses,2023-04-01,30,29,0,0,30,29,59
COLQUENCHA,consulta externa,menores de 6 meses,2023-04-01,19,27,10,4,29,31,60
COLQUIRI,consulta externa,menores de 6 meses,2023-04-01,33,27,0,0,33,27,60
COMANCHE,consulta externa,menores de 6 meses,2023-04-01,4,4,0,0,4,4,8
COMARAPA,consulta externa,menores de 6 meses,2023-04-01,45,44,12,9,57,53,110
COMBAYA,consulta externa,menores de 6 meses,2023-04-01,1,2,0,0,1,2,3
CONCEPCION,consulta externa,menores de 6 meses,2023-04-01,79,80,11,28,90,108,198
COPACABANA,consulta externa,menores de 6 meses,2023-04-01,8,9,0,0,8,9,17
CORIPATA,consulta externa,menores de 6 meses,2023-04-01,80,62,16,9,96,71,167
CORO CORO,consulta externa,menores de 6 meses,2023-04-01,19,18,1,1,20,19,39
COROICO,consulta externa,menores de 6 meses,2023-04-01,56,40,15,12,71,52,123
CORQUE,consulta externa,menores de 6 meses,2023-04-01,12,4,1,0,13,4,17
COTAGAITA,consulta externa,menores de 6 meses,2023-04-01,57,49,4,0,61,49,110
COTOCA,consulta externa,menores de 6 meses,2023-04-01,273,194,21,15,294,209,503
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2023-04-01,79,46,3,0,82,46,128
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2023-04-01,7,8,1,0,8,8,16
CUEVO,consulta externa,menores de 6 meses,2023-04-01,9,4,2,4,11,8,19
CULPINA,consulta externa,menores de 6 meses,2023-04-01,36,15,0,0,36,15,51
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2023-04-01,6,2,1,1,7,3,10
CURVA,consulta externa,menores de 6 meses,2023-04-01,6,7,1,0,7,7,14
DESAGUADERO,consulta externa,menores de 6 meses,2023-04-01,12,11,3,2,15,13,28
EL ALTO,consulta externa,menores de 6 meses,2023-04-01,2954,2946,937,1064,3891,4010,7901
EL CHORO,consulta externa,menores de 6 meses,2023-04-01,4,5,1,0,5,5,10
EL PUENTE(STC),consulta externa,menores de 6 meses,2023-04-01,29,19,0,0,29,19,48
EL PUENTE(TJA),consulta externa,menores de 6 meses,2023-04-01,20,15,3,2,23,17,40
EL TORNO,consulta externa,menores de 6 meses,2023-04-01,265,259,209,272,474,531,1005
EL VILLAR,consulta externa,menores de 6 meses,2023-04-01,10,6,1,1,11,7,18
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2023-04-01,55,53,3,1,58,54,112
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2023-04-01,165,162,14,6,179,168,347
ESCOMA,consulta externa,menores de 6 meses,2023-04-01,17,19,0,0,17,19,36
ESMERALDA,consulta externa,menores de 6 meses,2023-04-01,1,0,0,0,1,0,1
EUCALIPTUS,consulta externa,menores de 6 meses,2023-04-01,3,3,0,1,3,4,7
EUREKA (SANTOS MERCADO),consulta externa,menores de 6 meses,2023-04-01,3,0,0,0,3,0,3
EXALTACION,consulta externa,menores de 6 meses,2023-04-01,8,16,0,0,8,16,24
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2023-04-01,73,34,6,6,79,40,119
FILADELFIA,consulta externa,menores de 6 meses,2023-04-01,16,8,2,1,18,9,27
GAIOC JATUN AYLLU YURA,consulta externa,menores de 6 meses,2023-04-01,8,21,0,1,8,22,30
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2023-04-01,41,56,8,10,49,66,115
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2023-04-01,22,20,8,10,30,30,60
GUANAY,consulta externa,menores de 6 meses,2023-04-01,32,33,23,16,55,49,104
GUAQUI,consulta externa,menores de 6 meses,2023-04-01,9,2,4,5,13,7,20
GUAYARAMERIN,consulta externa,menores de 6 meses,2023-04-01,121,101,14,17,135,118,253
GUTIERREZ,consulta externa,menores de 6 meses,2023-04-01,48,36,6,4,54,40,94
HUACARAJE,consulta externa,menores de 6 meses,2023-04-01,5,2,4,6,9,8,17
HUACARETA,consulta externa,menores de 6 meses,2023-04-01,20,17,0,5,20,22,42
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2023-04-01,10,6,1,3,11,9,20
HUACHACALLA,consulta externa,menores de 6 meses,2023-04-01,0,2,0,0,0,2,2
HUANUNI,consulta externa,menores de 6 meses,2023-04-01,62,68,13,10,75,78,153
HUARINA,consulta externa,menores de 6 meses,2023-04-01,17,20,2,2,19,22,41
HUATAJATA,consulta externa,menores de 6 meses,2023-04-01,3,1,7,2,10,3,13
HUAYLLAMARCA,consulta externa,menores de 6 meses,2023-04-01,2,4,1,1,3,5,8
HUMANATA,consulta externa,menores de 6 meses,2023-04-01,4,6,0,4,4,10,14
ICHOCA,consulta externa,menores de 6 meses,2023-04-01,19,11,2,0,21,11,32
ICLA,consulta externa,menores de 6 meses,2023-04-01,16,13,1,2,17,15,32
INCAHUASI,consulta externa,menores de 6 meses,2023-04-01,29,51,0,0,29,51,80
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2023-04-01,7,3,0,0,7,3,10
INQUISIVI,consulta externa,menores de 6 meses,2023-04-01,26,9,1,1,27,10,37
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2023-04-01,40,43,3,6,43,49,92
IXIAMAS,consulta externa,menores de 6 meses,2023-04-01,64,49,0,0,64,49,113
JESUS DE MACHACA,consulta externa,menores de 6 meses,2023-04-01,22,19,5,14,27,33,60
LA ASUNTA,consulta externa,menores de 6 meses,2023-04-01,120,143,10,7,130,150,280
LA GUARDIA,consulta externa,menores de 6 meses,2023-04-01,396,406,139,123,535,529,1064
LA PAZ,consulta externa,menores de 6 meses,2023-04-01,2624,2650,743,795,3367,3445,6812
LA RIVERA,consulta externa,menores de 6 meses,2023-04-01,1,1,1,1,2,2,4
LAGUNILLAS,consulta externa,menores de 6 meses,2023-04-01,18,25,7,11,25,36,61
LAJA,consulta externa,menores de 6 meses,2023-04-01,29,29,10,6,39,35,74
LAS CARRERAS,consulta externa,menores de 6 meses,2023-04-01,7,4,0,0,7,4,11
LICOMA PAMPA,consulta externa,menores de 6 meses,2023-04-01,8,4,0,0,8,4,12
LLALLAGUA,consulta externa,menores de 6 meses,2023-04-01,153,187,0,3,153,190,343
LLICA,consulta externa,menores de 6 meses,2023-04-01,0,3,0,0,0,3,3
LORETO,consulta externa,menores de 6 meses,2023-04-01,10,12,6,1,16,13,29
LURIBAY,consulta externa,menores de 6 meses,2023-04-01,15,10,0,0,15,10,25
MACHACAMARCA,consulta externa,menores de 6 meses,2023-04-01,4,6,2,3,6,9,15
MACHARETI,consulta externa,menores de 6 meses,2023-04-01,13,27,1,1,14,28,42
MAGDALENA,consulta externa,menores de 6 meses,2023-04-01,7,17,2,2,9,19,28
MAIRANA,consulta externa,menores de 6 meses,2023-04-01,39,49,11,7,50,56,106
MALLA,consulta externa,menores de 6 meses,2023-04-01,5,8,0,0,5,8,13
MAPIRI,consulta externa,menores de 6 meses,2023-04-01,67,55,3,3,70,58,128
MECAPACA,consulta externa,menores de 6 meses,2023-04-01,16,17,8,8,24,25,49
MINEROS,consulta externa,menores de 6 meses,2023-04-01,37,24,7,6,44,30,74
MIZQUE,consulta externa,menores de 6 meses,2023-04-01,40,60,27,29,67,89,156
MOCOMOCO,consulta externa,menores de 6 meses,2023-04-01,26,22,9,7,35,29,64
MOJINETE,consulta externa,menores de 6 meses,2023-04-01,0,0,1,0,1,0,1
MOJOCOYA,consulta externa,menores de 6 meses,2023-04-01,5,2,1,2,6,4,10
MONTEAGUDO,consulta externa,menores de 6 meses,2023-04-01,57,85,10,10,67,95,162
MONTERO,consulta externa,menores de 6 meses,2023-04-01,853,819,163,138,1016,957,1973
MORO MORO,consulta externa,menores de 6 meses,2023-04-01,3,5,1,0,4,5,9
MOROCHATA,consulta externa,menores de 6 meses,2023-04-01,10,9,4,4,14,13,27
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2023-04-01,6,8,0,1,6,9,15
NAZACARA DE PACAJES,consulta externa,menores de 6 meses,2023-04-01,1,1,1,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2023-04-01,4,4,0,0,4,4,8
OCURI,consulta externa,menores de 6 meses,2023-04-01,28,17,0,0,28,17,45
OKINAWA,consulta externa,menores de 6 meses,2023-04-01,27,23,4,2,31,25,56
OMEREQUE,consulta externa,menores de 6 meses,2023-04-01,20,12,4,1,24,13,37
ORURO,consulta externa,menores de 6 meses,2023-04-01,1189,1237,303,256,1492,1493,2985
PADCAYA,consulta externa,menores de 6 meses,2023-04-01,53,38,9,5,62,43,105
PADILLA,consulta externa,menores de 6 meses,2023-04-01,36,35,3,1,39,36,75
PAILON,consulta externa,menores de 6 meses,2023-04-01,134,96,45,32,179,128,307
PALCA,consulta externa,menores de 6 meses,2023-04-01,45,35,0,4,45,39,84
PALOS BLANCOS,consulta externa,menores de 6 meses,2023-04-01,97,84,11,12,108,96,204
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2023-04-01,4,1,0,0,4,1,5
PAMPA GRANDE,consulta externa,menores de 6 meses,2023-04-01,16,16,2,0,18,16,34
PAPEL PAMPA,consulta externa,menores de 6 meses,2023-04-01,9,4,1,5,10,9,19
PASORAPA,consulta externa,menores de 6 meses,2023-04-01,6,6,0,0,6,6,12
PATACAMAYA,consulta externa,menores de 6 meses,2023-04-01,82,85,3,3,85,88,173
PAZÑA,consulta externa,menores de 6 meses,2023-04-01,7,4,2,0,9,4,13
PELECHUCO,consulta externa,menores de 6 meses,2023-04-01,19,15,3,4,22,19,41
POCOATA,consulta externa,menores de 6 meses,2023-04-01,19,26,1,0,20,26,46
POCONA,consulta externa,menores de 6 meses,2023-04-01,25,20,0,0,25,20,45
POJO (CBBA),consulta externa,menores de 6 meses,2023-04-01,25,17,13,14,38,31,69
POOPO,consulta externa,menores de 6 meses,2023-04-01,11,9,1,1,12,10,22
PORCO,consulta externa,menores de 6 meses,2023-04-01,33,18,1,0,34,18,52
POROMA,consulta externa,menores de 6 meses,2023-04-01,34,32,1,1,35,33,68
PORONGO,consulta externa,menores de 6 meses,2023-04-01,23,20,20,15,43,35,78
PORTACHUELO,consulta externa,menores de 6 meses,2023-04-01,45,31,60,45,105,76,181
PORVENIR,consulta externa,menores de 6 meses,2023-04-01,6,7,1,1,7,8,15
POSTRER VALLE,consulta externa,menores de 6 meses,2023-04-01,1,5,0,1,1,6,7
POTOSI,consulta externa,menores de 6 meses,2023-04-01,1160,941,349,251,1509,1192,2701
PRESTO,consulta externa,menores de 6 meses,2023-04-01,14,11,2,0,16,11,27
PUCARA,consulta externa,menores de 6 meses,2023-04-01,4,0,1,0,5,0,5
PUCARANI,consulta externa,menores de 6 meses,2023-04-01,45,59,2,3,47,62,109
PUERTO ACOSTA,consulta externa,menores de 6 meses,2023-04-01,5,5,2,6,7,11,18
PUERTO CARABUCO,consulta externa,menores de 6 meses,2023-04-01,18,19,0,1,18,20,38
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2023-04-01,30,17,8,11,38,28,66
PUERTO PEREZ,consulta externa,menores de 6 meses,2023-04-01,2,10,2,1,4,11,15
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2023-04-01,31,19,3,3,34,22,56
PUERTO RICO,consulta externa,menores de 6 meses,2023-04-01,33,13,0,0,33,13,46
PUERTO SILES,consulta externa,menores de 6 meses,2023-04-01,0,7,0,1,0,8,8
PUERTO SUAREZ,consulta externa,menores de 6 meses,2023-04-01,54,59,2,0,56,59,115
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2023-04-01,390,386,50,49,440,435,875
PUNA,consulta externa,menores de 6 meses,2023-04-01,19,21,0,1,19,22,41
PUNATA,consulta externa,menores de 6 meses,2023-04-01,181,145,88,73,269,218,487
QUIABAYA,consulta externa,menores de 6 meses,2023-04-01,6,2,0,0,6,2,8
QUILLACOLLO,consulta externa,menores de 6 meses,2023-04-01,558,578,126,127,684,705,1389
QUIME,consulta externa,menores de 6 meses,2023-04-01,9,11,2,2,11,13,24
QUIRUSILLAS,consulta externa,menores de 6 meses,2023-04-01,2,2,0,0,2,2,4
RAQAYPAMPA(ETA),consulta externa,menores de 6 meses,2023-04-01,8,12,0,0,8,12,20
RAVELO,consulta externa,menores de 6 meses,2023-04-01,14,15,0,0,14,15,29
REYES,consulta externa,menores de 6 meses,2023-04-01,30,25,1,0,31,25,56
RIBERALTA,consulta externa,menores de 6 meses,2023-04-01,528,529,60,66,588,595,1183
ROBORE,consulta externa,menores de 6 meses,2023-04-01,40,38,5,9,45,47,92
RURRENABAQUE,consulta externa,menores de 6 meses,2023-04-01,77,68,6,3,83,71,154
SABAYA,consulta externa,menores de 6 meses,2023-04-01,10,10,1,2,11,12,23
SACABA,consulta externa,menores de 6 meses,2023-04-01,568,619,176,164,744,783,1527
SACABAMBA,consulta externa,menores de 6 meses,2023-04-01,1,5,0,0,1,5,6
SACACA,consulta externa,menores de 6 meses,2023-04-01,31,27,0,2,31,29,60
SAIPINA,consulta externa,menores de 6 meses,2023-04-01,15,13,2,1,17,14,31
SALINAS DE GARCI MENDOZA,consulta externa,menores de 6 meses,2023-04-01,11,9,1,0,12,9,21
SAMAIPATA,consulta externa,menores de 6 meses,2023-04-01,35,11,8,3,43,14,57
SAN AGUSTIN,consulta externa,menores de 6 meses,2023-04-01,1,1,0,0,1,1,2
