,group,variable,month,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS REPETIDO,NIÑOS DE 1 A 4 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
LICOMA PAMPA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,39,54,0,0,39,54,93
LLALLAGUA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,526,536,5,2,531,538,1069
LLICA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,25,21,1,0,26,21,47
LORETO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,60,50,7,5,67,55,122
LURIBAY,consulta externa,ninos  de 1 a 4 anos,2023-04-01,89,101,2,5,91,106,197
MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,57,64,9,20,66,84,150
MACHARETI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,103,112,3,2,106,114,220
MAGDALENA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,95,84,9,8,104,92,196
MAIRANA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,179,135,23,18,202,153,355
MALLA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,42,27,0,1,42,28,70
MAPIRI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,210,196,24,18,234,214,448
MECAPACA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,139,124,31,32,170,156,326
MINEROS,consulta externa,ninos  de 1 a 4 anos,2023-04-01,210,182,29,38,239,220,459
MIZQUE,consulta externa,ninos  de 1 a 4 anos,2023-04-01,239,286,76,91,315,377,692
MOCOMOCO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,111,113,33,24,144,137,281
MOJINETE,consulta externa,ninos  de 1 a 4 anos,2023-04-01,10,7,2,0,12,7,19
MOJOCOYA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,66,67,18,11,84,78,162
MONTEAGUDO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,326,335,67,88,393,423,816
MONTERO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,2041,1675,557,411,2598,2086,4684
MORO MORO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,28,29,7,3,35,32,67
MOROCHATA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,85,71,12,16,97,87,184
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos  de 1 a 4 anos,2023-04-01,71,58,1,0,72,58,130
NAZACARA DE PACAJES,consulta externa,ninos  de 1 a 4 anos,2023-04-01,10,5,1,1,11,6,17
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos  de 1 a 4 anos,2023-04-01,36,28,0,0,36,28,64
OCURI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,140,141,5,3,145,144,289
OKINAWA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,144,158,26,23,170,181,351
OMEREQUE,consulta externa,ninos  de 1 a 4 anos,2023-04-01,104,97,6,3,110,100,210
ORURO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,3779,3508,565,549,4344,4057,8401
PADCAYA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,332,302,20,17,352,319,671
PADILLA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,146,151,6,9,152,160,312
PAILON,consulta externa,ninos  de 1 a 4 anos,2023-04-01,436,362,67,47,503,409,912
PALCA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,305,288,13,15,318,303,621
PALOS BLANCOS,consulta externa,ninos  de 1 a 4 anos,2023-04-01,502,495,36,46,538,541,1079
PAMPA AULLAGAS,consulta externa,ninos  de 1 a 4 anos,2023-04-01,39,26,3,0,42,26,68
PAMPA GRANDE,consulta externa,ninos  de 1 a 4 anos,2023-04-01,70,74,4,1,74,75,149
PAPEL PAMPA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,76,84,10,12,86,96,182
PASORAPA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,26,25,1,3,27,28,55
PATACAMAYA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,210,176,15,13,225,189,414
PAZÑA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,100,61,12,4,112,65,177
PELECHUCO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,139,115,11,8,150,123,273
POCOATA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,210,251,5,3,215,254,469
POCONA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,145,149,8,11,153,160,313
POJO (CBBA),consulta externa,ninos  de 1 a 4 anos,2023-04-01,90,103,55,57,145,160,305
POOPO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,88,87,7,8,95,95,190
PORCO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,152,146,14,8,166,154,320
POROMA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,257,251,9,11,266,262,528
PORONGO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,160,119,41,36,201,155,356
PORTACHUELO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,206,115,148,169,354,284,638
PORVENIR,consulta externa,ninos  de 1 a 4 anos,2023-04-01,102,77,38,27,140,104,244
POSTRER VALLE,consulta externa,ninos  de 1 a 4 anos,2023-04-01,17,22,4,3,21,25,46
POTOSI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,3152,2882,204,226,3356,3108,6464
PRESTO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,95,130,2,0,97,130,227
PUCARA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,13,22,9,3,22,25,47
PUCARANI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,313,275,14,15,327,290,617
PUERTO ACOSTA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,83,63,12,10,95,73,168
PUERTO CARABUCO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,102,90,7,2,109,92,201
PUERTO GONZALO MORENO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,160,197,39,55,199,252,451
PUERTO PEREZ,consulta externa,ninos  de 1 a 4 anos,2023-04-01,50,51,8,7,58,58,116
PUERTO QUIJARRO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,82,77,8,8,90,85,175
PUERTO RICO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,67,38,0,0,67,38,105
PUERTO SILES,consulta externa,ninos  de 1 a 4 anos,2023-04-01,31,32,3,5,34,37,71
PUERTO SUAREZ,consulta externa,ninos  de 1 a 4 anos,2023-04-01,195,186,4,3,199,189,388
PUERTO VILLARROEL,consulta externa,ninos  de 1 a 4 anos,2023-04-01,1280,1247,101,83,1381,1330,2711
PUNA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,204,188,4,2,208,190,398
PUNATA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,486,492,218,204,704,696,1400
QUIABAYA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,48,49,6,7,54,56,110
QUILLACOLLO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,1917,1645,365,367,2282,2012,4294
QUIME,consulta externa,ninos  de 1 a 4 anos,2023-04-01,87,79,3,7,90,86,176
QUIRUSILLAS,consulta externa,ninos  de 1 a 4 anos,2023-04-01,22,17,0,2,22,19,41
RAQAYPAMPA(ETA),consulta externa,ninos  de 1 a 4 anos,2023-04-01,102,83,3,5,105,88,193
RAVELO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,171,154,0,0,171,154,325
REYES,consulta externa,ninos  de 1 a 4 anos,2023-04-01,174,132,1,0,175,132,307
RIBERALTA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,1563,1643,173,222,1736,1865,3601
ROBORE,consulta externa,ninos  de 1 a 4 anos,2023-04-01,164,147,21,21,185,168,353
RURRENABAQUE,consulta externa,ninos  de 1 a 4 anos,2023-04-01,416,367,33,24,449,391,840
SABAYA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,67,41,17,6,84,47,131
SACABA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,2147,1886,412,379,2559,2265,4824
SACABAMBA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,32,37,10,11,42,48,90
SACACA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,201,178,4,1,205,179,384
SAIPINA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,79,63,14,14,93,77,170
SALINAS DE GARCI MENDOZA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,116,102,7,11,123,113,236
SAMAIPATA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,147,158,56,40,203,198,401
SAN AGUSTIN,consulta externa,ninos  de 1 a 4 anos,2023-04-01,22,21,0,1,22,22,44
SAN ANDRES,consulta externa,ninos  de 1 a 4 anos,2023-04-01,163,145,32,25,195,170,365
SAN ANDRES DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,41,42,12,14,53,56,109
SAN ANTONIO DE ESMORUCO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,13,17,0,0,13,17,30
SAN ANTONIO DE LOMERIO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,93,98,6,9,99,107,206
SAN BENITO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,130,134,30,30,160,164,324
SAN BORJA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,646,616,80,93,726,709,1435
SAN BUENA VENTURA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,162,190,46,45,208,235,443
SAN CARLOS,consulta externa,ninos  de 1 a 4 anos,2023-04-01,184,159,8,12,192,171,363
SAN IGNACIO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,430,341,19,32,449,373,822
SAN IGNACIO DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,553,503,41,52,594,555,1149
SAN JAVIER(BNI),consulta externa,ninos  de 1 a 4 anos,2023-04-01,61,63,12,9,73,72,145
SAN JAVIER(STC),consulta externa,ninos  de 1 a 4 anos,2023-04-01,116,115,0,2,116,117,233
SAN JOAQUIN,consulta externa,ninos  de 1 a 4 anos,2023-04-01,69,70,12,6,81,76,157
SAN JOSE DE CHIQUITOS,consulta externa,ninos  de 1 a 4 anos,2023-04-01,109,193,3,3,112,196,308
SAN JUAN DE YAPACANI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,114,100,6,0,120,100,220
SAN JULIAN,consulta externa,ninos  de 1 a 4 anos,2023-04-01,503,539,199,179,702,718,1420
SAN LORENZO(PND),consulta externa,ninos  de 1 a 4 anos,2023-04-01,38,54,30,38,68,92,160
SAN LORENZO(TJA),consulta externa,ninos  de 1 a 4 anos,2023-04-01,391,429,24,21,415,450,865
SAN LUCAS,consulta externa,ninos  de 1 a 4 anos,2023-04-01,483,502,30,26,513,528,1041
SAN MATIAS,consulta externa,ninos  de 1 a 4 anos,2023-04-01,166,136,5,5,171,141,312
SAN MIGUEL DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,143,128,18,10,161,138,299
SAN PABLO DE LIPEZ,consulta externa,ninos  de 1 a 4 anos,2023-04-01,59,44,3,0,62,44,106
SAN PEDRO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,289,308,37,56,326,364,690
SAN PEDRO DE BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,292,302,10,19,302,321,623
SAN PEDRO DE CURAHUARA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,72,59,2,4,74,63,137
SAN PEDRO DE MACHA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,222,191,0,0,222,191,413
SAN PEDRO DE QUEMES,consulta externa,ninos  de 1 a 4 anos,2023-04-01,8,9,0,0,8,9,17
SAN PEDRO DE TIQUINA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,64,51,18,7,82,58,140
SAN PEDRO(PND),consulta externa,ninos  de 1 a 4 anos,2023-04-01,27,26,0,1,27,27,54
SAN RAFAEL,consulta externa,ninos  de 1 a 4 anos,2023-04-01,85,103,34,35,119,138,257
SAN RAMON BENI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,60,83,12,13,72,96,168
SAN RAMON SCZ,consulta externa,ninos  de 1 a 4 anos,2023-04-01,104,86,5,2,109,88,197
SANTA ANA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,194,176,153,106,347,282,629
SANTA CRUZ DE LA SIERRA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,14597,13592,3116,2866,17713,16458,34171
SANTA ROSA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,194,167,7,14,201,181,382
SANTA ROSA DEL SARA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,263,265,22,7,285,272,557
SANTIAGO DE CALLAPA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,21,31,6,3,27,34,61
SANTIAGO DE HUARI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,78,91,12,23,90,114,204
SANTIAGO DE HUATA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,54,41,6,5,60,46,106
SANTIAGO DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,17,34,1,2,18,36,54
SANTIVAÑES,consulta externa,ninos  de 1 a 4 anos,2023-04-01,149,133,6,7,155,140,295
SANTUARIO DE QUILLACAS,consulta externa,ninos  de 1 a 4 anos,2023-04-01,47,28,3,3,50,31,81
SAPAHAQUI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,120,71,7,6,127,77,204
SENA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,146,125,12,16,158,141,299
SHINAOTA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,528,532,63,56,591,588,1179
SICA SICA (VILLA AROMA),consulta externa,ninos  de 1 a 4 anos,2023-04-01,210,213,15,15,225,228,453
SICAYA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,63,71,14,21,77,92,169
SIPE SIPE,consulta externa,ninos  de 1 a 4 anos,2023-04-01,791,681,251,228,1042,909,1951
SOPACHUY,consulta externa,ninos  de 1 a 4 anos,2023-04-01,112,126,2,14,114,140,254
SORACACHI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,109,120,8,8,117,128,245
SORATA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,207,172,95,80,302,252,554
SUCRE,consulta externa,ninos  de 1 a 4 anos,2023-04-01,3970,3521,624,429,4594,3950,8544
TACACHI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,8,12,0,0,8,12,20
TACACOMA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,111,109,23,27,134,136,270
TACOBAMBA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,108,85,0,0,108,85,193
TACOPAYA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,73,57,4,7,77,64,141
TAHUA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,15,6,1,0,16,6,22
TAPACARI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,259,215,6,3,265,218,483
TARABUCO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,269,289,4,6,273,295,568
TARACO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,75,58,18,17,93,75,168
TARATA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,109,121,17,6,126,127,253
TARIJA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,2578,2507,602,663,3180,3170,6350
TARVITA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,329,261,7,4,336,265,601
TEOPONTE,consulta externa,ninos  de 1 a 4 anos,2023-04-01,146,132,40,34,186,166,352
TIAHUANACU,consulta externa,ninos  de 1 a 4 anos,2023-04-01,91,103,30,39,121,142,263
TINGUIPAYA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,178,175,0,1,178,176,354
TIPUANI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,148,119,13,16,161,135,296
TIQUIPAYA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,1066,1008,102,115,1168,1123,2291
TIRAQUE (CBBA),consulta externa,ninos  de 1 a 4 anos,2023-04-01,176,150,107,99,283,249,532
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos  de 1 a 4 anos,2023-04-01,15,13,0,0,15,13,28
TOCO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,66,53,17,26,83,79,162
TODOS SANTOS,consulta externa,ninos  de 1 a 4 anos,2023-04-01,0,5,0,0,0,5,5
TOLATA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,85,83,34,22,119,105,224
TOLEDO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,59,45,6,2,65,47,112
TOMAVE,consulta externa,ninos  de 1 a 4 anos,2023-04-01,91,71,2,2,93,73,166
TOMINA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,136,134,4,7,140,141,281
TORO TORO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,187,177,0,1,187,178,365
TOTORA(CBBA),consulta externa,ninos  de 1 a 4 anos,2023-04-01,211,234,2,9,213,243,456
TOTORA(ORR),consulta externa,ninos  de 1 a 4 anos,2023-04-01,35,36,0,1,35,37,72
TRIGAL,consulta externa,ninos  de 1 a 4 anos,2023-04-01,27,25,2,3,29,28,57
TRINIDAD,consulta externa,ninos  de 1 a 4 anos,2023-04-01,1444,1210,274,214,1718,1424,3142
TUPIZA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,543,555,59,73,602,628,1230
TURCO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,38,47,0,3,38,50,88
UMALA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,63,55,17,35,80,90,170
UNCIA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,322,271,16,13,338,284,622
URIONDO (A. CONCEPCION),consulta externa,ninos  de 1 a 4 anos,2023-04-01,263,244,25,23,288,267,555
URUBICHA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,105,109,1,0,106,109,215
UYUNI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,351,352,21,19,372,371,743
VACAS,consulta externa,ninos  de 1 a 4 anos,2023-04-01,79,81,4,9,83,90,173
VALLEGRANDE,consulta externa,ninos  de 1 a 4 anos,2023-04-01,194,203,67,57,261,260,521
VIACHA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,711,680,69,78,780,758,1538
VILA VILA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,39,45,0,1,39,46,85
VILLA CHARCAS,consulta externa,ninos  de 1 a 4 anos,2023-04-01,232,161,12,5,244,166,410
VILLA MONTES,consulta externa,ninos  de 1 a 4 anos,2023-04-01,740,781,33,37,773,818,1591
VILLA NUEVA (LOMA ALTA),consulta externa,ninos  de 1 a 4 anos,2023-04-01,49,44,0,0,49,44,93
VILLA RIVERO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,94,73,41,51,135,124,259
VILLA SERRANO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,174,223,21,17,195,240,435
VILLA TUNARI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,1950,1927,199,209,2149,2136,4285
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos  de 1 a 4 anos,2023-04-01,107,105,19,15,126,120,246
VILLAZON,consulta externa,ninos  de 1 a 4 anos,2023-04-01,389,443,57,44,446,487,933
VINTO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,770,772,149,140,919,912,1831
VITICHI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,92,89,1,0,93,89,182
WALDO BALLIVIAN,consulta externa,ninos  de 1 a 4 anos,2023-04-01,23,17,1,0,24,17,41
WARNES,consulta externa,ninos  de 1 a 4 anos,2023-04-01,1572,1405,209,217,1781,1622,3403
YACO,consulta externa,ninos  de 1 a 4 anos,2023-04-01,126,121,26,9,152,130,282
YACUIBA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,1570,1586,336,317,1906,1903,3809
YAMPARAEZ,consulta externa,ninos  de 1 a 4 anos,2023-04-01,121,85,9,8,130,93,223
YANACACHI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,76,82,2,1,78,83,161
YAPACANI,consulta externa,ninos  de 1 a 4 anos,2023-04-01,645,583,108,106,753,689,1442
YOCALLA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,104,95,2,0,106,95,201
YOTALA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,141,133,10,3,151,136,287
YUNCHARA,consulta externa,ninos  de 1 a 4 anos,2023-04-01,78,100,9,0,87,100,187
YUNGUYO DE LITORAL,consulta externa,ninos  de 1 a 4 anos,2023-04-01,3,2,0,0,3,2,5
ZUDAÑEZ,consulta externa,ninos  de 1 a 4 anos,2023-04-01,105,111,12,12,117,123,240
ACACIO,consulta externa,ninos  de 1 a 4 anos,2023-05-01,38,57,0,0,38,57,95
ACHACACHI,consulta externa,ninos  de 1 a 4 anos,2023-05-01,212,228,67,80,279,308,587
ACHOCALLA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,267,204,38,31,305,235,540
AIQUILE,consulta externa,ninos  de 1 a 4 anos,2023-05-01,222,240,95,89,317,329,646
ALALAY,consulta externa,ninos  de 1 a 4 anos,2023-05-01,12,16,2,2,14,18,32
ALCALA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,56,47,3,2,59,49,108
ALTO BENI,consulta externa,ninos  de 1 a 4 anos,2023-05-01,230,181,4,3,234,184,418
ANCORAIMES,consulta externa,ninos  de 1 a 4 anos,2023-05-01,50,53,20,25,70,78,148
ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,34,22,2,3,36,25,61
ANTEQUERA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,25,25,10,7,35,32,67
ANZALDO,consulta externa,ninos  de 1 a 4 anos,2023-05-01,62,56,6,9,68,65,133
APOLO,consulta externa,ninos  de 1 a 4 anos,2023-05-01,186,181,88,94,274,275,549
ARAMPAMPA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,22,22,0,0,22,22,44
ARANI,consulta externa,ninos  de 1 a 4 anos,2023-05-01,51,50,3,8,54,58,112
ARBIETO,consulta externa,ninos  de 1 a 4 anos,2023-05-01,448,389,41,41,489,430,919
ARQUE,consulta externa,ninos  de 1 a 4 anos,2023-05-01,114,119,1,4,115,123,238
ASCENCION DE GUARAYOS,consulta externa,ninos  de 1 a 4 anos,2023-05-01,244,199,24,18,268,217,485
ATOCHA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,204,180,26,18,230,198,428
AUCAPATA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,99,76,0,1,99,77,176
AYATA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,58,58,1,1,59,59,118
AYO AYO,consulta externa,ninos  de 1 a 4 anos,2023-05-01,77,64,21,17,98,81,179
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos  de 1 a 4 anos,2023-05-01,325,333,1,6,326,339,665
AZURDUY,consulta externa,ninos  de 1 a 4 anos,2023-05-01,253,223,13,19,266,242,508
BATALLAS,consulta externa,ninos  de 1 a 4 anos,2023-05-01,100,99,44,31,144,130,274
BAURES,consulta externa,ninos  de 1 a 4 anos,2023-05-01,111,103,12,7,123,110,233
BELEN DE ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,12,4,3,1,15,5,20
BELEN DE URMIRI,consulta externa,ninos  de 1 a 4 anos,2023-05-01,7,6,0,0,7,6,13
BELLA FLOR,consulta externa,ninos  de 1 a 4 anos,2023-05-01,63,63,14,7,77,70,147
BERMEJO,consulta externa,ninos  de 1 a 4 anos,2023-05-01,816,789,100,76,916,865,1781
BETANZOS,consulta externa,ninos  de 1 a 4 anos,2023-05-01,279,303,1,5,280,308,588
BOLIVAR,consulta externa,ninos  de 1 a 4 anos,2023-05-01,47,46,5,1,52,47,99
BOLPEBRA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,10,19,1,2,11,21,32
BOYUIBE,consulta externa,ninos  de 1 a 4 anos,2023-05-01,69,84,4,5,73,89,162
BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,128,136,18,6,146,142,288
CABEZAS,consulta externa,ninos  de 1 a 4 anos,2023-05-01,411,323,70,61,481,384,865
CAIROMA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,121,91,3,9,124,100,224
"CAIZA ""D""",consulta externa,ninos  de 1 a 4 anos,2023-05-01,165,147,5,3,170,150,320
CAJUATA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,159,132,14,22,173,154,327
CALACOTO,consulta externa,ninos  de 1 a 4 anos,2023-05-01,38,40,8,3,46,43,89
CALAMARCA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,105,103,7,7,112,110,222
CAMARGO,consulta externa,ninos  de 1 a 4 anos,2023-05-01,246,193,11,30,257,223,480
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos  de 1 a 4 anos,2023-05-01,60,37,4,2,64,39,103
CAMIRI,consulta externa,ninos  de 1 a 4 anos,2023-05-01,431,397,66,60,497,457,954
CAPINOTA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,244,259,44,35,288,294,582
CAQUIAVIRI,consulta externa,ninos  de 1 a 4 anos,2023-05-01,106,92,2,2,108,94,202
CARACOLLO,consulta externa,ninos  de 1 a 4 anos,2023-05-01,244,251,28,28,272,279,551
CARANAVI,consulta externa,ninos  de 1 a 4 anos,2023-05-01,622,558,159,173,781,731,1512
CARANGAS,consulta externa,ninos  de 1 a 4 anos,2023-05-01,7,3,0,0,7,3,10
CARAPARI,consulta externa,ninos  de 1 a 4 anos,2023-05-01,276,288,18,26,294,314,608
CARIPUYO,consulta externa,ninos  de 1 a 4 anos,2023-05-01,80,66,1,2,81,68,149
CARMEN RIVERO TORREZ,consulta externa,ninos  de 1 a 4 anos,2023-05-01,54,70,6,10,60,80,140
CATACORA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,26,32,5,3,31,35,66
CHACARILLA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,22,13,0,0,22,13,35
CHALLAPATA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,268,280,16,15,284,295,579
CHAQUI,consulta externa,ninos  de 1 a 4 anos,2023-05-01,86,85,3,3,89,88,177
CHARAGUA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,532,495,75,74,607,569,1176
CHARAÑA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,18,13,1,4,19,17,36
CHAYANTA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,185,155,2,5,187,160,347
CHIMORE,consulta externa,ninos  de 1 a 4 anos,2023-05-01,525,471,64,52,589,523,1112
CHIPAYA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,23,36,1,0,24,36,60
CHOQUE COTA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,21,12,1,0,22,12,34
CHUA COCANI,consulta externa,ninos  de 1 a 4 anos,2023-05-01,31,41,4,2,35,43,78
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos  de 1 a 4 anos,2023-05-01,197,168,30,21,227,189,416
CHUMA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,101,82,9,4,110,86,196
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos  de 1 a 4 anos,2023-05-01,64,54,8,7,72,61,133
CKOCHAS,consulta externa,ninos  de 1 a 4 anos,2023-05-01,170,133,0,1,170,134,304
CLIZA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,277,239,59,52,336,291,627
COBIJA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,701,626,215,157,916,783,1699
COCAPATA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,379,343,11,11,390,354,744
COCHABAMBA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,8928,7762,3373,2624,12301,10386,22687
COIPASA,consulta externa,ninos  de 1 a 4 anos,2023-05-01,13,6,3,1,16,7,23
