,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
TARABUCO,consulta externa,personas de 60 anos y mas,2023-02-01,544,694,45,68,589,762,1351
TARACO,consulta externa,personas de 60 anos y mas,2023-02-01,149,115,101,115,250,230,480
TARATA,consulta externa,personas de 60 anos y mas,2023-02-01,165,229,45,51,210,280,490
TARIJA,consulta externa,personas de 60 anos y mas,2023-02-01,4813,6077,2598,3639,7411,9716,17127
TARVITA,consulta externa,personas de 60 anos y mas,2023-02-01,239,322,62,81,301,403,704
TEOPONTE,consulta externa,personas de 60 anos y mas,2023-02-01,103,70,4,12,107,82,189
TIAHUANACU,consulta externa,personas de 60 anos y mas,2023-02-01,255,278,75,74,330,352,682
TINGUIPAYA,consulta externa,personas de 60 anos y mas,2023-02-01,687,817,2,1,689,818,1507
TIPUANI,consulta externa,personas de 60 anos y mas,2023-02-01,94,50,60,39,154,89,243
TIQUIPAYA,consulta externa,personas de 60 anos y mas,2023-02-01,640,982,241,369,881,1351,2232
TIRAQUE (CBBA),consulta externa,personas de 60 anos y mas,2023-02-01,486,631,88,111,574,742,1316
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 60 anos y mas,2023-02-01,59,94,12,18,71,112,183
TOCO,consulta externa,personas de 60 anos y mas,2023-02-01,122,155,66,106,188,261,449
TODOS SANTOS,consulta externa,personas de 60 anos y mas,2023-02-01,11,16,0,0,11,16,27
TOLATA,consulta externa,personas de 60 anos y mas,2023-02-01,94,140,46,75,140,215,355
TOLEDO,consulta externa,personas de 60 anos y mas,2023-02-01,215,315,21,42,236,357,593
TOMAVE,consulta externa,personas de 60 anos y mas,2023-02-01,296,401,13,4,309,405,714
TOMINA,consulta externa,personas de 60 anos y mas,2023-02-01,192,232,65,110,257,342,599
TORO TORO,consulta externa,personas de 60 anos y mas,2023-02-01,274,316,3,4,277,320,597
TOTORA(CBBA),consulta externa,personas de 60 anos y mas,2023-02-01,228,277,2,6,230,283,513
TOTORA(ORR),consulta externa,personas de 60 anos y mas,2023-02-01,161,176,7,14,168,190,358
TRIGAL,consulta externa,personas de 60 anos y mas,2023-02-01,26,49,41,51,67,100,167
TRINIDAD,consulta externa,personas de 60 anos y mas,2023-02-01,2221,2762,1098,1745,3319,4507,7826
TUPIZA,consulta externa,personas de 60 anos y mas,2023-02-01,1195,1557,278,373,1473,1930,3403
TURCO,consulta externa,personas de 60 anos y mas,2023-02-01,170,192,10,18,180,210,390
UMALA,consulta externa,personas de 60 anos y mas,2023-02-01,169,151,60,61,229,212,441
UNCIA,consulta externa,personas de 60 anos y mas,2023-02-01,622,831,199,197,821,1028,1849
URIONDO (A. CONCEPCION),consulta externa,personas de 60 anos y mas,2023-02-01,253,392,90,147,343,539,882
URUBICHA,consulta externa,personas de 60 anos y mas,2023-02-01,96,99,0,0,96,99,195
UYUNI,consulta externa,personas de 60 anos y mas,2023-02-01,686,717,165,172,851,889,1740
VACAS,consulta externa,personas de 60 anos y mas,2023-02-01,214,289,17,31,231,320,551
VALLEGRANDE,consulta externa,personas de 60 anos y mas,2023-02-01,252,318,621,799,873,1117,1990
VIACHA,consulta externa,personas de 60 anos y mas,2023-02-01,636,800,461,557,1097,1357,2454
VILA VILA,consulta externa,personas de 60 anos y mas,2023-02-01,181,193,0,0,181,193,374
VILLA CHARCAS,consulta externa,personas de 60 anos y mas,2023-02-01,275,361,16,34,291,395,686
VILLA MONTES,consulta externa,personas de 60 anos y mas,2023-02-01,917,884,358,370,1275,1254,2529
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 60 anos y mas,2023-02-01,38,31,9,9,47,40,87
VILLA RIVERO,consulta externa,personas de 60 anos y mas,2023-02-01,147,239,10,27,157,266,423
VILLA SERRANO,consulta externa,personas de 60 anos y mas,2023-02-01,176,284,59,90,235,374,609
VILLA TUNARI,consulta externa,personas de 60 anos y mas,2023-02-01,1196,999,141,116,1337,1115,2452
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 60 anos y mas,2023-02-01,160,196,64,122,224,318,542
VILLAZON,consulta externa,personas de 60 anos y mas,2023-02-01,434,643,340,501,774,1144,1918
VINTO,consulta externa,personas de 60 anos y mas,2023-02-01,580,786,68,90,648,876,1524
VITICHI,consulta externa,personas de 60 anos y mas,2023-02-01,299,484,1,0,300,484,784
WALDO BALLIVIAN,consulta externa,personas de 60 anos y mas,2023-02-01,32,26,2,0,34,26,60
WARNES,consulta externa,personas de 60 anos y mas,2023-02-01,977,1174,283,375,1260,1549,2809
YACO,consulta externa,personas de 60 anos y mas,2023-02-01,148,138,5,6,153,144,297
YACUIBA,consulta externa,personas de 60 anos y mas,2023-02-01,1899,2194,939,1121,2838,3315,6153
YAMPARAEZ,consulta externa,personas de 60 anos y mas,2023-02-01,333,497,25,41,358,538,896
YANACACHI,consulta externa,personas de 60 anos y mas,2023-02-01,172,112,5,12,177,124,301
YAPACANI,consulta externa,personas de 60 anos y mas,2023-02-01,676,657,155,173,831,830,1661
YOCALLA,consulta externa,personas de 60 anos y mas,2023-02-01,258,379,0,2,258,381,639
YOTALA,consulta externa,personas de 60 anos y mas,2023-02-01,145,243,62,108,207,351,558
YUNCHARA,consulta externa,personas de 60 anos y mas,2023-02-01,139,195,16,36,155,231,386
YUNGUYO DE LITORAL,consulta externa,personas de 60 anos y mas,2023-02-01,11,21,0,0,11,21,32
ZUDAÑEZ,consulta externa,personas de 60 anos y mas,2023-02-01,162,198,283,316,445,514,959
ACACIO,consulta externa,personas de 60 anos y mas,2023-03-01,328,436,1,3,329,439,768
ACHACACHI,consulta externa,personas de 60 anos y mas,2023-03-01,827,872,260,294,1087,1166,2253
ACHOCALLA,consulta externa,personas de 60 anos y mas,2023-03-01,321,422,26,45,347,467,814
AIQUILE,consulta externa,personas de 60 anos y mas,2023-03-01,442,584,578,635,1020,1219,2239
ALALAY,consulta externa,personas de 60 anos y mas,2023-03-01,90,117,15,24,105,141,246
ALCALA,consulta externa,personas de 60 anos y mas,2023-03-01,176,207,38,63,214,270,484
ALTO BENI,consulta externa,personas de 60 anos y mas,2023-03-01,241,172,38,39,279,211,490
ANCORAIMES,consulta externa,personas de 60 anos y mas,2023-03-01,258,240,236,269,494,509,1003
ANDAMARCA,consulta externa,personas de 60 anos y mas,2023-03-01,215,261,15,15,230,276,506
ANTEQUERA,consulta externa,personas de 60 anos y mas,2023-03-01,55,65,3,2,58,67,125
ANZALDO,consulta externa,personas de 60 anos y mas,2023-03-01,367,526,14,33,381,559,940
APOLO,consulta externa,personas de 60 anos y mas,2023-03-01,252,206,58,57,310,263,573
ARAMPAMPA,consulta externa,personas de 60 anos y mas,2023-03-01,88,126,0,0,88,126,214
ARANI,consulta externa,personas de 60 anos y mas,2023-03-01,254,418,68,96,322,514,836
ARBIETO,consulta externa,personas de 60 anos y mas,2023-03-01,399,634,90,119,489,753,1242
ARQUE,consulta externa,personas de 60 anos y mas,2023-03-01,124,190,0,0,124,190,314
ASCENCION DE GUARAYOS,consulta externa,personas de 60 anos y mas,2023-03-01,227,214,13,14,240,228,468
ATOCHA,consulta externa,personas de 60 anos y mas,2023-03-01,271,278,105,122,376,400,776
AUCAPATA,consulta externa,personas de 60 anos y mas,2023-03-01,112,87,4,3,116,90,206
AYATA,consulta externa,personas de 60 anos y mas,2023-03-01,146,204,22,25,168,229,397
AYO AYO,consulta externa,personas de 60 anos y mas,2023-03-01,294,362,9,16,303,378,681
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2023-03-01,951,1073,28,35,979,1108,2087
AZURDUY,consulta externa,personas de 60 anos y mas,2023-03-01,204,279,58,87,262,366,628
BATALLAS,consulta externa,personas de 60 anos y mas,2023-03-01,194,160,141,139,335,299,634
BAURES,consulta externa,personas de 60 anos y mas,2023-03-01,159,138,21,23,180,161,341
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2023-03-01,89,113,37,67,126,180,306
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2023-03-01,128,138,0,0,128,138,266
BELLA FLOR,consulta externa,personas de 60 anos y mas,2023-03-01,45,35,49,33,94,68,162
BERMEJO,consulta externa,personas de 60 anos y mas,2023-03-01,1252,1520,423,539,1675,2059,3734
BETANZOS,consulta externa,personas de 60 anos y mas,2023-03-01,1267,1545,46,43,1313,1588,2901
BOLIVAR,consulta externa,personas de 60 anos y mas,2023-03-01,159,165,37,45,196,210,406
BOLPEBRA,consulta externa,personas de 60 anos y mas,2023-03-01,18,14,7,7,25,21,46
BOYUIBE,consulta externa,personas de 60 anos y mas,2023-03-01,98,105,77,130,175,235,410
BUENA VISTA,consulta externa,personas de 60 anos y mas,2023-03-01,257,240,41,38,298,278,576
CABEZAS,consulta externa,personas de 60 anos y mas,2023-03-01,377,399,43,61,420,460,880
CAIROMA,consulta externa,personas de 60 anos y mas,2023-03-01,216,200,13,22,229,222,451
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2023-03-01,461,761,26,64,487,825,1312
CAJUATA,consulta externa,personas de 60 anos y mas,2023-03-01,172,128,62,61,234,189,423
CALACOTO,consulta externa,personas de 60 anos y mas,2023-03-01,340,387,29,48,369,435,804
CALAMARCA,consulta externa,personas de 60 anos y mas,2023-03-01,300,358,5,9,305,367,672
CAMARGO,consulta externa,personas de 60 anos y mas,2023-03-01,481,829,115,276,596,1105,1701
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2023-03-01,199,260,28,44,227,304,531
CAMIRI,consulta externa,personas de 60 anos y mas,2023-03-01,937,1243,631,711,1568,1954,3522
CAPINOTA,consulta externa,personas de 60 anos y mas,2023-03-01,551,776,69,82,620,858,1478
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2023-03-01,456,557,7,10,463,567,1030
CARACOLLO,consulta externa,personas de 60 anos y mas,2023-03-01,501,571,73,78,574,649,1223
CARANAVI,consulta externa,personas de 60 anos y mas,2023-03-01,979,720,223,179,1202,899,2101
CARANGAS,consulta externa,personas de 60 anos y mas,2023-03-01,12,13,1,3,13,16,29
CARAPARI,consulta externa,personas de 60 anos y mas,2023-03-01,420,412,127,148,547,560,1107
CARIPUYO,consulta externa,personas de 60 anos y mas,2023-03-01,227,291,0,2,227,293,520
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2023-03-01,149,122,16,15,165,137,302
CATACORA,consulta externa,personas de 60 anos y mas,2023-03-01,48,73,6,11,54,84,138
CHACARILLA,consulta externa,personas de 60 anos y mas,2023-03-01,82,88,10,10,92,98,190
CHALLAPATA,consulta externa,personas de 60 anos y mas,2023-03-01,818,988,103,115,921,1103,2024
CHAQUI,consulta externa,personas de 60 anos y mas,2023-03-01,493,703,10,19,503,722,1225
CHARAGUA,consulta externa,personas de 60 anos y mas,2023-03-01,622,754,123,188,745,942,1687
CHARAÑA,consulta externa,personas de 60 anos y mas,2023-03-01,115,124,10,14,125,138,263
CHAYANTA,consulta externa,personas de 60 anos y mas,2023-03-01,513,693,1,2,514,695,1209
CHIMORE,consulta externa,personas de 60 anos y mas,2023-03-01,382,352,25,27,407,379,786
CHIPAYA,consulta externa,personas de 60 anos y mas,2023-03-01,34,36,2,4,36,40,76
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2023-03-01,26,30,0,1,26,31,57
CHUA COCANI,consulta externa,personas de 60 anos y mas,2023-03-01,27,44,39,50,66,94,160
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2023-03-01,165,145,124,82,289,227,516
CHUMA,consulta externa,personas de 60 anos y mas,2023-03-01,388,417,74,70,462,487,949
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 60 anos y mas,2023-03-01,90,162,8,29,98,191,289
CKOCHAS,consulta externa,personas de 60 anos y mas,2023-03-01,628,781,1,0,629,781,1410
CLIZA,consulta externa,personas de 60 anos y mas,2023-03-01,343,487,237,379,580,866,1446
COBIJA,consulta externa,personas de 60 anos y mas,2023-03-01,584,651,516,607,1100,1258,2358
COCAPATA,consulta externa,personas de 60 anos y mas,2023-03-01,501,528,10,11,511,539,1050
COCHABAMBA,consulta externa,personas de 60 anos y mas,2023-03-01,17176,22841,18086,23266,35262,46107,81369
COIPASA,consulta externa,personas de 60 anos y mas,2023-03-01,36,42,3,1,39,43,82
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2023-03-01,602,980,279,432,881,1412,2293
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2023-03-01,461,568,44,60,505,628,1133
COLLANA,consulta externa,personas de 60 anos y mas,2023-03-01,55,89,31,46,86,135,221
COLOMI,consulta externa,personas de 60 anos y mas,2023-03-01,247,348,170,223,417,571,988
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2023-03-01,108,143,59,66,167,209,376
COLQUECHACA,consulta externa,personas de 60 anos y mas,2023-03-01,407,497,7,11,414,508,922
COLQUENCHA,consulta externa,personas de 60 anos y mas,2023-03-01,136,193,32,51,168,244,412
COLQUIRI,consulta externa,personas de 60 anos y mas,2023-03-01,481,452,52,12,533,464,997
COMANCHE,consulta externa,personas de 60 anos y mas,2023-03-01,89,105,7,4,96,109,205
COMARAPA,consulta externa,personas de 60 anos y mas,2023-03-01,328,425,77,123,405,548,953
COMBAYA,consulta externa,personas de 60 anos y mas,2023-03-01,107,100,51,47,158,147,305
CONCEPCION,consulta externa,personas de 60 anos y mas,2023-03-01,192,203,51,58,243,261,504
COPACABANA,consulta externa,personas de 60 anos y mas,2023-03-01,177,197,15,32,192,229,421
CORIPATA,consulta externa,personas de 60 anos y mas,2023-03-01,261,219,95,88,356,307,663
CORO CORO,consulta externa,personas de 60 anos y mas,2023-03-01,327,304,55,32,382,336,718
COROICO,consulta externa,personas de 60 anos y mas,2023-03-01,237,227,157,183,394,410,804
CORQUE,consulta externa,personas de 60 anos y mas,2023-03-01,449,540,45,53,494,593,1087
COTAGAITA,consulta externa,personas de 60 anos y mas,2023-03-01,994,1436,92,151,1086,1587,2673
COTOCA,consulta externa,personas de 60 anos y mas,2023-03-01,868,1061,52,69,920,1130,2050
CRUZ DE MACHACAMARCA,consulta externa,personas de 60 anos y mas,2023-03-01,22,25,0,4,22,29,51
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2023-03-01,325,287,140,112,465,399,864
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2023-03-01,46,67,7,9,53,76,129
CUEVO,consulta externa,personas de 60 anos y mas,2023-03-01,121,172,38,42,159,214,373
CULPINA,consulta externa,personas de 60 anos y mas,2023-03-01,358,502,32,73,390,575,965
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2023-03-01,128,176,13,19,141,195,336
CURVA,consulta externa,personas de 60 anos y mas,2023-03-01,41,57,2,4,43,61,104
DESAGUADERO,consulta externa,personas de 60 anos y mas,2023-03-01,95,113,35,49,130,162,292
EL ALTO,consulta externa,personas de 60 anos y mas,2023-03-01,6470,8025,5954,6763,12424,14788,27212
EL CHORO,consulta externa,personas de 60 anos y mas,2023-03-01,120,132,18,25,138,157,295
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2023-03-01,265,241,0,0,265,241,506
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2023-03-01,277,385,82,147,359,532,891
EL TORNO,consulta externa,personas de 60 anos y mas,2023-03-01,1042,1117,589,721,1631,1838,3469
EL VILLAR,consulta externa,personas de 60 anos y mas,2023-03-01,166,233,21,43,187,276,463
ENTRE RIOS TRJ,consulta externa,personas de 60 anos y mas,2023-03-01,363,539,151,233,514,772,1286
ENTRE RIOS CBBA,consulta externa,personas de 60 anos y mas,2023-03-01,558,541,41,50,599,591,1190
ESCARA,consulta externa,personas de 60 anos y mas,2023-03-01,8,2,1,0,9,2,11
ESCOMA,consulta externa,personas de 60 anos y mas,2023-03-01,163,147,12,15,175,162,337
ESMERALDA,consulta externa,personas de 60 anos y mas,2023-03-01,68,70,3,3,71,73,144
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2023-03-01,154,171,44,58,198,229,427
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2023-03-01,11,20,5,5,16,25,41
EXALTACION,consulta externa,personas de 60 anos y mas,2023-03-01,31,29,1,1,32,30,62
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2023-03-01,300,312,109,96,409,408,817
FILADELFIA,consulta externa,personas de 60 anos y mas,2023-03-01,131,83,66,38,197,121,318
GAIOC JATUN AYLLU YURA,consulta externa,personas de 60 anos y mas,2023-03-01,151,265,3,1,154,266,420
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2023-03-01,428,463,33,66,461,529,990
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2023-03-01,232,234,19,18,251,252,503
GUANAY,consulta externa,personas de 60 anos y mas,2023-03-01,223,151,65,54,288,205,493
GUAQUI,consulta externa,personas de 60 anos y mas,2023-03-01,191,250,60,48,251,298,549
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2023-03-01,631,638,171,177,802,815,1617
GUTIERREZ,consulta externa,personas de 60 anos y mas,2023-03-01,189,240,79,85,268,325,593
HUACARAJE,consulta externa,personas de 60 anos y mas,2023-03-01,41,69,23,8,64,77,141
HUACARETA,consulta externa,personas de 60 anos y mas,2023-03-01,185,277,58,106,243,383,626
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2023-03-01,81,85,36,47,117,132,249
HUACHACALLA,consulta externa,personas de 60 anos y mas,2023-03-01,67,66,25,18,92,84,176
HUANUNI,consulta externa,personas de 60 anos y mas,2023-03-01,481,572,180,212,661,784,1445
HUARINA,consulta externa,personas de 60 anos y mas,2023-03-01,191,243,183,225,374,468,842
HUATAJATA,consulta externa,personas de 60 anos y mas,2023-03-01,32,33,62,80,94,113,207
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2023-03-01,238,221,13,23,251,244,495
HUMANATA,consulta externa,personas de 60 anos y mas,2023-03-01,112,124,120,114,232,238,470
ICHOCA,consulta externa,personas de 60 anos y mas,2023-03-01,255,222,2,2,257,224,481
ICLA,consulta externa,personas de 60 anos y mas,2023-03-01,178,252,103,147,281,399,680
INCAHUASI,consulta externa,personas de 60 anos y mas,2023-03-01,282,347,26,40,308,387,695
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2023-03-01,31,19,2,1,33,20,53
INQUISIVI,consulta externa,personas de 60 anos y mas,2023-03-01,311,284,25,16,336,300,636
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2023-03-01,360,316,77,105,437,421,858
IXIAMAS,consulta externa,personas de 60 anos y mas,2023-03-01,165,117,5,2,170,119,289
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2023-03-01,293,435,148,189,441,624,1065
LA ASUNTA,consulta externa,personas de 60 anos y mas,2023-03-01,448,267,21,28,469,295,764
LA GUARDIA,consulta externa,personas de 60 anos y mas,2023-03-01,1245,1625,395,462,1640,2087,3727
LA PAZ,consulta externa,personas de 60 anos y mas,2023-03-01,19183,28498,20272,30228,39455,58726,98181
LA RIVERA,consulta externa,personas de 60 anos y mas,2023-03-01,7,10,9,26,16,36,52
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2023-03-01,197,183,31,50,228,233,461
LAJA,consulta externa,personas de 60 anos y mas,2023-03-01,280,372,227,270,507,642,1149
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2023-03-01,103,134,23,71,126,205,331
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2023-03-01,134,126,1,3,135,129,264
LLALLAGUA,consulta externa,personas de 60 anos y mas,2023-03-01,770,1049,176,193,946,1242,2188
LLICA,consulta externa,personas de 60 anos y mas,2023-03-01,194,206,5,5,199,211,410
LORETO,consulta externa,personas de 60 anos y mas,2023-03-01,56,53,16,11,72,64,136
LURIBAY,consulta externa,personas de 60 anos y mas,2023-03-01,313,276,78,67,391,343,734
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2023-03-01,104,133,57,88,161,221,382
MACHARETI,consulta externa,personas de 60 anos y mas,2023-03-01,126,177,89,114,215,291,506
MAGDALENA,consulta externa,personas de 60 anos y mas,2023-03-01,127,177,67,103,194,280,474
MAIRANA,consulta externa,personas de 60 anos y mas,2023-03-01,102,157,124,158,226,315,541
MALLA,consulta externa,personas de 60 anos y mas,2023-03-01,87,87,13,10,100,97,197
MAPIRI,consulta externa,personas de 60 anos y mas,2023-03-01,180,146,60,42,240,188,428
MECAPACA,consulta externa,personas de 60 anos y mas,2023-03-01,175,159,64,58,239,217,456
MINEROS,consulta externa,personas de 60 anos y mas,2023-03-01,284,300,15,30,299,330,629
MIZQUE,consulta externa,personas de 60 anos y mas,2023-03-01,459,572,267,371,726,943,1669
MOCOMOCO,consulta externa,personas de 60 anos y mas,2023-03-01,552,527,135,153,687,680,1367
MOJINETE,consulta externa,personas de 60 anos y mas,2023-03-01,22,33,8,12,30,45,75
MOJOCOYA,consulta externa,personas de 60 anos y mas,2023-03-01,197,265,15,25,212,290,502
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2023-03-01,827,1135,293,395,1120,1530,2650
MONTERO,consulta externa,personas de 60 anos y mas,2023-03-01,2579,2926,1319,1544,3898,4470,8368
MORO MORO,consulta externa,personas de 60 anos y mas,2023-03-01,63,69,77,116,140,185,325
MOROCHATA,consulta externa,personas de 60 anos y mas,2023-03-01,400,441,32,41,432,482,914
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2023-03-01,42,22,8,13,50,35,85
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2023-03-01,10,24,0,2,10,26,36
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2023-03-01,27,28,7,7,34,35,69
OCURI,consulta externa,personas de 60 anos y mas,2023-03-01,470,464,3,3,473,467,940
OKINAWA,consulta externa,personas de 60 anos y mas,2023-03-01,153,162,117,130,270,292,562
OMEREQUE,consulta externa,personas de 60 anos y mas,2023-03-01,157,177,56,49,213,226,439
ORURO,consulta externa,personas de 60 anos y mas,2023-03-01,7311,8719,4394,4957,11705,13676,25381
PADCAYA,consulta externa,personas de 60 anos y mas,2023-03-01,459,727,136,221,595,948,1543
PADILLA,consulta externa,personas de 60 anos y mas,2023-03-01,307,416,43,105,350,521,871
PAILON,consulta externa,personas de 60 anos y mas,2023-03-01,312,320,264,225,576,545,1121
PALCA,consulta externa,personas de 60 anos y mas,2023-03-01,462,412,17,7,479,419,898
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2023-03-01,458,350,115,101,573,451,1024
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2023-03-01,63,80,6,9,69,89,158
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2023-03-01,101,136,92,120,193,256,449
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2023-03-01,204,212,42,74,246,286,532
PASORAPA,consulta externa,personas de 60 anos y mas,2023-03-01,164,199,0,2,164,201,365
PATACAMAYA,consulta externa,personas de 60 anos y mas,2023-03-01,348,313,134,175,482,488,970
PAZÑA,consulta externa,personas de 60 anos y mas,2023-03-01,158,182,20,19,178,201,379
PELECHUCO,consulta externa,personas de 60 anos y mas,2023-03-01,123,111,1,3,124,114,238
POCOATA,consulta externa,personas de 60 anos y mas,2023-03-01,1020,1420,5,6,1025,1426,2451
POCONA,consulta externa,personas de 60 anos y mas,2023-03-01,395,503,4,4,399,507,906
POJO (CBBA),consulta externa,personas de 60 anos y mas,2023-03-01,168,199,53,60,221,259,480
POOPO,consulta externa,personas de 60 anos y mas,2023-03-01,170,199,29,25,199,224,423
PORCO,consulta externa,personas de 60 anos y mas,2023-03-01,61,113,1,2,62,115,177
POROMA,consulta externa,personas de 60 anos y mas,2023-03-01,643,686,61,94,704,780,1484
PORONGO,consulta externa,personas de 60 anos y mas,2023-03-01,260,276,130,140,390,416,806
PORTACHUELO,consulta externa,personas de 60 anos y mas,2023-03-01,162,170,181,246,343,416,759
PORVENIR,consulta externa,personas de 60 anos y mas,2023-03-01,81,80,87,66,168,146,314
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2023-03-01,55,66,11,15,66,81,147
POTOSI,consulta externa,personas de 60 anos y mas,2023-03-01,4007,5270,2033,2580,6040,7850,13890
PRESTO,consulta externa,personas de 60 anos y mas,2023-03-01,420,493,23,46,443,539,982
PUCARA,consulta externa,personas de 60 anos y mas,2023-03-01,28,39,44,74,72,113,185
PUCARANI,consulta externa,personas de 60 anos y mas,2023-03-01,512,583,233,292,745,875,1620
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2023-03-01,320,374,37,35,357,409,766
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2023-03-01,359,320,112,108,471,428,899
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2023-03-01,97,107,120,97,217,204,421
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2023-03-01,189,212,63,63,252,275,527
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2023-03-01,212,210,63,66,275,276,551
PUERTO RICO,consulta externa,personas de 60 anos y mas,2023-03-01,66,42,31,20,97,62,159
PUERTO SILES,consulta externa,personas de 60 anos y mas,2023-03-01,4,13,0,1,4,14,18
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2023-03-01,152,171,58,59,210,230,440
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2023-03-01,781,700,126,121,907,821,1728
PUNA,consulta externa,personas de 60 anos y mas,2023-03-01,949,1413,4,4,953,1417,2370
PUNATA,consulta externa,personas de 60 anos y mas,2023-03-01,763,1226,695,1075,1458,2301,3759
QUIABAYA,consulta externa,personas de 60 anos y mas,2023-03-01,96,87,10,16,106,103,209
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2023-03-01,2335,3159,1431,1896,3766,5055,8821
QUIME,consulta externa,personas de 60 anos y mas,2023-03-01,178,124,53,47,231,171,402
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2023-03-01,52,56,57,52,109,108,217
RAQAYPAMPA(ETA),consulta externa,personas de 60 anos y mas,2023-03-01,210,246,9,7,219,253,472
RAVELO,consulta externa,personas de 60 anos y mas,2023-03-01,1059,1187,0,0,1059,1187,2246
REYES,consulta externa,personas de 60 anos y mas,2023-03-01,244,322,11,15,255,337,592
RIBERALTA,consulta externa,personas de 60 anos y mas,2023-03-01,1562,1646,706,778,2268,2424,4692
ROBORE,consulta externa,personas de 60 anos y mas,2023-03-01,343,378,223,264,566,642,1208
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2023-03-01,568,552,204,161,772,713,1485
SABAYA,consulta externa,personas de 60 anos y mas,2023-03-01,133,161,48,40,181,201,382
SACABA,consulta externa,personas de 60 anos y mas,2023-03-01,1807,2733,1452,2046,3259,4779,8038
SACABAMBA,consulta externa,personas de 60 anos y mas,2023-03-01,169,239,36,53,205,292,497
SACACA,consulta externa,personas de 60 anos y mas,2023-03-01,409,567,5,2,414,569,983
SAIPINA,consulta externa,personas de 60 anos y mas,2023-03-01,123,140,75,92,198,232,430
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2023-03-01,327,408,24,29,351,437,788
SAMAIPATA,consulta externa,personas de 60 anos y mas,2023-03-01,215,194,101,105,316,299,615
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2023-03-01,62,90,0,0,62,90,152
SAN ANDRES,consulta externa,personas de 60 anos y mas,2023-03-01,167,136,37,48,204,184,388
