municipality,group,variable,month,Niñas(os) de 1 año que reciben alimento complementario,TOTAL
COTOCA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,4,4
CRUZ DE MACHACAMARCA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,3,3
CUATRO CAÑADAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,267,267
CUCHUMUELA (V. G. VILLARROEL),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,24,24
CUEVO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,43,43
CULPINA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,133,133
CURAHUARA DE CARANGAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,33,33
CURVA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,30,30
DESAGUADERO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,32,32
EL ALTO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,2153,2153
EL CHORO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,30,30
EL PUENTE(STC),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,82,82
EL PUENTE(TJA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,86,86
EL VILLAR,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,3,3
ENTRE RIOS TRJ,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,67,67
ENTRE RIOS CBBA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,480,480
ESCARA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,5,5
ESCOMA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,24,24
ESMERALDA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,6,6
EUCALIPTUS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,27,27
EXALTACION,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,9,9
FERNANDEZ ALONSO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,121,121
FILADELFIA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,116,116
GAIOC JATUN AYLLU YURA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,50,50
GENERAL SAAVEDRA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,123,123
GIA-TIM,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,117,117
GUANAY,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,114,114
GUAQUI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,15,15
GUAYARAMERIN,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,399,399
HUACARETA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,70,70
HUACAYA (VILLA DE HUACAYA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,12,12
HUACHACALLA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,6,6
HUANUNI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,167,167
HUARINA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,44,44
HUATAJATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,9,9
HUAYLLAMARCA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,35,35
HUMANATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,30,30
ICHOCA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,46,46
ICLA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,57,57
INCAHUASI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,171,171
INGAVI (HUMAITA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,1,1
INQUISIVI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,97,97
IRUPANA (VILLA DE LANZA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,27,27
IXIAMAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,95,95
JESUS DE MACHACA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,84,84
LA ASUNTA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,409,409
LA GUARDIA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,19,19
LA PAZ,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,40,40
LA RIVERA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,9,9
LAGUNILLAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,36,36
LAJA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,202,202
LAS CARRERAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,33,33
LICOMA PAMPA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,20,20
LLALLAGUA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,532,532
LLICA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,25,25
LURIBAY,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,84,84
MACHACAMARCA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,29,29
MACHARETI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,56,56
MAGDALENA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,3,3
MAIRANA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,154,154
MALLA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,17,17
MAPIRI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,113,113
MECAPACA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,7,7
MINEROS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,101,101
MIZQUE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,346,346
MOCOMOCO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,105,105
MOJINETE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,5,5
MOJOCOYA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,56,56
MONTEAGUDO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,134,134
MONTERO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,798,798
MOROCHATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,97,97
NAZACARA DE PACAJES,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,12,12
OCURI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,143,143
OMEREQUE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,18,18
ORURO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,2288,2288
PADILLA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,107,107
PAILON,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,140,140
PALCA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,213,213
PALOS BLANCOS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,144,144
PAMPA AULLAGAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,22,22
PAMPA GRANDE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,113,113
PAPEL PAMPA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,33,33
PASORAPA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,32,32
PATACAMAYA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,151,151
PAZÑA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,46,46
POCOATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,257,257
POCONA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,126,126
POJO (CBBA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,131,131
POOPO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,51,51
PORCO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,192,192
POROMA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,152,152
PORONGO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,130,130
PORTACHUELO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,34,34
PORVENIR,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,69,69
POTOSI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,2564,2564
PRESTO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,77,77
PUCARA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,14,14
PUCARANI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,296,296
PUERTO ACOSTA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,48,48
PUERTO CARABUCO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,92,92
PUERTO GONZALO MORENO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,34,34
PUERTO PEREZ,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,47,47
PUERTO QUIJARRO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,3,3
PUERTO RICO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,78,78
PUERTO VILLARROEL,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,515,515
PUNA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,180,180
PUNATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,289,289
QUIABAYA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,25,25
QUILLACOLLO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,1400,1400
QUIME,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,20,20
QUIRUSILLAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,12,12
RAQAYPAMPA(ETA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,65,65
RAVELO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,148,148
REYES,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,78,78
RIBERALTA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,693,693
ROBORE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,167,167
RURRENABAQUE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,179,179
SABAYA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,35,35
SACABA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,1505,1505
SACABAMBA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,16,16
SACACA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,226,226
SAIPINA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,71,71
SALINAS DE GARCI MENDOZA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,41,41
SAMAIPATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,127,127
SAN AGUSTIN,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,15,15
SAN ANDRES,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,103,103
SAN ANDRES DE MACHACA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,24,24
SAN ANTONIO DE ESMORUCO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,18,18
SAN ANTONIO DE LOMERIO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,35,35
SAN BENITO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,117,117
SAN BORJA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,115,115
SAN BUENA VENTURA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,2,2
SAN CARLOS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,116,116
SAN IGNACIO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,14,14
SAN IGNACIO DE VELASCO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,506,506
SAN JAVIER(STC),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,202,202
SAN JOSE DE CHIQUITOS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,10,10
SAN JULIAN,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,489,489
SAN LORENZO(PND),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,72,72
SAN LORENZO(TJA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,15,15
SAN LUCAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,414,414
SAN MATIAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,21,21
SAN MIGUEL DE VELASCO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,5,5
SAN PABLO DE LIPEZ,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,16,16
SAN PEDRO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,135,135
SAN PEDRO DE BUENA VISTA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,373,373
SAN PEDRO DE CURAHUARA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,9,9
SAN PEDRO DE MACHA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,214,214
SAN PEDRO DE QUEMES,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,11,11
SAN PEDRO DE TIQUINA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,36,36
SAN PEDRO(PND),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,36,36
SAN RAFAEL,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,61,61
SAN RAMON BENI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,17,17
SAN RAMON SCZ,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,114,114
SANTA ANA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,13,13
SANTA CRUZ DE LA SIERRA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,4112,4112
SANTA ROSA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,3,3
SANTA ROSA DEL SARA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,144,144
SANTIAGO DE CALLAPA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,27,27
SANTIAGO DE HUARI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,70,70
SANTIAGO DE HUATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,36,36
SANTIAGO DE MACHACA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,10,10
SANTIVAÑES,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,63,63
SANTUARIO DE QUILLACAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,15,15
SAPAHAQUI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,17,17
SENA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,123,123
SHINAOTA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,309,309
SICA SICA (VILLA AROMA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,59,59
SICAYA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,46,46
SIPE SIPE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,613,613
SOPACHUY,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,15,15
SORACACHI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,125,125
SORATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,67,67
SUCRE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,1809,1809
TACACHI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,7,7
TACACOMA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,11,11
TACOBAMBA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,96,96
TACOPAYA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,60,60
TAHUA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,12,12
TAPACARI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,265,265
TARABUCO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,128,128
TARACO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,39,39
TARATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,113,113
TARIJA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,1175,1175
TARVITA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,93,93
TEOPONTE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,1,1
TIAHUANACU,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,91,91
TINGUIPAYA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,150,150
TIPUANI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,35,35
TIQUIPAYA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,231,231
TIRAQUE (CBBA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,202,202
TITO YUPANQUI (PARQUIPUJIO),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,8,8
TOCO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,47,47
TODOS SANTOS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,3,3
TOLATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,48,48
TOLEDO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,33,33
TOMAVE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,74,74
TOMINA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,63,63
TORO TORO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,131,131
TOTORA(CBBA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,209,209
TOTORA(ORR),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,46,46
TRIGAL,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,7,7
TRINIDAD,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,217,217
TUPIZA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,410,410
TURCO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,39,39
UMALA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,59,59
UNCIA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,255,255
URIONDO (A. CONCEPCION),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,71,71
URUBICHA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,3,3
UYUNI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,200,200
VACAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,75,75
VALLEGRANDE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,159,159
VIACHA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,464,464
VILA VILA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,57,57
VILLA CHARCAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,142,142
VILLA MONTES,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,376,376
VILLA RIVERO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,84,84
VILLA SERRANO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,79,79
VILLA TUNARI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,1252,1252
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,94,94
VILLAZON,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,423,423
VINTO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,463,463
VITICHI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,74,74
WALDO BALLIVIAN,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,21,21
WARNES,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,170,170
YACO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,58,58
YACUIBA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,543,543
YAMPARAEZ,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,49,49
YAPACANI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,4,4
YOCALLA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,73,73
YOTALA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,76,76
YUNCHARA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,41,41
YUNGUYO DE LITORAL,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,3,3
ZUDAÑEZ,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-04-01,55,55
ACACIO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-05-01,30,30
ACHACACHI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-05-01,160,160
ACHOCALLA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-05-01,203,203
AIQUILE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-05-01,217,217
ALALAY,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-05-01,25,25
ALCALA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-05-01,24,24
