,group,variable,month,PERSONAS DE 21 A 59 AÑOS NUEVOS,PERSONAS DE 21 A 59 AÑOS NUEVOS,PERSONAS DE 21 A 59 AÑOS REPETIDOS,PERSONAS DE 21 A 59 AÑOS REPETIDOS,TOTALES,TOTALES,TOTALES
CONCEPCION,consulta externa,personas de 21 a 59 anos,2009-03-01,61,116,0,3,61,119,180
COPACABANA,consulta externa,personas de 21 a 59 anos,2009-03-01,106,214,1,1,107,215,322
CORIPATA,consulta externa,personas de 21 a 59 anos,2009-03-01,107,202,12,12,119,214,333
CORO CORO,consulta externa,personas de 21 a 59 anos,2009-03-01,41,88,1,4,42,92,134
COROICO,consulta externa,personas de 21 a 59 anos,2009-03-01,205,294,52,58,257,352,609
CORQUE,consulta externa,personas de 21 a 59 anos,2009-03-01,80,170,6,5,86,175,261
COTAGAITA,consulta externa,personas de 21 a 59 anos,2009-03-01,570,896,80,42,650,938,1588
COTOCA,consulta externa,personas de 21 a 59 anos,2009-03-01,268,612,18,22,286,634,920
CUATRO CAÑADAS,consulta externa,personas de 21 a 59 anos,2009-03-01,257,427,14,24,271,451,722
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 21 a 59 anos,2009-03-01,2,30,1,2,3,32,35
CUEVO,consulta externa,personas de 21 a 59 anos,2009-03-01,74,135,4,13,78,148,226
CULPINA,consulta externa,personas de 21 a 59 anos,2009-03-01,208,519,1,2,209,521,730
CURAHUARA DE CARANGAS,consulta externa,personas de 21 a 59 anos,2009-03-01,106,127,1,5,107,132,239
CURVA,consulta externa,personas de 21 a 59 anos,2009-03-01,22,48,1,0,23,48,71
DESAGUADERO,consulta externa,personas de 21 a 59 anos,2009-03-01,45,72,2,3,47,75,122
EL ALTO,consulta externa,personas de 21 a 59 anos,2009-03-01,6136,15798,3085,7738,9221,23536,32757
EL CHORO,consulta externa,personas de 21 a 59 anos,2009-03-01,62,89,1,3,63,92,155
EL PUENTE(STC),consulta externa,personas de 21 a 59 anos,2009-03-01,114,191,2,6,116,197,313
EL PUENTE(TJA),consulta externa,personas de 21 a 59 anos,2009-03-01,321,767,2,56,323,823,1146
EL TORNO,consulta externa,personas de 21 a 59 anos,2009-03-01,702,1449,171,229,873,1678,2551
EL VILLAR,consulta externa,personas de 21 a 59 anos,2009-03-01,94,221,8,19,102,240,342
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2009-03-01,238,271,26,4,264,275,539
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2009-03-01,820,1421,31,29,851,1450,2301
ESCARA,consulta externa,personas de 21 a 59 anos,2009-03-01,2,6,0,0,2,6,8
ESMERALDA,consulta externa,personas de 21 a 59 anos,2009-03-01,0,1,0,0,0,1,1
EUCALIPTUS,consulta externa,personas de 21 a 59 anos,2009-03-01,21,77,0,2,21,79,100
EUREKA (SANTOS MERCADO),consulta externa,personas de 21 a 59 anos,2009-03-01,14,28,2,14,16,42,58
EXALTACION,consulta externa,personas de 21 a 59 anos,2009-03-01,35,93,4,7,39,100,139
FERNANDEZ ALONSO,consulta externa,personas de 21 a 59 anos,2009-03-01,110,257,9,11,119,268,387
FILADELFIA,consulta externa,personas de 21 a 59 anos,2009-03-01,45,75,1,2,46,77,123
GENERAL SAAVEDRA,consulta externa,personas de 21 a 59 anos,2009-03-01,105,315,0,4,105,319,424
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 21 a 59 anos,2009-03-01,124,199,7,7,131,206,337
GUANAY,consulta externa,personas de 21 a 59 anos,2009-03-01,103,265,0,1,103,266,369
GUAQUI,consulta externa,personas de 21 a 59 anos,2009-03-01,33,77,4,4,37,81,118
GUAYARAMERIN,consulta externa,personas de 21 a 59 anos,2009-03-01,1376,2312,249,375,1625,2687,4312
GUTIERREZ,consulta externa,personas de 21 a 59 anos,2009-03-01,207,309,4,10,211,319,530
HUACARETA,consulta externa,personas de 21 a 59 anos,2009-03-01,159,253,15,29,174,282,456
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 21 a 59 anos,2009-03-01,50,111,1,12,51,123,174
HUACHACALLA,consulta externa,personas de 21 a 59 anos,2009-03-01,43,37,2,2,45,39,84
HUANUNI,consulta externa,personas de 21 a 59 anos,2009-03-01,422,522,206,174,628,696,1324
HUARACAJE,consulta externa,personas de 21 a 59 anos,2009-03-01,50,110,10,5,60,115,175
HUAYLLAMARCA,consulta externa,personas de 21 a 59 anos,2009-03-01,19,39,6,0,25,39,64
ICHOCA,consulta externa,personas de 21 a 59 anos,2009-03-01,33,74,0,4,33,78,111
ICLA,consulta externa,personas de 21 a 59 anos,2009-03-01,106,304,5,11,111,315,426
INCAHUASI,consulta externa,personas de 21 a 59 anos,2009-03-01,167,594,0,2,167,596,763
INGAVI (HUMAITA),consulta externa,personas de 21 a 59 anos,2009-03-01,28,42,1,3,29,45,74
INQUISIVI,consulta externa,personas de 21 a 59 anos,2009-03-01,79,130,6,4,85,134,219
IRUPANA (VILLA DE LANZA),consulta externa,personas de 21 a 59 anos,2009-03-01,185,344,8,16,193,360,553
IXIAMAS,consulta externa,personas de 21 a 59 anos,2009-03-01,112,98,0,3,112,101,213
JESUS DE MACHACA,consulta externa,personas de 21 a 59 anos,2009-03-01,95,349,9,55,104,404,508
LA ASUNTA,consulta externa,personas de 21 a 59 anos,2009-03-01,217,279,16,23,233,302,535
LA GUARDIA,consulta externa,personas de 21 a 59 anos,2009-03-01,421,944,59,127,480,1071,1551
LA PAZ,consulta externa,personas de 21 a 59 anos,2009-03-01,27550,37647,12819,29130,40369,66777,107146
LA RIVERA,consulta externa,personas de 21 a 59 anos,2009-03-01,5,9,1,0,6,9,15
LAGUNILLAS,consulta externa,personas de 21 a 59 anos,2009-03-01,102,177,19,10,121,187,308
LAJA,consulta externa,personas de 21 a 59 anos,2009-03-01,60,150,6,16,66,166,232
LAS CARRERAS,consulta externa,personas de 21 a 59 anos,2009-03-01,58,156,4,7,62,163,225
LICOMA PAMPA,consulta externa,personas de 21 a 59 anos,2009-03-01,21,52,6,1,27,53,80
LLALLAGUA,consulta externa,personas de 21 a 59 anos,2009-03-01,647,642,98,143,745,785,1530
LLICA,consulta externa,personas de 21 a 59 anos,2009-03-01,101,130,8,8,109,138,247
LORETO,consulta externa,personas de 21 a 59 anos,2009-03-01,51,100,3,3,54,103,157
LURIBAY,consulta externa,personas de 21 a 59 anos,2009-03-01,156,235,5,22,161,257,418
MACHACAMARCA,consulta externa,personas de 21 a 59 anos,2009-03-01,15,36,0,0,15,36,51
MACHARETI,consulta externa,personas de 21 a 59 anos,2009-03-01,181,343,2,33,183,376,559
MAGDALENA,consulta externa,personas de 21 a 59 anos,2009-03-01,96,244,36,92,132,336,468
MAIRANA,consulta externa,personas de 21 a 59 anos,2009-03-01,127,288,2,17,129,305,434
MALLA,consulta externa,personas de 21 a 59 anos,2009-03-01,60,47,0,0,60,47,107
MAPIRI,consulta externa,personas de 21 a 59 anos,2009-03-01,120,234,3,1,123,235,358
MECAPACA,consulta externa,personas de 21 a 59 anos,2009-03-01,106,231,9,15,115,246,361
MINEROS,consulta externa,personas de 21 a 59 anos,2009-03-01,82,225,0,7,82,232,314
MIZQUE,consulta externa,personas de 21 a 59 anos,2009-03-01,130,170,6,14,136,184,320
MOCOMOCO,consulta externa,personas de 21 a 59 anos,2009-03-01,157,196,17,12,174,208,382
MOJINETE,consulta externa,personas de 21 a 59 anos,2009-03-01,18,29,0,0,18,29,47
MOJOCOYA,consulta externa,personas de 21 a 59 anos,2009-03-01,69,259,5,90,74,349,423
MONTEAGUDO,consulta externa,personas de 21 a 59 anos,2009-03-01,824,1475,156,311,980,1786,2766
MONTERO,consulta externa,personas de 21 a 59 anos,2009-03-01,1017,2013,473,347,1490,2360,3850
MORO MORO,consulta externa,personas de 21 a 59 anos,2009-03-01,17,59,0,0,17,59,76
MOROCHATA,consulta externa,personas de 21 a 59 anos,2009-03-01,87,193,2,11,89,204,293
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 21 a 59 anos,2009-03-01,131,158,8,17,139,175,314
NAZACARA DE PACAJES,consulta externa,personas de 21 a 59 anos,2009-03-01,10,13,0,0,10,13,23
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 21 a 59 anos,2009-03-01,40,40,2,5,42,45,87
OCURI,consulta externa,personas de 21 a 59 anos,2009-03-01,170,341,3,8,173,349,522
OKINAWA,consulta externa,personas de 21 a 59 anos,2009-03-01,244,341,8,24,252,365,617
OMEREQUE,consulta externa,personas de 21 a 59 anos,2009-03-01,129,242,4,9,133,251,384
ORURO,consulta externa,personas de 21 a 59 anos,2009-03-01,6250,11168,1943,4703,8193,15871,24064
PADCAYA,consulta externa,personas de 21 a 59 anos,2009-03-01,637,1297,15,48,652,1345,1997
PADILLA,consulta externa,personas de 21 a 59 anos,2009-03-01,304,716,19,31,323,747,1070
PAILON,consulta externa,personas de 21 a 59 anos,2009-03-01,267,329,18,47,285,376,661
PALCA,consulta externa,personas de 21 a 59 anos,2009-03-01,55,128,7,5,62,133,195
PALOS BLANCOS,consulta externa,personas de 21 a 59 anos,2009-03-01,404,677,40,40,444,717,1161
PAMPA AULLAGAS,consulta externa,personas de 21 a 59 anos,2009-03-01,20,32,1,1,21,33,54
PAMPA GRANDE,consulta externa,personas de 21 a 59 anos,2009-03-01,92,192,8,11,100,203,303
PAPEL PAMPA,consulta externa,personas de 21 a 59 anos,2009-03-01,67,69,0,0,67,69,136
PASORAPA,consulta externa,personas de 21 a 59 anos,2009-03-01,48,109,0,1,48,110,158
PATACAMAYA,consulta externa,personas de 21 a 59 anos,2009-03-01,142,229,0,4,142,233,375
PAZÑA,consulta externa,personas de 21 a 59 anos,2009-03-01,57,65,9,14,66,79,145
PELECHUCO,consulta externa,personas de 21 a 59 anos,2009-03-01,103,86,42,2,145,88,233
POCOATA,consulta externa,personas de 21 a 59 anos,2009-03-01,190,373,5,1,195,374,569
POCONA,consulta externa,personas de 21 a 59 anos,2009-03-01,139,228,0,5,139,233,372
POJO (CBBA),consulta externa,personas de 21 a 59 anos,2009-03-01,38,103,0,5,38,108,146
POOPO,consulta externa,personas de 21 a 59 anos,2009-03-01,48,64,7,6,55,70,125
PORCO,consulta externa,personas de 21 a 59 anos,2009-03-01,62,135,1,3,63,138,201
POROMA,consulta externa,personas de 21 a 59 anos,2009-03-01,199,484,1,4,200,488,688
PORONGO,consulta externa,personas de 21 a 59 anos,2009-03-01,111,202,6,16,117,218,335
PORTACHUELO,consulta externa,personas de 21 a 59 anos,2009-03-01,281,461,35,27,316,488,804
PORVENIR,consulta externa,personas de 21 a 59 anos,2009-03-01,76,116,12,6,88,122,210
POSTRER VALLE,consulta externa,personas de 21 a 59 anos,2009-03-01,33,60,0,0,33,60,93
POTOSI,consulta externa,personas de 21 a 59 anos,2009-03-01,4418,8998,1954,3904,6372,12902,19274
PRESTO,consulta externa,personas de 21 a 59 anos,2009-03-01,126,281,0,4,126,285,411
PUCARA,consulta externa,personas de 21 a 59 anos,2009-03-01,25,60,0,3,25,63,88
PUCARANI,consulta externa,personas de 21 a 59 anos,2009-03-01,94,243,4,5,98,248,346
PUERTO ACOSTA,consulta externa,personas de 21 a 59 anos,2009-03-01,164,231,24,35,188,266,454
PUERTO CARABUCO,consulta externa,personas de 21 a 59 anos,2009-03-01,112,154,6,3,118,157,275
PUERTO GONZALO MORENO,consulta externa,personas de 21 a 59 anos,2009-03-01,41,96,25,8,66,104,170
PUERTO PEREZ,consulta externa,personas de 21 a 59 anos,2009-03-01,49,46,0,0,49,46,95
PUERTO QUIJARRO,consulta externa,personas de 21 a 59 anos,2009-03-01,371,416,16,19,387,435,822
PUERTO RICO,consulta externa,personas de 21 a 59 anos,2009-03-01,92,129,3,6,95,135,230
PUERTO SILES,consulta externa,personas de 21 a 59 anos,2009-03-01,31,57,3,8,34,65,99
PUERTO SUAREZ,consulta externa,personas de 21 a 59 anos,2009-03-01,230,428,15,42,245,470,715
PUERTO VILLARROEL,consulta externa,personas de 21 a 59 anos,2009-03-01,651,1095,46,187,697,1282,1979
PUNA,consulta externa,personas de 21 a 59 anos,2009-03-01,390,877,10,27,400,904,1304
PUNATA,consulta externa,personas de 21 a 59 anos,2009-03-01,233,864,94,271,327,1135,1462
QUIABAYA,consulta externa,personas de 21 a 59 anos,2009-03-01,23,54,2,0,25,54,79
QUILLACOLLO,consulta externa,personas de 21 a 59 anos,2009-03-01,777,1787,263,761,1040,2548,3588
QUIME,consulta externa,personas de 21 a 59 anos,2009-03-01,343,134,34,4,377,138,515
QUIRUSILLAS,consulta externa,personas de 21 a 59 anos,2009-03-01,27,52,2,2,29,54,83
RAVELO,consulta externa,personas de 21 a 59 anos,2009-03-01,179,431,0,5,179,436,615
REYES,consulta externa,personas de 21 a 59 anos,2009-03-01,234,322,59,84,293,406,699
RIBERALTA,consulta externa,personas de 21 a 59 anos,2009-03-01,1267,2750,328,822,1595,3572,5167
ROBORE,consulta externa,personas de 21 a 59 anos,2009-03-01,353,650,36,104,389,754,1143
RURRENABAQUE,consulta externa,personas de 21 a 59 anos,2009-03-01,201,416,94,111,295,527,822
SABAYA,consulta externa,personas de 21 a 59 anos,2009-03-01,61,65,3,0,64,65,129
SACABA,consulta externa,personas de 21 a 59 anos,2009-03-01,605,1404,214,424,819,1828,2647
SACABAMBA,consulta externa,personas de 21 a 59 anos,2009-03-01,12,35,3,3,15,38,53
SACACA,consulta externa,personas de 21 a 59 anos,2009-03-01,152,459,1,3,153,462,615
SAIPINA,consulta externa,personas de 21 a 59 anos,2009-03-01,33,100,3,4,36,104,140
SALINAS DE GARCI MENDOZA,consulta externa,personas de 21 a 59 anos,2009-03-01,103,163,0,0,103,163,266
SAMAIPATA,consulta externa,personas de 21 a 59 anos,2009-03-01,102,154,4,9,106,163,269
SAN AGUSTIN,consulta externa,personas de 21 a 59 anos,2009-03-01,28,98,1,4,29,102,131
SAN ANDRES,consulta externa,personas de 21 a 59 anos,2009-03-01,308,525,8,22,316,547,863
SAN ANDRES DE MACHACA,consulta externa,personas de 21 a 59 anos,2009-03-01,66,123,2,6,68,129,197
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 21 a 59 anos,2009-03-01,26,76,0,3,26,79,105
SAN ANTONIO DE LOMERIO,consulta externa,personas de 21 a 59 anos,2009-03-01,62,100,3,4,65,104,169
SAN BENITO,consulta externa,personas de 21 a 59 anos,2009-03-01,64,135,5,28,69,163,232
SAN BORJA,consulta externa,personas de 21 a 59 anos,2009-03-01,463,1016,29,175,492,1191,1683
SAN BUENA VENTURA,consulta externa,personas de 21 a 59 anos,2009-03-01,126,253,13,11,139,264,403
SAN CARLOS,consulta externa,personas de 21 a 59 anos,2009-03-01,136,482,10,109,146,591,737
SAN IGNACIO,consulta externa,personas de 21 a 59 anos,2009-03-01,313,716,7,27,320,743,1063
SAN IGNACIO DE VELASCO,consulta externa,personas de 21 a 59 anos,2009-03-01,576,1247,79,192,655,1439,2094
SAN JAVIER(BNI),consulta externa,personas de 21 a 59 anos,2009-03-01,57,122,8,5,65,127,192
SAN JAVIER(STC),consulta externa,personas de 21 a 59 anos,2009-03-01,111,163,15,13,126,176,302
SAN JOAQUIN,consulta externa,personas de 21 a 59 anos,2009-03-01,435,546,128,184,563,730,1293
SAN JOSE DE CHIQUITOS,consulta externa,personas de 21 a 59 anos,2009-03-01,311,504,46,79,357,583,940
SAN JUAN DE YAPACANI,consulta externa,personas de 21 a 59 anos,2009-03-01,209,346,35,71,244,417,661
SAN JULIAN,consulta externa,personas de 21 a 59 anos,2009-03-01,846,1313,21,152,867,1465,2332
SAN LORENZO(PND),consulta externa,personas de 21 a 59 anos,2009-03-01,16,28,0,0,16,28,44
SAN LORENZO(TJA),consulta externa,personas de 21 a 59 anos,2009-03-01,411,981,14,45,425,1026,1451
SAN LUCAS,consulta externa,personas de 21 a 59 anos,2009-03-01,404,1249,11,21,415,1270,1685
SAN MATIAS,consulta externa,personas de 21 a 59 anos,2009-03-01,90,197,1,5,91,202,293
SAN MIGUEL DE VELASCO,consulta externa,personas de 21 a 59 anos,2009-03-01,93,182,20,63,113,245,358
SAN PABLO DE LIPEZ,consulta externa,personas de 21 a 59 anos,2009-03-01,102,227,6,36,108,263,371
SAN PEDRO,consulta externa,personas de 21 a 59 anos,2009-03-01,406,568,21,41,427,609,1036
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 21 a 59 anos,2009-03-01,139,376,0,2,139,378,517
SAN PEDRO DE CURAHUARA,consulta externa,personas de 21 a 59 anos,2009-03-01,26,62,3,2,29,64,93
SAN PEDRO DE QUEMES,consulta externa,personas de 21 a 59 anos,2009-03-01,16,19,0,0,16,19,35
SAN PEDRO DE TIQUINA,consulta externa,personas de 21 a 59 anos,2009-03-01,23,38,3,4,26,42,68
SAN PEDRO(PND),consulta externa,personas de 21 a 59 anos,2009-03-01,53,85,0,0,53,85,138
SAN RAFAEL,consulta externa,personas de 21 a 59 anos,2009-03-01,73,140,1,3,74,143,217
SAN RAMON,consulta externa,personas de 21 a 59 anos,2009-03-01,130,290,17,193,147,483,630
SAN RAMON,consulta externa,personas de 21 a 59 anos,2009-03-01,53,65,20,18,73,83,156
SANTA ANA,consulta externa,personas de 21 a 59 anos,2009-03-01,154,316,35,139,189,455,644
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 21 a 59 anos,2009-03-01,21431,40928,6727,16504,28158,57432,85590
SANTA ROSA,consulta externa,personas de 21 a 59 anos,2009-03-01,179,361,3,2,182,363,545
SANTA ROSA DEL SARA,consulta externa,personas de 21 a 59 anos,2009-03-01,179,291,7,14,186,305,491
SANTIAGO DE CALLAPA,consulta externa,personas de 21 a 59 anos,2009-03-01,31,57,1,0,32,57,89
SANTIAGO DE HUARI,consulta externa,personas de 21 a 59 anos,2009-03-01,75,147,69,119,144,266,410
SANTIAGO DE MACHACA,consulta externa,personas de 21 a 59 anos,2009-03-01,14,38,0,1,14,39,53
SANTIVAÑES,consulta externa,personas de 21 a 59 anos,2009-03-01,28,64,2,2,30,66,96
SANTUARIO DE QUILLACAS,consulta externa,personas de 21 a 59 anos,2009-03-01,28,47,4,2,32,49,81
SAPAHAQUI,consulta externa,personas de 21 a 59 anos,2009-03-01,82,123,6,5,88,128,216
SENA,consulta externa,personas de 21 a 59 anos,2009-03-01,32,38,2,0,34,38,72
SICA SICA (VILLA AROMA),consulta externa,personas de 21 a 59 anos,2009-03-01,125,197,2,6,127,203,330
SICAYA,consulta externa,personas de 21 a 59 anos,2009-03-01,24,44,0,0,24,44,68
SIPE SIPE,consulta externa,personas de 21 a 59 anos,2009-03-01,44,187,3,37,47,224,271
SOPACHUY,consulta externa,personas de 21 a 59 anos,2009-03-01,110,296,0,0,110,296,406
SORACACHI,consulta externa,personas de 21 a 59 anos,2009-03-01,52,70,2,6,54,76,130
SORATA,consulta externa,personas de 21 a 59 anos,2009-03-01,140,268,5,5,145,273,418
SUCRE,consulta externa,personas de 21 a 59 anos,2009-03-01,8048,17612,2495,5930,10543,23542,34085
TACACHI,consulta externa,personas de 21 a 59 anos,2009-03-01,5,24,1,1,6,25,31
TACACOMA,consulta externa,personas de 21 a 59 anos,2009-03-01,83,94,6,1,89,95,184
TACOBAMBA,consulta externa,personas de 21 a 59 anos,2009-03-01,97,167,33,6,130,173,303
TACOPAYA,consulta externa,personas de 21 a 59 anos,2009-03-01,66,142,2,1,68,143,211
TAHUA,consulta externa,personas de 21 a 59 anos,2009-03-01,25,29,1,0,26,29,55
TAPACARI,consulta externa,personas de 21 a 59 anos,2009-03-01,154,418,6,24,160,442,602
TARABUCO,consulta externa,personas de 21 a 59 anos,2009-03-01,189,377,6,14,195,391,586
TARACO,consulta externa,personas de 21 a 59 anos,2009-03-01,30,86,3,0,33,86,119
TARATA,consulta externa,personas de 21 a 59 anos,2009-03-01,49,81,6,6,55,87,142
TARIJA,consulta externa,personas de 21 a 59 anos,2009-03-01,5835,12666,2481,5070,8316,17736,26052
TARVITA,consulta externa,personas de 21 a 59 anos,2009-03-01,203,549,2,4,205,553,758
TEOPONTE,consulta externa,personas de 21 a 59 anos,2009-03-01,59,112,0,5,59,117,176
TIAWANACU,consulta externa,personas de 21 a 59 anos,2009-03-01,55,134,5,6,60,140,200
TINGUIPAYA,consulta externa,personas de 21 a 59 anos,2009-03-01,161,413,0,2,161,415,576
TIPUANI,consulta externa,personas de 21 a 59 anos,2009-03-01,80,195,9,8,89,203,292
TIQUIPAYA,consulta externa,personas de 21 a 59 anos,2009-03-01,198,738,21,460,219,1198,1417
TIRAQUE (CBBA),consulta externa,personas de 21 a 59 anos,2009-03-01,290,788,23,196,313,984,1297
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 21 a 59 anos,2009-03-01,18,43,2,3,20,46,66
TOCO,consulta externa,personas de 21 a 59 anos,2009-03-01,19,59,0,3,19,62,81
TODOS SANTOS,consulta externa,personas de 21 a 59 anos,2009-03-01,13,13,6,4,19,17,36
TOLATA,consulta externa,personas de 21 a 59 anos,2009-03-01,30,73,0,0,30,73,103
TOLEDO,consulta externa,personas de 21 a 59 anos,2009-03-01,91,131,6,9,97,140,237
TOMAVE,consulta externa,personas de 21 a 59 anos,2009-03-01,167,292,9,8,176,300,476
TOMINA,consulta externa,personas de 21 a 59 anos,2009-03-01,193,369,4,9,197,378,575
TORO TORO,consulta externa,personas de 21 a 59 anos,2009-03-01,117,274,3,3,120,277,397
TOTORA(CBBA),consulta externa,personas de 21 a 59 anos,2009-03-01,57,47,0,2,57,49,106
TOTORA(ORR),consulta externa,personas de 21 a 59 anos,2009-03-01,58,89,1,1,59,90,149
TRIGAL,consulta externa,personas de 21 a 59 anos,2009-03-01,49,81,1,1,50,82,132
TRINIDAD,consulta externa,personas de 21 a 59 anos,2009-03-01,1214,2862,379,1110,1593,3972,5565
TUPIZA,consulta externa,personas de 21 a 59 anos,2009-03-01,1167,1776,107,131,1274,1907,3181
TURCO,consulta externa,personas de 21 a 59 anos,2009-03-01,83,115,5,4,88,119,207
UMALA,consulta externa,personas de 21 a 59 anos,2009-03-01,23,35,0,1,23,36,59
UNCIA,consulta externa,personas de 21 a 59 anos,2009-03-01,368,462,1,3,369,465,834
URIONDO (A. CONCEPCION),consulta externa,personas de 21 a 59 anos,2009-03-01,408,911,16,59,424,970,1394
URUBICHA,consulta externa,personas de 21 a 59 anos,2009-03-01,81,139,1,3,82,142,224
UYUNI,consulta externa,personas de 21 a 59 anos,2009-03-01,160,352,8,5,168,357,525
VACAS,consulta externa,personas de 21 a 59 anos,2009-03-01,65,143,5,14,70,157,227
VALLEGRANDE,consulta externa,personas de 21 a 59 anos,2009-03-01,185,494,101,280,286,774,1060
VIACHA,consulta externa,personas de 21 a 59 anos,2009-03-01,430,937,142,364,572,1301,1873
VILA VILA,consulta externa,personas de 21 a 59 anos,2009-03-01,13,63,2,1,15,64,79
VILLA MONTES,consulta externa,personas de 21 a 59 anos,2009-03-01,1109,1633,122,244,1231,1877,3108
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 21 a 59 anos,2009-03-01,29,57,2,4,31,61,92
VILLA RIVERO,consulta externa,personas de 21 a 59 anos,2009-03-01,23,44,4,4,27,48,75
VILLA SERRANO,consulta externa,personas de 21 a 59 anos,2009-03-01,160,383,1,4,161,387,548
VILLA TUNARI,consulta externa,personas de 21 a 59 anos,2009-03-01,850,1818,101,145,951,1963,2914
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 21 a 59 anos,2009-03-01,241,435,3,46,244,481,725
VILLAZON,consulta externa,personas de 21 a 59 anos,2009-03-01,817,1581,71,170,888,1751,2639
VINTO,consulta externa,personas de 21 a 59 anos,2009-03-01,211,374,63,139,274,513,787
VITICHI,consulta externa,personas de 21 a 59 anos,2009-03-01,139,336,6,9,145,345,490
WALDO BALLIVIAN,consulta externa,personas de 21 a 59 anos,2009-03-01,19,46,4,6,23,52,75
WARNES,consulta externa,personas de 21 a 59 anos,2009-03-01,371,686,76,212,447,898,1345
YACO,consulta externa,personas de 21 a 59 anos,2009-03-01,64,107,0,3,64,110,174
YACUIBA,consulta externa,personas de 21 a 59 anos,2009-03-01,2762,5071,472,1173,3234,6244,9478
YAMPARAEZ,consulta externa,personas de 21 a 59 anos,2009-03-01,128,181,10,8,138,189,327
YANACACHI,consulta externa,personas de 21 a 59 anos,2009-03-01,89,104,2,1,91,105,196
YAPACANI,consulta externa,personas de 21 a 59 anos,2009-03-01,372,521,25,58,397,579,976
YOCALLA,consulta externa,personas de 21 a 59 anos,2009-03-01,56,143,0,3,56,146,202
YOTALA,consulta externa,personas de 21 a 59 anos,2009-03-01,104,168,15,43,119,211,330
YUNCHARA,consulta externa,personas de 21 a 59 anos,2009-03-01,152,292,1,7,153,299,452
ZUDAÑEZ,consulta externa,personas de 21 a 59 anos,2009-03-01,116,238,2,4,118,242,360
ACACIO,consulta externa,personas de 21 a 59 anos,2009-04-01,66,139,0,1,66,140,206
ACHACACHI,consulta externa,personas de 21 a 59 anos,2009-04-01,289,497,48,71,337,568,905
ACHOCALLA,consulta externa,personas de 21 a 59 anos,2009-04-01,17,47,2,4,19,51,70
AIQUILE,consulta externa,personas de 21 a 59 anos,2009-04-01,185,383,20,42,205,425,630
ALALAY,consulta externa,personas de 21 a 59 anos,2009-04-01,17,23,0,0,17,23,40
ALCALA,consulta externa,personas de 21 a 59 anos,2009-04-01,66,172,4,3,70,175,245
ANCORAIMES,consulta externa,personas de 21 a 59 anos,2009-04-01,70,140,9,12,79,152,231
ANDAMARCA,consulta externa,personas de 21 a 59 anos,2009-04-01,54,71,4,8,58,79,137
ANTEQUERA,consulta externa,personas de 21 a 59 anos,2009-04-01,27,48,1,0,28,48,76
ANZALDO,consulta externa,personas de 21 a 59 anos,2009-04-01,43,63,0,5,43,68,111
APOLO,consulta externa,personas de 21 a 59 anos,2009-04-01,67,131,0,0,67,131,198
ARAMPAMPA,consulta externa,personas de 21 a 59 anos,2009-04-01,41,103,0,0,41,103,144
ARANI,consulta externa,personas de 21 a 59 anos,2009-04-01,35,76,0,1,35,77,112
ARBIETO,consulta externa,personas de 21 a 59 anos,2009-04-01,59,101,7,9,66,110,176
ARQUE,consulta externa,personas de 21 a 59 anos,2009-04-01,57,204,0,1,57,205,262
ASCENCION DE GUARAYOS,consulta externa,personas de 21 a 59 anos,2009-04-01,171,263,54,49,225,312,537
ATOCHA,consulta externa,personas de 21 a 59 anos,2009-04-01,94,282,14,12,108,294,402
AUCAPATA,consulta externa,personas de 21 a 59 anos,2009-04-01,67,62,1,6,68,68,136
AYATA,consulta externa,personas de 21 a 59 anos,2009-04-01,89,161,0,0,89,161,250
AYO AYO,consulta externa,personas de 21 a 59 anos,2009-04-01,36,74,4,1,40,75,115
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 21 a 59 anos,2009-04-01,265,480,13,10,278,490,768
AZURDUY,consulta externa,personas de 21 a 59 anos,2009-04-01,124,365,1,0,125,365,490
BATALLAS,consulta externa,personas de 21 a 59 anos,2009-04-01,92,129,2,3,94,132,226
BAURES,consulta externa,personas de 21 a 59 anos,2009-04-01,57,124,19,37,76,161,237
BELEN DE ANDAMARCA,consulta externa,personas de 21 a 59 anos,2009-04-01,25,24,2,1,27,25,52
BELEN DE URMIRI,consulta externa,personas de 21 a 59 anos,2009-04-01,32,63,0,5,32,68,100
BELLA FLOR,consulta externa,personas de 21 a 59 anos,2009-04-01,11,18,0,0,11,18,29
BERMEJO,consulta externa,personas de 21 a 59 anos,2009-04-01,1317,2240,115,249,1432,2489,3921
BETANZOS,consulta externa,personas de 21 a 59 anos,2009-04-01,413,746,32,73,445,819,1264
BOLIVAR,consulta externa,personas de 21 a 59 anos,2009-04-01,21,61,0,0,21,61,82
