,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVOS,PERSONAS DE 5 A 9 AÑOS NUEVOS,PERSONAS DE 5 A 9 AÑOS REPETIDOS,PERSONAS DE 5 A 9 AÑOS REPETIDOS,TOTALES,TOTALES,TOTALES
SANTA ROSA DEL SARA,consulta externa,personas de 5 a 9 anos,2009-03-01,56,56,1,2,57,58,115
SANTIAGO DE CALLAPA,consulta externa,personas de 5 a 9 anos,2009-03-01,6,7,0,0,6,7,13
SANTIAGO DE HUARI,consulta externa,personas de 5 a 9 anos,2009-03-01,32,20,6,10,38,30,68
SANTIAGO DE MACHACA,consulta externa,personas de 5 a 9 anos,2009-03-01,6,5,0,0,6,5,11
SANTIVAÑES,consulta externa,personas de 5 a 9 anos,2009-03-01,43,36,0,1,43,37,80
SANTUARIO DE QUILLACAS,consulta externa,personas de 5 a 9 anos,2009-03-01,8,2,0,0,8,2,10
SAPAHAQUI,consulta externa,personas de 5 a 9 anos,2009-03-01,25,9,1,0,26,9,35
SENA,consulta externa,personas de 5 a 9 anos,2009-03-01,9,13,0,0,9,13,22
SICA SICA (VILLA AROMA),consulta externa,personas de 5 a 9 anos,2009-03-01,30,15,0,0,30,15,45
SICAYA,consulta externa,personas de 5 a 9 anos,2009-03-01,12,8,0,1,12,9,21
SIPE SIPE,consulta externa,personas de 5 a 9 anos,2009-03-01,45,33,1,4,46,37,83
SOPACHUY,consulta externa,personas de 5 a 9 anos,2009-03-01,30,20,0,0,30,20,50
SORACACHI,consulta externa,personas de 5 a 9 anos,2009-03-01,15,10,7,6,22,16,38
SORATA,consulta externa,personas de 5 a 9 anos,2009-03-01,48,39,0,0,48,39,87
SUCRE,consulta externa,personas de 5 a 9 anos,2009-03-01,1758,1639,487,400,2245,2039,4284
TACACHI,consulta externa,personas de 5 a 9 anos,2009-03-01,1,1,0,0,1,1,2
TACACOMA,consulta externa,personas de 5 a 9 anos,2009-03-01,12,7,1,1,13,8,21
TACOBAMBA,consulta externa,personas de 5 a 9 anos,2009-03-01,22,13,0,0,22,13,35
TACOPAYA,consulta externa,personas de 5 a 9 anos,2009-03-01,23,12,0,2,23,14,37
TAHUA,consulta externa,personas de 5 a 9 anos,2009-03-01,2,4,0,0,2,4,6
TAPACARI,consulta externa,personas de 5 a 9 anos,2009-03-01,26,25,8,0,34,25,59
TARABUCO,consulta externa,personas de 5 a 9 anos,2009-03-01,50,50,0,0,50,50,100
TARACO,consulta externa,personas de 5 a 9 anos,2009-03-01,11,5,1,0,12,5,17
TARATA,consulta externa,personas de 5 a 9 anos,2009-03-01,36,29,4,2,40,31,71
TARIJA,consulta externa,personas de 5 a 9 anos,2009-03-01,1390,1286,232,355,1622,1641,3263
TARVITA,consulta externa,personas de 5 a 9 anos,2009-03-01,46,41,0,1,46,42,88
TEOPONTE,consulta externa,personas de 5 a 9 anos,2009-03-01,23,18,0,0,23,18,41
TIAWANACU,consulta externa,personas de 5 a 9 anos,2009-03-01,18,10,3,2,21,12,33
TINGUIPAYA,consulta externa,personas de 5 a 9 anos,2009-03-01,34,23,0,0,34,23,57
TIPUANI,consulta externa,personas de 5 a 9 anos,2009-03-01,21,25,0,0,21,25,46
TIQUIPAYA,consulta externa,personas de 5 a 9 anos,2009-03-01,163,145,15,24,178,169,347
TIRAQUE (CBBA),consulta externa,personas de 5 a 9 anos,2009-03-01,207,225,2,4,209,229,438
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 5 a 9 anos,2009-03-01,9,3,0,0,9,3,12
TOCO,consulta externa,personas de 5 a 9 anos,2009-03-01,15,8,0,0,15,8,23
TODOS SANTOS,consulta externa,personas de 5 a 9 anos,2009-03-01,2,1,0,0,2,1,3
TOLATA,consulta externa,personas de 5 a 9 anos,2009-03-01,23,23,1,0,24,23,47
TOLEDO,consulta externa,personas de 5 a 9 anos,2009-03-01,28,29,2,0,30,29,59
TOMAVE,consulta externa,personas de 5 a 9 anos,2009-03-01,34,38,0,0,34,38,72
TOMINA,consulta externa,personas de 5 a 9 anos,2009-03-01,41,49,1,1,42,50,92
TORO TORO,consulta externa,personas de 5 a 9 anos,2009-03-01,25,29,0,0,25,29,54
TOTORA(CBBA),consulta externa,personas de 5 a 9 anos,2009-03-01,26,8,0,1,26,9,35
TOTORA(ORR),consulta externa,personas de 5 a 9 anos,2009-03-01,21,20,0,0,21,20,41
TRIGAL,consulta externa,personas de 5 a 9 anos,2009-03-01,9,15,0,1,9,16,25
TRINIDAD,consulta externa,personas de 5 a 9 anos,2009-03-01,551,553,59,70,610,623,1233
TUPIZA,consulta externa,personas de 5 a 9 anos,2009-03-01,253,253,6,5,259,258,517
TURCO,consulta externa,personas de 5 a 9 anos,2009-03-01,16,7,0,0,16,7,23
UMALA,consulta externa,personas de 5 a 9 anos,2009-03-01,4,6,0,0,4,6,10
UNCIA,consulta externa,personas de 5 a 9 anos,2009-03-01,124,132,8,12,132,144,276
URIONDO (A. CONCEPCION),consulta externa,personas de 5 a 9 anos,2009-03-01,155,163,19,9,174,172,346
URUBICHA,consulta externa,personas de 5 a 9 anos,2009-03-01,40,34,0,0,40,34,74
UYUNI,consulta externa,personas de 5 a 9 anos,2009-03-01,83,78,0,0,83,78,161
VACAS,consulta externa,personas de 5 a 9 anos,2009-03-01,17,19,0,2,17,21,38
VALLEGRANDE,consulta externa,personas de 5 a 9 anos,2009-03-01,66,71,24,38,90,109,199
VIACHA,consulta externa,personas de 5 a 9 anos,2009-03-01,159,189,37,54,196,243,439
VILA VILA,consulta externa,personas de 5 a 9 anos,2009-03-01,11,6,0,1,11,7,18
VILLA MONTES,consulta externa,personas de 5 a 9 anos,2009-03-01,558,539,24,22,582,561,1143
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 5 a 9 anos,2009-03-01,7,4,0,0,7,4,11
VILLA RIVERO,consulta externa,personas de 5 a 9 anos,2009-03-01,16,16,2,3,18,19,37
VILLA SERRANO,consulta externa,personas de 5 a 9 anos,2009-03-01,32,23,0,0,32,23,55
VILLA TUNARI,consulta externa,personas de 5 a 9 anos,2009-03-01,257,251,11,14,268,265,533
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 5 a 9 anos,2009-03-01,47,61,1,0,48,61,109
VILLAZON,consulta externa,personas de 5 a 9 anos,2009-03-01,198,169,18,13,216,182,398
VINTO,consulta externa,personas de 5 a 9 anos,2009-03-01,116,116,10,11,126,127,253
VITICHI,consulta externa,personas de 5 a 9 anos,2009-03-01,20,26,2,0,22,26,48
WALDO BALLIVIAN,consulta externa,personas de 5 a 9 anos,2009-03-01,5,8,1,0,6,8,14
WARNES,consulta externa,personas de 5 a 9 anos,2009-03-01,289,310,13,8,302,318,620
YACO,consulta externa,personas de 5 a 9 anos,2009-03-01,22,15,1,0,23,15,38
YACUIBA,consulta externa,personas de 5 a 9 anos,2009-03-01,860,796,91,63,951,859,1810
YAMPARAEZ,consulta externa,personas de 5 a 9 anos,2009-03-01,21,15,1,1,22,16,38
YANACACHI,consulta externa,personas de 5 a 9 anos,2009-03-01,25,12,1,0,26,12,38
YAPACANI,consulta externa,personas de 5 a 9 anos,2009-03-01,127,124,2,17,129,141,270
YOCALLA,consulta externa,personas de 5 a 9 anos,2009-03-01,46,34,0,0,46,34,80
YOTALA,consulta externa,personas de 5 a 9 anos,2009-03-01,27,41,1,1,28,42,70
YUNCHARA,consulta externa,personas de 5 a 9 anos,2009-03-01,48,51,0,0,48,51,99
ZUDAÑEZ,consulta externa,personas de 5 a 9 anos,2009-03-01,17,30,0,2,17,32,49
ACACIO,consulta externa,personas de 5 a 9 anos,2009-04-01,30,38,0,0,30,38,68
ACHACACHI,consulta externa,personas de 5 a 9 anos,2009-04-01,80,58,5,13,85,71,156
ACHOCALLA,consulta externa,personas de 5 a 9 anos,2009-04-01,16,18,0,0,16,18,34
AIQUILE,consulta externa,personas de 5 a 9 anos,2009-04-01,66,62,3,3,69,65,134
ALALAY,consulta externa,personas de 5 a 9 anos,2009-04-01,2,5,0,0,2,5,7
ALCALA,consulta externa,personas de 5 a 9 anos,2009-04-01,29,24,0,0,29,24,53
ANCORAIMES,consulta externa,personas de 5 a 9 anos,2009-04-01,15,12,1,1,16,13,29
ANDAMARCA,consulta externa,personas de 5 a 9 anos,2009-04-01,12,14,0,3,12,17,29
ANTEQUERA,consulta externa,personas de 5 a 9 anos,2009-04-01,44,43,0,0,44,43,87
ANZALDO,consulta externa,personas de 5 a 9 anos,2009-04-01,22,39,0,1,22,40,62
APOLO,consulta externa,personas de 5 a 9 anos,2009-04-01,37,48,0,0,37,48,85
ARAMPAMPA,consulta externa,personas de 5 a 9 anos,2009-04-01,5,5,0,0,5,5,10
ARANI,consulta externa,personas de 5 a 9 anos,2009-04-01,16,25,1,0,17,25,42
ARBIETO,consulta externa,personas de 5 a 9 anos,2009-04-01,33,35,1,2,34,37,71
ARQUE,consulta externa,personas de 5 a 9 anos,2009-04-01,24,19,0,0,24,19,43
ASCENCION DE GUARAYOS,consulta externa,personas de 5 a 9 anos,2009-04-01,48,60,18,7,66,67,133
ATOCHA,consulta externa,personas de 5 a 9 anos,2009-04-01,33,30,2,3,35,33,68
AUCAPATA,consulta externa,personas de 5 a 9 anos,2009-04-01,20,23,0,0,20,23,43
AYATA,consulta externa,personas de 5 a 9 anos,2009-04-01,23,29,0,0,23,29,52
AYO AYO,consulta externa,personas de 5 a 9 anos,2009-04-01,12,4,0,0,12,4,16
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 5 a 9 anos,2009-04-01,57,56,0,3,57,59,116
AZURDUY,consulta externa,personas de 5 a 9 anos,2009-04-01,37,43,19,0,56,43,99
BATALLAS,consulta externa,personas de 5 a 9 anos,2009-04-01,28,18,0,0,28,18,46
BAURES,consulta externa,personas de 5 a 9 anos,2009-04-01,17,18,0,0,17,18,35
BELEN DE ANDAMARCA,consulta externa,personas de 5 a 9 anos,2009-04-01,8,4,0,0,8,4,12
BELEN DE URMIRI,consulta externa,personas de 5 a 9 anos,2009-04-01,6,10,1,0,7,10,17
BELLA FLOR,consulta externa,personas de 5 a 9 anos,2009-04-01,7,4,0,2,7,6,13
BERMEJO,consulta externa,personas de 5 a 9 anos,2009-04-01,326,297,34,24,360,321,681
BETANZOS,consulta externa,personas de 5 a 9 anos,2009-04-01,120,118,4,3,124,121,245
BOLIVAR,consulta externa,personas de 5 a 9 anos,2009-04-01,17,15,0,0,17,15,32
BOLPEBRA,consulta externa,personas de 5 a 9 anos,2009-04-01,10,9,1,1,11,10,21
BOYUIBE,consulta externa,personas de 5 a 9 anos,2009-04-01,34,30,2,5,36,35,71
BUENA VISTA,consulta externa,personas de 5 a 9 anos,2009-04-01,86,75,0,0,86,75,161
CABEZAS,consulta externa,personas de 5 a 9 anos,2009-04-01,91,102,2,1,93,103,196
CAIROMA,consulta externa,personas de 5 a 9 anos,2009-04-01,35,28,2,0,37,28,65
"CAIZA ""D""",consulta externa,personas de 5 a 9 anos,2009-04-01,48,44,1,0,49,44,93
CAJUATA,consulta externa,personas de 5 a 9 anos,2009-04-01,49,41,0,0,49,41,90
CALACOTO,consulta externa,personas de 5 a 9 anos,2009-04-01,14,19,0,0,14,19,33
CALAMARCA,consulta externa,personas de 5 a 9 anos,2009-04-01,25,22,1,9,26,31,57
CAMARGO,consulta externa,personas de 5 a 9 anos,2009-04-01,54,70,0,0,54,70,124
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 5 a 9 anos,2009-04-01,11,14,0,2,11,16,27
CAMIRI,consulta externa,personas de 5 a 9 anos,2009-04-01,309,276,16,12,325,288,613
CAPINOTA,consulta externa,personas de 5 a 9 anos,2009-04-01,56,63,10,10,66,73,139
CAQUIAVIRI,consulta externa,personas de 5 a 9 anos,2009-04-01,15,12,0,0,15,12,27
CARACOLLO,consulta externa,personas de 5 a 9 anos,2009-04-01,45,61,0,0,45,61,106
CARANAVI,consulta externa,personas de 5 a 9 anos,2009-04-01,187,169,1,2,188,171,359
CARANGAS,consulta externa,personas de 5 a 9 anos,2009-04-01,4,4,0,2,4,6,10
CARAPARI,consulta externa,personas de 5 a 9 anos,2009-04-01,150,198,1,1,151,199,350
CARIPUYO,consulta externa,personas de 5 a 9 anos,2009-04-01,17,16,0,0,17,16,33
CARMEN RIVERO TORREZ,consulta externa,personas de 5 a 9 anos,2009-04-01,18,11,2,4,20,15,35
CATACORA,consulta externa,personas de 5 a 9 anos,2009-04-01,4,2,1,0,5,2,7
CHACARILLA,consulta externa,personas de 5 a 9 anos,2009-04-01,2,1,0,0,2,1,3
CHALLAPATA,consulta externa,personas de 5 a 9 anos,2009-04-01,81,66,3,0,84,66,150
CHAQUI,consulta externa,personas de 5 a 9 anos,2009-04-01,12,14,0,0,12,14,26
CHARAGUA,consulta externa,personas de 5 a 9 anos,2009-04-01,74,80,1,0,75,80,155
CHARAÑA,consulta externa,personas de 5 a 9 anos,2009-04-01,9,6,0,0,9,6,15
CHAYANTA,consulta externa,personas de 5 a 9 anos,2009-04-01,61,44,2,0,63,44,107
CHIMORE,consulta externa,personas de 5 a 9 anos,2009-04-01,86,63,1,2,87,65,152
CHIPAYA,consulta externa,personas de 5 a 9 anos,2009-04-01,1,3,0,0,1,3,4
CHOQUE COTA,consulta externa,personas de 5 a 9 anos,2009-04-01,17,23,0,2,17,25,42
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 5 a 9 anos,2009-04-01,58,65,7,2,65,67,132
CHUMA,consulta externa,personas de 5 a 9 anos,2009-04-01,35,31,0,0,35,31,66
CLIZA,consulta externa,personas de 5 a 9 anos,2009-04-01,39,36,9,10,48,46,94
COBIJA,consulta externa,personas de 5 a 9 anos,2009-04-01,215,144,17,13,232,157,389
COCHABAMBA,consulta externa,personas de 5 a 9 anos,2009-04-01,3851,3644,2169,1844,6020,5488,11508
COIPASA,consulta externa,personas de 5 a 9 anos,2009-04-01,9,5,0,0,9,5,14
COLCAPIRHUA,consulta externa,personas de 5 a 9 anos,2009-04-01,100,94,69,51,169,145,314
"COLCHA ""K""",consulta externa,personas de 5 a 9 anos,2009-04-01,4,1,0,0,4,1,5
COLLANA,consulta externa,personas de 5 a 9 anos,2009-04-01,3,5,0,0,3,5,8
COLOMI,consulta externa,personas de 5 a 9 anos,2009-04-01,24,17,3,1,27,18,45
COLPA BELGICA,consulta externa,personas de 5 a 9 anos,2009-04-01,87,31,15,12,102,43,145
COLQUECHACA,consulta externa,personas de 5 a 9 anos,2009-04-01,58,49,0,0,58,49,107
COLQUENCHA,consulta externa,personas de 5 a 9 anos,2009-04-01,38,41,1,1,39,42,81
COLQUIRI,consulta externa,personas de 5 a 9 anos,2009-04-01,36,34,1,1,37,35,72
COMANCHE,consulta externa,personas de 5 a 9 anos,2009-04-01,13,7,0,0,13,7,20
COMARAPA,consulta externa,personas de 5 a 9 anos,2009-04-01,80,81,2,5,82,86,168
COMBAYA,consulta externa,personas de 5 a 9 anos,2009-04-01,10,11,0,1,10,12,22
CONCEPCION,consulta externa,personas de 5 a 9 anos,2009-04-01,28,17,0,0,28,17,45
COPACABANA,consulta externa,personas de 5 a 9 anos,2009-04-01,33,13,1,0,34,13,47
CORIPATA,consulta externa,personas de 5 a 9 anos,2009-04-01,59,52,5,0,64,52,116
CORO CORO,consulta externa,personas de 5 a 9 anos,2009-04-01,17,8,0,0,17,8,25
COROICO,consulta externa,personas de 5 a 9 anos,2009-04-01,52,45,8,5,60,50,110
CORQUE,consulta externa,personas de 5 a 9 anos,2009-04-01,24,28,2,4,26,32,58
COTAGAITA,consulta externa,personas de 5 a 9 anos,2009-04-01,173,167,4,12,177,179,356
COTOCA,consulta externa,personas de 5 a 9 anos,2009-04-01,199,163,5,3,204,166,370
CUATRO CAÑADAS,consulta externa,personas de 5 a 9 anos,2009-04-01,100,71,5,4,105,75,180
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 5 a 9 anos,2009-04-01,6,2,0,8,6,10,16
CUEVO,consulta externa,personas de 5 a 9 anos,2009-04-01,30,33,1,2,31,35,66
CULPINA,consulta externa,personas de 5 a 9 anos,2009-04-01,57,49,0,0,57,49,106
CURAHUARA DE CARANGAS,consulta externa,personas de 5 a 9 anos,2009-04-01,27,22,0,2,27,24,51
CURVA,consulta externa,personas de 5 a 9 anos,2009-04-01,3,0,0,0,3,0,3
DESAGUADERO,consulta externa,personas de 5 a 9 anos,2009-04-01,9,4,0,0,9,4,13
EL ALTO,consulta externa,personas de 5 a 9 anos,2009-04-01,3641,4022,689,710,4330,4732,9062
EL CHORO,consulta externa,personas de 5 a 9 anos,2009-04-01,16,13,0,0,16,13,29
EL PUENTE(STC),consulta externa,personas de 5 a 9 anos,2009-04-01,31,32,0,0,31,32,63
EL PUENTE(TJA),consulta externa,personas de 5 a 9 anos,2009-04-01,99,98,0,1,99,99,198
EL TORNO,consulta externa,personas de 5 a 9 anos,2009-04-01,204,212,17,14,221,226,447
EL VILLAR,consulta externa,personas de 5 a 9 anos,2009-04-01,26,18,0,0,26,18,44
ENTRE RIOS,consulta externa,personas de 5 a 9 anos,2009-04-01,72,54,3,1,75,55,130
ENTRE RIOS,consulta externa,personas de 5 a 9 anos,2009-04-01,226,284,5,1,231,285,516
ESCARA,consulta externa,personas de 5 a 9 anos,2009-04-01,1,1,0,0,1,1,2
ESMERALDA,consulta externa,personas de 5 a 9 anos,2009-04-01,8,3,0,0,8,3,11
EUCALIPTUS,consulta externa,personas de 5 a 9 anos,2009-04-01,22,6,1,1,23,7,30
EUREKA (SANTOS MERCADO),consulta externa,personas de 5 a 9 anos,2009-04-01,3,5,0,0,3,5,8
EXALTACION,consulta externa,personas de 5 a 9 anos,2009-04-01,21,21,2,2,23,23,46
FERNANDEZ ALONSO,consulta externa,personas de 5 a 9 anos,2009-04-01,41,34,1,3,42,37,79
FILADELFIA,consulta externa,personas de 5 a 9 anos,2009-04-01,16,12,2,2,18,14,32
GENERAL SAAVEDRA,consulta externa,personas de 5 a 9 anos,2009-04-01,63,49,2,0,65,49,114
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 5 a 9 anos,2009-04-01,41,48,1,1,42,49,91
GUANAY,consulta externa,personas de 5 a 9 anos,2009-04-01,28,14,1,0,29,14,43
GUAQUI,consulta externa,personas de 5 a 9 anos,2009-04-01,24,21,1,1,25,22,47
GUAYARAMERIN,consulta externa,personas de 5 a 9 anos,2009-04-01,300,253,73,37,373,290,663
GUTIERREZ,consulta externa,personas de 5 a 9 anos,2009-04-01,60,75,1,0,61,75,136
HUACARETA,consulta externa,personas de 5 a 9 anos,2009-04-01,47,54,7,8,54,62,116
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 5 a 9 anos,2009-04-01,40,45,0,3,40,48,88
HUACHACALLA,consulta externa,personas de 5 a 9 anos,2009-04-01,15,18,0,0,15,18,33
HUANUNI,consulta externa,personas de 5 a 9 anos,2009-04-01,145,149,7,12,152,161,313
HUARACAJE,consulta externa,personas de 5 a 9 anos,2009-04-01,22,25,3,0,25,25,50
HUAYLLAMARCA,consulta externa,personas de 5 a 9 anos,2009-04-01,18,10,1,1,19,11,30
ICHOCA,consulta externa,personas de 5 a 9 anos,2009-04-01,5,5,0,1,5,6,11
ICLA,consulta externa,personas de 5 a 9 anos,2009-04-01,30,27,0,0,30,27,57
INCAHUASI,consulta externa,personas de 5 a 9 anos,2009-04-01,57,47,0,0,57,47,104
INGAVI (HUMAITA),consulta externa,personas de 5 a 9 anos,2009-04-01,3,8,0,0,3,8,11
INQUISIVI,consulta externa,personas de 5 a 9 anos,2009-04-01,36,32,0,0,36,32,68
IRUPANA (VILLA DE LANZA),consulta externa,personas de 5 a 9 anos,2009-04-01,61,51,6,0,67,51,118
IXIAMAS,consulta externa,personas de 5 a 9 anos,2009-04-01,48,36,6,2,54,38,92
JESUS DE MACHACA,consulta externa,personas de 5 a 9 anos,2009-04-01,33,18,0,0,33,18,51
LA ASUNTA,consulta externa,personas de 5 a 9 anos,2009-04-01,67,67,0,0,67,67,134
LA GUARDIA,consulta externa,personas de 5 a 9 anos,2009-04-01,169,152,18,19,187,171,358
LA PAZ,consulta externa,personas de 5 a 9 anos,2009-04-01,4417,4477,1670,1847,6087,6324,12411
LA RIVERA,consulta externa,personas de 5 a 9 anos,2009-04-01,2,4,0,0,2,4,6
LAGUNILLAS,consulta externa,personas de 5 a 9 anos,2009-04-01,40,46,1,0,41,46,87
LAJA,consulta externa,personas de 5 a 9 anos,2009-04-01,18,22,0,1,18,23,41
LAS CARRERAS,consulta externa,personas de 5 a 9 anos,2009-04-01,13,14,1,0,14,14,28
LICOMA PAMPA,consulta externa,personas de 5 a 9 anos,2009-04-01,18,18,0,1,18,19,37
LLALLAGUA,consulta externa,personas de 5 a 9 anos,2009-04-01,105,92,7,8,112,100,212
LLICA,consulta externa,personas de 5 a 9 anos,2009-04-01,7,7,0,0,7,7,14
LORETO,consulta externa,personas de 5 a 9 anos,2009-04-01,27,25,1,0,28,25,53
LURIBAY,consulta externa,personas de 5 a 9 anos,2009-04-01,45,32,6,1,51,33,84
MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2009-04-01,26,25,1,1,27,26,53
MACHARETI,consulta externa,personas de 5 a 9 anos,2009-04-01,64,110,1,2,65,112,177
MAGDALENA,consulta externa,personas de 5 a 9 anos,2009-04-01,48,67,6,9,54,76,130
MAIRANA,consulta externa,personas de 5 a 9 anos,2009-04-01,36,29,1,1,37,30,67
MALLA,consulta externa,personas de 5 a 9 anos,2009-04-01,41,21,2,1,43,22,65
MAPIRI,consulta externa,personas de 5 a 9 anos,2009-04-01,43,49,0,0,43,49,92
MECAPACA,consulta externa,personas de 5 a 9 anos,2009-04-01,42,47,3,2,45,49,94
MINEROS,consulta externa,personas de 5 a 9 anos,2009-04-01,20,12,0,0,20,12,32
MIZQUE,consulta externa,personas de 5 a 9 anos,2009-04-01,31,34,3,3,34,37,71
MOCOMOCO,consulta externa,personas de 5 a 9 anos,2009-04-01,27,22,1,0,28,22,50
MOJINETE,consulta externa,personas de 5 a 9 anos,2009-04-01,2,5,0,0,2,5,7
MOJOCOYA,consulta externa,personas de 5 a 9 anos,2009-04-01,16,15,0,0,16,15,31
MONTEAGUDO,consulta externa,personas de 5 a 9 anos,2009-04-01,249,257,39,46,288,303,591
MONTERO,consulta externa,personas de 5 a 9 anos,2009-04-01,559,511,102,112,661,623,1284
MORO MORO,consulta externa,personas de 5 a 9 anos,2009-04-01,6,14,0,0,6,14,20
MOROCHATA,consulta externa,personas de 5 a 9 anos,2009-04-01,37,36,0,0,37,36,73
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 5 a 9 anos,2009-04-01,35,58,2,7,37,65,102
NAZACARA DE PACAJES,consulta externa,personas de 5 a 9 anos,2009-04-01,2,0,0,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 5 a 9 anos,2009-04-01,41,27,17,0,58,27,85
OCURI,consulta externa,personas de 5 a 9 anos,2009-04-01,64,51,0,1,64,52,116
OKINAWA,consulta externa,personas de 5 a 9 anos,2009-04-01,39,40,2,4,41,44,85
OMEREQUE,consulta externa,personas de 5 a 9 anos,2009-04-01,19,17,0,5,19,22,41
ORURO,consulta externa,personas de 5 a 9 anos,2009-04-01,1711,1532,314,253,2025,1785,3810
PADCAYA,consulta externa,personas de 5 a 9 anos,2009-04-01,313,343,4,0,317,343,660
PADILLA,consulta externa,personas de 5 a 9 anos,2009-04-01,61,47,1,2,62,49,111
PAILON,consulta externa,personas de 5 a 9 anos,2009-04-01,50,59,3,0,53,59,112
PALCA,consulta externa,personas de 5 a 9 anos,2009-04-01,19,10,5,0,24,10,34
PALOS BLANCOS,consulta externa,personas de 5 a 9 anos,2009-04-01,129,112,6,4,135,116,251
PAMPA AULLAGAS,consulta externa,personas de 5 a 9 anos,2009-04-01,14,14,0,0,14,14,28
PAMPA GRANDE,consulta externa,personas de 5 a 9 anos,2009-04-01,43,31,7,5,50,36,86
PAPEL PAMPA,consulta externa,personas de 5 a 9 anos,2009-04-01,24,19,0,0,24,19,43
PASORAPA,consulta externa,personas de 5 a 9 anos,2009-04-01,30,23,0,0,30,23,53
PATACAMAYA,consulta externa,personas de 5 a 9 anos,2009-04-01,23,27,1,0,24,27,51
PAZÑA,consulta externa,personas de 5 a 9 anos,2009-04-01,18,19,2,0,20,19,39
PELECHUCO,consulta externa,personas de 5 a 9 anos,2009-04-01,17,19,1,0,18,19,37
POCOATA,consulta externa,personas de 5 a 9 anos,2009-04-01,23,21,0,0,23,21,44
POCONA,consulta externa,personas de 5 a 9 anos,2009-04-01,37,27,1,0,38,27,65
POJO (CBBA),consulta externa,personas de 5 a 9 anos,2009-04-01,22,20,0,1,22,21,43
POOPO,consulta externa,personas de 5 a 9 anos,2009-04-01,18,14,1,1,19,15,34
PORCO,consulta externa,personas de 5 a 9 anos,2009-04-01,33,28,0,1,33,29,62
POROMA,consulta externa,personas de 5 a 9 anos,2009-04-01,42,56,0,1,42,57,99
PORONGO,consulta externa,personas de 5 a 9 anos,2009-04-01,44,96,2,4,46,100,146
PORTACHUELO,consulta externa,personas de 5 a 9 anos,2009-04-01,109,93,14,13,123,106,229
PORVENIR,consulta externa,personas de 5 a 9 anos,2009-04-01,77,61,4,0,81,61,142
POSTRER VALLE,consulta externa,personas de 5 a 9 anos,2009-04-01,9,8,0,0,9,8,17
POTOSI,consulta externa,personas de 5 a 9 anos,2009-04-01,747,665,408,373,1155,1038,2193
PRESTO,consulta externa,personas de 5 a 9 anos,2009-04-01,25,29,0,1,25,30,55
PUCARA,consulta externa,personas de 5 a 9 anos,2009-04-01,4,8,1,0,5,8,13
PUCARANI,consulta externa,personas de 5 a 9 anos,2009-04-01,47,53,1,2,48,55,103
PUERTO ACOSTA,consulta externa,personas de 5 a 9 anos,2009-04-01,24,23,1,0,25,23,48
PUERTO CARABUCO,consulta externa,personas de 5 a 9 anos,2009-04-01,17,10,0,0,17,10,27
PUERTO GONZALO MORENO,consulta externa,personas de 5 a 9 anos,2009-04-01,21,26,0,1,21,27,48
PUERTO PEREZ,consulta externa,personas de 5 a 9 anos,2009-04-01,12,7,0,0,12,7,19
PUERTO QUIJARRO,consulta externa,personas de 5 a 9 anos,2009-04-01,38,42,0,0,38,42,80
PUERTO RICO,consulta externa,personas de 5 a 9 anos,2009-04-01,48,57,1,9,49,66,115
PUERTO SILES,consulta externa,personas de 5 a 9 anos,2009-04-01,16,15,2,1,18,16,34
PUERTO SUAREZ,consulta externa,personas de 5 a 9 anos,2009-04-01,88,98,15,16,103,114,217
PUERTO VILLARROEL,consulta externa,personas de 5 a 9 anos,2009-04-01,256,249,10,7,266,256,522
PUNA,consulta externa,personas de 5 a 9 anos,2009-04-01,110,81,3,1,113,82,195
PUNATA,consulta externa,personas de 5 a 9 anos,2009-04-01,77,64,13,15,90,79,169
QUIABAYA,consulta externa,personas de 5 a 9 anos,2009-04-01,2,2,0,0,2,2,4
QUILLACOLLO,consulta externa,personas de 5 a 9 anos,2009-04-01,336,295,73,64,409,359,768
QUIME,consulta externa,personas de 5 a 9 anos,2009-04-01,30,25,0,0,30,25,55
QUIRUSILLAS,consulta externa,personas de 5 a 9 anos,2009-04-01,23,30,0,1,23,31,54
RAVELO,consulta externa,personas de 5 a 9 anos,2009-04-01,40,26,0,0,40,26,66
REYES,consulta externa,personas de 5 a 9 anos,2009-04-01,124,121,5,5,129,126,255
RIBERALTA,consulta externa,personas de 5 a 9 anos,2009-04-01,327,307,12,10,339,317,656
ROBORE,consulta externa,personas de 5 a 9 anos,2009-04-01,75,76,5,8,80,84,164
RURRENABAQUE,consulta externa,personas de 5 a 9 anos,2009-04-01,52,66,3,3,55,69,124
