municipality,group,variable,month,AQV femenino,TOTAL
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,1,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,8,8
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,14,14
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,3,3
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,5,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,36,36
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,42,42
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,1,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,28,28
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,1,1
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,5,5
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,2,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,7,7
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,18,18
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,1,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,10,10
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,4,4
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,1,1
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,2,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,1,1
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,1,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,7,7
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,1,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,2,2
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,2,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,1,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,15,15
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,65,65
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,1,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,4,4
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,3,3
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,2,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,2,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,30,30
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,3,3
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,10,10
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,19,19
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,4,4
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,8,8
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,1,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,1,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,13,13
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,10,10
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,19,19
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,5,5
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,2,2
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,1,1
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,2,2
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,3,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,11,11
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,2,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,5,5
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,3,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,1,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,3,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,17,17
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,3,3
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,7,7
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,1,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,1,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,28,28
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,2,2
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,1,1
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,3,3
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,4,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,49,49
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,2,2
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,6,6
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,39,39
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,3,3
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,30,30
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,23,23
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,2,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,7,7
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,4,4
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,13,13
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,3,3
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-06-01,1,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,1,1
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,24,24
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,4,4
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,1,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,2,2
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,2,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,1,1
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,2,2
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,2,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,10,10
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,64,64
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,2,2
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,1,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,7,7
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,15,15
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,2,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,10,10
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,7,7
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,5,5
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,1,1
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,5,5
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,6,6
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,7,7
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,4,4
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,6,6
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,8,8
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,12,12
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,3,3
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,2,2
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,6,6
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,11,11
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,1,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,3,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,5,5
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,1,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,7,7
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,1,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,3,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,14,14
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,2,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,5,5
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,2,2
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,2,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,5,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,33,33
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,2,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,49,49
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,3,3
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,26,26
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,2,2
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,3,3
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,24,24
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,5,5
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,6,6
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,3,3
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,6,6
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-07-01,3,3
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,4,4
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,3,3
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,5,5
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,2,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,4,4
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,4,4
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,8,8
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,3,3
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,14,14
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,65,65
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,6,6
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,7,7
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,1,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,19,19
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,2,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,8,8
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,7,7
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,9,9
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,17,17
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,2,2
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,4,4
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,8,8
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,7,7
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,2,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,10,10
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,12,12
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,1,1
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,9,9
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,22,22
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,4,4
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,6,6
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,4,4
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,12,12
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,5,5
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,14,14
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,2,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,26,26
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,1,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,4,4
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,7,7
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,2,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,4,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,121,121
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,3,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,33,33
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,7,7
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,7,7
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,4,4
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,6,6
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,12,12
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,4,4
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,1,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,1,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,5,5
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-08-01,5,5
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,3,3
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,2,2
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,2,2
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,3,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,2,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,7,7
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,3,3
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,20,20
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,70,70
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,3,3
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,2,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,19,19
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,6,6
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,2,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,34,34
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,8,8
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,1,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,8,8
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,14,14
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,4,4
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,21,21
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,6,6
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,4,4
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,12,12
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,2,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,2,2
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,6,6
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,13,13
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,6,6
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,1,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,3,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,13,13
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,1,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,4,4
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,1,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,3,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,11,11
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,3,3
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,1,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,3,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,53,53
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,1,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,6,6
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,1,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,35,35
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,3,3
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,39,39
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,20,20
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,2,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,7,7
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,4,4
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,9,9
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,20,20
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,5,5
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-09-01,4,4
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-10-01,4,4
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-10-01,2,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-10-01,12,12
