municipality,group,variable,month,Adultos(as) mayores de 60 años que reciben Complemento Nutricional,TOTAL
SENA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,98,98
SHINAOTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,482,482
SICA SICA (VILLA AROMA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,406,406
SICAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,273,273
SIPE SIPE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,1317,1317
SOPACHUY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,165,165
SORACACHI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,774,774
SORATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,776,776
SUCRE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,2275,2275
TACACHI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,81,81
TACACOMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,50,50
TACOBAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,508,508
TACOPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,855,855
TAHUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,84,84
TAPACARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,1669,1669
TARABUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,757,757
TARACO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,223,223
TARATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,281,281
TARIJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,1911,1911
TARVITA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,37,37
TEOPONTE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,43,43
TIAHUANACU,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,377,377
TINGUIPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,1213,1213
TIPUANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,98,98
TIQUIPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,868,868
TIRAQUE (CBBA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,1278,1278
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,81,81
TOCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,387,387
TODOS SANTOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,10,10
TOLATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,167,167
TOLEDO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,439,439
TOMAVE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,820,820
TOMINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,514,514
TORO TORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,342,342
TOTORA(CBBA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,556,556
TOTORA(ORR),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,352,352
TRIGAL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,12,12
TRINIDAD,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,581,581
TUPIZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,770,770
TURCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,154,154
UMALA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,153,153
UNCIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,80,80
URIONDO (A. CONCEPCION),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,192,192
URUBICHA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,154,154
UYUNI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,22,22
VACAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,448,448
VALLEGRANDE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,198,198
VIACHA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,1634,1634
VILA VILA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,358,358
VILLA CHARCAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,511,511
VILLA MONTES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,818,818
VILLA RIVERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,325,325
VILLA SERRANO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,17,17
VILLA TUNARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,1595,1595
VILLAZON,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,1206,1206
VINTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,945,945
VITICHI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,563,563
WALDO BALLIVIAN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,50,50
WARNES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,1311,1311
YACO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,282,282
YACUIBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,2215,2215
YAMPARAEZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,592,592
YANACACHI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,181,181
YAPACANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,437,437
YOCALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,429,429
YOTALA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,278,278
YUNCHARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,204,204
YUNGUYO DE LITORAL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,14,14
ZUDAÑEZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-02-01,450,450
ACACIO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,595,595
ACHACACHI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,936,936
ACHOCALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,358,358
AIQUILE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,477,477
ALALAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,141,141
ALCALA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,89,89
ALTO BENI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,362,362
ANCORAIMES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,599,599
ANDAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,434,434
ANTEQUERA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,92,92
ANZALDO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,651,651
APOLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,228,228
ARAMPAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,226,226
ARANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,570,570
ARBIETO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,756,756
ARQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,731,731
ASCENCION DE GUARAYOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,339,339
ATOCHA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,88,88
AUCAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,135,135
AYO AYO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,488,488
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,1327,1327
BATALLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,327,327
BELEN DE ANDAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,143,143
BELEN DE URMIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,135,135
BELLA FLOR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,93,93
BERMEJO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,3,3
BETANZOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,123,123
BOLIVAR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,313,313
BOYUIBE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,135,135
BUENA VISTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,110,110
CABEZAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,33,33
CAIROMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,358,358
"CAIZA ""D""",micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,673,673
CAJUATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,139,139
CALACOTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,361,361
CALAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,357,357
CAMARGO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,289,289
CAMATAQUI (C. VILLA ABECIA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,228,228
CAMIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,657,657
CAPINOTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,616,616
CAQUIAVIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,558,558
CARACOLLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,407,407
CARANAVI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,810,810
CARANGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,22,22
CARAPARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,537,537
CARIPUYO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,375,375
CARMEN RIVERO TORREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,110,110
CATACORA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,129,129
CHACARILLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,165,165
CHALLAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,1289,1289
CHAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,947,947
CHARAGUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,551,551
CHARAÑA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,190,190
CHAYANTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,88,88
CHIMORE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,440,440
CHIPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,45,45
CHOQUE COTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,96,96
CHUA COCANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,113,113
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,22,22
CHUMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,816,816
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,152,152
CKOCHAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,993,993
CLIZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,677,677
COBIJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,507,507
COCAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,1080,1080
COCHABAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,4386,4386
COIPASA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,19,19
COLCAPIRHUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,616,616
"COLCHA ""K""",micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,537,537
COLLANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,40,40
COLOMI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,539,539
COLPA BELGICA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,33,33
COLQUECHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,2025,2025
COLQUENCHA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,228,228
COLQUIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,479,479
COMANCHE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,122,122
COMARAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,190,190
COMBAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,238,238
CONCEPCION,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,322,322
COPACABANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,233,233
CORIPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,39,39
CORO CORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,336,336
COROICO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,105,105
CORQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,170,170
COTAGAITA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,1646,1646
COTOCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,532,532
CRUZ DE MACHACAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,28,28
CUATRO CAÑADAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,395,395
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,101,101
CUEVO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,194,194
CULPINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,246,246
CURAHUARA DE CARANGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,199,199
CURVA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,87,87
DESAGUADERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,62,62
EL ALTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,3312,3312
EL CHORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,229,229
EL PUENTE(STC),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,274,274
EL PUENTE(TJA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,487,487
EL TORNO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,956,956
EL VILLAR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,158,158
ENTRE RIOS TRJ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,323,323
ENTRE RIOS CBBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,559,559
ESCARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,31,31
ESCOMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,109,109
ESMERALDA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,41,41
EUCALIPTUS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,176,176
EUREKA (SANTOS MERCADO),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,26,26
FERNANDEZ ALONSO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,129,129
FILADELFIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,172,172
GENERAL SAAVEDRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,119,119
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,325,325
GUANAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,155,155
GUAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,238,238
GUAYARAMERIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,214,214
GUTIERREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,456,456
HUACARETA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,160,160
HUACAYA (VILLA DE HUACAYA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,57,57
HUACHACALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,34,34
HUANUNI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,234,234
HUARINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,280,280
HUATAJATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,58,58
HUAYLLAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,294,294
HUMANATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,241,241
ICHOCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,262,262
ICLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,166,166
INCAHUASI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,400,400
INGAVI (HUMAITA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,26,26
INQUISIVI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,437,437
IRUPANA (VILLA DE LANZA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,430,430
IXIAMAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,141,141
JESUS DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,434,434
LA ASUNTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,267,267
LA GUARDIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,1047,1047
LA PAZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,4536,4536
LAGUNILLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,76,76
LAJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,347,347
LAS CARRERAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,12,12
LICOMA PAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,126,126
LLALLAGUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,621,621
LLICA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,175,175
LORETO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,5,5
LURIBAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,176,176
MACHACAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,103,103
MACHARETI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,143,143
MAIRANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,99,99
MALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,140,140
MAPIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,148,148
MECAPACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,300,300
MINEROS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,394,394
MIZQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,751,751
MOCOMOCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,493,493
MOJINETE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,48,48
MOJOCOYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,362,362
MONTEAGUDO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,163,163
MONTERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,316,316
MOROCHATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,712,712
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,59,59
NAZACARA DE PACAJES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,15,15
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,45,45
OCURI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,835,835
OKINAWA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,251,251
OMEREQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,310,310
ORURO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,1198,1198
PAILON,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,225,225
PALCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,452,452
PALOS BLANCOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,453,453
PAMPA AULLAGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,119,119
PAMPA GRANDE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,210,210
PAPEL PAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,147,147
PASORAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,170,170
PATACAMAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,88,88
PAZÑA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,89,89
PELECHUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,145,145
POCOATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,1670,1670
POCONA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,989,989
POJO (CBBA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,171,171
POOPO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,115,115
PORCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,110,110
POROMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,691,691
PORONGO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,163,163
PORVENIR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,150,150
POSTRER VALLE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,114,114
POTOSI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,1052,1052
PRESTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,567,567
PUCARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,160,160
PUCARANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,811,811
PUERTO ACOSTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,568,568
PUERTO CARABUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,216,216
PUERTO GONZALO MORENO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-03-01,22,22
