,group,variable,month,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,TOTALES
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,7,6,13
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,0,3,3
TOLATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,2,1,3
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,3,0,3
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,2,0,2
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,4,2,6
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,5,2,7
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
ANTEQUERA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,0,4,4
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,2,1,3
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,2,0,2
"CAIZA ""D""",tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,0,1,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,2,0,2
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,4,2,6
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,0,1,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,0,1,1
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,2,0,2
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,12,15,27
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,2,0,2
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,4,0,4
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,2,1,3
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,7,6,13
LURIBAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,4,2,6
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,3,2,5
PORCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,0,1,1
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,1,2
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,1,2
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,36,23,59
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,0,1,1
TACACOMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,0,1,1
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,2,4,6
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,2,1,3
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
TOMAVE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,2,1,3
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,3,0,3
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,1,0,1
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,4,1,5
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,0,4,4
ZUDAÑEZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-06-01,0,1,1
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,1,0,1
AIQUILE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,0,1,1
ALTO BENI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,0,1,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,3,0,3
BOYUIBE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,2,0,2
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,2,1,3
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,2,0,2
COMARAPA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,0,1,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,4,1,5
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,0,1,1
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,1,0,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,5,4,9
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,2,1,3
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,4,2,6
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,3,2,5
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,6,6,12
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,1,0,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,3,0,3
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,2,0,2
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,7,2,9
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,0,1,1
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,64,21,85
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,5,5,10
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,3,1,4
UNCIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,0,1,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,4,0,4
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,8,6,14
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-07-01,5,3,8
AIQUILE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,0,2,2
AYATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,2,3
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,0,1
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,4,0,4
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,2,0,2
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,3,0,3
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,1,2
COLPA BELGICA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,0,1
COPACABANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,0,1,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,1,2
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,5,6
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,0,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,3,2,5
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,0,2,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,0,1,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,1,2
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,9,2,11
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,7,4,11
LURIBAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,0,1,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,4,2,6
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,0,2,2
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,3,1,4
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,3,3,6
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,1,2
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,2,1,3
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,0,1,1
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,50,39,89
SAPAHAQUI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,0,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,2,0,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,1,2
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,1,2
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,4,1,5
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,0,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,2,0,2
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,1,0,1
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-08-01,3,4,7
AIQUILE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,2,3
AUCAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,0,1,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,2,1,3
BETANZOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,0,1
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,1,2
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,2,4,6
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,2,0,2
CHUMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,3,0,3
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,4,1,5
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,0,1,1
COMBAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,5,6
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,12,10,22
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,0,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,1,2
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,7,6,13
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,6,2,8
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,0,1
MECAPACA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,13,3,16
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,2,2,4
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,4,2,6
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,2,2,4
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,3,3,6
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,2,1,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,4,0,4
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,2,1,3
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,86,43,129
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,1,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,5,4,9
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,0,1,1
TIRAQUE (CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,4,0,4
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,2,0,2
VILLA RIVERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,2,1,3
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,2,0,2
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,2,2,4
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-09-01,1,1,2
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,0,1,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,1,2,3
BETANZOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,4,2,6
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,1,0,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,3,1,4
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,4,7,11
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,3,0,3
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,17,7,24
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,3,0,3
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,1,3,4
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,8,10,18
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,2,0,2
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,4,1,5
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,3,2,5
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,8,2,10
PALCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,0,1,1
PUERTO RICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,2,1,3
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,2,1,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,3,1,4
SAN BENITO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,1,2,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,3,0,3
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,3,0,3
SAN RAMON SCZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,96,53,149
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,2,3,5
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,1,1,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,0,1,1
TACOBAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,5,1,6
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,2,0,2
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,2,1,3
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,2,1,3
VITICHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,1,0,1
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,0,1,1
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-10-01,1,0,1
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,0,1,1
BATALLAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,0,1,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,1,1,2
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,5,4,9
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,2,2,4
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,2,0,2
COLPA BELGICA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,1,0,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,1,1,2
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,4,3,7
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,0,1,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,15,9,24
EL PUENTE(STC),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,2,0,2
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,4,1,5
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,3,0,3
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,2,1,3
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,3,1,4
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,4,3,7
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,7,7,14
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-11-01,4,0,4
