,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,3,1,4
OKINAWA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,7,0,7
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,0,1,1
POJO (CBBA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,3,1,4
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,3,1,4
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,1,2,3
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,2,1,3
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,15,5,20
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,6,0,6
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,3,1,4
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,1,0,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,1,0,1
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,0,1,1
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,0,1
CABEZAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,1,2
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,4,4,8
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,2,0,2
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,7,8,15
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,2,0,2
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,0,1
IXIAMAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,13,8,21
MAPIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,2,0,2
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,1,2
OKINAWA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,2,0,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,2,0,2
PORCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,2,1,3
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,0,2,2
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,2,2,4
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,2,2,4
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,0,1
SAN MATIAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,0,1,1
SAN PEDRO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,10,11,21
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,0,1,1
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,2,2,4
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,2,3
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,2,0,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-10-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,7,8,15
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,1,2
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,14,4,18
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,0,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,4,0,4
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,12,11,23
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,0,1,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,3,1,4
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,5,0,5
PUERTO CARABUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,0,2,2
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,0,1
SAN MATIAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,16,8,24
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,2,2,4
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,0,1
TARVITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,0,1
TEOPONTE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,2,0,2
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-11-01,2,0,2
ARBIETO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,0,1
ATOCHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,0,1
CARACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,2,0,2
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,1,2
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,13,7,20
"COLCHA ""K""",tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,0,1,1
COLQUIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,0,1,1
CONCEPCION,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,1,2
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,10,4,14
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,0,1,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,2,0,2
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,6,11,17
MAPIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,1,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,3,4
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,2,2,4
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,3,0,3
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,0,1,1
SACACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,0,1
SAN MATIAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,15,7,22
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,3,0,3
TARABUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,0,1
TOMAVE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,0,1,1
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,1,0,1
YAMPARAEZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-12-01,0,1,1
