,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TOTALES
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-03-01,2,1,3
VITICHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-03-01,0,2,2
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-03-01,5,1,6
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-03-01,1,3,4
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-03-01,1,1,2
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-03-01,1,0,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
AIQUILE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
ARQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,2,0,2
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,3,3,6
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,1,2
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,2,0,2
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
CARACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,6,2,8
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,2,3
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,2,0,2
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,2,1,3
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,29,10,39
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,2,1,3
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,1,2
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,2,3
CORQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,8,6,14
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,24,11,35
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,3,3
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,2,0,2
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,6,6,12
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,20,6,26
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,1,2
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,2,1,3
MOJOCOYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,2,1,3
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,9,3,12
OCURI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,4,0,4
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
PADILLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,3,0,3
POOPO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
PORCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
PORVENIR,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,7,1,8
PUERTO RICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,6,2,8
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,5,4,9
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,6,7
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,7,1,8
SACACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
SAMAIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,3,1,4
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,3,1,4
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,3,0,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,2,0,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,5,3,8
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,2,0,2
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,103,41,144
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,5,2,7
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,2,2
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,7,4,11
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
TARATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,6,3,9
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,4,0,4
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,2,0,2
TIRAQUE (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,2,0,2
TOCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
TOMAVE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,7,2,9
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
VALLEGRANDE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,4,1,5
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,2,2,4
VILLA RIVERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,5,3,8
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,1,2
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,10,1,11
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,0,1,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-04-01,7,2,9
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,0,3,3
ANTEQUERA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
APOLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
ARQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,0,1,1
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,2,1,3
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,10,6,16
CARMEN RIVERO TORREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,0,2,2
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,2,1,3
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,0,2,2
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,12,8,20
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,1,2
COLQUIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
COPACABANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,2,0,2
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,0,3,3
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,1,2
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,5,3,8
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,2,1,3
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,20,11,31
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,0,3,3
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,4,1,5
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,2,0,2
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,3,2,5
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,2,0,2
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,3,3,6
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,5,4,9
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,12,9,21
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,4,0,4
LURIBAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,1,2
MACHARETI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,0,1,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,1,2
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,1,2
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,7,6,13
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,2,0,2
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,4,1,5
PADILLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
PAMPA AULLAGAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
PAMPA GRANDE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,0,1,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,9,4,13
PRESTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,8,5,13
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,3,1,4
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,2,0,2
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,2,3,5
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,2,3
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,1,2
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,2,3
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,1,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,1,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,6,1,7
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,0,1,1
SAN MATIAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,103,55,158
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,2,3
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,6,3,9
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,6,0,6
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,0,1,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,7,4,11
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,0,1,1
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,0,1,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,0,2,2
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,3,6,9
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,6,2,8
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,5,1,6
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-05-01,1,0,1
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,3,0,3
ATOCHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
AUCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,2,3
BELLA FLOR,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,3,1,4
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,0,1,1
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,0,1,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,0,1,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,7,3,10
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,2,3
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,5,2,7
COCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,14,10,24
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
COLPA BELGICA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,1,2
COLQUENCHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,0,1,1
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,3,0,3
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,5,2,7
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,18,15,33
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,2,2,4
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,2,2,4
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,2,0,2
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,5,2,7
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,6,1,7
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,22,13,35
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
MAIRANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,0,1,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,3,0,3
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,10,4,14
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,0,1,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,6,4,10
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,2,1,3
PORCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,0,1,1
PORVENIR,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,2,2,4
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,5,1,6
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,5,4,9
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,4,3,7
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,2,1,3
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
SAN JOAQUIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
SAN LORENZO(PND),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,0,1,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,75,58,133
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,1,2
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,2,1,3
SICA SICA (VILLA AROMA),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,0,1,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,0,1,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,6,5,11
TARATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,4,1,5
TARVITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,8,3,11
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,0,1,1
UMALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,3,0,3
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,4,2,6
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
VITICHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,8,3,11
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,4,5,9
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2021-06-01,4,4,8
