,group,variable,month,N° DE TBP BAAR (+) NUEVOS CANTIDAD,N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,2,0,2
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,2,0,2
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,26,6,32
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,1,2
CONCEPCION,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,1,1
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,2,3
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,6,5,11
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,12,7,19
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,2,2
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,2,0,2
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,6,6,12
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,11,2,13
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,2,0,2
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,1,2
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,1,2
MOJOCOYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,1,2
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,9,2,11
OCURI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
OKINAWA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,3,0,3
PADCAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
PADILLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
PALCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,3,0,3
POOPO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
PORCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,1,1
PORONGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,1,1
PORVENIR,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,3,1,4
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,1,2
PUERTO RICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,6,2,8
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,4,2,6
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,6,7
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,4,1,5
SACACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,1,1
SAMAIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
SAN BENITO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,3,1,4
SAN BUENA VENTURA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,3,1,4
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,2,0,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,5,3,8
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,94,37,131
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,1,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,5,2,7
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,2,2
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,4,3,7
TAPACARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,1,1
TARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,5,3,8
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,3,0,3
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,2,0,2
TIRAQUE (CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,2,0,2
TOMAVE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,6,1,7
VALLEGRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,2,2,4
VILLA RIVERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,5,3,8
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,2,3
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,9,1,10
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,2,2,4
YANACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-04-01,4,2,6
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,2,2
ANTEQUERA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
ARQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,1,2
BETANZOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,2,0,2
CAJUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
CAPINOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,10,6,16
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,1,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,15,7,22
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,1,1
COLQUIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
COPACABANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,2,0,2
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,2,2
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,1,2
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,5,2,7
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,12,4,16
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,2,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,3,0,3
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,3,2,5
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,2,0,2
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,3,3,6
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,5,3,8
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,5,7,12
LAJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,3,0,3
LURIBAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,1,2
MACHARETI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,1,1
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,1,2
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,1,2
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,1,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,7,4,11
OKINAWA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,2,0,2
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,2,1,3
PADILLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
PAMPA GRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,1,1
PATACAMAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,5,2,7
PRESTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,6,4,10
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,2,1,3
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
ROBORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,2,0,2
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,2,3
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,2,3
SAN BUENA VENTURA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,1,2
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,1,2
SAN JOAQUIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,4,1,5
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,1,1
SAN MATIAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,93,56,149
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,2,3
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,4,2,6
TARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,4,0,4
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,1,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,6,3,9
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,1,1
UNCIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,1,2
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,1,1,2
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,2,5,7
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,5,1,6
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-05-01,5,0,5
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
ATOCHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
AUCAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,2,3
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,3,1,4
CAJUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,6,3,9
CARAPARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,0,2,2
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,6,2,8
COCAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,17,10,27
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
COLPA BELGICA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,0,1,1
COLQUENCHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,0,1,1
COMARAPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,0,1,1
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,2,0,2
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,4,2,6
CUEVO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,8,11,19
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,2,2,4
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,2,2,4
GENERAL SAAVEDRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,2,0,2
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,5,2,7
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,5,1,6
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,9,5,14
MAIRANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,0,1,1
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,2,0,2
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,9,4,13
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,0,1,1
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,4,2,6
PALCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,2,1,3
PORONGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
PORTACHUELO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,0,1,1
PORVENIR,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,3,0,3
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,2,2,4
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,2,1,3
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,4,2,6
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,0,1,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,3,3,6
SAIPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,2,1,3
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
SAN JOAQUIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,0,3,3
SAN LORENZO(PND),tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,0,1,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,73,49,122
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,1,2
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,2,1,3
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,1,2
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,3,4
TARATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,4,1,5
TARVITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,8,3,11
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,2,3
UMALA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
UYUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,4,3,7
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,6,2,8
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,4,6,10
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,3,3,6
YOTALA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-06-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,0,1,1
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,1,0,1
ARANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,1,0,1
BATALLAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,1,0,1
BAURES,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,1,1,2
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,0,1,1
BOYUIBE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,1,0,1
BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,0,1,1
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,1,0,1
CAMARGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,0,1,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,3,1,4
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,1,0,1
CHUMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,6,3,9
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,32,5,37
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,2,0,2
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,0,2,2
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,3,0,3
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,22,6,28
EL PUENTE(STC),tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,1,0,1
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,2,1,3
GENERAL SAAVEDRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,1,0,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,3,2,5
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,2,0,2
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,2,2,4
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,3,6,9
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,17,7,24
LAJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2021-07-01,1,0,1
