,group,variable,month,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,TOTALES
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,2,0,2
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,29,8,37
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,1,2
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,1,2
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,0,2,2
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,8,6,14
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,0,1,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,22,7,29
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,0,3,3
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,0,1,1
GUTIERREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,1,2
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,4,6,10
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,12,3,15
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,2,1,3
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,1,2
MOJOCOYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,2,1,3
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,4,1,5
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,5,0,5
PADCAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
PADILLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
PALCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,3,0,3
POOPO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
PORCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,0,1,1
PORTACHUELO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,7,2,9
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,5,3,8
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,4,5
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,7,1,8
SAMAIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,2,0,2
SAN BENITO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,2,0,2
SAN IGNACIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,2,1,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,2,0,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,5,3,8
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,87,43,130
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,5,2,7
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,0,2,2
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,6,4,10
TAPACARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,0,1,1
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
TARATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,5,4,9
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,4,0,4
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,2,0,2
TIRAQUE (CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,2,0,2
TOMAVE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,7,2,9
VALLEGRANDE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,2,2,4
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,3,2,5
VILLA RIVERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,5,3,8
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,1,0,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,8,1,9
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,0,1,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-04-01,6,2,8
ANTEQUERA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
APOLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
ARQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,0,1,1
BATALLAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,3,1,4
CABEZAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,0,2,2
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,9,6,15
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,1,2
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,3,1,4
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,15,7,22
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,2,1,3
COLQUIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
COPACABANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,2,0,2
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,0,2,2
COTAGAITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,0,1,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,6,3,9
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,2,1,3
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,15,7,22
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,0,3,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,3,0,3
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,3,1,4
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,2,0,2
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,3,3,6
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,6,4,10
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,11,8,19
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,4,0,4
MACHARETI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,0,1,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,1,2
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,1,2
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,4,3,7
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,2,0,2
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,4,1,5
PADILLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
PAMPA AULLAGAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
PAMPA GRANDE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,0,1,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,2,3,5
PUERTO RICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,7,1,8
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,2,1,3
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,0,3,3
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,2,3
SAN CARLOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,2,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,1,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,1,2
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,6,1,7
SAN LORENZO(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,98,46,144
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,2,3
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,5,5,10
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,5,0,5
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,0,1,1
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,0,1,1
TOCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,4,3,7
URIONDO (A. CONCEPCION),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,1,0,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,2,0,2
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,0,2,2
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,3,2,5
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,7,3,10
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-05-01,5,1,6
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,2,3
BELLA FLOR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,3,0,3
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
CABEZAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,0,1,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,0,1,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,5,3,8
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,2,3
CHAQUI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,0,1,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,6,2,8
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,21,15,36
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
COLPA BELGICA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,1,2
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,3,0,3
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,6,2,8
CUEVO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,9,13,22
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,2,2,4
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,2,2,4
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,2,1,3
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,4,1,5
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,6,1,7
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,14,6,20
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,2,0,2
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,8,1,9
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,0,1,1
OMEREQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,0,1,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,6,4,10
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,2,1,3
PORCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
PORTACHUELO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,0,1,1
PORVENIR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,2,3
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,3,0,3
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,5,4,9
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,0,1,1
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,0,2,2
SAMAIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,1,2
SAN IGNACIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
SAN JOAQUIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,0,4,4
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,76,51,127
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,2,2,4
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,1,2
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,7,5,12
TARATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,1,2
TARVITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,8,4,12
URIONDO (A. CONCEPCION),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
UYUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,2,0,2
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,2,3
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,4,2,6
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,9,3,12
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,3,8,11
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,4,5,9
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-06-01,1,0,1
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,0,3,3
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
ARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
BATALLAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,0,1,1
BAURES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,1,2
BELLA FLOR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,0,3,3
BOYUIBE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,1,3
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,1,3
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
CKOCHAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,0,1,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,6,3,9
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,41,10,51
COLQUIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
COPACABANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,3,0,3
COTAGAITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,4,5
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,3,0,3
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,23,11,34
EL PUENTE(STC),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,1,3
GENERAL SAAVEDRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,0,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,3,0,3
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,1,1,2
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,2,4
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,3,6,9
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,16,18,34
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2021-07-01,2,0,2
