,group,variable,month,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA FUERA,ANTIAMARILICA DOSIS UNICA FUERA,TOTALES
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-05-01,3,0,0,0,3
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-05-01,1,0,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-05-01,1,0,0,0,1
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-05-01,0,0,1,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-05-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-05-01,2,0,2,0,4
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-05-01,1,1,3,1,6
YOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-05-01,0,1,0,0,1
YOTALA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-05-01,0,0,1,0,1
ACHOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,0,1,1
AIQUILE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,0,0,0,1
ANDAMARCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,1,2
APOLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,0,1
ARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,0,1
BERMEJO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,2,0,0,0,2
"CAIZA ""D""",vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,2,3
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,0,2,2
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,2,1,3
CARIPUYO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,0,1,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,1,2
CHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,0,1,0,2
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,4,2,0,1,7
COLOMI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,1,1,0,2
COLQUECHACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,1,0,0,2
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,0,0,0,1
CUEVO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,1,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,12,15,1,7,35
GUTIERREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,3,2,0,0,5
HUANUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,2,3
HUARACAJE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,2,0,2
INQUISIVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,0,1,1
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,0,1,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,0,1,1
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,48,90,4,4,146
LURIBAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,0,2,1,4
MACHARETI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,1,0,0,1
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,0,1,1
MECAPACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,2,0,0,1,3
MOJOCOYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,2,0,0,2
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,0,1,1,3
OCURI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,2,0,0,3
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,2,8,3,14
PADCAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,0,0,0,1
PALCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,1,0,0,2
POCONA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,0,1
PORCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,1,1,1,3
PORONGO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,2,0,2
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,1,0,0,1
PUCARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,0,1,1
PUERTO RICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,0,1,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,0,1
PUNA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,0,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,1,1,1,3
RAVELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,0,1,0,2
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,1,2,2,6
SACACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,2,3
SAN ANDRES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,2,1,3
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,1,3,4,8
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,0,1,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,5,3,8
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,19,12,3,7,41
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,0,1
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,2,3,8,5,18
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,2,0,1,4,7
SOPACHUY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,0,1,2,4
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,17,34,0,0,51
TAPACARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,1,0,0,1
TARABUCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,0,1
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,1,2
TINGUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,0,1
TIPUANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,0,1,1
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,2,0,0,2
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,0,2,2
TOMAVE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,1,0,1,2
TOMINA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,2,1,1,0,4
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,12,7,19
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,0,1,1
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,3,2,0,0,5
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,0,0,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,0,0,1,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,0,1,0,2
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,1,0,0,1,2
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-06-01,2,2,2,1,7
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,0,0,1,0,1
CARIPUYO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,0,0,0,1,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,0,0,0,1,1
CHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,0,0,1,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,1,1,0,0,2
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,3,2,1,2,8
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,0,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,1,0,0,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,0,0,0,1,1
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,1,3,3,0,7
LURIBAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,1,0,0,1,2
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,1,0,1,3,5
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,0,0,0,1,1
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,0,0,1,0,1
PORCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,0,0,1,1,2
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,1,2,0,0,3
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,0,1,0,0,1
SAMAIPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,8,4,5,5,22
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,8,6,0,0,14
TARABUCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,0,0,2,0,2
TARATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,0,0,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,0,0,97,124,221
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,2,0,0,0,2
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-07-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,1,0,1
ATOCHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,1,0,1
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,1,1,0,2,4
CALACOTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,1,0,0,1
CARACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,0,1,1
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,1,0,0,0,1
CHAYANTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,1,1,0,1,3
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,1,0,0,1
COPACABANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,1,0,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,2,0,0,1,3
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,4,7,5,3,19
ESCARA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,1,0,0,1
ESCOMA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,1,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,2,1,3
HUANUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,1,0,0,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,1,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,1,0,2,2,5
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,5,8,4,4,21
MAPIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,0,1,1
MONTEAGUDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,1,0,0,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,2,1,3
OKINAWA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,1,0,0,1
PADCAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,1,0,1
PALCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,0,1,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,2,2,1,0,5
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,1,0,1
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,1,1,3,5
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,2,0,0,0,2
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,1,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,1,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,2,0,2
SAN JULIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,1,0,1
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,12,18,41,39,110
SOPACHUY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,1,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,27,35,0,0,62
TACACOMA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,1,0,0,0,1
TARATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,1,0,1
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,0,1,1
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,2,1,0,0,3
TORO TORO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,3,0,3
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,4,6,0,0,10
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,0,0,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-08-01,1,2,1,1,5
ATOCHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,0,1,1
BETANZOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,1,0,0,1
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,1,1,2
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,1,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,1,8,0,0,9
CHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,1,0,0,1
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,1,0,0,3,4
CHAYANTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,0,1,1
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,1,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,0,1,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,1,1,1,1,4
COLQUECHACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,1,0,0,1
COLQUENCHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,1,0,0,1
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,1,0,1,2
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,1,2,0,0,3
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,5,9,34,41,89
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,1,0,0,0,1
HUACARETA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,1,0,0,0,1
INQUISIVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,1,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,1,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,1,1,0,0,2
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,53,72,7,19,151
LLALLAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,2,1,3
MACHACAMARCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,1,0,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,1,0,0,2,3
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,2,3,2,1,8
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,2,2,4
PORCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,1,0,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,3,2,1,2,8
PUCARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,1,0,0,1
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,1,0,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,0,1,1
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,2,0,0,2
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,1,0,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,1,0,1
SAN ANDRES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,1,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,1,0,0,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,1,1,1,3
SAN JULIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,0,3,3
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,1,0,1
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,1,0,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,24,39,31,21,115
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,1,0,0,1
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,1,1,0,2
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,2,0,0,2
SORACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,1,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,51,81,0,2,134
TINGUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,3,1,4
TOCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,1,0,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,1,0,0,1,2
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,1,0,8,7,16
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,1,0,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,3,2,0,0,5
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,1,0,0,1,2
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,0,1,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,3,1,10,5,19
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,0,0,1,1,2
YOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-09-01,2,2,0,0,4
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,1,0,1,2
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,0,1,1,2
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,0,1,0,1
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,1,0,0,1
CARACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,0,0,1,1
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,1,0,0,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,12,14,5,3,34
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,1,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,1,1,0,2
DESAGUADERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,0,2,0,2
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,2,4,10,12,28
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,1,0,0,0,1
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,0,0,1,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,1,0,8,2,11
HUANUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,0,1,1,2
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,0,1,2,3
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,3,6,7,3,19
LLALLAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,5,0,0,0,5
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,1,5,3,9
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,1,0,1,1,3
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,1,1,0,0,2
PUERTO RICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,0,0,1,1
PUERTO SILES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,1,0,0,0,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,0,1,1,2
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,1,0,0,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,1,5,3,3,12
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,0,0,1,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,0,1,0,1
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,0,0,15,15
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,19,9,34,19,81
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,1,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,3,0,5,2,10
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,0,0,1,1
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,2,0,1,0,3
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,0,0,1,1
VILLA CHARCAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2020-10-01,0,1,0,0,1
