,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,1,4,0,2,7
GUANAY,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,1,0,2,2,5
INQUISIVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,1,0,0,1
JESUS DE MACHACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,1,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,0,1,1
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,0,1,1
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,41,27,0,0,68
LAJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,1,0,0,1
LURIBAY,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,1,0,0,0,1
MECAPACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,0,1,1
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,1,0,1,1,3
OCURI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,5,2,4,11
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,2,7,2,11
PALCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,1,0,0,0,1
PORCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,1,1,2
PORONGO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,1,0,1
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,1,6,0,0,7
PUCARANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,0,1,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,1,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,1,1,1,3
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,1,1,2,2,6
SACACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,4,6,10
SAN AGUSTIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,1,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,2,1,3
SAN IGNACIO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,1,0,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,5,3,8
SAN MATIAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,1,0,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,2,1,4,4,11
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,10,5,2,6,23
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,1,0,2,3,6
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,1,0,1,4,6
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,1,1,0,0,2
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,0,1,1
TIPUANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,0,1,1
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,2,0,0,2
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,0,1,1
TOMAVE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,1,0,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,2,1,1,0,4
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,1,1,9,9,20
TUPIZA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,5,12,0,0,17
UNCIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,0,2,2
UYUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,1,1,0,0,2
VILLA CHARCAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,1,0,1,2
VINTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,0,0,1,0,1
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,3,1,1,0,5
YACUIBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,1,1,0,1,3
YANACACHI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,1,0,0,0,1
YOCALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-06-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,0,0,4,4
"CAIZA ""D""",vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,1,0,0,0,1
CARANAVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,0,1,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,0,0,1,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,1,0,0,1
COLQUECHACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,2,0,0,2
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,1,1,0,0,2
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,1,3,3,2,9
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,1,0,0,0,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,0,1,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,0,0,1,1
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,4,6,1,11
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,1,0,1,3,5
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,0,0,1,1
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,0,24,21,45
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,1,0,0,1
PORCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,0,1,1,2
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,1,0,0,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,1,0,0,1
SAMAIPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,1,0,1,2
SAN JULIAN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,1,2,2,1,6
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,9,3,5,5,22
SOPACHUY,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,0,1,0,1
SORATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,0,1,0,1
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,1,4,0,0,5
TAPACARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,0,1,0,1
TARACO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,1,0,0,1
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,1,0,0,1
TOMAVE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,0,2,2,4
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,0,3,2,5
TUPIZA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,4,11,0,0,15
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,1,1,0,0,2
YOCALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-07-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,0,1,0,1
BETANZOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,1,0,0,1
CALACOTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,1,0,0,1
CARACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,0,0,1,1
CHARAGUA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,1,0,0,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,2,0,0,2
COPACABANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,1,0,0,0,1
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,2,0,0,1,3
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,6,7,3,1,17
ESCARA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,1,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,1,0,1,0,2
HUANUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,1,0,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,2,1,0,0,3
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,1,4,2,0,7
MAGDALENA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,0,1,2,3
MAPIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,0,0,1,1
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,1,0,2,1,4
OKINAWA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,1,0,0,1
PADCAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,1,1,0,2
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,0,0,1,1
PALCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,0,0,1,1
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,2,2,1,0,5
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,0,1,0,1
RIBERALTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,2,0,2,4
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,2,0,0,0,2
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,0,1,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,0,2,0,2
SAN LORENZO(PND),vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,1,2,2,2,7
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,13,15,61,46,135
TACACOMA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,1,0,0,0,1
TARATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,0,1,0,1
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,2,1,0,0,3
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,0,6,4,10
VIACHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,1,0,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,0,0,1,1
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,1,2,1,1,5
YAPACANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-08-01,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,0,1,1
CARANAVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,1,0,1
CHARAGUA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,1,0,0,3,4
CHIMORE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,1,0,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,6,2,3,2,13
COLQUECHACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,1,0,1,2
COROICO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,1,0,1,2
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,1,2,0,0,3
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,3,4,5,5,17
ESCOMA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,1,0,1
GUANAY,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,1,0,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,1,0,1
HUACARETA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,1,0,0,0,1
INQUISIVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,1,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,1,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,1,0,0,1
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,38,59,5,14,116
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,1,1,0,2,4
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,3,4,2,1,10
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,4,4,8
PORCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,1,0,0,0,1
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,1,0,1,0,2
PUCARANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,1,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,0,1,1
RIBERALTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,1,0,1,2
ROBORE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,2,1,0,3
RURRENABAQUE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,1,0,0,1
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,1,0,1
SAN ANDRES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,1,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,1,1,1,3
SAN JULIAN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,0,3,3
SAN MATIAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,1,1,0,0,2
SANTA ANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,8,12,28,19,67
SANTA ROSA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,1,0,1
SHINAOTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,1,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,2,0,0,2
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,1,7,0,0,8
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,2,0,0,0,2
TINGUIPAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,3,1,4
TOCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,1,0,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,2,1,25,11,39
TUPIZA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,1,0,1
UYUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,1,0,0,1
VIACHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,1,0,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,2,0,0,1,3
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,3,1,11,4,19
YACUIBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-09-01,0,0,1,0,1
ACHACACHI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,1,0,1,2
AZURDUY,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,1,0,1
CAMIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,1,0,0,1
CARACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,0,1,1
CHALLAPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,2,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,0,1,1
COBIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,1,0,0,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,5,2,2,3,12
COLCAPIRHUA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,1,0,0,1
COTAGAITA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,1,1,2
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,1,0,1
DESAGUADERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,2,0,2
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,2,2,12,10,26
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,1,0,0,0,1
GUANAY,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,0,1,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,1,1,1,3
HUANUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,0,2,2
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,2,1,0,3
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,4,1,11,10,26
MIZQUE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,1,0,1
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,1,2,6,9
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,1,0,4,1,6
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,2,1,1,1,5
PUERTO RICO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,0,1,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,0,1,1
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,1,0,0,0,1
ROBORE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,3,1,4
RURRENABAQUE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,0,1,1
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,1,5,2,3,11
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,0,1,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,20,12,32,17,81
SANTA ROSA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,1,1,0,0,2
SENA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,1,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,1,0,0,1
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,2,0,4,3,9
TAPACARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,1,0,1
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,1,1,0,0,2
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,2,0,1,0,3
TORO TORO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,1,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,0,1,1
UYUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,0,1,1
VIACHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,1,0,0,1
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,0,1,0,1
VINTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,1,0,0,1
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,1,3,1,2,7
YACUIBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,1,0,0,1,2
YANACACHI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-10-01,0,1,0,0,1
ACHOCALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,3,0,0,1,4
ATOCHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,0,1,0,1
BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,1,2,0,3
CABEZAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,0,2,1,3
CAMIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,1,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,0,1,8,9
COBIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,0,0,1,1
COCAPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,0,0,1,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,5,2,2,2,11
COLQUECHACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,0,1,1,2
CORIPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,0,0,1,1
COTAGAITA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,0,1,0,1
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,2,0,0,1,3
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,0,0,1,1
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,10,12,12,14,48
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,2,0,0,2
FILADELFIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,0,11,1,12
LA ASUNTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,1,0,0,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,2,3,2,2,9
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,12,8,15,7,42
MINEROS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,1,0,0,1
MOJINETE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,1,1,1,3
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,1,0,1,3,5
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,1,4,2,3,10
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,3,0,0,0,3
POCONA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,1,0,0,0,1
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,0,1,2,3
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,1,1,2,2,6
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,1,2,0,3,6
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,1,0,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,1,0,0,0,1
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,1,0,0,0,1
SAN JULIAN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,1,0,0,1
SAN MATIAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,1,0,1,0,2
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,1,3,0,4
SAN PEDRO(PND),vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,36,38,114,94,282
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,0,0,1,1
SHINAOTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,1,0,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,0,0,0,2,2
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2020-11-01,1,0,0,1,2
