,group,variable,month,PENTAVALENTE 5TA. DOSIS DENTRO,PENTAVALENTE 5TA. DOSIS DENTRO,PENTAVALENTE 5TA. DOSIS FUERA,PENTAVALENTE 5TA. DOSIS FUERA,TOTALES
TOCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,1,1,3,2,7
TODOS SANTOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,0,1,0,0,1
TOLATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,1,2,2,4,9
TOMAVE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,3,5,0,1,9
TOMINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,4,7,1,1,13
TORO TORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,2,2,4,6,14
TOTORA(CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,6,6,7,2,21
TOTORA(ORR),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,0,1,1,0,2
TRIGAL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,1,0,0,1,2
TRINIDAD,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,23,24,48,28,123
TUPIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,30,23,5,5,63
TURCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,0,2,0,0,2
UMALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,3,0,5,1,9
UNCIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,10,11,4,9,34
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,7,4,3,3,17
URUBICHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,15,9,0,0,24
UYUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,8,6,1,1,16
VACAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,3,2,5,4,14
VALLEGRANDE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,7,9,1,3,20
VIACHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,19,11,7,8,45
VILA VILA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,0,2,3,5,10
VILLA CHARCAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,7,7,6,5,25
VILLA MONTES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,18,18,5,8,49
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,0,0,0,3,3
VILLA RIVERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,3,1,6,5,15
VILLA SERRANO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,3,1,0,3,7
VILLA TUNARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,35,36,24,16,111
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,4,2,1,2,9
VILLAZON,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,12,13,1,3,29
VINTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,9,14,15,15,53
VITICHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,6,5,1,0,12
WALDO BALLIVIAN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,2,0,2,1,5
WARNES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,46,34,6,6,92
YACO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,0,1,1,0,2
YACUIBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,19,14,13,3,49
YAMPARAEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,1,3,0,0,4
YANACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,3,6,1,0,10
YAPACANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,6,10,20,15,51
YOCALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,4,1,0,1,6
YOTALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,1,0,3,1,5
YUNCHARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,1,1,3,3,8
ZUDAÑEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-03-01,3,0,2,2,7
ACACIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,1,0,1
ACHACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,6,4,1,14
ACHOCALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,3,4,0,9
AIQUILE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,0,35,36,73
ALALAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,1,1,0,3
ALCALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,1,2,3
ALTO BENI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,5,0,0,8
ANCORAIMES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,4,5,11,21
ANDAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,1,1,2,5
ANTEQUERA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,1,1,3
ANZALDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,4,4,9
APOLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,1,2,0,5
ARAMPAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,1,0,1
ARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,5,0,5,4,14
ARBIETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,8,2,1,4,15
ARQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,4,4,9
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,6,2,0,0,8
ATOCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,2,5,7,17
AUCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,5,0,0,1,6
AYATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,2,7,1,11
AYO AYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,1,3,1,6
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,4,5,20,9,38
AZURDUY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,6,3,2,1,12
BATALLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,4,4,0,1,9
BAURES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,7,5,2,16
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,1,0,0,2
BELEN DE URMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,0,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,5,0,2,9
BERMEJO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,17,12,7,7,43
BETANZOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,10,9,8,5,32
BOLIVAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,3,0,3
BOLPEBRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,0,0,1
BOYUIBE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,1,0,4,6
BUENA VISTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,7,3,3,3,16
CABEZAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,4,8,0,0,12
CAIROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,6,5,12
"CAIZA ""D""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,1,2,2,7
CALACOTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,1,1,0,4
CALAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,2,0,2,4
CAMARGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,2,1,4
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,0,0,1
CAMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,6,0,0,8
CAPINOTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,7,4,4,5,20
CAQUIAVIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,5,8,2,0,15
CARACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,8,2,4,6,20
CARANAVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,16,12,6,1,35
CARAPARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,2,4,4,12
CARIPUYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,3,2,0,6
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,1,5,6,13
CHALLAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,6,7,1,4,18
CHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,4,2,1,1,8
CHARAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,5,2,3,2,12
CHAYANTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,3,6,3,15
CHIMORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,5,4,2,0,11
CHIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,1,0,0,2
CHOQUE COTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,2,0,1,3
CHUA COCANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,1,3,4
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,1,1,0,4
CHUMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,3,2,1,8
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,2,2,5
CKOCHAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,4,7,8,20
CLIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,0,7,5,14
COBIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,2,6,7,17
COCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,5,5,3,16
COCHABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,23,23,0,0,46
COLCAPIRHUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,4,2,0,0,6
"COLCHA ""K""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,9,5,6,7,27
COLOMI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,2,5,1,9
COLPA BELGICA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,2,0,1,3
COLQUECHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,14,7,15,8,44
COLQUENCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,5,0,6
COLQUIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,4,6,9,19
COMANCHE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,1,0,0,2
COMBAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,1,2,4
CONCEPCION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,2,3,6
COPACABANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,1,1,5,8
CORIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,4,11,0,0,15
CORO CORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,0,2,3
COROICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,4,1,5,3,13
CORQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,3,1,4
COTAGAITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,16,9,2,7,34
COTOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,14,16,7,3,40
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,2,1,1,7
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,3,1,4
CUEVO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,0,0,1
CULPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,1,1,1,6
CURVA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,4,0,1,1,6
DESAGUADERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,2,0,0,3
EL ALTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,54,49,52,50,205
EL CHORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,3,0,1,5
EL PUENTE(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,9,6,15
EL TORNO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,24,20,0,0,44
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,6,5,4,18
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,4,8,5,6,23
ESCOMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,0,0,1
EUCALIPTUS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,0,0,1
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,2,3,6
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,4,0,4
FILADELFIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,5,8,6,20
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,2,1,1,5
GUANAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,6,8,4,0,18
GUAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,0,1,2
GUAYARAMERIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,5,6,2,2,15
GUTIERREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,7,9,1,6,23
HUACARETA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,2,3,0,8
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,1,1,2
HUACHACALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,0,0,1
HUANUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,1,3,0,7
HUARACAJE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,4,2,0,0,6
HUARINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,0,0,0,2
HUATAJATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,1,0,1
HUAYLLAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,2,2,4
HUMANATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,0,3,3
ICHOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,0,1,2
ICLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,5,6,12
INCAHUASI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,2,2,0,7
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,2,0,0,2
INQUISIVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,1,0,0,3
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,2,1,2,5
IXIAMAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,2,1,0,3
JESUS DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,2,2,2,9
LA ASUNTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,7,1,3,3,14
LA GUARDIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,12,5,13,15,45
LA PAZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,42,33,3,6,84
LAGUNILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,2,3,5,10
LAJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,1,0,1,3
LAS CARRERAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,2,0,2
LLALLAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,5,2,1,4,12
LORETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,0,0,1
LURIBAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,0,0,1
MACHACAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,0,3,4
MACHARETI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,4,2,7
MAGDALENA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,0,5,4,11
MAIRANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,0,0,1
MALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,0,1,1
MAPIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,5,0,0,7
MECAPACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,5,4,2,12
MINEROS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,1,0,1
MIZQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,3,0,1,5
MOCOMOCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,4,2,7,14
MOJOCOYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,1,0,2,6
MONTEAGUDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,6,12,2,0,20
MONTERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,2,11,5,20
MORO MORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,2,0,0,3
MOROCHATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,3,1,4
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,3,2,1,7
NAZACARA DE PACAJES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,0,0,1
OCURI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,6,1,6,13
OKINAWA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,6,10,17
OMEREQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,1,4,5,11
ORURO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,15,16,17,8,56
PADCAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,6,2,1,11
PADILLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,3,7,11
PAILON,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,0,0,0,3
PALCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,8,2,6,5,21
PALOS BLANCOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,5,8,4,6,23
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,1,1,0,3
PAMPA GRANDE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,4,2,0,0,6
PAPEL PAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,1,1,2,6
PASORAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,0,1,2
PATACAMAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,3,1,0,5
PAZÑA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,1,1,3
PELECHUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,2,2,0,6
POCOATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,2,2,7,12
POCONA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,3,5,4,13
POJO (CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,3,1,1,6
POOPO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,2,0,0,4
POROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,5,2,5,3,15
PORONGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,2,11,6,21
PORTACHUELO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,3,0,0,5
PORVENIR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,1,5,6
POSTRER VALLE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,0,0,1
POTOSI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,1,2,2,8
PRESTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,2,1,0,3
PUCARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,12,3,0,2,17
PUERTO ACOSTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,1,2,0,4
PUERTO CARABUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,1,2,1,6
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,2,1,3
PUERTO PEREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,2,0,0,2
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,1,8,8,20
PUERTO RICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,1,4,2,8
PUERTO SILES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,2,0,2
PUERTO SUAREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,19,15,34
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,16,19,15,18,68
PUNA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,4,10,7,21
PUNATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,2,3,6
QUIABAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,3,2,0,8
QUILLACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,3,2,6,13
QUIME,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,0,1,1
QUIRUSILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,0,1,2,3
RAQAYPAMPA(ETA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,4,2,3,11
RAVELO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,2,11,9,25
REYES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,0,0,1
RIBERALTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,3,0,0,6
ROBORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,1,0,2
RURRENABAQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,5,5,3,5,18
SABAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,1,0,0,1
SACABA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,22,12,13,12,59
SACABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,1,0,7,3,11
SACACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,6,6,6,4,22
SAIPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,2,0,0,2
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,4,4,2,1,11
SAMAIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,0,2,2,6,10
SAN ANDRES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,2,2,7,12,23
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-04-01,3,5,1,2,11
