,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,0,1,0,0,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,0,1,1,1,1,2,3
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,1,0,1,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,13,14,3,5,16,19,35
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,1,0,0,0,1,0,1
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,0,0,0,1,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,0,0,1,0,1,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,0,1,0,0,0,1,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,1,0,1,0,2,0,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,1,0,0,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,0,1,0,1,0,2,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,0,0,0,1,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,0,1,0,0,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,1,1,0,0,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,2,3,10,5,12,8,20
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,1,0,0,1,1,1,2
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,0,1,0,0,0,1,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,0,0,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,1,1,1,0,2,1,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,0,1,0,0,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,0,0,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,1,3,0,0,1,3,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,0,1,0,1,0,2,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,1,0,0,1,1,1,2
YOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-04-01,1,0,0,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,2,2,0,0,2,2,4
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,0,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,0,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,2,0,0,0,2,0,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,0,1,1,1,1,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,6,7,2,0,8,7,15
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,2,1,0,1,2,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,1,0,0,1,1,2
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,0,0,0,1,0,1
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,1,0,0,0,1,1
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,0,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,9,12,4,5,13,17,30
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,0,0,1,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,0,0,0,1,0,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,0,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,0,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,2,0,0,1,2,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,6,5,0,0,6,5,11
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,1,0,0,0,1,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,0,1,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,1,0,0,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,2,3,3,2,5,5,10
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,0,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,3,0,1,1,4,5
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,2,1,0,0,2,1,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,1,0,1,1,2,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,2,4,0,1,2,5,7
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,0,1,1,2,1,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,0,1,0,2,0,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,2,2,1,0,3,2,5
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,0,6,4,6,4,10
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,1,1,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,0,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,0,0,1,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,0,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,12,10,0,0,12,10,22
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,0,1,1,1,1,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,0,0,1,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,2,0,0,0,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,1,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,1,0,0,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,2,0,0,1,2,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,1,0,0,1,1,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,3,0,0,0,3,3
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,1,0,2,1,3,4
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,0,1,0,0,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,0,1,0,2,0,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,0,0,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,1,0,2,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-05-01,2,2,0,0,2,2,4
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,1,0,0,0,1,1
ARQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,2,0,0,1,2,3
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,4,2,0,0,4,2,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,0,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,0,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,0,0,1,0,1,1
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,0,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,0,2,1,3,1,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,0,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,3,7,1,0,4,7,11
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,0,0,1,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,11,10,2,3,13,13,26
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,1,0,1,0,2,2
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,1,0,0,0,1,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,0,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,0,0,1,0,1,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,0,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,5,1,0,0,5,1,6
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,2,0,0,0,2,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,6,3,2,0,8,3,11
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,1,0,0,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,2,2,0,1,2,3,5
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,4,4,1,0,5,4,9
PADILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,0,0,1,0,1,1
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,0,0,2,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,2,3,1,2,3,5,8
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,0,1,1,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,1,0,0,1,1,2
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,1,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,1,0,0,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,2,0,0,0,2,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,4,1,0,0,4,1,5
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,0,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,6,1,2,0,8,1,9
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,2,0,2,1,4,1,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,0,4,6,4,6,10
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,0,0,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,0,1,0,2,0,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,3,1,0,0,3,1,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,20,13,1,1,21,14,35
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,0,4,0,4,0,4
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,0,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,1,0,0,1,1,2
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,0,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,3,2,1,0,4,2,6
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,0,1,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,0,1,0,1,0,1
TOLEDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,1,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,4,4,2,1,6,5,11
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,0,2,0,0,0,2,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,0,0,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,0,0,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,2,0,0,0,2,0,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-06-01,1,1,0,1,1,2,3
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,0,0,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,2,2,0,0,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,0,0,0,1,0,1
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,0,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,0,0,1,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,0,0,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,1,0,0,0,1,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,0,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,0,1,0,2,0,2
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,0,0,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,1,0,1,0,2,2
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,0,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,27,33,2,0,29,33,62
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,0,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,2,0,0,0,2,0,2
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,0,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,1,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,5,10,6,5,11,15,26
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,2,0,0,0,2,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,1,0,0,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,0,0,2,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,2,0,1,1,3,1,4
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,0,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,0,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,1,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,2,6,0,1,2,7,9
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,3,0,0,0,3,0,3
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,2,4,0,0,2,4,6
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,3,4,2,2,5,6,11
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,3,1,5,2,8,3,11
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,2,1,1,1,3,4
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,1,1,0,2,1,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,2,0,0,1,2,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,5,3,0,0,5,3,8
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,0,0,0,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,0,9,5,10,5,15
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,2,0,0,0,2,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,0,1,5,1,5,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,34,16,0,3,34,19,53
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,1,0,0,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,0,0,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,2,1,0,2,2,4
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,1,0,0,0,1,1
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,1,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,1,0,0,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,3,4,0,4,3,8,11
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,1,0,0,0,1,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,2,0,0,0,2,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,2,0,0,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,0,1,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,2,0,1,2,3,2,5
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,1,1,0,0,1,1,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-07-01,0,1,0,0,0,1,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,4,1,0,0,4,1,5
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,2,1,2,1,3
CAJUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,1,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,1,1,1,1,2
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,1,1,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,1,0,2,1,3,4
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,1,5,1,0,2,5,7
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,2,0,1,0,3,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,2,0,0,0,2,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-08-01,0,1,0,1,0,2,2
