,group,variable,month,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
TURCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,3,3,14,15,17,18,35
UMALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,12,5,14,11,26,16,42
UNCIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,35,24,4,9,39,33,72
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,9,13,3,5,12,18,30
URUBICHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,9,11,7,4,16,15,31
UYUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,31,41,13,5,44,46,90
VACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,2,7,4,5,6,12,18
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,26,22,5,3,31,25,56
VIACHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,122,84,55,43,177,127,304
VILA VILA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,6,5,5,10,11,15,26
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,35,31,30,35,65,66,131
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,65,61,60,48,125,109,234
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,6,3,6,5,12,8,20
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,7,6,16,8,23,14,37
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,8,8,1,1,9,9,18
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,94,84,19,24,113,108,221
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,6,3,1,0,7,3,10
VILLAZON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,141,111,21,16,162,127,289
VINTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,90,68,77,67,167,135,302
VITICHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,7,4,0,0,7,4,11
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,9,9,1,0,10,9,19
WARNES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,176,176,13,10,189,186,375
YACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,9,6,5,6,14,12,26
YACUIBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,92,80,24,14,116,94,210
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,7,10,9,10,16,20,36
YANACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,8,10,4,3,12,13,25
YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,44,43,16,16,60,59,119
YOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,25,19,7,8,32,27,59
YOTALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,0,0,4,2,4,2,6
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-05-01,0,0,2,2,2,2,4
ACACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,8,9,11,9,19,18,37
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,61,52,27,24,88,76,164
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,21,30,27,28,48,58,106
AIQUILE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,28,32,48,49,76,81,157
ALALAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,3,2,8,5,11,7,18
ALCALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,8,8,3,4,11,12,23
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,63,65,15,15,78,80,158
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,23,32,6,6,29,38,67
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,5,4,3,2,8,6,14
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,4,1,0,0,4,1,5
ANZALDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,8,7,27,33,35,40,75
APOLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,23,22,23,19,46,41,87
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,7,4,41,44,48,48,96
ARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,33,24,13,13,46,37,83
ARBIETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,62,60,54,47,116,107,223
ARQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,40,38,44,53,84,91,175
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,151,131,8,4,159,135,294
ATOCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,13,18,10,4,23,22,45
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,7,6,4,4,11,10,21
AYATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,15,15,8,7,23,22,45
AYO AYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,7,6,3,7,10,13,23
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,20,21,43,33,63,54,117
AZURDUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,52,35,32,44,84,79,163
BATALLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,23,27,22,14,45,41,86
BAURES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,9,11,2,1,11,12,23
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,1,1,1,0,2,1,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,1,0,5,6,6,6,12
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,0,2,5,7,5,9,14
BERMEJO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,48,50,31,44,79,94,173
BETANZOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,54,81,65,61,119,142,261
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,8,4,39,30,47,34,81
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,3,2,1,1,4,3,7
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,2,7,10,8,12,15,27
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,192,116,28,24,220,140,360
CABEZAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,46,47,104,102,150,149,299
CAIROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,44,33,16,27,60,60,120
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,4,5,6,4,10,9,19
CAJUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,34,41,14,18,48,59,107
CALACOTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,4,5,10,7,14,12,26
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,16,21,9,7,25,28,53
CAMARGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,38,25,19,25,57,50,107
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,4,2,1,0,5,2,7
CAMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,134,136,44,51,178,187,365
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,57,55,33,46,90,101,191
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,35,20,3,1,38,21,59
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,28,40,16,19,44,59,103
CARANAVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,160,140,58,49,218,189,407
CARAPARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,22,21,25,26,47,47,94
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,5,9,28,18,33,27,60
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,7,7,3,7,10,14,24
CATACORA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,1,1,4,1,5,2,7
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,4,3,8,5,12,8,20
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,54,90,48,33,102,123,225
CHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,16,6,3,3,19,9,28
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,33,23,102,99,135,122,257
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,6,5,1,1,7,6,13
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,19,25,89,66,108,91,199
CHIMORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,41,60,19,17,60,77,137
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,0,1,5,4,5,5,10
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,0,0,6,0,6,0,6
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,12,4,0,6,12,10,22
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,38,38,2,7,40,45,85
CHUMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,19,27,15,13,34,40,74
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,8,8,15,20,23,28,51
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,43,31,51,54,94,85,179
CLIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,57,30,18,13,75,43,118
COBIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,88,70,21,16,109,86,195
COCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,13,21,23,33,36,54,90
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,1355,1435,36,38,1391,1473,2864
COIPASA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,2,0,0,0,2,0,2
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,174,170,65,56,239,226,465
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,29,30,3,12,32,42,74
COLLANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,2,5,0,1,2,6,8
COLOMI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,48,52,19,24,67,76,143
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,13,15,4,6,17,21,38
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,133,120,165,164,298,284,582
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,42,29,8,16,50,45,95
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,16,26,43,39,59,65,124
COMANCHE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,4,10,2,5,6,15,21
COMARAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,55,28,29,49,84,77,161
COMBAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,2,0,1,5,3,5,8
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,42,41,6,4,48,45,93
COPACABANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,15,10,17,16,32,26,58
CORIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,44,27,36,54,80,81,161
CORO CORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,9,3,7,10,16,13,29
COROICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,16,27,10,11,26,38,64
CORQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,4,5,0,1,4,6,10
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,15,20,22,19,37,39,76
COTOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,153,148,9,10,162,158,320
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,102,96,19,30,121,126,247
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,2,3,4,5,6,8,14
CUEVO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,7,5,18,14,25,19,44
CULPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,33,47,25,14,58,61,119
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,10,12,1,0,11,12,23
CURVA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,0,1,7,6,7,7,14
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,15,10,2,1,17,11,28
EL ALTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,2486,2536,2350,2512,4836,5048,9884
EL CHORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,1,3,4,14,5,17,22
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,40,41,3,10,43,51,94
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,37,19,26,20,63,39,102
EL TORNO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,137,142,29,34,166,176,342
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,7,9,9,5,16,14,30
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,62,64,49,57,111,121,232
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,218,211,22,33,240,244,484
ESCARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,0,0,2,1,2,1,3
ESCOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,6,6,0,0,6,6,12
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,0,3,1,1,1,4,5
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,2,4,0,1,2,5,7
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,0,1,2,2,2,3,5
EXALTACION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,4,2,0,3,4,5,9
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,43,46,12,23,55,69,124
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,10,6,19,9,29,15,44
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,37,25,8,7,45,32,77
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,15,22,17,13,32,35,67
GUANAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,45,44,31,30,76,74,150
GUAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,10,7,0,3,10,10,20
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,99,100,8,14,107,114,221
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,23,24,44,55,67,79,146
HUACARETA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,5,26,3,4,8,30,38
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,4,7,10,12,14,19,33
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,0,0,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,16,20,25,21,41,41,82
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,1,3,0,0,1,3,4
HUARINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,6,7,3,6,9,13,22
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,2,1,3,3,5,4,9
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,5,6,0,1,5,7,12
HUMANATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,5,6,0,1,5,7,12
ICHOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,9,5,15,14,24,19,43
ICLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,17,21,23,24,40,45,85
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,18,31,35,43,53,74,127
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,2,0,2,1,4,1,5
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,21,22,44,44,65,66,131
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,40,29,20,27,60,56,116
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,14,13,3,3,17,16,33
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,20,24,5,8,25,32,57
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,88,89,64,52,152,141,293
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,249,245,68,61,317,306,623
LA PAZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,1822,1869,698,676,2520,2545,5065
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,8,7,21,13,29,20,49
LAJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,35,30,10,5,45,35,80
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,1,1,4,3,5,4,9
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,0,0,8,3,8,3,11
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,59,49,64,90,123,139,262
LLICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,0,3,0,2,0,5,5
LORETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,4,1,2,9,6,10,16
LURIBAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,22,19,26,26,48,45,93
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,9,4,3,3,12,7,19
MACHARETI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,10,11,9,5,19,16,35
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,9,7,0,0,9,7,16
MAIRANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,23,19,4,1,27,20,47
MALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,3,1,7,5,10,6,16
MAPIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,49,46,23,15,72,61,133
MECAPACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,27,26,9,8,36,34,70
MINEROS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,53,52,5,2,58,54,112
MIZQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,37,44,28,26,65,70,135
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,14,25,15,17,29,42,71
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,35,31,16,14,51,45,96
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,73,60,18,16,91,76,167
MONTERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,303,267,8,11,311,278,589
MORO MORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,1,3,0,1,1,4,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,10,1,38,26,48,27,75
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,2,2,1,2,3,4,7
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,21,9,0,0,21,9,30
OCURI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,17,7,61,60,78,67,145
OKINAWA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,21,18,0,0,21,18,39
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,0,1,14,3,14,4,18
ORURO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,768,727,50,48,818,775,1593
PADCAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,58,61,40,54,98,115,213
PADILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,21,20,21,10,42,30,72
PAILON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,41,49,77,118,118,167,285
PALCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,62,53,22,20,84,73,157
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,73,72,86,107,159,179,338
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,3,5,3,0,6,5,11
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,25,29,6,15,31,44,75
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,13,12,11,9,24,21,45
PASORAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,3,0,0,2,3,2,5
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,18,12,19,21,37,33,70
PAZÑA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,7,8,4,5,11,13,24
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,9,15,18,24,27,39,66
POCOATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,11,9,85,89,96,98,194
POCONA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,13,14,11,13,24,27,51
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,18,13,12,8,30,21,51
POOPO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,1,8,1,4,2,12,14
PORCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,23,19,16,20,39,39,78
POROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,54,54,57,38,111,92,203
PORONGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,11,12,27,20,38,32,70
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,10,9,0,0,10,9,19
PORVENIR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,7,4,0,0,7,4,11
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2016-06-01,2,3,0,1,2,4,6
