,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,2,1,2,5,4,6,10
SORATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,6,5,7,4,13,9,22
SUCRE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,229,216,5,6,234,222,456
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,3,1,13,2,16,3,19
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,2,4,6,4,8,8,16
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,1,0,6,4,7,4,11
TAHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,2,0,1,0,3,0,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,13,8,9,9,22,17,39
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,6,7,11,3,17,10,27
TARACO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,0,1,0,0,0,1,1
TARATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,4,9,2,2,6,11,17
TARIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,152,166,14,9,166,175,341
TARVITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,7,9,3,2,10,11,21
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,8,6,9,5,17,11,28
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,4,5,0,0,4,5,9
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,6,7,10,9,16,16,32
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,1,0,8,5,9,5,14
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,37,47,17,20,54,67,121
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,10,5,13,10,23,15,38
TOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,1,2,2,1,3,3,6
TOLATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,2,1,2,1,4,2,6
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,1,4,0,0,1,4,5
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,0,2,6,3,6,5,11
TOMINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,3,3,3,2,6,5,11
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,1,2,3,2,4,4,8
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,4,5,6,7,10,12,22
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,1,4,1,2,2,6,8
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,70,70,11,13,81,83,164
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,24,24,6,7,30,31,61
UMALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,1,0,7,5,8,5,13
UNCIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,10,7,5,6,15,13,28
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,13,9,1,2,14,11,25
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,7,6,0,0,7,6,13
UYUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,15,20,3,2,18,22,40
VACAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,0,0,7,8,7,8,15
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,11,9,0,1,11,10,21
VIACHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,40,44,3,2,43,46,89
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,0,0,1,1,1,1,2
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,1,1,6,8,7,9,16
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,22,31,7,13,29,44,73
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,1,5,9,6,10,11,21
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,4,3,2,3,6,6,12
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,39,44,4,8,43,52,95
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,4,4,3,6,7,10,17
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,32,22,7,5,39,27,66
VINTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,33,31,22,18,55,49,104
VITICHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,6,1,7,5,13,6,19
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,2,2,0,0,2,2,4
WARNES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,106,95,5,5,111,100,211
YACO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,1,7,0,1,1,8,9
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,71,80,28,23,99,103,202
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,0,3,1,1,1,4,5
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,5,5,0,0,5,5,10
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,24,50,23,20,47,70,117
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,2,1,0,0,2,1,3
YOTALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,3,0,2,4,5,4,9
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,1,0,5,4,6,4,10
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-02-01,0,5,7,3,7,8,15
ACACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,3,4,3,4,7
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,20,15,13,23,33,38,71
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,10,9,15,8,25,17,42
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,6,7,9,11,15,18,33
ALALAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,2,2,2,2,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,2,1,1,0,3,1,4
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,9,9,1,1,10,10,20
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,10,3,1,1,11,4,15
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,1,0,6,0,7,7
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,2,1,0,0,2,1,3
APOLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,2,7,9,3,11,10,21
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,2,2,2,2,4,6
ARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,11,14,0,0,11,14,25
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,16,16,5,4,21,20,41
ARQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,11,7,4,8,15,15,30
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,29,31,0,0,29,31,60
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,12,23,7,7,19,30,49
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,1,3,1,3,4
AYATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,1,2,9,7,10,9,19
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,5,1,0,1,5,2,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,10,16,6,13,16,29,45
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,4,1,2,8,6,9,15
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,10,5,4,0,14,5,19
BAURES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,2,2,2,2,4,4,8
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,2,2,2,2,4
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,0,2,0,2,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,41,28,15,16,56,44,100
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,14,14,11,16,25,30,55
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,10,9,10,9,19
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,0,2,0,2,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,4,6,2,3,6,9,15
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,2,2,10,3,12,5,17
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,11,8,27,31,38,39,77
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,5,7,0,0,5,7,12
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,6,10,2,1,8,11,19
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,7,9,0,0,7,9,16
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,7,7,7,7,14
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,6,7,6,4,12,11,23
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,10,6,1,3,11,9,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,1,0,0,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,40,41,0,0,40,41,81
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,10,13,5,7,15,20,35
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,4,6,4,6,10
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,6,7,3,3,9,10,19
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,29,41,10,8,39,49,88
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,4,5,15,9,19,14,33
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,8,5,8,5,13
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,1,2,7,4,8,6,14
CATACORA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,2,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,32,29,10,9,42,38,80
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,4,6,3,4,7,10,17
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,7,6,24,27,31,33,64
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,11,3,13,12,24,15,39
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,28,32,4,5,32,37,69
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,1,1,0,0,1,1,2
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,2,0,0,0,2,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,1,0,0,3,1,3,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,11,16,5,3,16,19,35
CHUMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,2,4,2,2,4,6,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,5,4,3,8,8,12,20
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,8,6,6,4,14,10,24
CLIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,13,15,3,3,16,18,34
COBIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,31,28,21,19,52,47,99
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,2,18,22,18,24,42
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,634,625,1,2,635,627,1262
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,28,44,0,0,28,44,72
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,6,5,2,4,8,9,17
COLLANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,2,0,0,0,2,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,9,5,15,13,24,18,42
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,4,4,1,2,5,6,11
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,11,16,34,26,45,42,87
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,6,1,7,4,13,5,18
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,1,1,31,45,32,46,78
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,3,0,0,0,3,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,20,11,1,0,21,11,32
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,13,20,5,7,18,27,45
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,6,8,2,6,8,14,22
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,18,16,2,2,20,18,38
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,6,3,2,0,8,3,11
COROICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,10,5,4,7,14,12,26
CORQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,3,3,0,0,3,3,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,10,4,9,6,19,10,29
COTOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,56,60,6,14,62,74,136
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,21,12,9,10,30,22,52
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,1,0,4,0,5,0,5
CUEVO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,1,2,3,2,4,4,8
CULPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,13,7,6,4,19,11,30
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,3,3,3,3,6
CURVA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,1,1,1,1,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,1,2,4,4,5,6,11
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,597,587,304,261,901,848,1749
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,2,2,1,1,3,3,6
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,9,10,12,6,21,16,37
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,2,0,10,3,12,3,15
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,41,35,11,18,52,53,105
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,3,2,0,0,3,2,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,19,10,12,15,31,25,56
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,46,38,3,2,49,40,89
ESCOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,3,4,3,4,7
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,1,0,0,0,1,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,1,1,0,0,1,1,2
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,1,3,2,2,3,5,8
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,2,0,0,0,2,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,4,7,15,12,19,19,38
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,1,0,10,6,11,6,17
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,15,7,0,1,15,8,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,2,4,3,4,5,8,13
GUANAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,9,4,25,12,34,16,50
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,4,0,5,5,9,5,14
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,19,19,8,21,27,40,67
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,3,2,5,11,8,13,21
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,6,5,1,4,7,9,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,1,4,1,4,2,6
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,2,1,2,1,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,20,24,4,1,24,25,49
HUARINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,2,4,1,4,3,7
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,1,0,4,0,5,5
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,2,9,1,1,3,10,13
HUMANATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,1,0,0,0,1,0,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,2,0,3,2,5,2,7
ICLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,1,6,3,6,4,12,16
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,14,11,14,11,25
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,2,1,3,1,5,6
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,1,3,8,9,9,12,21
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,12,9,6,6,18,15,33
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,7,13,0,0,7,13,20
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,12,7,5,2,17,9,26
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,40,29,17,17,57,46,103
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,80,88,11,9,91,97,188
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,580,508,8,11,588,519,1107
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,3,0,1,4,4,4,8
LAJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,10,13,0,0,10,13,23
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,5,7,5,7,12
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,0,3,0,3,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,30,29,50,31,80,60,140
LLICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,1,3,0,0,1,3,4
LORETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,2,2,8,16,10,18,28
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,6,3,6,5,12,8,20
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,2,5,5,3,7,8,15
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,1,9,7,9,8,17
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,16,6,10,9,26,15,41
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,17,8,3,0,20,8,28
MALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,0,1,0,1,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,9,13,7,3,16,16,32
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,10,8,2,4,12,12,24
MINEROS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,20,16,4,7,24,23,47
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,14,11,12,12,26,23,49
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,7,3,9,13,16,16,32
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,1,9,12,9,13,22
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,25,21,1,0,26,21,47
MONTERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,102,93,5,3,107,96,203
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,2,1,0,1,2,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,2,0,9,6,11,6,17
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,1,2,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,5,3,0,0,5,3,8
OCURI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,1,4,8,2,9,6,15
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,10,13,6,3,16,16,32
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,0,0,7,3,7,3,10
ORURO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,268,224,7,8,275,232,507
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,8,10,5,5,13,15,28
PADILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,5,6,0,0,5,6,11
PAILON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2016-03-01,24,21,31,29,55,50,105
