,group,variable,month,TOTAL 21.5 MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTAL 21.5 MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,0,1,0,1
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,3,1,3,1,4
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,5,66,5,66,71
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,76,100,76,100,176
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,2,0,2,2
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,23,0,23,23
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,2,0,2,2
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,20,1,20,1,21
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,3,13,3,13,16
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,2,3,2,3,5
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,55,0,55,55
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,1,0,1,1
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,6,1,6,7
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,99,1,99,100
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,1,0,1,1
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,2,0,2,0,2
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,14,22,14,22,36
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,1,0,1,1
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,4,0,4,4
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,31,1,31,32
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,5,11,5,11,16
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,11,0,11,11
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,18,0,18,0,18
PRESTO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,0,1,0,1
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,7,0,7,7
PUERTO CARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,2,0,2,2
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,4,68,4,68,72
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,7,1,7,1,8
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,8,35,8,35,43
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,17,0,17,0,17
REYES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,1,1,1,2
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,2,2,2,2,4
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,64,0,64,64
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,3,0,3,0,3
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,20,39,20,39,59
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,3,0,3,0,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,0,1,0,1
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,12,34,12,34,46
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,5,0,5,0,5
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,2,3,2,3,5
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,7,5,7,5,12
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,40,83,40,83,123
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,20,10,20,10,30
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,19,2,19,2,21
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,1,0,1,1
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,94,0,94,94
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,2,8,2,8,10
SAN LORENZO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,1,0,1,1
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,9,0,9,9
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,2,10,2,10,12
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,7,1,7,1,8
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,3,6,3,6,9
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,2,0,2,0,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,2,0,2,0,2
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,1,1,1,2
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,11,0,11,11
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,13,0,13,13
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,162,69,162,69,231
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,2,0,2,0,2
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,3,0,3,0,3
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,1,0,1,1
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,5,1,5,6
SICAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,1,0,1,1
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,2,1,2,1,3
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,0,1,0,1
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,2,3,2,3,5
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,31,117,31,117,148
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,0,1,0,1
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,1,0,1,1
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,6,0,6,0,6
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,35,36,35,36,71
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,4,0,4,4
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,2,8,2,8,10
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,0,1,0,1
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,3,1,3,4
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,4,0,4,4
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,2,0,2,2
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,4,0,4,4
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,18,24,18,24,42
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,5,7,5,7,12
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,0,1,0,1
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,3,0,3,0,3
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,19,1,19,20
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,0,1,0,1
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,1,1,1,2
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,22,38,22,38,60
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,13,3,13,3,16
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,3,5,3,5,8
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,7,0,7,7
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,2,0,2,2
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,10,11,10,11,21
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,8,0,8,8
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,8,7,8,7,15
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,16,0,16,0,16
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,25,22,25,22,47
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,6,0,6,0,6
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,0,1,0,1,1
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,2,599,2,599,601
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,2,0,2,0,2
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,2,2,2,2,4
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-04-01,1,0,1,0,1
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,1,1,1,2
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,3,2,3,5
ALCALA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,2,3,2,5
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,3,0,3,3
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,5,0,5,0,5
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,4,0,4,4
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,16,1,16,17
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,13,1,13,14
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,26,3,26,29
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,15,24,15,24,39
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,8,3,8,11
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,0,3,0,3
BELEN DE ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,1,1,1,2
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,7,1,7,8
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,2,1,2,3
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,0,2,0,2
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,5,47,5,47,52
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,16,0,16,16
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,4,1,4,5
"CAIZA ""D""",otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,2,0,2,2
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,4,0,4,0,4
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,4,25,4,25,29
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,2,0,2,2
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,32,3,32,35
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,6,0,6,6
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,2,1,2,3
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,6,17,6,17,23
CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,26,0,26,26
CHACARILLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,2,1,2,3
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,14,5,14,5,19
CHAYANTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,1,1,1,2
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,3,2,3,5
CHIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,7,0,7,7
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,4,1,4,5
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,8,22,8,22,30
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,0,1,0,1
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,80,68,80,68,148
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,11,12,11,12,23
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,0,3,0,3
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,8,3,8,11
COMANCHE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,5,3,5,3,8
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,17,1,17,18
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,7,1,7,8
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,0,1,0,1
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,10,1,10,11
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,13,3,13,16
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,4,144,4,144,148
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,15,3,15,18
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,0,1,0,1
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,2,0,2,2
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,200,498,200,498,698
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,38,1,38,39
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,9,0,9,9
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,13,67,13,67,80
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,5,118,5,118,123
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,10,20,10,20,30
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,6,10,6,10,16
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,3,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,7,16,7,16,23
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,8,3,8,11
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,7,0,7,7
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,5,9,5,9,14
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,7,0,7,7
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,6,2,6,8
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,27,1,27,28
HUACHACALLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,14,2,14,16
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,2,0,2,2
ICHOCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,6,0,6,6
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,4,0,4,0,4
INGAVI (HUMAITA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,2,0,2,2
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,3,1,3,4
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,1,3,1,4
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,0,1,0,1
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,1,2,1,3
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,15,143,15,143,158
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,160,217,160,217,377
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,2,1,2,3
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,1,2,1,3
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,9,1,9,10
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,2,0,2,2
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,4,1,4,5
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,10,0,10,10
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,4,2,4,2,6
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,1,1,1,2
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,6,8,6,8,14
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,2,0,2,2
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,8,2,8,10
MOJINETE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,5,0,5,0,5
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,3,0,3,3
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,10,106,10,106,116
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,27,54,27,54,81
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,2,0,2,2
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,1,1,1,2
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,10,0,10,10
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,4,0,4,4
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,28,55,28,55,83
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,13,3,13,16
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,7,3,7,10
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,50,1,50,51
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,0,2,0,2
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,2,3,2,5
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,2,1,2,3
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,17,9,17,9,26
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,12,1,12,13
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,13,3,13,16
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,5,0,5,0,5
