,group,variable,month,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
SAIPINA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,14,14
SALINAS DE GARCI MENDOZA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,14,14
SAMAIPATA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,12,12
SAN ANTONIO DE LOMERIO,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,9,9
SAN BENITO,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,23,23
SAN BORJA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,53,53
SAN BUENA VENTURA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,20,20
SAN CARLOS,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,88,88
SAN IGNACIO,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,29,29
SAN IGNACIO DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,232,232
SAN JAVIER(BNI),vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,3,3
SAN JAVIER(STC),vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,29,29
SAN JOAQUIN,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,21,21
SAN JOSE DE CHIQUITOS,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,95,95
SAN JUAN DE YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,13,13
SAN JULIAN,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,94,94
SAN LORENZO(PND),vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,37,37
SAN LORENZO(TJA),vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,20,20
SAN LUCAS,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,48,48
SAN MATIAS,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,64,64
SAN MIGUEL DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,32,32
SAN PEDRO,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,28,28
SAN PEDRO DE BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,33,33
SAN PEDRO(PND),vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,2,2
SAN RAFAEL,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,7,7
SAN RAMON BENI,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,7,7
SAN RAMON SCZ,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,19,19
SANTA ANA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,51,51
SANTA CRUZ DE LA SIERRA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,3996,3996
SANTA ROSA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,19,19
SANTA ROSA DEL SARA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,53,53
SANTIAGO DE HUARI,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,15,15
SANTUARIO DE QUILLACAS,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,8,8
SENA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,19,19
SHINAOTA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,28,28
SICA SICA (VILLA AROMA),vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,13,13
SICAYA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,9,9
SIPE SIPE,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,124,124
SOPACHUY,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,8,8
SORACACHI,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,12,12
SORATA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,14,14
SUCRE,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,898,898
TACACOMA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,2,2
TACOBAMBA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,2,2
TACOPAYA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,18,18
TAPACARI,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,31,31
TARABUCO,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,33,33
TARATA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,19,19
TARIJA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,448,448
TARVITA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,18,18
TEOPONTE,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,20,20
TINGUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,22,22
TIPUANI,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,4,4
TIQUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,286,286
TIRAQUE (CBBA),vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,27,27
TOCO,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,15,15
TOLATA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,30,30
TOLEDO,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,8,8
TOMAVE,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,18,18
TOMINA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,13,13
TORO TORO,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,18,18
TOTORA(CBBA),vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,53,53
TOTORA(ORR),vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,6,6
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,173,173
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,35,35
TURCO,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,5,5
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,35,35
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,43,43
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,6,6
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,77,77
VACAS,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,11,11
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,66,66
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,167,167
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,23,23
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,170,170
VILLA NUEVA (LOMA ALTA),vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,3,3
VILLA RIVERO,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,11,11
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,17,17
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,371,371
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,14,14
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,179,179
VINTO,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,217,217
VITICHI,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,6,6
WARNES,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,465,465
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,104,104
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,6,6
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,62,62
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,10,10
YUNCHARA,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,4,4
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2017-03-01,0,20,20
ACACIO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,12,12
ACHACACHI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,81,81
ACHOCALLA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1,1
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,52,52
ALCALA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,2,2
ALTO BENI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,23,23
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,3,3
ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1,1
ANTEQUERA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,3,3
ARAMPAMPA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,2,2
ARANI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,2,2
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,31,31
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,123,123
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,18,18
AYATA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,5,5
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,20,20
AZURDUY,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,9,9
BELLA FLOR,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1,1
BERMEJO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,130,130
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,53,53
BOLIVAR,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,9,9
BOLPEBRA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1,1
BOYUIBE,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,6,6
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,33,33
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,40,40
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,6,6
CAJUATA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,15,15
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,12,12
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,21,21
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,73,73
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,76,76
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,10,10
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,98,98
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,21,21
CARMEN RIVERO TORREZ,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,6,6
CHALLAPATA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,2,2
CHAQUI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,17,17
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,58,58
CHAYANTA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,8,8
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,70,70
CHIPAYA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,22,22
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,4,4
CHUQUIHUTA AYLLU JUCUMANI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,2,2
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,16,16
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,154,154
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1272,1272
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,177,177
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,98,98
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1,1
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,47,47
COLQUIRI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,10,10
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,78,78
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,48,48
CORIPATA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,9,9
COROICO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,64,64
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,10,10
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,9,9
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,39,39
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,6,6
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,20,20
CURAHUARA DE CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,7,7
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,3058,3058
EL CHORO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1,1
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,13,13
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,16,16
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,171,171
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,6,6
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,25,25
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,140,140
ESCARA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1,1
ESCOMA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1,1
EUCALIPTUS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,7,7
EUREKA (SANTOS MERCADO),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1,1
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,30,30
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,8,8
GENERAL SAAVEDRA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,33,33
GRAL. J.J. PEREZ (CHARAZANI),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,4,4
GUANAY,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,16,16
GUAQUI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,11,11
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,328,328
GUTIERREZ,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,15,15
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,14,14
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,5,5
HUACHACALLA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,4,4
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,54,54
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,6,6
ICLA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,13,13
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,16,16
INGAVI (HUMAITA),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1,1
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,21,21
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,11,11
JESUS DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,5,5
LA ASUNTA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,90,90
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,234,234
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1893,1893
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,12,12
LAJA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,16,16
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,6,6
LLALLAGUA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,195,195
LLICA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,13,13
MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1,1
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,10,10
MAGDALENA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,33,33
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,11,11
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,57,57
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,59,59
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,5,5
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,63,63
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1005,1005
MOROCHATA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,10,10
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,7,7
NUEVO MANOA (NUEVA ESPERANZA),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,2,2
OCURI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,44,44
OKINAWA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,47,47
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,9,9
ORURO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1104,1104
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,26,26
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,5,5
PAILON,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,67,67
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,67,67
PASORAPA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1,1
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,6,6
POCOATA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,38,38
POCONA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,5,5
POOPO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,4,4
PORCO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,20,20
POROMA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,21,21
PORONGO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,14,14
PORTACHUELO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,40,40
PORVENIR,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,6,6
POTOSI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,573,573
PRESTO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,10,10
PUERTO GONZALO MORENO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,10,10
PUERTO QUIJARRO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,45,45
PUERTO RICO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,16,16
PUERTO VILLARROEL,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,166,166
PUNA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,9,9
PUNATA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,152,152
QUILLACOLLO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,460,460
QUIME,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,12,12
RAVELO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,15,15
REYES,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,6,6
RIBERALTA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,127,127
ROBORE,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,45,45
SABAYA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,12,12
SACABA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,574,574
SACACA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,18,18
SAIPINA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,7,7
SALINAS DE GARCI MENDOZA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,10,10
SAMAIPATA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,8,8
SAN ANTONIO DE LOMERIO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,4,4
SAN BENITO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,19,19
SAN BORJA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,34,34
SAN BUENA VENTURA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,18,18
SAN CARLOS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,62,62
SAN IGNACIO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,42,42
SAN IGNACIO DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,165,165
SAN JAVIER(BNI),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,4,4
SAN JAVIER(STC),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,30,30
SAN JOAQUIN,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,14,14
SAN JOSE DE CHIQUITOS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,67,67
SAN JUAN DE YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,13,13
SAN JULIAN,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,92,92
SAN LORENZO(PND),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,20,20
SAN LORENZO(TJA),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,12,12
SAN LUCAS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,47,47
SAN MATIAS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,40,40
SAN MIGUEL DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,16,16
SAN PEDRO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,25,25
SAN PEDRO DE BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,29,29
SAN PEDRO(PND),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1,1
SAN RAFAEL,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,12,12
SAN RAMON BENI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,20,20
SAN RAMON SCZ,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,12,12
SANTA ANA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,38,38
SANTA CRUZ DE LA SIERRA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,3481,3481
SANTA ROSA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,8,8
SANTA ROSA DEL SARA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,33,33
SANTIAGO DE HUARI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,11,11
SANTIVAÑES,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,12,12
SANTUARIO DE QUILLACAS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,7,7
SENA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,5,5
SHINAOTA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,22,22
SICA SICA (VILLA AROMA),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,9,9
SICAYA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,5,5
SIPE SIPE,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,112,112
SOPACHUY,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,9,9
SORACACHI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,3,3
SORATA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,36,36
SUCRE,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,558,558
TACACOMA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,12,12
TACOBAMBA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,1,1
TACOPAYA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,5,5
TAPACARI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,18,18
TARABUCO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,21,21
TARATA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,28,28
TARIJA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,3043,3043
TARVITA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,18,18
TEOPONTE,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,17,17
TIAWANACU,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,8,8
TINGUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,19,19
TIPUANI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,17,17
TIQUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,213,213
TIRAQUE (CBBA),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,33,33
TOCO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,16,16
TOLATA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,17,17
TOLEDO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,2,2
TOMAVE,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,14,14
TOMINA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,6,6
TORO TORO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,12,12
TOTORA(CBBA),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,45,45
TOTORA(ORR),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,5,5
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,174,174
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,32,32
TURCO,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,4,4
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,14,14
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,21,21
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,5,5
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,75,75
VACAS,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,9,9
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,67,67
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2017-04-01,0,171,171
