,group,variable,month,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
AYATA,vih,no de personas con prueba rapida,2017-03-01,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2017-03-01,1,3,4
AZURDUY,vih,no de personas con prueba rapida,2017-03-01,0,13,13
BERMEJO,vih,no de personas con prueba rapida,2017-03-01,4,17,21
BETANZOS,vih,no de personas con prueba rapida,2017-03-01,1,2,3
BOLIVAR,vih,no de personas con prueba rapida,2017-03-01,0,1,1
BOYUIBE,vih,no de personas con prueba rapida,2017-03-01,0,1,1
BUENA VISTA,vih,no de personas con prueba rapida,2017-03-01,4,2,6
CABEZAS,vih,no de personas con prueba rapida,2017-03-01,7,7,14
CAJUATA,vih,no de personas con prueba rapida,2017-03-01,2,0,2
CALAMARCA,vih,no de personas con prueba rapida,2017-03-01,8,9,17
CAMARGO,vih,no de personas con prueba rapida,2017-03-01,45,79,124
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2017-03-01,6,12,18
CAMIRI,vih,no de personas con prueba rapida,2017-03-01,13,14,27
CAPINOTA,vih,no de personas con prueba rapida,2017-03-01,5,11,16
CARACOLLO,vih,no de personas con prueba rapida,2017-03-01,1,13,14
CARANAVI,vih,no de personas con prueba rapida,2017-03-01,37,70,107
CARAPARI,vih,no de personas con prueba rapida,2017-03-01,1,0,1
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2017-03-01,16,22,38
CHARAGUA,vih,no de personas con prueba rapida,2017-03-01,2,5,7
CHAYANTA,vih,no de personas con prueba rapida,2017-03-01,2,3,5
CHIMORE,vih,no de personas con prueba rapida,2017-03-01,21,29,50
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2017-03-01,7,5,12
CHUMA,vih,no de personas con prueba rapida,2017-03-01,2,12,14
CKOCHAS,vih,no de personas con prueba rapida,2017-03-01,0,6,6
CLIZA,vih,no de personas con prueba rapida,2017-03-01,0,8,8
COBIJA,vih,no de personas con prueba rapida,2017-03-01,867,579,1446
COCHABAMBA,vih,no de personas con prueba rapida,2017-03-01,288,298,586
COLCAPIRHUA,vih,no de personas con prueba rapida,2017-03-01,3,11,14
COLOMI,vih,no de personas con prueba rapida,2017-03-01,1,4,5
COLQUECHACA,vih,no de personas con prueba rapida,2017-03-01,0,16,16
COLQUIRI,vih,no de personas con prueba rapida,2017-03-01,6,0,6
COMARAPA,vih,no de personas con prueba rapida,2017-03-01,2,12,14
CONCEPCION,vih,no de personas con prueba rapida,2017-03-01,2,2,4
CORIPATA,vih,no de personas con prueba rapida,2017-03-01,4,2,6
COROICO,vih,no de personas con prueba rapida,2017-03-01,12,10,22
CORQUE,vih,no de personas con prueba rapida,2017-03-01,2,1,3
COTAGAITA,vih,no de personas con prueba rapida,2017-03-01,2,0,2
COTOCA,vih,no de personas con prueba rapida,2017-03-01,32,22,54
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2017-03-01,4,11,15
CULPINA,vih,no de personas con prueba rapida,2017-03-01,0,15,15
DESAGUADERO,vih,no de personas con prueba rapida,2017-03-01,5,8,13
EL ALTO,vih,no de personas con prueba rapida,2017-03-01,282,1132,1414
EL PUENTE(STC),vih,no de personas con prueba rapida,2017-03-01,77,77,154
EL TORNO,vih,no de personas con prueba rapida,2017-03-01,101,239,340
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2017-03-01,1,18,19
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2017-03-01,41,91,132
ESCOMA,vih,no de personas con prueba rapida,2017-03-01,6,2,8
EUCALIPTUS,vih,no de personas con prueba rapida,2017-03-01,1,0,1
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2017-03-01,38,136,174
GUANAY,vih,no de personas con prueba rapida,2017-03-01,0,1,1
GUAQUI,vih,no de personas con prueba rapida,2017-03-01,2,0,2
GUAYARAMERIN,vih,no de personas con prueba rapida,2017-03-01,354,366,720
GUTIERREZ,vih,no de personas con prueba rapida,2017-03-01,1,0,1
HUACARETA,vih,no de personas con prueba rapida,2017-03-01,0,13,13
HUACAYA (VILLA DE HUACAYA),vih,no de personas con prueba rapida,2017-03-01,0,2,2
HUACHACALLA,vih,no de personas con prueba rapida,2017-03-01,4,1,5
HUANUNI,vih,no de personas con prueba rapida,2017-03-01,25,53,78
ICLA,vih,no de personas con prueba rapida,2017-03-01,0,6,6
INCAHUASI,vih,no de personas con prueba rapida,2017-03-01,11,17,28
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2017-03-01,0,1,1
IXIAMAS,vih,no de personas con prueba rapida,2017-03-01,1,0,1
LA ASUNTA,vih,no de personas con prueba rapida,2017-03-01,6,3,9
LA GUARDIA,vih,no de personas con prueba rapida,2017-03-01,103,149,252
LA PAZ,vih,no de personas con prueba rapida,2017-03-01,990,1255,2245
LAGUNILLAS,vih,no de personas con prueba rapida,2017-03-01,1,1,2
LAJA,vih,no de personas con prueba rapida,2017-03-01,16,1,17
MACHACAMARCA,vih,no de personas con prueba rapida,2017-03-01,19,33,52
MACHARETI,vih,no de personas con prueba rapida,2017-03-01,1,6,7
MAIRANA,vih,no de personas con prueba rapida,2017-03-01,2,9,11
MAPIRI,vih,no de personas con prueba rapida,2017-03-01,1,1,2
MINEROS,vih,no de personas con prueba rapida,2017-03-01,3,0,3
MIZQUE,vih,no de personas con prueba rapida,2017-03-01,1,6,7
MOJOCOYA,vih,no de personas con prueba rapida,2017-03-01,5,13,18
MONTEAGUDO,vih,no de personas con prueba rapida,2017-03-01,21,58,79
MONTERO,vih,no de personas con prueba rapida,2017-03-01,144,181,325
MOROCHATA,vih,no de personas con prueba rapida,2017-03-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vih,no de personas con prueba rapida,2017-03-01,1,1,2
OCURI,vih,no de personas con prueba rapida,2017-03-01,0,31,31
OKINAWA,vih,no de personas con prueba rapida,2017-03-01,1,0,1
OMEREQUE,vih,no de personas con prueba rapida,2017-03-01,1,0,1
ORURO,vih,no de personas con prueba rapida,2017-03-01,116,199,315
PADCAYA,vih,no de personas con prueba rapida,2017-03-01,0,1,1
PADILLA,vih,no de personas con prueba rapida,2017-03-01,2,3,5
PAILON,vih,no de personas con prueba rapida,2017-03-01,22,123,145
PALOS BLANCOS,vih,no de personas con prueba rapida,2017-03-01,30,11,41
PAZÑA,vih,no de personas con prueba rapida,2017-03-01,30,27,57
POCOATA,vih,no de personas con prueba rapida,2017-03-01,1,2,3
POCONA,vih,no de personas con prueba rapida,2017-03-01,3,7,10
PORCO,vih,no de personas con prueba rapida,2017-03-01,1,0,1
POROMA,vih,no de personas con prueba rapida,2017-03-01,0,5,5
PORONGO,vih,no de personas con prueba rapida,2017-03-01,33,48,81
PORTACHUELO,vih,no de personas con prueba rapida,2017-03-01,2,0,2
PORVENIR,vih,no de personas con prueba rapida,2017-03-01,1,10,11
POTOSI,vih,no de personas con prueba rapida,2017-03-01,126,208,334
PRESTO,vih,no de personas con prueba rapida,2017-03-01,2,17,19
PUCARANI,vih,no de personas con prueba rapida,2017-03-01,16,19,35
PUERTO CARABUCO,vih,no de personas con prueba rapida,2017-03-01,1,0,1
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2017-03-01,0,5,5
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2017-03-01,6,5,11
PUERTO RICO,vih,no de personas con prueba rapida,2017-03-01,20,29,49
PUERTO SUAREZ,vih,no de personas con prueba rapida,2017-03-01,2,2,4
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2017-03-01,61,124,185
PUNATA,vih,no de personas con prueba rapida,2017-03-01,16,164,180
QUILLACOLLO,vih,no de personas con prueba rapida,2017-03-01,21,67,88
QUIME,vih,no de personas con prueba rapida,2017-03-01,7,6,13
RAVELO,vih,no de personas con prueba rapida,2017-03-01,6,9,15
REYES,vih,no de personas con prueba rapida,2017-03-01,2,1,3
RIBERALTA,vih,no de personas con prueba rapida,2017-03-01,3,47,50
ROBORE,vih,no de personas con prueba rapida,2017-03-01,1,3,4
RURRENABAQUE,vih,no de personas con prueba rapida,2017-03-01,5,76,81
SABAYA,vih,no de personas con prueba rapida,2017-03-01,7,16,23
SACABA,vih,no de personas con prueba rapida,2017-03-01,52,105,157
SACACA,vih,no de personas con prueba rapida,2017-03-01,0,5,5
SAMAIPATA,vih,no de personas con prueba rapida,2017-03-01,4,9,13
SAN BENITO,vih,no de personas con prueba rapida,2017-03-01,2,3,5
SAN BORJA,vih,no de personas con prueba rapida,2017-03-01,0,2,2
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2017-03-01,25,8,33
SAN CARLOS,vih,no de personas con prueba rapida,2017-03-01,32,27,59
SAN IGNACIO,vih,no de personas con prueba rapida,2017-03-01,1,23,24
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2017-03-01,18,35,53
SAN JAVIER(BNI),vih,no de personas con prueba rapida,2017-03-01,1,3,4
SAN JAVIER(STC),vih,no de personas con prueba rapida,2017-03-01,2,29,31
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2017-03-01,12,17,29
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2017-03-01,1,2,3
SAN JULIAN,vih,no de personas con prueba rapida,2017-03-01,7,41,48
SAN LORENZO(PND),vih,no de personas con prueba rapida,2017-03-01,17,33,50
SAN LUCAS,vih,no de personas con prueba rapida,2017-03-01,5,8,13
SAN MATIAS,vih,no de personas con prueba rapida,2017-03-01,13,20,33
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2017-03-01,1,0,1
SAN PEDRO,vih,no de personas con prueba rapida,2017-03-01,165,155,320
SAN RAFAEL,vih,no de personas con prueba rapida,2017-03-01,1,0,1
SAN RAMON SCZ,vih,no de personas con prueba rapida,2017-03-01,1,2,3
SANTA ANA,vih,no de personas con prueba rapida,2017-03-01,8,7,15
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2017-03-01,842,2715,3557
SANTA ROSA,vih,no de personas con prueba rapida,2017-03-01,6,1,7
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2017-03-01,5,19,24
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2017-03-01,10,34,44
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2017-03-01,14,21,35
SENA,vih,no de personas con prueba rapida,2017-03-01,0,3,3
SHINAOTA,vih,no de personas con prueba rapida,2017-03-01,2,0,2
SICAYA,vih,no de personas con prueba rapida,2017-03-01,4,4,8
SIPE SIPE,vih,no de personas con prueba rapida,2017-03-01,7,21,28
SOPACHUY,vih,no de personas con prueba rapida,2017-03-01,4,20,24
SORACACHI,vih,no de personas con prueba rapida,2017-03-01,13,19,32
SORATA,vih,no de personas con prueba rapida,2017-03-01,88,79,167
SUCRE,vih,no de personas con prueba rapida,2017-03-01,236,648,884
TACACOMA,vih,no de personas con prueba rapida,2017-03-01,0,2,2
TACOPAYA,vih,no de personas con prueba rapida,2017-03-01,9,26,35
TAPACARI,vih,no de personas con prueba rapida,2017-03-01,2,5,7
TARABUCO,vih,no de personas con prueba rapida,2017-03-01,42,33,75
TARATA,vih,no de personas con prueba rapida,2017-03-01,2,1,3
TARIJA,vih,no de personas con prueba rapida,2017-03-01,86,153,239
TARVITA,vih,no de personas con prueba rapida,2017-03-01,0,19,19
TEOPONTE,vih,no de personas con prueba rapida,2017-03-01,1,15,16
TINGUIPAYA,vih,no de personas con prueba rapida,2017-03-01,0,1,1
TIPUANI,vih,no de personas con prueba rapida,2017-03-01,1,2,3
TIQUIPAYA,vih,no de personas con prueba rapida,2017-03-01,31,44,75
TOCO,vih,no de personas con prueba rapida,2017-03-01,0,2,2
TOLATA,vih,no de personas con prueba rapida,2017-03-01,26,7,33
TOMINA,vih,no de personas con prueba rapida,2017-03-01,11,12,23
TOTORA(CBBA),vih,no de personas con prueba rapida,2017-03-01,1,18,19
TOTORA(ORR),vih,no de personas con prueba rapida,2017-03-01,2,0,2
TRINIDAD,vih,no de personas con prueba rapida,2017-03-01,448,83,531
TUPIZA,vih,no de personas con prueba rapida,2017-03-01,1,0,1
UNCIA,vih,no de personas con prueba rapida,2017-03-01,7,7,14
URUBICHA,vih,no de personas con prueba rapida,2017-03-01,7,16,23
UYUNI,vih,no de personas con prueba rapida,2017-03-01,5,24,29
VACAS,vih,no de personas con prueba rapida,2017-03-01,0,11,11
VALLEGRANDE,vih,no de personas con prueba rapida,2017-03-01,33,27,60
VIACHA,vih,no de personas con prueba rapida,2017-03-01,23,35,58
VILLA CHARCAS,vih,no de personas con prueba rapida,2017-03-01,0,6,6
VILLA MONTES,vih,no de personas con prueba rapida,2017-03-01,10,18,28
VILLA RIVERO,vih,no de personas con prueba rapida,2017-03-01,10,15,25
VILLA SERRANO,vih,no de personas con prueba rapida,2017-03-01,4,18,22
VILLA TUNARI,vih,no de personas con prueba rapida,2017-03-01,52,19,71
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2017-03-01,19,19,38
VILLAZON,vih,no de personas con prueba rapida,2017-03-01,28,133,161
VINTO,vih,no de personas con prueba rapida,2017-03-01,11,53,64
WARNES,vih,no de personas con prueba rapida,2017-03-01,39,31,70
YACUIBA,vih,no de personas con prueba rapida,2017-03-01,42,46,88
YAMPARAEZ,vih,no de personas con prueba rapida,2017-03-01,1,12,13
YAPACANI,vih,no de personas con prueba rapida,2017-03-01,21,80,101
YOTALA,vih,no de personas con prueba rapida,2017-03-01,1,1,2
YUNCHARA,vih,no de personas con prueba rapida,2017-03-01,1,5,6
ZUDAÑEZ,vih,no de personas con prueba rapida,2017-03-01,16,29,45
ACACIO,vih,no de personas con prueba rapida,2017-04-01,0,9,9
ACHACACHI,vih,no de personas con prueba rapida,2017-04-01,180,10,190
AIQUILE,vih,no de personas con prueba rapida,2017-04-01,6,17,23
ALCALA,vih,no de personas con prueba rapida,2017-04-01,13,48,61
ALTO BENI,vih,no de personas con prueba rapida,2017-04-01,1,0,1
ANDAMARCA,vih,no de personas con prueba rapida,2017-04-01,1,2,3
ANTEQUERA,vih,no de personas con prueba rapida,2017-04-01,0,1,1
APOLO,vih,no de personas con prueba rapida,2017-04-01,2,3,5
ARBIETO,vih,no de personas con prueba rapida,2017-04-01,4,4,8
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2017-04-01,33,100,133
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2017-04-01,3,12,15
AZURDUY,vih,no de personas con prueba rapida,2017-04-01,3,12,15
BATALLAS,vih,no de personas con prueba rapida,2017-04-01,0,1,1
BERMEJO,vih,no de personas con prueba rapida,2017-04-01,4,17,21
BETANZOS,vih,no de personas con prueba rapida,2017-04-01,1,3,4
BOLIVAR,vih,no de personas con prueba rapida,2017-04-01,0,1,1
BUENA VISTA,vih,no de personas con prueba rapida,2017-04-01,1,4,5
CABEZAS,vih,no de personas con prueba rapida,2017-04-01,4,4,8
CAJUATA,vih,no de personas con prueba rapida,2017-04-01,3,0,3
CALAMARCA,vih,no de personas con prueba rapida,2017-04-01,3,5,8
CAMARGO,vih,no de personas con prueba rapida,2017-04-01,29,61,90
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2017-04-01,3,13,16
CAMIRI,vih,no de personas con prueba rapida,2017-04-01,8,9,17
CAPINOTA,vih,no de personas con prueba rapida,2017-04-01,13,2,15
CARACOLLO,vih,no de personas con prueba rapida,2017-04-01,0,2,2
CARANAVI,vih,no de personas con prueba rapida,2017-04-01,53,23,76
CARAPARI,vih,no de personas con prueba rapida,2017-04-01,0,2,2
CHARAGUA,vih,no de personas con prueba rapida,2017-04-01,1,3,4
CHIMORE,vih,no de personas con prueba rapida,2017-04-01,7,49,56
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2017-04-01,2,8,10
CHUMA,vih,no de personas con prueba rapida,2017-04-01,3,5,8
CKOCHAS,vih,no de personas con prueba rapida,2017-04-01,0,1,1
COBIJA,vih,no de personas con prueba rapida,2017-04-01,99,61,160
COCHABAMBA,vih,no de personas con prueba rapida,2017-04-01,140,279,419
COLCAPIRHUA,vih,no de personas con prueba rapida,2017-04-01,15,6,21
COLOMI,vih,no de personas con prueba rapida,2017-04-01,1,39,40
COLQUECHACA,vih,no de personas con prueba rapida,2017-04-01,0,2,2
COMARAPA,vih,no de personas con prueba rapida,2017-04-01,4,26,30
CONCEPCION,vih,no de personas con prueba rapida,2017-04-01,3,0,3
CORIPATA,vih,no de personas con prueba rapida,2017-04-01,1,0,1
COROICO,vih,no de personas con prueba rapida,2017-04-01,8,10,18
CORQUE,vih,no de personas con prueba rapida,2017-04-01,0,1,1
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2017-04-01,1,5,6
CULPINA,vih,no de personas con prueba rapida,2017-04-01,0,40,40
EL ALTO,vih,no de personas con prueba rapida,2017-04-01,569,1596,2165
EL PUENTE(STC),vih,no de personas con prueba rapida,2017-04-01,33,33,66
EL PUENTE(TJA),vih,no de personas con prueba rapida,2017-04-01,0,1,1
EL TORNO,vih,no de personas con prueba rapida,2017-04-01,38,168,206
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2017-04-01,4,6,10
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2017-04-01,10,27,37
EUCALIPTUS,vih,no de personas con prueba rapida,2017-04-01,1,1,2
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2017-04-01,4,0,4
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2017-04-01,0,33,33
GUANAY,vih,no de personas con prueba rapida,2017-04-01,0,1,1
GUAQUI,vih,no de personas con prueba rapida,2017-04-01,2,2,4
GUAYARAMERIN,vih,no de personas con prueba rapida,2017-04-01,240,311,551
HUACARETA,vih,no de personas con prueba rapida,2017-04-01,0,4,4
HUACAYA (VILLA DE HUACAYA),vih,no de personas con prueba rapida,2017-04-01,0,3,3
HUACHACALLA,vih,no de personas con prueba rapida,2017-04-01,3,0,3
HUANUNI,vih,no de personas con prueba rapida,2017-04-01,19,71,90
HUAYLLAMARCA,vih,no de personas con prueba rapida,2017-04-01,2,3,5
ICLA,vih,no de personas con prueba rapida,2017-04-01,1,12,13
INCAHUASI,vih,no de personas con prueba rapida,2017-04-01,10,24,34
INGAVI (HUMAITA),vih,no de personas con prueba rapida,2017-04-01,1,0,1
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2017-04-01,3,0,3
IXIAMAS,vih,no de personas con prueba rapida,2017-04-01,0,1,1
JESUS DE MACHACA,vih,no de personas con prueba rapida,2017-04-01,2,1,3
LA ASUNTA,vih,no de personas con prueba rapida,2017-04-01,5,4,9
LA GUARDIA,vih,no de personas con prueba rapida,2017-04-01,29,33,62
LA PAZ,vih,no de personas con prueba rapida,2017-04-01,1190,1917,3107
LAJA,vih,no de personas con prueba rapida,2017-04-01,1,3,4
LAS CARRERAS,vih,no de personas con prueba rapida,2017-04-01,17,9,26
LLALLAGUA,vih,no de personas con prueba rapida,2017-04-01,1,0,1
MACHARETI,vih,no de personas con prueba rapida,2017-04-01,5,33,38
MAGDALENA,vih,no de personas con prueba rapida,2017-04-01,1,0,1
MAIRANA,vih,no de personas con prueba rapida,2017-04-01,1,2,3
MAPIRI,vih,no de personas con prueba rapida,2017-04-01,1,0,1
MINEROS,vih,no de personas con prueba rapida,2017-04-01,1,57,58
MIZQUE,vih,no de personas con prueba rapida,2017-04-01,11,5,16
MOJOCOYA,vih,no de personas con prueba rapida,2017-04-01,5,0,5
MONTEAGUDO,vih,no de personas con prueba rapida,2017-04-01,9,65,74
MONTERO,vih,no de personas con prueba rapida,2017-04-01,198,293,491
MOROCHATA,vih,no de personas con prueba rapida,2017-04-01,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),vih,no de personas con prueba rapida,2017-04-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vih,no de personas con prueba rapida,2017-04-01,0,1,1
OCURI,vih,no de personas con prueba rapida,2017-04-01,0,43,43
OKINAWA,vih,no de personas con prueba rapida,2017-04-01,2,0,2
OMEREQUE,vih,no de personas con prueba rapida,2017-04-01,0,1,1
ORURO,vih,no de personas con prueba rapida,2017-04-01,131,322,453
PADILLA,vih,no de personas con prueba rapida,2017-04-01,28,27,55
PAILON,vih,no de personas con prueba rapida,2017-04-01,22,77,99
PALOS BLANCOS,vih,no de personas con prueba rapida,2017-04-01,3,5,8
PAZÑA,vih,no de personas con prueba rapida,2017-04-01,12,13,25
POCOATA,vih,no de personas con prueba rapida,2017-04-01,1,2,3
POCONA,vih,no de personas con prueba rapida,2017-04-01,1,5,6
POOPO,vih,no de personas con prueba rapida,2017-04-01,1,0,1
POROMA,vih,no de personas con prueba rapida,2017-04-01,2,0,2
PORONGO,vih,no de personas con prueba rapida,2017-04-01,1,15,16
PORTACHUELO,vih,no de personas con prueba rapida,2017-04-01,3,3,6
PORVENIR,vih,no de personas con prueba rapida,2017-04-01,0,6,6
POTOSI,vih,no de personas con prueba rapida,2017-04-01,12,18,30
PRESTO,vih,no de personas con prueba rapida,2017-04-01,74,64,138
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2017-04-01,5,13,18
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2017-04-01,6,53,59
PUERTO RICO,vih,no de personas con prueba rapida,2017-04-01,0,12,12
PUERTO SUAREZ,vih,no de personas con prueba rapida,2017-04-01,6,3,9
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2017-04-01,43,73,116
PUNATA,vih,no de personas con prueba rapida,2017-04-01,30,30,60
QUILLACOLLO,vih,no de personas con prueba rapida,2017-04-01,29,81,110
QUIME,vih,no de personas con prueba rapida,2017-04-01,10,28,38
RAVELO,vih,no de personas con prueba rapida,2017-04-01,0,1,1
RIBERALTA,vih,no de personas con prueba rapida,2017-04-01,6,47,53
ROBORE,vih,no de personas con prueba rapida,2017-04-01,9,24,33
SABAYA,vih,no de personas con prueba rapida,2017-04-01,15,10,25
SACABA,vih,no de personas con prueba rapida,2017-04-01,50,135,185
SACACA,vih,no de personas con prueba rapida,2017-04-01,1,4,5
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2017-04-01,0,1,1
SAMAIPATA,vih,no de personas con prueba rapida,2017-04-01,1,0,1
SAN BENITO,vih,no de personas con prueba rapida,2017-04-01,1,1,2
SAN BORJA,vih,no de personas con prueba rapida,2017-04-01,3,6,9
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2017-04-01,3,0,3
SAN CARLOS,vih,no de personas con prueba rapida,2017-04-01,22,27,49
SAN IGNACIO,vih,no de personas con prueba rapida,2017-04-01,2,1,3
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2017-04-01,10,21,31
SAN JAVIER(BNI),vih,no de personas con prueba rapida,2017-04-01,0,2,2
SAN JAVIER(STC),vih,no de personas con prueba rapida,2017-04-01,4,32,36
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2017-04-01,11,30,41
SAN JULIAN,vih,no de personas con prueba rapida,2017-04-01,4,25,29
SAN LORENZO(PND),vih,no de personas con prueba rapida,2017-04-01,5,14,19
SAN LORENZO(TJA),vih,no de personas con prueba rapida,2017-04-01,1,5,6
SAN LUCAS,vih,no de personas con prueba rapida,2017-04-01,2,36,38
SAN MATIAS,vih,no de personas con prueba rapida,2017-04-01,11,16,27
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2017-04-01,2,0,2
SAN PEDRO,vih,no de personas con prueba rapida,2017-04-01,54,69,123
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2017-04-01,0,6,6
SAN PEDRO DE QUEMES,vih,no de personas con prueba rapida,2017-04-01,7,5,12
SAN RAMON BENI,vih,no de personas con prueba rapida,2017-04-01,4,1,5
SAN RAMON SCZ,vih,no de personas con prueba rapida,2017-04-01,2,3,5
SANTA ANA,vih,no de personas con prueba rapida,2017-04-01,12,6,18
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2017-04-01,819,1526,2345
SANTA ROSA,vih,no de personas con prueba rapida,2017-04-01,3,1,4
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2017-04-01,0,3,3
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2017-04-01,6,9,15
SANTIVAÑES,vih,no de personas con prueba rapida,2017-04-01,1,0,1
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2017-04-01,9,16,25
SHINAOTA,vih,no de personas con prueba rapida,2017-04-01,14,29,43
SICA SICA (VILLA AROMA),vih,no de personas con prueba rapida,2017-04-01,2,0,2
SICAYA,vih,no de personas con prueba rapida,2017-04-01,2,3,5
SIPE SIPE,vih,no de personas con prueba rapida,2017-04-01,28,31,59
SOPACHUY,vih,no de personas con prueba rapida,2017-04-01,4,5,9
SORACACHI,vih,no de personas con prueba rapida,2017-04-01,0,3,3
SORATA,vih,no de personas con prueba rapida,2017-04-01,2,1,3
SUCRE,vih,no de personas con prueba rapida,2017-04-01,185,305,490
TACACOMA,vih,no de personas con prueba rapida,2017-04-01,10,16,26
TACOPAYA,vih,no de personas con prueba rapida,2017-04-01,2,3,5
TAPACARI,vih,no de personas con prueba rapida,2017-04-01,4,10,14
TARABUCO,vih,no de personas con prueba rapida,2017-04-01,6,26,32
TARATA,vih,no de personas con prueba rapida,2017-04-01,0,1,1
TARIJA,vih,no de personas con prueba rapida,2017-04-01,423,567,990
TARVITA,vih,no de personas con prueba rapida,2017-04-01,2,27,29
TEOPONTE,vih,no de personas con prueba rapida,2017-04-01,0,7,7
TIAWANACU,vih,no de personas con prueba rapida,2017-04-01,1,3,4
TIPUANI,vih,no de personas con prueba rapida,2017-04-01,0,1,1
TIQUIPAYA,vih,no de personas con prueba rapida,2017-04-01,19,48,67
TOLATA,vih,no de personas con prueba rapida,2017-04-01,3,4,7
TOLEDO,vih,no de personas con prueba rapida,2017-04-01,0,4,4
TOMAVE,vih,no de personas con prueba rapida,2017-04-01,0,1,1
TOMINA,vih,no de personas con prueba rapida,2017-04-01,4,2,6
TOTORA(CBBA),vih,no de personas con prueba rapida,2017-04-01,4,8,12
TOTORA(ORR),vih,no de personas con prueba rapida,2017-04-01,1,1,2
TRINIDAD,vih,no de personas con prueba rapida,2017-04-01,358,289,647
TUPIZA,vih,no de personas con prueba rapida,2017-04-01,1,1,2
UNCIA,vih,no de personas con prueba rapida,2017-04-01,0,3,3
URUBICHA,vih,no de personas con prueba rapida,2017-04-01,9,5,14
UYUNI,vih,no de personas con prueba rapida,2017-04-01,2,21,23
VACAS,vih,no de personas con prueba rapida,2017-04-01,4,6,10
VALLEGRANDE,vih,no de personas con prueba rapida,2017-04-01,30,14,44
VIACHA,vih,no de personas con prueba rapida,2017-04-01,100,63,163
VILLA CHARCAS,vih,no de personas con prueba rapida,2017-04-01,0,3,3
VILLA MONTES,vih,no de personas con prueba rapida,2017-04-01,30,39,69
VILLA RIVERO,vih,no de personas con prueba rapida,2017-04-01,1,0,1
VILLA SERRANO,vih,no de personas con prueba rapida,2017-04-01,1,19,20
VILLA TUNARI,vih,no de personas con prueba rapida,2017-04-01,53,40,93
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2017-04-01,11,11,22
VILLAZON,vih,no de personas con prueba rapida,2017-04-01,101,71,172
VINTO,vih,no de personas con prueba rapida,2017-04-01,7,19,26
WARNES,vih,no de personas con prueba rapida,2017-04-01,49,38,87
YACUIBA,vih,no de personas con prueba rapida,2017-04-01,46,80,126
YAMPARAEZ,vih,no de personas con prueba rapida,2017-04-01,0,4,4
