,group,variable,month,REPETIDAS A. < 15,REPETIDAS A. < 15,REPETIDAS B. 15 A 19,REPETIDAS B. 15 A 19,REPETIDAS C. 20 - 34,REPETIDAS C. 20 - 34,REPETIDAS D. 35 - 49,REPETIDAS D. 35 - 49,REPETIDAS E. 50 Y +,REPETIDAS E. 50 Y +,TOTALES
ANCORAIMES,consultas prenatales,repetidas,2021-03-01,0,0,5,0,17,0,6,0,0,0,28
ANDAMARCA,consultas prenatales,repetidas,2021-03-01,0,0,4,0,10,1,0,1,0,0,16
ANTEQUERA,consultas prenatales,repetidas,2021-03-01,0,0,1,0,2,0,2,0,0,0,5
ANZALDO,consultas prenatales,repetidas,2021-03-01,0,0,10,0,17,2,3,0,1,0,33
APOLO,consultas prenatales,repetidas,2021-03-01,0,0,22,0,52,1,19,3,0,0,97
ARAMPAMPA,consultas prenatales,repetidas,2021-03-01,0,0,1,1,4,3,3,2,0,0,14
ARANI,consultas prenatales,repetidas,2021-03-01,0,0,8,0,26,2,1,0,0,0,37
ARBIETO,consultas prenatales,repetidas,2021-03-01,1,0,39,0,126,1,13,0,0,0,180
ARQUE,consultas prenatales,repetidas,2021-03-01,0,0,13,1,26,0,9,1,0,0,50
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2021-03-01,1,0,38,0,124,0,23,0,0,0,186
ATOCHA,consultas prenatales,repetidas,2021-03-01,0,0,7,0,37,0,5,0,0,0,49
AUCAPATA,consultas prenatales,repetidas,2021-03-01,0,0,7,0,23,0,2,0,0,0,32
AYATA,consultas prenatales,repetidas,2021-03-01,0,0,5,0,17,2,1,0,0,0,25
AYO AYO,consultas prenatales,repetidas,2021-03-01,1,0,12,1,17,0,4,0,0,0,35
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2021-03-01,2,0,27,1,79,2,17,1,0,0,129
AZURDUY,consultas prenatales,repetidas,2021-03-01,0,0,12,6,25,15,8,5,0,0,71
BATALLAS,consultas prenatales,repetidas,2021-03-01,0,0,10,0,53,2,10,0,0,0,75
BAURES,consultas prenatales,repetidas,2021-03-01,0,0,11,0,14,0,0,0,0,0,25
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2021-03-01,0,0,1,1,1,0,0,2,0,0,5
BELEN DE URMIRI,consultas prenatales,repetidas,2021-03-01,0,0,3,0,1,1,0,1,0,0,6
BELLA FLOR,consultas prenatales,repetidas,2021-03-01,0,1,3,1,6,2,1,0,0,0,14
BERMEJO,consultas prenatales,repetidas,2021-03-01,1,0,17,0,121,1,19,0,1,0,160
BETANZOS,consultas prenatales,repetidas,2021-03-01,2,0,28,5,97,16,23,4,0,0,175
BOLIVAR,consultas prenatales,repetidas,2021-03-01,0,0,1,0,13,0,2,1,0,0,17
BOLPEBRA,consultas prenatales,repetidas,2021-03-01,0,0,0,0,3,0,1,0,0,0,4
BOYUIBE,consultas prenatales,repetidas,2021-03-01,0,0,0,0,19,0,3,1,0,0,23
BUENA VISTA,consultas prenatales,repetidas,2021-03-01,1,5,39,0,20,4,5,0,0,0,74
CABEZAS,consultas prenatales,repetidas,2021-03-01,0,0,13,6,71,7,14,0,1,0,112
CAIROMA,consultas prenatales,repetidas,2021-03-01,0,0,8,0,27,3,4,0,0,0,42
"CAIZA ""D""",consultas prenatales,repetidas,2021-03-01,0,0,9,0,35,2,6,0,0,0,52
CAJUATA,consultas prenatales,repetidas,2021-03-01,0,0,19,0,80,0,11,0,0,0,110
CALACOTO,consultas prenatales,repetidas,2021-03-01,0,0,4,2,1,3,1,1,0,0,12
CALAMARCA,consultas prenatales,repetidas,2021-03-01,0,0,14,0,45,1,8,1,0,0,69
CAMARGO,consultas prenatales,repetidas,2021-03-01,0,0,9,1,62,3,3,1,0,0,79
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2021-03-01,0,0,0,0,1,1,0,0,0,0,2
CAMIRI,consultas prenatales,repetidas,2021-03-01,4,0,28,0,111,0,34,0,0,0,177
CAPINOTA,consultas prenatales,repetidas,2021-03-01,0,0,25,0,125,0,24,0,0,0,174
CAQUIAVIRI,consultas prenatales,repetidas,2021-03-01,1,0,7,0,13,0,4,1,0,0,26
CARACOLLO,consultas prenatales,repetidas,2021-03-01,0,0,16,1,89,3,5,0,0,0,114
CARANAVI,consultas prenatales,repetidas,2021-03-01,2,0,51,0,240,0,38,0,0,0,331
CARAPARI,consultas prenatales,repetidas,2021-03-01,0,0,12,0,63,0,15,0,0,0,90
CARIPUYO,consultas prenatales,repetidas,2021-03-01,0,0,5,1,12,3,1,1,0,0,23
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2021-03-01,0,0,9,0,20,1,3,0,0,0,33
CATACORA,consultas prenatales,repetidas,2021-03-01,0,0,1,0,2,1,1,0,0,0,5
CHACARILLA,consultas prenatales,repetidas,2021-03-01,0,0,1,0,2,0,1,0,0,0,4
CHALLAPATA,consultas prenatales,repetidas,2021-03-01,2,0,35,3,195,8,33,1,0,0,277
CHAQUI,consultas prenatales,repetidas,2021-03-01,0,0,3,1,20,3,8,0,0,0,35
CHARAGUA,consultas prenatales,repetidas,2021-03-01,2,0,32,0,98,2,15,0,0,0,149
CHARAÑA,consultas prenatales,repetidas,2021-03-01,0,0,3,0,2,0,0,0,0,0,5
CHAYANTA,consultas prenatales,repetidas,2021-03-01,0,0,10,2,29,5,4,2,0,0,52
CHIMORE,consultas prenatales,repetidas,2021-03-01,0,0,33,4,158,7,19,0,1,0,222
CHIPAYA,consultas prenatales,repetidas,2021-03-01,0,0,1,0,8,0,1,0,0,0,10
CHOQUE COTA,consultas prenatales,repetidas,2021-03-01,0,0,1,0,2,0,0,0,0,0,3
CHUA COCANI,consultas prenatales,repetidas,2021-03-01,0,0,2,0,11,0,0,0,0,0,13
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2021-03-01,2,0,9,0,70,1,17,0,0,0,99
CHUMA,consultas prenatales,repetidas,2021-03-01,0,0,6,1,13,3,3,1,0,0,27
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2021-03-01,1,0,6,1,15,3,3,3,0,0,32
CKOCHAS,consultas prenatales,repetidas,2021-03-01,0,0,10,4,22,11,10,3,0,0,60
CLIZA,consultas prenatales,repetidas,2021-03-01,0,0,19,0,156,1,11,0,0,0,187
COBIJA,consultas prenatales,repetidas,2021-03-01,2,0,70,0,247,0,39,0,0,0,358
COCAPATA,consultas prenatales,repetidas,2021-03-01,2,0,20,13,40,19,6,3,0,0,103
COCHABAMBA,consultas prenatales,repetidas,2021-03-01,12,0,333,1,4105,3,1190,0,2,0,5646
COIPASA,consultas prenatales,repetidas,2021-03-01,0,0,0,0,1,0,1,0,0,0,2
COLCAPIRHUA,consultas prenatales,repetidas,2021-03-01,2,0,19,1,263,27,33,12,0,0,357
"COLCHA ""K""",consultas prenatales,repetidas,2021-03-01,0,0,9,0,47,2,2,0,0,0,60
COLLANA,consultas prenatales,repetidas,2021-03-01,0,0,0,0,5,0,2,0,0,0,7
COLOMI,consultas prenatales,repetidas,2021-03-01,2,0,41,0,103,0,16,0,0,0,162
COLPA BELGICA,consultas prenatales,repetidas,2021-03-01,0,0,8,0,30,0,6,0,0,0,44
COLQUECHACA,consultas prenatales,repetidas,2021-03-01,0,0,26,2,64,12,10,7,0,0,121
COLQUENCHA,consultas prenatales,repetidas,2021-03-01,0,0,7,0,54,1,9,0,0,0,71
COLQUIRI,consultas prenatales,repetidas,2021-03-01,0,0,5,1,20,11,6,1,0,0,44
COMANCHE,consultas prenatales,repetidas,2021-03-01,0,0,0,1,3,0,1,0,0,0,5
COMARAPA,consultas prenatales,repetidas,2021-03-01,1,0,36,0,109,0,16,2,0,0,164
COMBAYA,consultas prenatales,repetidas,2021-03-01,0,0,1,0,2,0,1,0,0,0,4
CONCEPCION,consultas prenatales,repetidas,2021-03-01,0,0,42,3,133,3,20,2,0,0,203
COPACABANA,consultas prenatales,repetidas,2021-03-01,0,0,2,0,35,1,6,0,0,0,44
CORIPATA,consultas prenatales,repetidas,2021-03-01,1,0,18,0,81,0,14,0,0,0,114
CORO CORO,consultas prenatales,repetidas,2021-03-01,0,0,3,1,9,2,0,3,0,0,18
COROICO,consultas prenatales,repetidas,2021-03-01,0,0,17,0,48,2,4,0,0,0,71
CORQUE,consultas prenatales,repetidas,2021-03-01,0,0,1,0,14,2,1,0,0,0,18
COTAGAITA,consultas prenatales,repetidas,2021-03-01,0,0,24,1,60,2,10,0,0,0,97
COTOCA,consultas prenatales,repetidas,2021-03-01,3,1,92,5,384,20,49,1,0,0,555
CUATRO CAÑADAS,consultas prenatales,repetidas,2021-03-01,0,0,14,0,42,1,4,0,0,0,61
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2021-03-01,1,0,1,0,5,0,0,1,0,0,8
CUEVO,consultas prenatales,repetidas,2021-03-01,0,0,1,2,12,2,1,1,0,0,19
CULPINA,consultas prenatales,repetidas,2021-03-01,1,0,21,3,42,12,13,5,0,0,97
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2021-03-01,0,0,5,0,13,0,1,0,0,0,19
CURVA,consultas prenatales,repetidas,2021-03-01,0,0,0,1,1,0,1,0,0,0,3
DESAGUADERO,consultas prenatales,repetidas,2021-03-01,0,0,2,0,17,0,8,0,0,0,27
EL ALTO,consultas prenatales,repetidas,2021-03-01,28,2,367,155,3737,1013,724,145,2,0,6173
EL CHORO,consultas prenatales,repetidas,2021-03-01,0,0,0,0,6,2,0,0,0,0,8
EL PUENTE(STC),consultas prenatales,repetidas,2021-03-01,5,0,14,0,48,0,11,0,0,0,78
EL PUENTE(TJA),consultas prenatales,repetidas,2021-03-01,0,0,3,0,27,5,7,0,0,0,42
EL TORNO,consultas prenatales,repetidas,2021-03-01,5,0,60,0,262,0,37,0,0,0,364
EL VILLAR,consultas prenatales,repetidas,2021-03-01,0,0,3,1,10,4,5,1,0,0,24
ENTRE RIOS TRJ,consultas prenatales,repetidas,2021-03-01,1,0,10,3,73,7,16,5,0,0,115
ENTRE RIOS CBBA,consultas prenatales,repetidas,2021-03-01,3,0,85,1,275,1,38,1,0,0,404
ESCARA,consultas prenatales,repetidas,2021-03-01,0,0,0,0,1,0,0,0,0,0,1
ESCOMA,consultas prenatales,repetidas,2021-03-01,0,0,2,0,6,0,6,0,0,0,14
EUCALIPTUS,consultas prenatales,repetidas,2021-03-01,0,0,3,0,21,0,4,0,0,0,28
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2021-03-01,0,0,2,0,3,0,1,0,0,0,6
FERNANDEZ ALONSO,consultas prenatales,repetidas,2021-03-01,3,0,17,0,58,0,11,0,0,0,89
FILADELFIA,consultas prenatales,repetidas,2021-03-01,1,0,6,0,28,1,2,0,0,0,38
GENERAL SAAVEDRA,consultas prenatales,repetidas,2021-03-01,0,0,25,2,63,1,10,0,0,0,101
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2021-03-01,0,0,3,0,17,1,4,0,0,0,25
GUANAY,consultas prenatales,repetidas,2021-03-01,0,0,12,0,37,0,7,0,0,0,56
GUAQUI,consultas prenatales,repetidas,2021-03-01,0,0,2,0,15,0,1,1,0,0,19
GUAYARAMERIN,consultas prenatales,repetidas,2021-03-01,5,0,66,0,240,1,26,0,0,0,338
GUTIERREZ,consultas prenatales,repetidas,2021-03-01,0,0,15,2,36,3,10,1,0,0,67
HUACARETA,consultas prenatales,repetidas,2021-03-01,1,0,5,1,24,3,2,0,0,0,36
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2021-03-01,0,0,0,0,4,3,0,0,0,0,7
HUACHACALLA,consultas prenatales,repetidas,2021-03-01,0,0,0,0,1,0,0,0,0,0,1
HUANUNI,consultas prenatales,repetidas,2021-03-01,0,0,17,1,103,1,14,0,0,0,136
HUARACAJE,consultas prenatales,repetidas,2021-03-01,0,0,2,0,9,1,1,0,0,0,13
HUARINA,consultas prenatales,repetidas,2021-03-01,0,0,4,1,10,0,2,1,0,0,18
HUATAJATA,consultas prenatales,repetidas,2021-03-01,0,0,0,0,6,0,1,0,0,0,7
HUAYLLAMARCA,consultas prenatales,repetidas,2021-03-01,0,0,3,1,7,0,0,0,0,0,11
HUMANATA,consultas prenatales,repetidas,2021-03-01,0,0,3,0,5,0,4,0,0,0,12
ICHOCA,consultas prenatales,repetidas,2021-03-01,0,0,4,0,9,3,3,0,0,0,19
ICLA,consultas prenatales,repetidas,2021-03-01,0,0,4,4,8,5,4,5,0,0,30
INCAHUASI,consultas prenatales,repetidas,2021-03-01,0,1,12,8,33,14,11,5,0,0,84
INGAVI (HUMAITA),consultas prenatales,repetidas,2021-03-01,0,0,0,0,4,0,0,0,0,0,4
INQUISIVI,consultas prenatales,repetidas,2021-03-01,0,0,13,2,32,6,5,1,0,0,59
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2021-03-01,2,0,11,1,53,1,11,0,0,0,79
IXIAMAS,consultas prenatales,repetidas,2021-03-01,2,0,9,0,32,0,8,1,0,0,52
JESUS DE MACHACA,consultas prenatales,repetidas,2021-03-01,0,0,9,0,26,0,11,0,0,0,46
LA ASUNTA,consultas prenatales,repetidas,2021-03-01,3,0,45,7,194,12,22,1,0,0,284
LA GUARDIA,consultas prenatales,repetidas,2021-03-01,7,0,53,0,429,0,55,0,0,0,544
LA PAZ,consultas prenatales,repetidas,2021-03-01,2,0,204,2,3237,11,821,1,1,0,4279
LA RIVERA,consultas prenatales,repetidas,2021-03-01,0,0,0,0,1,0,0,0,0,0,1
LAGUNILLAS,consultas prenatales,repetidas,2021-03-01,0,0,7,2,19,8,3,0,0,0,39
LAJA,consultas prenatales,repetidas,2021-03-01,1,0,16,0,50,0,10,0,0,0,77
LAS CARRERAS,consultas prenatales,repetidas,2021-03-01,0,0,1,0,8,0,1,0,0,0,10
LICOMA PAMPA,consultas prenatales,repetidas,2021-03-01,2,0,1,0,8,1,0,0,0,0,12
LLALLAGUA,consultas prenatales,repetidas,2021-03-01,1,0,33,1,224,3,42,3,0,0,307
LLICA,consultas prenatales,repetidas,2021-03-01,0,0,1,0,15,0,0,0,0,0,16
LORETO,consultas prenatales,repetidas,2021-03-01,0,0,3,0,2,1,1,0,0,0,7
LURIBAY,consultas prenatales,repetidas,2021-03-01,0,0,4,0,20,0,5,1,0,0,30
MACHACAMARCA,consultas prenatales,repetidas,2021-03-01,0,0,1,0,14,0,0,0,0,0,15
MACHARETI,consultas prenatales,repetidas,2021-03-01,0,0,2,0,21,0,1,0,0,0,24
MAGDALENA,consultas prenatales,repetidas,2021-03-01,4,0,14,0,43,0,13,0,0,0,74
MAIRANA,consultas prenatales,repetidas,2021-03-01,2,0,24,0,72,0,15,0,0,0,113
MALLA,consultas prenatales,repetidas,2021-03-01,0,0,2,0,3,0,0,0,0,0,5
MAPIRI,consultas prenatales,repetidas,2021-03-01,1,0,30,0,128,0,6,0,0,0,165
MECAPACA,consultas prenatales,repetidas,2021-03-01,0,0,9,1,47,1,5,0,0,0,63
MINEROS,consultas prenatales,repetidas,2021-03-01,4,0,25,5,78,13,16,2,0,0,143
MIZQUE,consultas prenatales,repetidas,2021-03-01,6,0,29,2,66,0,17,3,0,0,123
MOCOMOCO,consultas prenatales,repetidas,2021-03-01,0,0,6,3,23,2,2,0,0,0,36
MOJOCOYA,consultas prenatales,repetidas,2021-03-01,0,0,2,1,17,0,3,0,0,0,23
MONTEAGUDO,consultas prenatales,repetidas,2021-03-01,1,1,18,0,137,3,33,0,0,0,193
MONTERO,consultas prenatales,repetidas,2021-03-01,11,0,164,0,743,1,120,1,0,0,1040
MORO MORO,consultas prenatales,repetidas,2021-03-01,0,0,0,2,2,7,0,1,0,0,12
MOROCHATA,consultas prenatales,repetidas,2021-03-01,0,0,12,1,20,9,3,1,0,0,46
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2021-03-01,0,0,5,0,18,0,2,0,0,0,25
NAZACARA DE PACAJES,consultas prenatales,repetidas,2021-03-01,0,0,0,0,3,0,0,0,0,0,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2021-03-01,0,0,0,0,4,0,0,0,0,0,4
OCURI,consultas prenatales,repetidas,2021-03-01,0,0,3,4,26,7,10,2,0,0,52
OKINAWA,consultas prenatales,repetidas,2021-03-01,0,0,11,0,45,0,10,0,0,0,66
OMEREQUE,consultas prenatales,repetidas,2021-03-01,0,0,5,2,19,0,2,1,0,0,29
ORURO,consultas prenatales,repetidas,2021-03-01,4,0,235,3,1907,41,411,7,0,0,2608
PADCAYA,consultas prenatales,repetidas,2021-03-01,1,0,13,0,54,2,13,0,0,0,83
PADILLA,consultas prenatales,repetidas,2021-03-01,0,0,11,0,45,1,9,1,0,0,67
PAILON,consultas prenatales,repetidas,2021-03-01,1,0,35,5,102,1,25,1,0,0,170
PALCA,consultas prenatales,repetidas,2021-03-01,0,0,16,2,31,4,6,0,0,0,59
PALOS BLANCOS,consultas prenatales,repetidas,2021-03-01,0,0,33,1,127,4,17,2,0,0,184
PAMPA AULLAGAS,consultas prenatales,repetidas,2021-03-01,0,0,4,0,3,2,0,0,0,0,9
PAMPA GRANDE,consultas prenatales,repetidas,2021-03-01,1,0,7,0,56,0,6,0,0,0,70
PAPEL PAMPA,consultas prenatales,repetidas,2021-03-01,2,0,2,0,10,1,4,0,0,0,19
PASORAPA,consultas prenatales,repetidas,2021-03-01,0,0,4,0,4,0,0,0,0,0,8
PATACAMAYA,consultas prenatales,repetidas,2021-03-01,0,0,31,0,128,0,14,0,0,0,173
PAZÑA,consultas prenatales,repetidas,2021-03-01,0,0,2,0,11,1,5,0,0,0,19
PELECHUCO,consultas prenatales,repetidas,2021-03-01,0,0,8,0,24,0,3,0,0,0,35
POCOATA,consultas prenatales,repetidas,2021-03-01,0,0,14,13,44,16,7,8,0,0,102
POCONA,consultas prenatales,repetidas,2021-03-01,1,0,12,1,35,0,4,1,0,0,54
POJO (CBBA),consultas prenatales,repetidas,2021-03-01,0,0,19,0,40,0,14,0,0,0,73
POOPO,consultas prenatales,repetidas,2021-03-01,0,0,3,0,23,1,1,0,0,0,28
PORCO,consultas prenatales,repetidas,2021-03-01,1,0,9,1,56,2,5,0,0,0,74
POROMA,consultas prenatales,repetidas,2021-03-01,1,0,14,1,27,5,7,3,0,0,58
PORONGO,consultas prenatales,repetidas,2021-03-01,0,0,10,0,55,0,3,0,0,0,68
PORTACHUELO,consultas prenatales,repetidas,2021-03-01,3,0,24,0,85,0,7,0,0,0,119
PORVENIR,consultas prenatales,repetidas,2021-03-01,0,0,13,0,29,0,2,0,0,0,44
POSTRER VALLE,consultas prenatales,repetidas,2021-03-01,0,0,0,0,5,0,0,0,0,0,5
POTOSI,consultas prenatales,repetidas,2021-03-01,1,0,177,9,1002,39,165,10,0,0,1403
PRESTO,consultas prenatales,repetidas,2021-03-01,1,0,6,2,20,2,8,2,0,0,41
PUCARA,consultas prenatales,repetidas,2021-03-01,0,0,0,0,7,0,0,0,0,0,7
PUCARANI,consultas prenatales,repetidas,2021-03-01,2,0,34,0,107,1,12,0,0,0,156
PUERTO ACOSTA,consultas prenatales,repetidas,2021-03-01,0,0,5,1,11,2,6,0,0,0,25
PUERTO CARABUCO,consultas prenatales,repetidas,2021-03-01,0,0,6,0,19,2,3,1,0,0,31
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2021-03-01,2,0,13,0,19,0,4,0,0,0,38
PUERTO PEREZ,consultas prenatales,repetidas,2021-03-01,0,0,2,0,12,1,3,0,0,0,18
PUERTO QUIJARRO,consultas prenatales,repetidas,2021-03-01,2,0,22,0,22,0,9,0,0,0,55
PUERTO RICO,consultas prenatales,repetidas,2021-03-01,3,0,13,0,26,0,6,0,0,0,48
PUERTO SILES,consultas prenatales,repetidas,2021-03-01,1,0,0,0,1,0,0,0,0,0,2
PUERTO SUAREZ,consultas prenatales,repetidas,2021-03-01,1,0,12,0,45,1,5,1,0,0,65
PUERTO VILLARROEL,consultas prenatales,repetidas,2021-03-01,3,0,154,1,504,1,92,0,0,0,755
PUNA,consultas prenatales,repetidas,2021-03-01,0,0,12,0,48,1,10,0,0,0,71
PUNATA,consultas prenatales,repetidas,2021-03-01,1,0,33,2,191,17,58,0,0,0,302
QUIABAYA,consultas prenatales,repetidas,2021-03-01,0,0,7,0,6,0,1,0,0,0,14
QUILLACOLLO,consultas prenatales,repetidas,2021-03-01,2,0,96,26,534,162,146,32,0,0,998
QUIME,consultas prenatales,repetidas,2021-03-01,1,0,5,0,8,1,0,0,0,0,15
QUIRUSILLAS,consultas prenatales,repetidas,2021-03-01,0,0,0,0,4,0,2,0,0,0,6
RAQAYPAMPA(ETA),consultas prenatales,repetidas,2021-03-01,0,0,5,0,14,0,9,0,0,0,28
RAVELO,consultas prenatales,repetidas,2021-03-01,0,0,6,5,14,6,8,3,0,0,42
REYES,consultas prenatales,repetidas,2021-03-01,1,0,23,0,54,0,5,0,0,0,83
RIBERALTA,consultas prenatales,repetidas,2021-03-01,24,0,222,2,659,1,76,1,0,0,985
ROBORE,consultas prenatales,repetidas,2021-03-01,0,0,2,0,42,8,8,0,0,0,60
RURRENABAQUE,consultas prenatales,repetidas,2021-03-01,2,0,26,0,98,1,13,0,1,0,141
SABAYA,consultas prenatales,repetidas,2021-03-01,0,0,2,0,11,1,2,1,0,0,17
SACABA,consultas prenatales,repetidas,2021-03-01,2,0,127,14,655,80,141,10,1,0,1030
SACABAMBA,consultas prenatales,repetidas,2021-03-01,0,0,0,1,8,0,4,0,0,0,13
SACACA,consultas prenatales,repetidas,2021-03-01,0,0,21,4,55,13,10,5,0,0,108
SAIPINA,consultas prenatales,repetidas,2021-03-01,0,0,6,0,24,0,2,0,0,0,32
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2021-03-01,0,0,8,0,36,2,6,2,0,0,54
SAMAIPATA,consultas prenatales,repetidas,2021-03-01,0,0,10,0,38,0,4,0,0,0,52
SAN AGUSTIN,consultas prenatales,repetidas,2021-03-01,0,0,2,0,5,0,0,0,0,0,7
SAN ANDRES,consultas prenatales,repetidas,2021-03-01,0,0,17,0,32,0,4,0,0,0,53
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2021-03-01,0,0,0,0,2,3,1,0,0,0,6
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2021-03-01,0,0,1,0,10,0,1,0,0,0,12
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2021-03-01,0,0,5,1,28,4,8,0,0,0,46
SAN BENITO,consultas prenatales,repetidas,2021-03-01,0,0,7,0,41,0,7,0,0,0,55
SAN BORJA,consultas prenatales,repetidas,2021-03-01,3,0,56,0,161,0,34,0,0,0,254
SAN BUENA VENTURA,consultas prenatales,repetidas,2021-03-01,0,0,8,1,38,3,1,0,0,0,51
SAN CARLOS,consultas prenatales,repetidas,2021-03-01,0,0,24,0,119,0,11,0,0,0,154
SAN IGNACIO,consultas prenatales,repetidas,2021-03-01,4,0,38,16,80,2,11,1,0,0,152
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2021-03-01,5,0,47,9,200,16,35,2,0,0,314
SAN JAVIER(BNI),consultas prenatales,repetidas,2021-03-01,0,0,4,0,8,0,3,0,0,0,15
SAN JAVIER(STC),consultas prenatales,repetidas,2021-03-01,0,0,20,0,60,0,0,0,0,0,80
SAN JOAQUIN,consultas prenatales,repetidas,2021-03-01,0,0,9,0,28,0,0,0,0,0,37
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2021-03-01,1,0,6,0,16,2,3,1,0,0,29
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2021-03-01,0,0,12,0,37,0,4,0,0,0,53
SAN JULIAN,consultas prenatales,repetidas,2021-03-01,6,0,41,0,214,2,37,1,0,0,301
SAN LORENZO(PND),consultas prenatales,repetidas,2021-03-01,2,0,13,0,30,5,5,1,0,0,56
SAN LORENZO(TJA),consultas prenatales,repetidas,2021-03-01,0,0,16,2,73,0,13,0,1,0,105
SAN LUCAS,consultas prenatales,repetidas,2021-03-01,5,0,33,12,90,28,28,8,0,0,204
SAN MATIAS,consultas prenatales,repetidas,2021-03-01,0,0,21,0,62,0,9,0,0,0,92
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2021-03-01,1,0,12,3,43,18,9,3,0,0,89
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2021-03-01,0,0,6,0,7,0,0,0,0,0,13
SAN PEDRO,consultas prenatales,repetidas,2021-03-01,0,0,9,1,64,0,9,0,0,0,83
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2021-03-01,0,0,34,4,59,11,20,5,0,0,133
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2021-03-01,0,0,10,0,13,0,3,2,0,0,28
SAN PEDRO DE MACHA,consultas prenatales,repetidas,2021-03-01,0,0,20,2,44,3,14,0,0,0,83
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2021-03-01,0,0,0,0,2,2,1,0,0,0,5
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2021-03-01,1,0,4,0,14,0,1,0,0,0,20
SAN PEDRO(PND),consultas prenatales,repetidas,2021-03-01,0,0,2,2,4,4,0,0,0,0,12
SAN RAFAEL,consultas prenatales,repetidas,2021-03-01,1,0,14,0,33,0,3,0,0,0,51
SAN RAMON BENI,consultas prenatales,repetidas,2021-03-01,0,0,5,0,28,3,0,0,0,0,36
SAN RAMON SCZ,consultas prenatales,repetidas,2021-03-01,0,0,5,0,35,0,5,0,0,0,45
SANTA ANA,consultas prenatales,repetidas,2021-03-01,2,0,28,0,72,1,13,0,1,0,117
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2021-03-01,25,7,610,35,4605,60,789,3,4,0,6138
SANTA ROSA,consultas prenatales,repetidas,2021-03-01,0,0,12,0,43,0,6,0,0,0,61
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2021-03-01,2,0,12,0,63,3,10,0,0,0,90
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2021-03-01,0,0,0,0,13,0,2,1,0,0,16
SANTIAGO DE HUARI,consultas prenatales,repetidas,2021-03-01,0,0,2,3,12,3,3,0,0,0,23
SANTIAGO DE HUATA,consultas prenatales,repetidas,2021-03-01,0,0,4,0,15,0,1,0,0,0,20
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2021-03-01,1,0,5,1,12,1,0,0,0,0,20
SANTIVAÑES,consultas prenatales,repetidas,2021-03-01,0,0,6,0,21,0,4,0,0,0,31
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2021-03-01,0,0,1,0,7,2,2,0,0,0,12
SAPAHAQUI,consultas prenatales,repetidas,2021-03-01,1,0,7,1,23,1,5,0,0,0,38
SENA,consultas prenatales,repetidas,2021-03-01,2,0,17,0,32,1,5,0,0,0,57
SHINAOTA,consultas prenatales,repetidas,2021-03-01,3,0,52,1,202,0,30,1,0,0,289
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2021-03-01,0,0,14,0,62,0,11,0,0,0,87
SICAYA,consultas prenatales,repetidas,2021-03-01,0,0,5,0,13,0,2,0,0,0,20
SIPE SIPE,consultas prenatales,repetidas,2021-03-01,1,0,68,1,379,5,62,1,0,0,517
SOPACHUY,consultas prenatales,repetidas,2021-03-01,0,0,10,1,8,2,4,0,0,0,25
SORACACHI,consultas prenatales,repetidas,2021-03-01,0,0,11,1,22,4,6,0,0,0,44
SORATA,consultas prenatales,repetidas,2021-03-01,1,0,16,1,66,4,2,0,0,0,90
SUCRE,consultas prenatales,repetidas,2021-03-01,2,0,183,1,1445,5,333,0,0,0,1969
TACACHI,consultas prenatales,repetidas,2021-03-01,0,0,0,0,2,0,0,0,0,0,2
