municipality,group,variable,month,TOTAL NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA  Grupo Edad: (CANTIDAD),TOTAL
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,1,1
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,2,2
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,1,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,14,14
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,2,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,2,2
HUMANATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,1,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,1,1
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,1,1
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,1,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,3,3
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,2,2
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,2,2
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,1,1
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,1,1
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,29,29
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,6,6
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,3,3
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,2,2
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,2,2
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,4,4
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,9,9
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,2,2
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,2,2
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,1,1
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,5,5
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,3,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,3,3
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,1,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,8,8
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,3,3
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,58,58
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,1,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,12,12
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,6,6
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,1,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,11,11
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,1,1
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,5,5
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,8,8
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,1,1
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,3,3
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,2,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-04-01,1,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,2,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,39,39
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,2,2
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,2,2
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,14,14
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,10,10
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,3,3
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,25,25
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,2,2
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,2,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,7,7
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,3,3
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,10,10
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,4,4
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,5,5
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,6,6
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,12,12
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,4,4
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,3,3
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,3,3
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,2,2
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,16,16
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,9,9
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,4,4
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,15,15
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,3,3
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,10,10
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,4,4
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,27,27
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,17,17
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-05-01,8,8
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,4,4
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,2,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,62,62
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,3,3
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,2,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,14,14
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,20,20
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,3,3
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,48,48
LA RIVERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,3,3
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,5,5
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,6,6
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,3,3
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,2,2
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,6,6
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,9,9
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,3,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,2,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,7,7
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,2,2
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,2,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,12,12
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,16,16
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,6,6
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,48,48
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,37,37
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,3,3
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,3,3
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,1,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,17,17
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,0,0
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,8,8
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-06-01,2,2
AUCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,1,1
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,1,1
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,12,12
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,2,2
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,14,14
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,2,2
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,1,1
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,1,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,1,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,3,3
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,15,15
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,42,42
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,3,3
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,2,2
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,1,1
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,1,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,1,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,20,20
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,4,4
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,5,5
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,1,1
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-07-01,1,1
