municipality,group,variable,month,TOTAL 5.09 NÚMERO DE CONDONES ENTREGADOS  Grupo Edad: (CANTIDAD),TOTAL
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,84,84
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,300,300
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,24,24
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,324,324
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,528,528
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,72,72
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,12,12
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,12,12
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,96,96
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,60,60
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,276,276
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,12,12
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,196,196
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,504,504
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,48,48
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,72,72
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,12,12
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,252,252
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,132,132
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,24,24
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,24,24
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,36,36
SAN PEDRO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,12,12
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,108,108
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,36,36
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,60,60
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,468,468
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,12038,12038
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,505,505
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,240,240
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,120,120
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,36,36
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,36,36
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,60,60
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,276,276
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,60,60
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,48,48
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,84,84
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,96,96
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,60,60
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,180,180
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,84,84
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,120,120
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,72,72
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,12367,12367
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,60,60
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,36,36
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,24,24
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,12,12
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,153,153
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,24,24
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,60,60
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,941,941
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,168,168
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,36,36
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,84,84
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,60,60
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,12,12
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,228,228
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,132,132
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,60,60
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,24,24
TODOS SANTOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,36,36
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,36,36
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,96,96
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,180,180
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,160,160
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,120,120
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,100,100
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,24,24
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,2590,2590
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,420,420
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,96,96
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,72,72
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,254,254
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,24,24
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,124,124
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,24,24
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,252,252
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,408,408
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,36,36
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,156,156
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,165,165
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,60,60
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,84,84
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,1104,1104
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,168,168
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,311,311
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,116,116
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,48,48
WALDO BALLIVIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,24,24
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,360,360
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,60,60
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,743,743
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,12,12
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,72,72
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,350,350
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,108,108
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,14,14
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,184,184
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-03-01,180,180
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,60,60
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,60,60
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,36,36
ALALAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,36,36
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,180,180
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,180,180
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,60,60
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,72,72
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,72,72
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,156,156
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,144,144
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,72,72
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,156,156
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,192,192
AUCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,84,84
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,300,300
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,84,84
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,72,72
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
BELEN DE URMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,36,36
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,60,60
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,1136,1136
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,204,204
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,108,108
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,312,312
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,456,456
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,48,48
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,108,108
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,204,204
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,48,48
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,144,144
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,72,72
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,96,96
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,96,96
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,132,132
CAQUIAVIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,60,60
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,96,96
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,276,276
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,72,72
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,60,60
CHACARILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,216,216
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,24,24
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,92,92
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,792,792
CHOQUE COTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,60,60
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,108,108
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,48,48
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,120,120
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,108,108
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,348,348
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,96,96
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,8525,8525
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,60,60
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,72,72
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,312,312
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,504,504
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,36,36
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,252,252
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,72,72
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,168,168
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,24,24
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,132,132
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,48,48
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,6,6
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,24,24
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,523,523
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,444,444
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,72,72
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,36,36
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,216,216
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,48,48
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12023,12023
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,36,36
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,228,228
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,424,424
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,516,516
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,96,96
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,217,217
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,264,264
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
ESMERALDA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,36,36
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,48,48
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,72,72
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,60,60
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,60,60
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,51,51
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,84,84
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,36,36
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,240,240
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,60,60
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,156,156
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,72,72
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,24,24
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,60,60
HUMANATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,36,36
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,72,72
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,144,144
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,132,132
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,96,96
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,60,60
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,312,312
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,190,190
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,18298,18298
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,10,10
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,180,180
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,96,96
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,24,24
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,288,288
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,60,60
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,36,36
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,72,72
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,24,24
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,109,109
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,180,180
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,48,48
MALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,228,228
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,192,192
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,192,192
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,108,108
MOJINETE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,12,12
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,60,60
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,432,432
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,1332,1332
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,48,48
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2014-04-01,48,48
