municipality,group,variable,month,TOTAL 5.10 PÍLDORA: USUARIAS NUEVAS  Grupo Edad: (CANTIDAD),TOTAL
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,3,3
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,53,53
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,3,3
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,4,4
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,5,5
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,6,6
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,8,8
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,11,11
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,7,7
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,21,21
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,5,5
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,5,5
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,31,31
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,6,6
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,11,11
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,25,25
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,12,12
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,4,4
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,5,5
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,21,21
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,21,21
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,15,15
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,19,19
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,20,20
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,17,17
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,11,11
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,6,6
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,3,3
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,8,8
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,65,65
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,176,176
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,14,14
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,4,4
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,6,6
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,5,5
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,8,8
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,4,4
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,63,63
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,9,9
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,53,53
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,7,7
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,4,4
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,5,5
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,3,3
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,3,3
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,4,4
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,3,3
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,38,38
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,111,111
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,6,6
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,3,3
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,7,7
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,8,8
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,3,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,14,14
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,7,7
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,4,4
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,54,54
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,11,11
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,9,9
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,7,7
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,3,3
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,23,23
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,20,20
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,4,4
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,14,14
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,2,2
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-03-01,1,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,4,4
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,6,6
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,4,4
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,3,3
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,6,6
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,3,3
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,3,3
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
BELEN DE URMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,15,15
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,10,10
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,13,13
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,22,22
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,3,3
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,4,4
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,3,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,8,8
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,5,5
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,3,3
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,3,3
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
CHACARILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,3,3
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,12,12
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
CHOQUE COTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
CHUA COCANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,3,3
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,4,4
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,19,19
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,12,12
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,352,352
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,8,8
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,4,4
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,5,5
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,5,5
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,3,3
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,11,11
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,12,12
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,25,25
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,7,7
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,4,4
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,180,180
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,14,14
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,5,5
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,9,9
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,10,10
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,4,4
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,5,5
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,17,17
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,4,4
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,3,3
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,7,7
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
HUATAJATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,3,3
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,4,4
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,4,4
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,4,4
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,10,10
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,42,42
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,158,158
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,2,2
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,11,11
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,4,4
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,1,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,6,6
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias nuevas,2014-04-01,7,7
