,group,variable,month,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS FUERA,PENTAVALENTE 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,0,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,1,0,1,1,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,27,22,2,2,29,24,53
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,2,0,0,0,2,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,1,1,1,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,3,1,0,0,3,1,4
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,2,0,0,0,2,2
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,1,0,0,1,1,2
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,0,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,3,3,0,0,3,3,6
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,22,16,7,11,29,27,56
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,0,1,0,1,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,0,1,0,1,0,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,0,3,0,3,0,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,5,4,0,0,5,4,9
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,2,0,0,1,2,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,2,1,2,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,1,0,0,1,1,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,1,0,0,1,1,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,2,4,0,0,2,4,6
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,2,3,1,0,3,3,6
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,18,13,0,0,18,13,31
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,2,0,0,0,2,0,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,0,0,1,1
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,3,0,0,0,3,3
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,0,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,5,3,3,1,8,4,12
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,0,2,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,1,0,1,1,2
OCURI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,0,0,1,1
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,0,1,1,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,13,16,1,1,14,17,31
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,3,0,4,4,7,4,11
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,0,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
PAZÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,4,0,0,0,4,4
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,0,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,0,1,0,1,0,1
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,0,0,1,1
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,6,7,2,0,8,7,15
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,2,0,0,0,2,0,2
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,2,2,0,0,2,2,4
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,4,1,1,1,5,2,7
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,1,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,4,0,1,1,5,1,6
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,0,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,1,0,2,0,2
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,2,1,0,0,2,1,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,4,2,2,0,6,2,8
SAIPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,1,0,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,3,2,0,1,3,3,6
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,0,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,4,2,0,0,4,2,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,2,1,0,0,2,1,3
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,11,16,3,2,14,18,32
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,2,2,2,3,4,5,9
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,0,0,2,0,2,2
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,4,2,0,0,4,2,6
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,0,1,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,0,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,140,113,1,1,141,114,255
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,1,0,0,1,1,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,1,0,2,2
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,2,1,1,2,3,5
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,2,1,1,0,3,1,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,2,1,2,2,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,6,3,0,1,6,4,10
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,0,1,0,1,0,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,2,0,2,1,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,8,10,1,0,9,10,19
TAHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,9,5,0,2,9,7,16
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,2,1,0,2,2,4
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,0,2,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,5,8,0,0,5,8,13
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,2,0,0,0,2,0,2
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,0,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,3,2,4,2,6
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,0,0,1,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,2,1,3,1,5,2,7
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,1,2,2,2,4
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,6,6,0,3,6,9,15
YACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,1,0,1,0,2,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,2,0,3,0,3
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,1,0,0,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-03-01,0,0,5,3,5,3,8
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,2,0,0,0,2,2
ALALAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,0,1,0,1,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,1,0,0,0,1,1
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,0,0,1,0,1
ARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,1,0,0,0,1,1
ARQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,1,0,0,1,1,2
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,1,0,1,0,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,1,0,1,0,1
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,2,1,0,0,2,1,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,1,3,1,3,4
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,1,0,3,0,4,4
CAMARGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,1,0,0,1,1,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,4,2,4,2,6
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,0,1,1,1,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,1,1,2,1,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,1,0,0,0,1,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,2,0,0,1,2,3
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,7,2,7,2,9
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,20,16,0,2,20,18,38
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,3,2,0,0,3,2,5
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,0,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,1,4,1,4,5
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,2,0,2,0,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,0,1,0,1,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,1,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,2,1,0,0,2,1,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,2,1,2,6,4,7,11
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,1,0,1,0,2,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,39,30,7,8,46,38,84
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,2,0,1,1,3,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,4,2,0,0,4,2,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,2,2,2,0,4,2,6
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,2,0,1,0,3,0,3
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,2,0,0,0,2,2
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,1,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,0,1,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,1,0,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,1,2,0,2,1,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,2,5,2,2,4,7,11
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,35,19,1,0,36,19,55
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,0,1,0,1,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,3,2,1,1,4,3,7
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,1,1,2,1,3
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,2,2,2,2,4,4,8
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,1,0,1,0,1
MOJINETE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,1,1,0,1,1,2
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,8,7,0,3,8,10,18
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,20,15,4,2,24,17,41
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,0,1,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,0,1,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,12,8,6,4,18,12,30
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,2,1,4,2,6,8
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,1,0,0,0,1,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,1,1,1,1,2
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,0,1,0,1,1
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,1,1,1,1,2
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,4,0,0,1,4,5
PORONGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,1,0,0,1,1,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,3,0,0,0,3,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,11,11,8,3,19,14,33
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,1,0,0,1,1,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,6,1,2,0,8,1,9
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,0,1,0,1,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,2,0,0,1,2,1,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,2,1,1,0,3,1,4
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,1,0,0,0,1,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,1,0,0,0,1,1
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,2,1,2,1,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,6,4,0,0,6,4,10
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,4,5,1,5,5,10
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,2,6,0,4,2,10,12
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,2,1,3,1,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,1,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,5,2,3,6,8,8,16
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,2,0,0,1,2,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,4,3,3,1,7,4,11
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,2,2,2,1,4,3,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,4,3,5,3,8
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,0,2,0,2,2
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,0,0,1,0,1
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,1,0,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,121,91,13,7,134,98,232
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,1,0,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,0,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,0,1,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,1,0,1,1,2,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,2,2,0,0,2,2,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,1,1,0,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,0,1,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,2,0,0,0,2,0,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,6,5,0,0,6,5,11
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,3,4,3,1,6,5,11
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,0,1,1,1,2
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,0,0,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,0,1,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,5,7,1,1,6,8,14
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2018-04-01,1,5,1,3,2,8,10
