,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
POROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,6,4,10,8,16,12,28
PORONGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,4,1,10,16,14,17,31
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,19,15,4,3,23,18,41
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,2,6,7,6,9,15
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1,1,0,0,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,185,173,64,41,249,214,463
PRESTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,2,2,2,6,4,8,12
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,17,11,6,9,23,20,43
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1,4,12,12,13,16,29
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,6,1,5,7,11,8,19
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,0,5,8,5,8,13
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,5,2,5,3,10,5,15
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,19,15,5,7,24,22,46
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,6,4,8,11,14,15,29
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1,1,1,0,2,1,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,22,11,8,9,30,20,50
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,62,47,14,9,76,56,132
PUNA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,3,1,8,14,11,15,26
PUNATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,18,20,7,7,25,27,52
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1,1,3,1,4,2,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,70,82,45,43,115,125,240
QUIME,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,3,11,10,11,13,24
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,5,9,5,6,10,15,25
RAVELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,2,1,17,11,19,12,31
REYES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,11,11,0,0,11,11,22
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,75,63,32,45,107,108,215
ROBORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,12,16,17,13,29,29,58
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,6,7,7,6,13,13,26
SABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,3,1,3,2,6,3,9
SACABA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,149,138,10,9,159,147,306
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1,1,3,4,4,5,9
SACACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,8,11,19,22,27,33,60
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1,0,10,4,11,4,15
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,2,1,0,1,2,2,4
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,8,7,2,1,10,8,18
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,4,5,2,3,6,8,14
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,9,6,8,2,17,8,25
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,5,1,0,0,5,1,6
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1,2,0,0,1,2,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,2,3,3,0,5,3,8
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,5,0,10,15,15,15,30
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,29,40,14,3,43,43,86
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,5,7,9,1,14,8,22
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,11,11,10,11,21,22,43
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,18,11,7,7,25,18,43
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,67,61,13,11,80,72,152
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,2,2,20,10,22,12,34
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,32,0,0,0,32,0,32
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,8,7,0,0,8,7,15
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,28,28,24,30,52,58,110
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,10,4,1,4,11,8,19
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,50,37,14,12,64,49,113
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,3,0,9,3,12,3,15
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,21,19,9,8,30,27,57
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,8,10,18,11,26,21,47
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,13,14,1,3,14,17,31
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,7,3,6,6,13,9,22
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,2,4,1,0,3,4,7
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,9,6,1,0,10,6,16
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,10,7,21,14,31,21,52
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,3,3,2,2,5,5,10
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,0,1,0,1,0,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1,3,1,5,2,8,10
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,0,4,1,4,1,5
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,18,9,4,1,22,10,32
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,11,14,1,0,12,14,26
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1559,1464,16,14,1575,1478,3053
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,6,11,9,4,15,15,30
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,12,18,4,8,16,26,42
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,3,0,2,0,5,5
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,0,6,8,6,8,14
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1,1,5,2,6,3,9
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,2,1,0,1,2,2,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,3,2,0,0,3,2,5
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,2,1,3,0,5,1,6
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,3,6,2,1,5,7,12
SENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,13,13,5,6,18,19,37
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,19,26,10,3,29,29,58
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,8,11,5,3,13,14,27
SICAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,0,8,2,8,2,10
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,46,29,4,2,50,31,81
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,8,6,5,9,13,15,28
SORATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,8,10,8,4,16,14,30
SUCRE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,304,308,3,6,307,314,621
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,10,7,3,1,13,8,21
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,4,3,4,10,8,13,21
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1,1,1,0,2,1,3
TAHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,1,1,0,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,14,19,9,3,23,22,45
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,11,8,2,2,13,10,23
TARACO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,2,6,1,0,3,6,9
TARATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,8,5,5,7,13,12,25
TARIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,198,201,6,19,204,220,424
TARVITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,11,12,11,3,22,15,37
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,6,9,6,7,12,16,28
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,9,5,1,4,10,9,19
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,3,4,15,12,18,16,34
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1,1,8,4,9,5,14
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,36,24,23,17,59,41,100
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,4,2,15,25,19,27,46
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1,0,0,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,5,5,4,6,9,11,20
TOLATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,2,3,1,1,3,4,7
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,0,0,1,0,1,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,7,3,8,7,15,10,25
TOMINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,0,2,1,2,1,3
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1,3,10,11,11,14,25
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,12,11,4,1,16,12,28
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,3,4,1,2,4,6,10
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,1,2,0,2,1,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,148,116,6,3,154,119,273
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,36,44,4,1,40,45,85
TURCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,0,2,3,2,3,5
UMALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1,5,1,2,2,7,9
UNCIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,11,13,17,17,28,30,58
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,6,5,1,5,7,10,17
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,5,5,0,0,5,5,10
UYUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,20,27,4,5,24,32,56
VACAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,0,11,5,11,5,16
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,16,19,1,1,17,20,37
VIACHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,39,32,13,10,52,42,94
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,0,8,2,8,2,10
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,16,9,4,6,20,15,35
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,52,54,11,8,63,62,125
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,0,2,2,2,2,4
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,3,3,4,8,7,11,18
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,3,7,6,4,9,11,20
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,63,48,18,20,81,68,149
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,7,2,3,4,10,6,16
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,31,30,2,2,33,32,65
VINTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,29,33,11,8,40,41,81
VITICHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1,0,8,1,9,1,10
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,1,0,0,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,118,160,11,10,129,170,299
YACO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,2,1,2,2,4,3,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,69,82,36,33,105,115,220
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,4,6,0,2,4,8,12
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,8,8,0,0,8,8,16
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,45,29,20,24,65,53,118
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,5,3,0,0,5,3,8
YOTALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,4,1,4,1,8,2,10
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,0,0,6,5,6,5,11
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-03-01,2,11,1,3,3,14,17
ACACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,3,4,0,0,3,4,7
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,15,10,13,12,28,22,50
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,30,16,1,0,31,16,47
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,5,6,9,10,14,16,30
ALALAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,0,0,3,2,3,2,5
ALCALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,0,1,0,0,0,1,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,12,17,0,0,12,17,29
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,6,9,4,3,10,12,22
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,0,0,1,1,1,1,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,2,1,0,0,2,1,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,0,1,1,7,1,8,9
APOLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,14,10,4,5,18,15,33
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,0,2,4,1,4,3,7
ARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,4,5,3,1,7,6,13
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,10,16,3,4,13,20,33
ARQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,2,0,2,3,4,3,7
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,40,33,0,0,40,33,73
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,2,1,2,4,4,5,9
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,2,4,1,1,3,5,8
AYATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,4,5,2,6,6,11,17
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,1,2,4,1,5,3,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,13,3,9,10,22,13,35
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,7,6,5,7,12,13,25
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,11,17,2,9,13,26,39
BAURES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,2,5,1,0,3,5,8
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,3,1,0,1,3,2,5
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,1,0,4,5,5,5,10
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,40,37,5,7,45,44,89
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,17,8,9,3,26,11,37
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,0,0,5,3,5,3,8
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,0,0,1,2,1,2,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,1,2,3,3,4,5,9
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,4,12,17,5,21,17,38
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,9,19,19,30,28,49,77
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,6,8,5,3,11,11,22
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,3,2,9,4,12,6,18
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,17,12,0,3,17,15,32
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,0,0,6,4,6,4,10
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,4,4,1,2,5,6,11
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,13,11,5,4,18,15,33
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,0,0,1,1,1,1,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,31,25,7,5,38,30,68
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,28,21,3,3,31,24,55
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,5,6,3,4,8,10,18
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,9,11,12,10,21,21,42
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,52,40,3,7,55,47,102
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,9,1,17,18,26,19,45
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,3,2,1,1,4,3,7
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,3,3,3,2,6,5,11
CATACORA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,0,1,0,1,0,2,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,19,14,13,15,32,29,61
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,8,10,1,0,9,10,19
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,10,16,33,39,43,55,98
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,2,2,0,0,2,2,4
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,4,5,4,5,8,10,18
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,22,26,11,5,33,31,64
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,0,2,0,0,0,2,2
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,1,1,0,0,1,1,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,0,1,3,0,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,11,15,3,1,14,16,30
CHUMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,2,4,4,6,6,10,16
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,6,7,2,0,8,7,15
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,11,6,3,4,14,10,24
CLIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,4,11,11,3,15,14,29
COBIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,55,57,29,30,84,87,171
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,6,9,5,6,11,15,26
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,640,673,5,9,645,682,1327
COIPASA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,36,40,3,8,39,48,87
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,6,10,1,2,7,12,19
COLLANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,0,2,2,0,2,2,4
COLOMI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,9,8,9,14,18,22,40
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2018-04-01,7,7,2,2,9,9,18
