,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,297,283,116,105,413,388,801
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,2,0,0,1,2,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,3,4,7,5,10,9,19
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,4,4,1,2,5,6,11
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,22,22,4,4,26,26,52
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,3,4,6,2,9,6,15
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,1,0,1,0,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,6,4,1,0,7,4,11
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,6,0,2,1,8,9
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,3,16,15,18,18,36
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,1,4,4,4,5,9
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,4,1,1,3,5,8
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,14,7,8,10,22,17,39
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,8,4,1,1,9,5,14
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,3,2,3,1,6,3,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,0,12,7,14,7,21
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,1,1,0,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,12,9,7,7,19,16,35
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,2,1,1,3,3,6
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,0,1,0,1,1
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,6,9,6,7,12,16,28
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,9,5,7,13,16,18,34
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,2,2,1,3,3,6
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,6,6,6,6,12
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,3,1,2,2,5,7
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,7,4,0,0,7,4,11
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,1,0,0,1,1,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,293,363,9,14,302,377,679
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,1,1,5,3,6,9
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,0,1,0,1,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,7,6,12,12,19,18,37
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,2,0,0,1,2,3
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,8,7,8,7,15
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,4,2,0,0,4,2,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,12,10,10,11,22,33
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,3,0,3,0,3
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,8,12,5,3,13,15,28
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,2,0,0,2,2,4
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,9,8,0,1,9,9,18
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,5,9,2,0,7,9,16
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,4,4,2,0,6,4,10
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,4,3,2,0,6,3,9
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,7,5,14,12,21,17,38
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,28,29,11,14,39,43,82
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,0,1,0,2,0,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,1,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,2,1,0,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,3,1,3,1,4
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,6,6,3,2,9,8,17
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,173,164,27,28,200,192,392
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,12,7,6,3,18,10,28
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,13,9,0,1,13,10,23
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,1,1,1,1,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,12,11,2,0,14,11,25
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,1,1,1,3,2,5
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,4,2,0,0,4,2,6
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,0,1,0,3,0,3
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,1,1,1,1,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,0,5,2,6,2,8
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,13,14,1,5,14,19,33
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,2,2,2,3,4,7
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,3,0,0,2,3,5
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,5,7,1,2,6,9,15
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,3,3,7,9,10,12,22
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,0,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,11,13,2,1,13,14,27
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,7,3,0,1,7,4,11
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,161,165,39,30,200,195,395
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,2,5,7,7,9,16
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,5,6,1,5,6,11,17
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,2,2,0,3,2,5
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,3,0,0,2,3,5
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,3,1,0,2,3,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,6,5,5,5,11,10,21
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,2,2,0,2,2,4
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,10,11,1,1,11,12,23
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,28,19,7,10,35,29,64
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,1,0,0,0,1,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,8,2,0,0,8,2,10
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,17,7,12,10,29,17,46
REYES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,3,4,6,11,9,15,24
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,11,6,6,1,17,7,24
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,13,11,1,1,14,12,26
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,4,0,0,1,4,5
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,2,4,1,4,3,7
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,60,57,20,17,80,74,154
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,2,2,2,2,4
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,1,5,5,7,6,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,2,1,2,3,4,7
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,4,6,1,2,5,8,13
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,0,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,3,6,6,5,9,11,20
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,0,0,0,2,0,2
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,1,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,1,0,0,1,1,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,2,2,4,4,6,10
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,16,17,4,6,20,23,43
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,0,2,4,4,4,8
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,7,7,0,0,7,7,14
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,5,8,0,0,5,8,13
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,30,32,0,0,30,32,62
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,1,0,0,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,12,14,8,3,20,17,37
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,2,0,0,2,2,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,8,6,27,29,35,35,70
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,5,3,1,4,6,10
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,15,21,7,5,22,26,48
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,1,2,1,2,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,15,18,4,3,19,21,40
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,13,16,29,19,42,35,77
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,5,9,1,1,6,10,16
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,1,1,1,1,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,7,4,22,23,29,27,56
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,9,11,13,1,22,12,34
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,0,0,0,1,0,1
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,0,1,0,2,0,2
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,0,1,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,0,1,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,2,0,0,1,2,3
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,5,4,0,0,5,4,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,551,499,30,41,581,540,1121
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,3,1,2,1,5,2,7
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,1,0,0,0,1,1
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,1,0,1,2,2,4
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,1,0,0,2,1,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,1,0,0,2,1,3
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,3,0,3,0,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,5,8,4,1,9,9,18
SENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,6,4,2,1,8,5,13
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,4,0,0,0,4,0,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,3,0,0,1,3,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,15,22,5,6,20,28,48
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,1,0,1,0,1
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,1,0,0,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,0,1,0,2,0,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,239,218,13,15,252,233,485
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,5,7,0,0,5,7,12
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,7,7,6,9,13,22
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,4,1,3,4,7,5,12
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,0,1,0,1,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,3,3,0,1,3,4,7
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,0,2,3,4,3,7
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,2,0,0,0,2,2
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,3,1,1,3,4,4,8
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,138,164,37,36,175,200,375
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,11,5,17,12,28,17,45
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,3,0,0,0,3,0,3
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,4,3,1,3,5,8
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,5,7,2,5,7,12,19
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,5,11,5,13,10,23
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,6,6,3,2,9,8,17
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,5,3,2,3,7,6,13
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,1,0,0,0,1,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,3,4,1,3,4,7,11
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,2,10,2,11,4,15
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,7,4,6,6,13,19
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,1,1,0,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,35,50,7,10,42,60,102
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,13,15,7,6,20,21,41
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,0,1,0,1,0,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,22,25,2,10,24,35,59
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,25,19,9,2,34,21,55
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,2,0,0,0,2,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,7,10,10,9,17,19,36
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,0,1,1,2,1,3
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,17,14,0,1,17,15,32
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,18,15,1,1,19,16,35
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,1,0,1,0,2,2
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,13,6,3,3,16,9,25
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,32,30,11,6,43,36,79
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,5,0,0,2,5,7
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,4,0,0,2,4,6
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,3,0,1,2,4,6
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,6,12,2,6,8,18,26
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,1,1,0,0,1,1,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,21,10,1,3,22,13,35
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,3,0,1,4,4,4,8
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,36,42,3,2,39,44,83
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,79,64,18,13,97,77,174
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,1,0,1,2,2,4
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,0,1,1,1,1,2,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,16,18,2,0,18,18,36
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,5,9,1,0,6,9,15
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,5,2,2,1,7,3,10
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,2,2,11,5,13,7,20
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-05-01,3,6,4,2,7,8,15
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,1,0,0,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,4,2,0,0,4,2,6
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,2,1,0,0,2,1,3
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,2,0,1,0,3,0,3
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,2,1,1,0,3,1,4
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,0,2,1,2,1,4,5
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,0,0,1,0,1,0,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,1,1,0,0,1,1,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,0,0,3,0,3,0,3
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,4,5,1,2,5,7,12
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,0,0,0,1,0,1,1
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,1,1,0,0,1,1,2
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,3,4,4,5,7,9,16
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,1,2,1,1,2,3,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,3,4,6,1,9,5,14
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,3,4,2,3,5,7,12
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,0,0,1,0,1,0,1
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,1,0,1,1,2,1,3
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,4,1,0,0,4,1,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,2,1,2,2,4,3,7
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,2,4,0,0,2,4,6
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,2,6,0,0,2,6,8
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,0,0,2,2,2,2,4
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,1,1,0,0,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,9,7,5,2,14,9,23
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,0,0,2,1,2,1,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,1,0,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,1,3,1,0,2,3,5
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,0,0,1,0,1,0,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,1,1,0,0,1,1,2
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,6,7,1,0,7,7,14
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,5,6,6,2,11,8,19
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,8,4,0,0,8,4,12
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,8,5,3,1,11,6,17
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,13,9,0,0,13,9,22
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,5,1,1,2,6,3,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,1,1,0,0,1,1,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2018-06-01,0,0,2,1,2,1,3
