,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,17,12,0,3,17,15,32
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,2,6,5,6,7,13
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,4,4,1,2,5,6,11
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,14,13,5,3,19,16,35
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,0,1,0,2,0,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,40,31,7,6,47,37,84
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,29,21,3,3,32,24,56
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,4,5,3,4,7,9,16
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,9,11,15,12,24,23,47
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,54,40,4,7,58,47,105
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,7,2,13,17,20,19,39
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,2,1,1,4,3,7
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,3,3,2,6,5,11
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,1,0,1,0,2,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,22,12,13,16,35,28,63
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,9,10,1,0,10,10,20
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,10,16,33,39,43,55,98
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,3,2,1,3,4,7
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,5,5,4,5,9,10,19
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,24,27,10,5,34,32,66
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,2,0,0,0,2,2
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,1,0,0,1,1,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,1,4,0,7,1,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,17,18,11,6,28,24,52
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,4,4,7,6,11,17
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,6,7,3,2,9,9,18
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,10,5,2,5,12,10,22
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,4,11,11,2,15,13,28
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,55,57,29,30,84,87,171
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,5,10,5,8,10,18,28
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,683,707,9,15,692,722,1414
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,35,42,3,8,38,50,88
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,6,11,1,2,7,13,20
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,1,2,1,2,2,4
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,12,7,9,13,21,20,41
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,7,7,2,2,9,9,18
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,10,12,22,22,32,34,66
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,6,3,0,0,6,3,9
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,8,9,16,21,24,30,54
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,4,2,1,0,5,2,7
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,27,17,4,6,31,23,54
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,0,2,4,2,4,6
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,13,20,19,20,32,40,72
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,5,8,4,2,9,10,19
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,17,10,2,3,19,13,32
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,0,0,2,1,2,3
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,12,15,14,9,26,24,50
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,3,1,2,4,5,9
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,5,11,3,6,8,17,25
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,77,78,38,55,115,133,248
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,21,19,16,11,37,30,67
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,0,0,1,0,1,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,0,0,1,2,1,3
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,9,13,4,5,13,18,31
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,0,0,0,2,0,2
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,2,4,3,5,5,10
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,2,1,1,3,3,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,790,736,213,236,1003,972,1975
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,1,1,0,2,1,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,7,7,7,4,14,11,25
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,9,5,0,8,9,17
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,42,32,15,12,57,44,101
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,4,6,3,1,7,7,14
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,5,13,11,8,16,21,37
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,51,49,1,2,52,51,103
ESCARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,0,0,2,0,2,2
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,3,0,1,0,4,4
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,4,0,0,2,4,6
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,0,4,7,4,7,11
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,6,2,4,0,10,2,12
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,5,1,5,8,10,9,19
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,2,15,4,15,6,21
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,15,15,8,6,23,21,44
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,7,9,5,7,12,16,28
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,7,5,9,9,16,14,30
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,3,0,2,2,5,7
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,43,36,10,12,53,48,101
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,14,16,11,15,25,31,56
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,7,8,7,6,14,14,28
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,0,0,2,0,2,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,0,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,13,11,6,3,19,14,33
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,5,0,2,2,7,9
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,1,2,2,3,3,6
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,1,0,0,0,1,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,7,1,2,3,9,4,13
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,4,6,3,9,7,16
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,12,6,7,1,19,7,26
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,0,2,5,2,5,7
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,5,6,6,12,11,18,29
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,8,10,3,3,11,13,24
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,6,5,14,15,20,20,40
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,4,2,1,1,5,3,8
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,53,46,7,7,60,53,113
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,125,123,13,16,138,139,277
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,728,626,27,23,755,649,1404
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,1,1,0,2,1,3
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,2,1,3,2,5,7
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,22,16,2,3,24,19,43
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,0,3,2,4,2,6
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,0,1,0,3,0,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,13,12,26,36,39,48,87
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,0,2,1,2,1,3
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,0,3,3,4,3,7
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,11,8,7,4,18,12,30
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,4,4,0,0,4,4,8
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,6,5,8,3,14,8,22
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,8,4,6,9,14,13,27
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,9,7,3,1,12,8,20
MALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,3,3,2,5,5,10
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,11,15,4,2,15,17,32
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,8,3,2,5,10,8,18
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,28,36,7,7,35,43,78
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,10,9,4,6,14,15,29
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,6,3,0,4,6,7,13
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,0,0,1,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,3,1,3,4,6,10
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,20,17,3,2,23,19,42
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,168,180,17,10,185,190,375
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,1,2,1,3,2,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,1,9,10,10,11,21
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,1,0,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,0,3,1,3,1,4
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,6,4,6,5,12,9,21
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,11,14,4,7,15,21,36
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,0,4,6,4,6,10
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,312,288,62,54,374,342,716
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,11,10,3,3,14,13,27
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,4,5,0,1,4,6,10
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,31,27,41,42,72,69,141
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,22,17,6,5,28,22,50
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,9,19,19,18,28,37,65
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,1,1,4,4,5,9
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,4,5,2,5,6,10,16
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,1,0,1,3,2,5
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,5,0,0,2,5,7
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,13,13,30,19,43,32,75
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,1,7,3,10,4,14
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,5,5,5,7,10,17
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,4,15,11,15,15,30
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,3,5,6,8,9,17
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,10,8,6,7,16,15,31
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,3,1,2,4,5,9
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,12,7,10,10,22,17,39
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,8,5,9,6,17,11,28
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,5,8,15,12,20,20,40
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,36,27,7,0,43,27,70
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,4,14,9,17,13,30
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,1,2,0,5,1,6
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,200,192,52,28,252,220,472
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,3,6,4,7,7,14
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,0,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,16,22,12,5,28,27,55
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,0,7,8,8,8,16
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,3,12,12,15,15,30
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,5,2,11,12,16,14,30
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,0,1,3,3,3,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,28,25,26,19,54,44,98
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,5,5,7,8,12,13,25
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,0,0,2,2,2,4
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,16,16,17,22,33,38,71
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,66,74,10,6,76,80,156
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,4,5,5,10,9,15,24
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,23,22,11,17,34,39,73
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,2,0,0,2,2,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,90,81,38,42,128,123,251
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,5,5,2,4,7,9,16
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,1,0,0,2,1,3
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,5,3,0,0,5,3,8
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,12,8,4,4,16,12,28
REYES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,9,6,4,9,13,22
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,112,103,37,31,149,134,283
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,7,15,2,4,9,19,28
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,29,24,10,13,39,37,76
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,6,3,0,2,6,5,11
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,158,148,28,28,186,176,362
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,0,1,5,1,5,6
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,12,5,10,8,22,13,35
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,1,8,2,9,3,12
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,9,2,8,7,17,9,26
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,9,8,0,0,9,8,17
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,4,0,0,1,4,5
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,5,6,14,13,19,19,38
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,1,0,0,0,1,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,3,2,1,2,4,6
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,5,2,3,4,8,12
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,4,5,1,6,5,11,16
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,38,44,15,20,53,64,117
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,10,11,2,5,12,16,28
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,21,14,9,13,30,27,57
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,29,28,11,1,40,29,69
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,61,78,45,41,106,119,225
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,3,10,10,11,13,24
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,20,16,0,0,20,16,36
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,6,8,0,0,6,8,14
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,19,18,37,34,56,52,108
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,11,8,4,4,15,12,27
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,50,46,24,32,74,78,152
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,2,18,22,19,24,43
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,22,16,4,4,26,20,46
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,20,19,7,21,27,40,67
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,2,0,4,1,6,7
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,4,1,0,2,4,6
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,3,2,0,0,3,2,5
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,12,11,6,5,18,16,34
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,24,25,18,33,42,58,100
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,3,0,0,1,3,4
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,4,2,0,3,4,7
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,0,0,1,1,1,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,0,2,7,4,7,6,13
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,2,2,3,3,5,8
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,11,8,1,3,12,11,23
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,25,17,4,2,29,19,48
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1842,1776,88,78,1930,1854,3784
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,7,6,12,8,19,14,33
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,17,14,1,8,18,22,40
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,2,2,2,5,4,7,11
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-04-01,1,1,4,3,5,4,9
