,group,variable,month,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
TAHUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,2,0,1,3,3,3,6
TAPACARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,45,61,28,23,73,84,157
TARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,27,21,19,15,46,36,82
TARACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,7,4,1,0,8,4,12
TARATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,17,25,8,7,25,32,57
TARIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,353,354,94,112,447,466,913
TARVITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,2,1,1,0,3,1,4
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,32,38,10,21,42,59,101
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,48,31,11,4,59,35,94
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,10,12,24,29,34,41,75
TIPUANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,9,11,15,15,24,26,50
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,38,33,21,38,59,71,130
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,11,17,21,26,32,43,75
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,1,0,1,0,2,0,2
TOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,10,14,9,7,19,21,40
TOLATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,10,2,11,10,21,12,33
TOLEDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,4,7,1,2,5,9,14
TOMAVE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,16,21,12,7,28,28,56
TOMINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,2,0,8,4,10,4,14
TORO TORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,0,0,0,3,0,3,3
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,29,17,10,4,39,21,60
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,9,7,9,15,18,22,40
TRIGAL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,2,4,4,3,6,7,13
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,312,278,9,12,321,290,611
TUPIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,30,50,9,9,39,59,98
TURCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,3,0,9,8,12,8,20
UMALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,12,11,16,24,28,35,63
UNCIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,66,47,45,54,111,101,212
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,24,29,10,14,34,43,77
URUBICHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,20,13,19,17,39,30,69
UYUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,74,63,16,9,90,72,162
VACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,9,10,16,12,25,22,47
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,56,64,9,9,65,73,138
VIACHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,163,112,59,75,222,187,409
VILA VILA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,4,9,13,10,17,19,36
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,11,11,0,0,11,11,22
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,127,131,51,50,178,181,359
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,4,3,4,6,8,9,17
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,18,33,18,12,36,45,81
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,27,26,22,18,49,44,93
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,165,184,107,89,272,273,545
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,29,31,2,7,31,38,69
VILLAZON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,96,104,9,21,105,125,230
VINTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,51,57,78,95,129,152,281
VITICHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,4,6,5,1,9,7,16
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,5,4,0,0,5,4,9
WARNES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,403,412,49,57,452,469,921
YACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,13,21,12,8,25,29,54
YACUIBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,224,200,67,84,291,284,575
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,1,0,0,0,1,0,1
YANACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,16,12,0,0,16,12,28
YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,147,168,94,71,241,239,480
YOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,12,16,9,8,21,24,45
YOTALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,6,6,19,21,25,27,52
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,8,1,3,4,11,5,16
YUNGUYO DE LITORAL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,0,0,1,0,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-05-01,10,16,8,6,18,22,40
ACACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,4,9,10,4,14,13,27
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,59,48,20,26,79,74,153
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,45,45,1,1,46,46,92
AIQUILE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,31,46,68,49,99,95,194
ALALAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,1,2,9,6,10,8,18
ALCALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,13,9,4,5,17,14,31
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,26,32,3,5,29,37,66
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,26,29,16,23,42,52,94
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,0,2,3,1,3,3,6
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,1,1,2,0,3,1,4
ANZALDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,2,6,33,30,35,36,71
APOLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,30,32,13,21,43,53,96
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,3,7,20,30,23,37,60
ARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,37,21,10,16,47,37,84
ARBIETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,52,58,69,85,121,143,264
ARQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,15,23,22,18,37,41,78
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,45,34,0,0,45,34,79
ATOCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,23,15,12,16,35,31,66
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,5,10,1,2,6,12,18
AYATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,15,11,4,9,19,20,39
AYO AYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,11,9,10,11,21,20,41
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,41,39,64,74,105,113,218
AZURDUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,26,28,43,39,69,67,136
BATALLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,18,21,11,11,29,32,61
BAURES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,17,9,5,11,22,20,42
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,0,0,0,2,0,2,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,2,3,5,4,7,7,14
BERMEJO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,80,67,14,16,94,83,177
BETANZOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,95,78,76,57,171,135,306
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,2,6,11,9,13,15,28
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,1,0,0,5,1,5,6
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,10,5,0,2,10,7,17
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,13,7,8,5,21,12,33
CABEZAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,26,15,15,16,41,31,72
CAIROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,14,20,16,18,30,38,68
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,17,13,16,16,33,29,62
CAJUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,40,41,0,0,40,41,81
CALACOTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,4,2,6,6,10,8,18
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,28,26,11,13,39,39,78
CAMARGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,37,33,28,17,65,50,115
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,7,4,8,4,15,8,23
CAMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,87,72,10,8,97,80,177
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,38,35,10,5,48,40,88
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,14,24,6,5,20,29,49
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,22,24,18,23,40,47,87
CARANAVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,117,103,25,15,142,118,260
CARAPARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,48,41,20,28,68,69,137
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,13,8,6,14,19,22,41
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,6,12,0,0,6,12,18
CATACORA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,2,0,3,8,5,8,13
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,0,3,0,1,0,4,4
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,43,47,21,12,64,59,123
CHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,27,20,10,3,37,23,60
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,25,17,22,33,47,50,97
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,4,7,1,2,5,9,14
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,26,26,28,30,54,56,110
CHIMORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,94,70,13,10,107,80,187
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,3,2,0,0,3,2,5
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,2,0,0,0,2,0,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,0,0,17,18,17,18,35
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,53,38,13,8,66,46,112
CHUMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,11,23,14,11,25,34,59
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,11,13,34,48,45,61,106
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,40,35,23,26,63,61,124
CLIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,33,36,22,23,55,59,114
COBIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,94,92,58,62,152,154,306
COCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,20,37,42,65,62,102,164
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,1323,1369,423,459,1746,1828,3574
COIPASA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,0,0,0,1,0,1,1
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,129,150,118,118,247,268,515
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,52,44,35,46,87,90,177
COLLANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,5,8,15,12,20,20,40
COLOMI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,70,58,16,6,86,64,150
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,7,6,4,2,11,8,19
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,87,85,88,87,175,172,347
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,29,41,4,6,33,47,80
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,22,17,39,43,61,60,121
COMANCHE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,3,2,0,2,3,4,7
COMARAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,50,58,5,12,55,70,125
COMBAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,0,3,4,2,4,5,9
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,44,56,5,4,49,60,109
COPACABANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,9,15,9,9,18,24,42
CORIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,39,35,35,26,74,61,135
CORO CORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,3,4,14,8,17,12,29
COROICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,20,14,11,7,31,21,52
CORQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,1,4,0,1,1,5,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,35,48,17,22,52,70,122
COTOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,84,89,22,13,106,102,208
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,33,29,43,34,76,63,139
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,3,1,6,8,9,9,18
CUEVO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,6,4,7,9,13,13,26
CULPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,41,37,27,21,68,58,126
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,0,3,2,2,2,5,7
CURVA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,3,1,4,6,7,7,14
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,4,8,4,2,8,10,18
EL ALTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,1427,1394,756,769,2183,2163,4346
EL CHORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,4,2,2,1,6,3,9
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,14,20,11,11,25,31,56
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,10,8,5,8,15,16,31
EL TORNO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,88,103,14,23,102,126,228
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,10,18,2,5,12,23,35
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,50,60,27,34,77,94,171
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,94,76,18,10,112,86,198
ESCOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,9,12,2,6,11,18,29
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,0,2,0,0,0,2,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,5,10,0,1,5,11,16
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,2,3,4,5,6,8,14
EXALTACION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,3,4,14,11,17,15,32
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,31,30,3,3,34,33,67
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,11,7,3,4,14,11,25
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,24,32,0,0,24,32,56
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,10,14,13,10,23,24,47
GUANAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,10,21,21,22,31,43,74
GUAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,5,6,4,8,9,14,23
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,114,96,10,9,124,105,229
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,10,16,10,12,20,28,48
HUACARETA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,10,16,6,12,16,28,44
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,2,3,18,18,20,21,41
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,6,2,2,4,8,6,14
HUANUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,27,29,16,13,43,42,85
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,14,12,0,0,14,12,26
HUARINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,7,5,2,8,9,13,22
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,0,5,1,2,1,7,8
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,8,3,3,3,11,6,17
HUMANATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,6,2,7,3,13,5,18
ICHOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,4,3,11,14,15,17,32
ICLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,29,33,13,12,42,45,87
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,29,23,40,53,69,76,145
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,17,16,20,24,37,40,77
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,27,20,49,36,76,56,132
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,27,25,3,4,30,29,59
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,23,21,5,2,28,23,51
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,144,134,13,16,157,150,307
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,197,195,8,1,205,196,401
LA PAZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,1237,1247,160,165,1397,1412,2809
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,8,5,3,7,11,12,23
LAJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,41,40,9,12,50,52,102
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,3,4,15,13,18,17,35
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,10,10,0,1,10,11,21
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,80,64,162,149,242,213,455
LLICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,16,7,1,6,17,13,30
LORETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,4,2,2,2,6,4,10
LURIBAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,16,12,19,8,35,20,55
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,8,5,2,0,10,5,15
MACHARETI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,19,12,28,25,47,37,84
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,64,50,7,8,71,58,129
MAIRANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,47,43,1,0,48,43,91
MALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,5,5,1,4,6,9,15
MAPIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,52,53,7,9,59,62,121
MECAPACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,16,20,8,9,24,29,53
MINEROS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,59,49,0,1,59,50,109
MIZQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,41,40,25,23,66,63,129
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,20,22,23,27,43,49,92
MOJINETE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,0,0,0,2,0,2,2
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,21,17,11,12,32,29,61
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,84,83,13,12,97,95,192
MONTERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,202,214,21,20,223,234,457
MORO MORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,5,6,0,0,5,6,11
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,13,9,35,48,48,57,105
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,1,1,3,3,4,4,8
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2018-06-01,1,1,0,0,1,1,2
