,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,0,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,1,0,0,1,1,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,4,0,0,0,4,0,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,9,4,0,0,9,4,13
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,0,0,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,1,1,0,2,1,3
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,1,0,0,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,3,5,4,1,7,6,13
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,0,1,0,1,0,1
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,1,1,1,1,2,3
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,0,0,2,0,2,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,0,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,2,0,0,0,2,0,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,0,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,5,1,1,2,6,8
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,1,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,0,0,3,0,3,3
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,2,0,0,1,2,1,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,0,0,2,1,2,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,2,1,1,3,3,4,7
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,0,1,0,2,0,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,0,0,0,1,0,1
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,0,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,0,2,1,2,1,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,3,1,0,1,3,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,0,1,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,1,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,3,1,5,2,8,10
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,3,0,2,0,5,0,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,2,0,1,0,3,3
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,3,4,0,0,3,4,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,2,2,2,2,4,6
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,31,23,4,5,35,28,63
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,0,0,1,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,0,0,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,0,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,0,1,1,1,1,2
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,2,0,0,0,2,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,4,0,0,1,4,5
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,0,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,1,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,0,0,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,1,1,3,2,4,6
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,0,0,1,1,1,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,0,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,1,0,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,1,0,1,1,2,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,0,0,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,2,0,0,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,6,3,0,2,6,5,11
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,0,0,1,1,1,2
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,0,1,0,0,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-04-01,1,0,2,1,3,1,4
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,1,0,0,0,1,1
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,0,1,0,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,0,1,1,2,1,3
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,0,0,1,0,1,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,1,0,1,0,2,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,1,1,0,1,1,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,0,2,0,2,0,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,2,1,0,0,2,1,3
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,0,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,14,7,1,1,15,8,23
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,1,1,0,1,1,2
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,1,0,0,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,3,1,0,0,3,1,4
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,1,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,12,14,4,8,16,22,38
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,2,0,1,0,3,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,0,0,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,0,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,0,0,2,0,2,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,1,0,0,1,1,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,8,8,1,0,9,8,17
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,0,0,0,1,0,1
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,1,1,0,1,1,2
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,1,0,0,1,1,2
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,2,0,0,0,2,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,0,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,2,0,3,0,5,0,5
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,0,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,5,4,0,0,5,4,9
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,0,3,0,3,0,3
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,1,0,0,1,1,2
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,4,3,0,4,4,7,11
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,1,0,1,0,2,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,2,0,1,1,3,1,4
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,0,0,0,1,0,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,0,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,0,1,0,1,0,1
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,0,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,1,0,0,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,3,1,2,0,5,1,6
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,0,3,2,3,2,5
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,1,1,0,1,1,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,2,0,0,0,2,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,1,0,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,0,1,1,2,1,3
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,0,0,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,0,0,0,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,0,0,1,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,3,0,0,0,3,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,33,21,2,2,35,23,58
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,0,4,3,4,3,7
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,0,3,0,3,0,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,1,0,0,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,3,0,0,1,3,1,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,3,1,0,2,3,5
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,2,0,0,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,0,0,0,1,0,1
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,0,0,1,0,1,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,0,0,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,0,1,0,2,0,3,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,3,1,0,1,3,2,5
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,2,0,1,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,1,1,0,2,1,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-05-01,1,1,0,0,1,1,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,2,2,0,0,2,2,4
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,0,0,1,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,0,1,1,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,1,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,0,2,0,3,0,3
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,0,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,0,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,2,1,0,1,2,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,0,0,1,0,1,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,0,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,0,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,4,6,1,1,5,7,12
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,0,0,0,1,0,1
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,0,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,0,2,0,2,0,2
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,1,0,0,0,1,1
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,1,0,2,0,3,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,1,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,12,11,3,4,15,15,30
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,1,1,0,1,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,0,1,0,2,0,2
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,0,2,1,2,1,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,1,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,2,0,0,1,2,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,0,1,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,7,9,0,0,7,9,16
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,0,0,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,3,2,0,1,3,3,6
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,7,5,2,3,9,8,17
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,1,1,3,2,4,6
PAZÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,1,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,1,0,0,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,0,3,2,3,2,5
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,0,0,1,0,1,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,1,1,0,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,1,0,1,0,2,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,3,1,0,2,3,3,6
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,1,0,0,0,1,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,0,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,2,1,0,0,2,1,3
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,1,0,0,0,1,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,2,0,0,1,2,1,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,4,0,2,1,6,1,7
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,2,2,0,0,2,2,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,3,0,5,1,8,9
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,3,1,1,1,4,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,0,1,1,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,0,0,2,0,2,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,0,0,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,1,0,0,0,1,1
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,0,1,3,1,3,4
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,26,21,2,4,28,25,53
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,1,0,2,0,3,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,0,0,0,1,0,1
SICAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,0,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,2,2,1,2,3,5
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,0,0,0,1,0,1
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,3,2,0,1,3,3,6
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,1,3,0,4,1,5
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,0,0,0,1,0,1
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,1,1,1,1,2,3
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,0,0,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,1,2,0,1,1,3,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-06-01,2,0,0,0,2,0,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,6,0,0,0,6,6
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,0,0,0,1,0,1
ARQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,1,0,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,0,0,0,1,1
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,0,1,0,1,1
CAMARGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,0,1,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,1,2,1,2,3
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,0,1,1,2,1,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,5,6,2,2,7,8,15
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,0,1,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,0,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,1,0,1,0,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,1,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,0,0,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,2,2,0,0,2,2,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,10,9,6,10,16,19,35
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,1,0,1,1,2,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,1,1,0,1,1,2
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,0,0,1,1,1,1,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,2,0,0,1,2,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-07-01,1,1,0,0,1,1,2
