,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
TARVITA,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,49,62,4,2,53,64,117
TEOPONTE,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,33,35,1,2,34,37,71
TIAHUANACU,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,9,13,1,1,10,14,24
TINGUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,46,42,3,4,49,46,95
TIPUANI,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,36,26,5,0,41,26,67
TIQUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,240,210,33,18,273,228,501
TIRAQUE (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,66,24,12,5,78,29,107
TOCO,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,12,12,16,8,28,20,48
TODOS SANTOS,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,1,0,1,0,2,0,2
TOLATA,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,25,20,10,4,35,24,59
TOLEDO,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,9,4,0,0,9,4,13
TOMAVE,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,36,28,2,0,38,28,66
TOMINA,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,30,24,0,1,30,25,55
TORO TORO,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,36,22,0,0,36,22,58
TOTORA(CBBA),consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,43,38,2,0,45,38,83
TOTORA(ORR),consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,9,4,1,0,10,4,14
TRIGAL,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,7,6,0,1,7,7,14
TRINIDAD,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,515,412,78,64,593,476,1069
TUPIZA,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,115,110,5,9,120,119,239
TURCO,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,6,6,1,0,7,6,13
UMALA,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,5,6,1,0,6,6,12
UNCIA,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,42,47,2,3,44,50,94
URIONDO (A. CONCEPCION),consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,110,55,15,9,125,64,189
URUBICHA,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,25,25,3,2,28,27,55
UYUNI,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,59,57,4,5,63,62,125
VACAS,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,27,25,7,5,34,30,64
VALLEGRANDE,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,42,38,26,22,68,60,128
VIACHA,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,195,181,54,57,249,238,487
VILA VILA,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,13,12,0,0,13,12,25
VILLA CHARCAS,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,33,23,1,1,34,24,58
VILLA MONTES,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,169,159,29,15,198,174,372
VILLA NUEVA (LOMA ALTA),consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,10,4,0,0,10,4,14
VILLA RIVERO,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,38,42,17,12,55,54,109
VILLA SERRANO,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,60,47,0,0,60,47,107
VILLA TUNARI,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,545,531,42,46,587,577,1164
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,17,13,0,1,17,14,31
VILLAZON,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,93,96,10,19,103,115,218
VINTO,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,133,114,19,22,152,136,288
VITICHI,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,13,18,0,0,13,18,31
WALDO BALLIVIAN,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,7,2,0,0,7,2,9
WARNES,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,355,335,41,50,396,385,781
YACO,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,13,15,5,7,18,22,40
YACUIBA,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,316,309,57,62,373,371,744
YAMPARAEZ,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,15,11,0,0,15,11,26
YANACACHI,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,10,12,1,0,11,12,23
YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,191,171,28,10,219,181,400
YOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,17,10,1,0,18,10,28
YOTALA,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,19,32,10,30,29,62,91
YUNCHARA,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,17,19,0,0,17,19,36
ZUDAÑEZ,consulta externa,ninos de 6 meses a < 1 ano,2019-03-01,29,9,4,1,33,10,43
ACACIO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,9,2,0,0,9,2,11
ACHACACHI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,38,52,6,7,44,59,103
ACHOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,27,26,0,0,27,26,53
AIQUILE,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,34,56,6,9,40,65,105
ALALAY,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,3,3,0,1,3,4,7
ALCALA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,8,3,1,1,9,4,13
ALTO BENI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,44,42,0,0,44,42,86
ANCORAIMES,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,5,9,0,0,5,9,14
ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,13,6,3,0,16,6,22
ANTEQUERA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,1,4,0,4,1,8,9
ANZALDO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,23,20,5,2,28,22,50
APOLO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,64,56,33,26,97,82,179
ARAMPAMPA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,6,8,0,0,6,8,14
ARANI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,13,16,2,1,15,17,32
ARBIETO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,92,88,11,3,103,91,194
ARQUE,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,40,38,1,1,41,39,80
ASCENCION DE GUARAYOS,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,75,83,6,3,81,86,167
ATOCHA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,61,48,8,6,69,54,123
AUCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,11,16,0,0,11,16,27
AYATA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,9,12,0,0,9,12,21
AYO AYO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,10,13,4,3,14,16,30
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,84,86,1,0,85,86,171
AZURDUY,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,41,37,1,3,42,40,82
BATALLAS,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,13,23,17,8,30,31,61
BAURES,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,12,5,1,7,13,12,25
BELEN DE ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,4,3,0,0,4,3,7
BELEN DE URMIRI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,5,0,0,0,5,0,5
BELLA FLOR,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,11,7,0,1,11,8,19
BERMEJO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,244,189,18,14,262,203,465
BETANZOS,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,55,55,1,0,56,55,111
BOLIVAR,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,19,12,1,0,20,12,32
BOLPEBRA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,3,2,0,1,3,3,6
BOYUIBE,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,10,32,0,2,10,34,44
BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,36,41,4,5,40,46,86
CABEZAS,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,72,62,17,6,89,68,157
CAIROMA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,25,26,1,5,26,31,57
"CAIZA ""D""",consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,24,28,0,0,24,28,52
CAJUATA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,55,52,0,0,55,52,107
CALACOTO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,11,11,0,0,11,11,22
CALAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,15,16,0,0,15,16,31
CAMARGO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,25,37,0,0,25,37,62
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,2,1,1,0,3,1,4
CAMIRI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,107,90,25,15,132,105,237
CAPINOTA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,74,76,16,15,90,91,181
CAQUIAVIRI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,17,12,0,0,17,12,29
CARACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,80,76,1,2,81,78,159
CARANAVI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,135,108,99,93,234,201,435
CARAPARI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,41,33,6,6,47,39,86
CARIPUYO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,12,17,0,0,12,17,29
CARMEN RIVERO TORREZ,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,14,12,1,5,15,17,32
CATACORA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,7,4,2,0,9,4,13
CHACARILLA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,4,3,2,0,6,3,9
CHALLAPATA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,56,44,3,8,59,52,111
CHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,21,20,0,0,21,20,41
CHARAGUA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,134,76,15,10,149,86,235
CHARAÑA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,3,3,0,0,3,3,6
CHAYANTA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,19,27,0,0,19,27,46
CHIMORE,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,144,119,25,25,169,144,313
CHIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,2,3,0,0,2,3,5
CHOQUE COTA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,1,1,0,0,1,1,2
CHUA COCANI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,6,6,2,0,8,6,14
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,104,71,10,8,114,79,193
CHUMA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,15,9,0,0,15,9,24
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,19,17,0,0,19,17,36
CKOCHAS,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,27,22,0,0,27,22,49
CLIZA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,84,90,26,29,110,119,229
COBIJA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,201,203,46,37,247,240,487
COCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,60,48,0,1,60,49,109
COCHABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,2664,2659,939,982,3603,3641,7244
COIPASA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,1,0,0,0,1,0,1
COLCAPIRHUA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,123,95,87,77,210,172,382
"COLCHA ""K""",consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,71,33,6,6,77,39,116
COLLANA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,4,4,0,0,4,4,8
COLOMI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,60,47,11,8,71,55,126
COLPA BELGICA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,18,27,0,10,18,37,55
COLQUECHACA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,104,69,0,0,104,69,173
COLQUENCHA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,18,19,1,0,19,19,38
COLQUIRI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,28,23,1,0,29,23,52
COMANCHE,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,3,5,1,0,4,5,9
COMARAPA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,65,37,9,9,74,46,120
COMBAYA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,2,3,0,0,2,3,5
CONCEPCION,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,51,40,8,6,59,46,105
COPACABANA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,10,11,0,5,10,16,26
CORIPATA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,49,59,11,21,60,80,140
CORO CORO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,29,19,1,2,30,21,51
COROICO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,24,34,23,19,47,53,100
CORQUE,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,12,11,0,1,12,12,24
COTAGAITA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,77,61,8,5,85,66,151
COTOCA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,185,165,27,32,212,197,409
CUATRO CAÑADAS,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,68,56,9,22,77,78,155
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,4,5,2,1,6,6,12
CUEVO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,26,26,11,5,37,31,68
CULPINA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,45,31,0,0,45,31,76
CURAHUARA DE CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,4,10,1,1,5,11,16
CURVA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,7,6,1,1,8,7,15
DESAGUADERO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,1,14,0,4,1,18,19
EL ALTO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,2871,2748,934,997,3805,3745,7550
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,12,11,0,0,12,11,23
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,61,30,2,1,63,31,94
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,24,42,2,2,26,44,70
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,232,239,156,209,388,448,836
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,10,5,0,0,10,5,15
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,61,69,0,4,61,73,134
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,189,151,15,15,204,166,370
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,17,12,2,1,19,13,32
ESMERALDA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,1,0,1,1,2,1,3
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,8,11,0,0,8,11,19
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,9,8,0,3,9,11,20
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,15,3,1,1,16,4,20
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,42,30,5,5,47,35,82
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,29,23,1,1,30,24,54
GENERAL SAAVEDRA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,66,75,17,14,83,89,172
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,11,8,9,2,20,10,30
GUANAY,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,60,46,16,9,76,55,131
GUAQUI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,4,3,0,0,4,3,7
GUAYARAMERIN,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,136,107,11,10,147,117,264
GUTIERREZ,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,28,30,8,3,36,33,69
HUACARETA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,30,13,6,4,36,17,53
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,12,7,0,1,12,8,20
HUACHACALLA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,0,2,0,0,0,2,2
HUANUNI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,56,59,5,9,61,68,129
HUARACAJE,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,18,9,2,0,20,9,29
HUARINA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,11,6,3,6,14,12,26
HUATAJATA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,2,0,4,0,6,0,6
HUAYLLAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,8,4,3,1,11,5,16
HUMANATA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,5,9,0,0,5,9,14
ICHOCA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,7,11,1,0,8,11,19
ICLA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,22,13,4,1,26,14,40
INCAHUASI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,43,39,2,0,45,39,84
INGAVI (HUMAITA),consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,13,21,0,0,13,21,34
INQUISIVI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,24,20,0,0,24,20,44
IRUPANA (VILLA DE LANZA),consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,52,55,9,7,61,62,123
IXIAMAS,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,82,63,1,0,83,63,146
JESUS DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,22,16,16,8,38,24,62
LA ASUNTA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,155,138,0,8,155,146,301
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,395,267,67,60,462,327,789
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,2743,2482,776,863,3519,3345,6864
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,24,16,2,1,26,17,43
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,45,28,4,1,49,29,78
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,7,8,0,0,7,8,15
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,5,4,1,0,6,4,10
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,154,172,0,0,154,172,326
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,3,3,0,1,3,4,7
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,15,22,3,0,18,22,40
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,23,17,1,5,24,22,46
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,9,2,0,1,9,3,12
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,13,18,0,0,13,18,31
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,44,24,3,4,47,28,75
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,29,26,5,1,34,27,61
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,1,4,0,0,1,4,5
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,39,47,7,3,46,50,96
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,32,30,5,2,37,32,69
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,70,36,17,9,87,45,132
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,54,64,8,13,62,77,139
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,17,18,4,2,21,20,41
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,0,2,0,0,0,2,2
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,19,14,3,1,22,15,37
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,97,70,28,24,125,94,219
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,434,417,56,54,490,471,961
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,5,5,0,1,5,6,11
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,29,21,3,4,32,25,57
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,21,10,0,0,21,10,31
NAZACARA DE PACAJES,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,1,2,0,2,1,4,5
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,7,6,0,0,7,6,13
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,35,33,0,0,35,33,68
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,52,70,5,8,57,78,135
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,16,22,0,1,16,23,39
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,1116,1005,302,273,1418,1278,2696
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,66,50,8,7,74,57,131
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,49,47,0,1,49,48,97
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,50,35,9,8,59,43,102
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,35,59,4,2,39,61,100
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,110,106,17,11,127,117,244
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,1,4,0,0,1,4,5
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,17,15,2,1,19,16,35
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,9,8,1,0,10,8,18
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,15,3,5,2,20,5,25
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,59,54,4,4,63,58,121
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,5,7,0,0,5,7,12
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,24,18,3,10,27,28,55
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,19,13,0,0,19,13,32
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,26,37,0,0,26,37,63
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,20,22,5,2,25,24,49
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,17,14,2,3,19,17,36
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,34,39,4,4,38,43,81
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,32,23,1,0,33,23,56
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,14,38,1,1,15,39,54
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,44,40,0,0,44,40,84
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,14,17,3,1,17,18,35
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,4,6,1,2,5,8,13
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,912,801,94,70,1006,871,1877
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,16,25,0,0,16,25,41
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,4,3,0,0,4,3,7
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,36,46,1,1,37,47,84
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,15,16,7,6,22,22,44
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,5,7,4,3,9,10,19
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,21,25,9,10,30,35,65
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,10,12,0,0,10,12,22
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,26,38,6,6,32,44,76
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,26,23,0,1,26,24,50
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,4,2,0,0,4,2,6
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,78,69,38,31,116,100,216
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,355,276,19,27,374,303,677
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,31,25,1,0,32,25,57
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,86,82,10,12,96,94,190
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,12,11,0,0,12,11,23
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,374,332,183,141,557,473,1030
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,28,24,0,0,28,24,52
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,4,5,2,2,6,7,13
RAQAYPAMPA(ETA),consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,11,19,0,0,11,19,30
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,24,30,3,2,27,32,59
REYES,consulta externa,ninos de 6 meses a < 1 ano,2019-04-01,30,27,1,1,31,28,59
