municipality,group,variable,month,Nº de Personas con Discapacidad atendidas en el Establecimiento,TOTAL
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,3,3
MECAPACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,8,8
MOJOCOYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,3,3
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,48,48
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,4,4
ORURO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,418,418
PADCAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,16,16
PADILLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,11,11
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,9,9
PASORAPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,2,2
PORCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,3,3
PORONGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,4,4
PORVENIR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,3,3
POTOSI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,217,217
PRESTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,11,11
PUCARANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,2,2
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,10,10
PUNA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,5,5
QUIABAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
QUIME,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
ROBORE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,3,3
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
SAIPINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
SAMAIPATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,3,3
SAN ANDRES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,33,33
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,43,43
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,13,13
SAN CARLOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,3,3
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,9,9
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,2,2
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,3,3
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,3,3
SAN JULIAN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,10,10
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,20,20
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,3,3
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,32,32
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,41,41
SANTA ROSA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,2,2
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,8,8
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,2,2
SHINAOTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,6,6
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,3,3
SOPACHUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,4,4
SORATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,4,4
SUCRE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,25,25
TARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,3,3
TARATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,5,5
TARIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,82,82
TARVITA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,4,4
TIAHUANACU,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,5,5
TIPUANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,4,4
TOCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,4,4
TRINIDAD,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,22,22
TUPIZA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,2,2
UMALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,3,3
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,3,3
UYUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,4,4
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,9,9
VIACHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,16,16
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,3,3
VILLA MONTES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,9,9
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,6,6
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,14,14
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,10,10
VILLAZON,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,4,4
WARNES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,42,42
YACO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,4,4
YACUIBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,9,9
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,5,5
YAPACANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,7,7
YOTALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,3,3
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-04-01,2,2
ACHACACHI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,4,4
ACHOCALLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,6,6
AIQUILE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,13,13
ANCORAIMES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,5,5
AYO AYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,5,5
AZURDUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,6,6
BATALLAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,3,3
BAURES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,4,4
BERMEJO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,16,16
BETANZOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
BOLPEBRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
BUENA VISTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
CABEZAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,4,4
CAIROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,8,8
CALAMARCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,5,5
CAMARGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,11,11
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,5,5
CAMIRI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,109,109
CARAPARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,3,3
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,9,9
CHUA COCANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,16,16
CHUMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,4,4
COBIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,13,13
COCHABAMBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,62,62
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
COLQUECHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,3,3
COMARAPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
CONCEPCION,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
CORO CORO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
COROICO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,3,3
COTAGAITA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,12,12
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,7,7
EL ALTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,90,90
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
EL VILLAR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,6,6
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,22,22
EXALTACION,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,34,34
GIA-TIM,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,5,5
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
HUACARAJE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,8,8
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,5,5
HUANUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,41,41
HUARINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
ICHOCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
INQUISIVI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,8,8
LA ASUNTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,127,127
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
LAJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,11,11
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
LLICA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
LORETO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
MACHARETI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
MAGDALENA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,4,4
MECAPACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,3,3
MOCOMOCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,4,4
MOJOCOYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,9,9
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,64,64
MOROCHATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,5,5
ORURO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,73,73
PADCAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,26,26
PADILLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
PAILON,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,6,6
PALCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,7,7
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,10,10
PATACAMAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,4,4
PORONGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
PORVENIR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,5,5
POTOSI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,576,576
PRESTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,19,19
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,3,3
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,3,3
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
PUERTO RICO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,10,10
PUNATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,5,5
QUIME,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
REYES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,6,6
ROBORE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,4,4
SACABA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
SAIPINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
SAMAIPATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
SAN ANDRES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,36,36
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,11,11
SAN BORJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,49,49
SAN CARLOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,3,3
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,5,5
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,4,4
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,13,13
SAN MATIAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,13,13
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,43,43
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,5,5
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,3,3
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,2,2
SHINAOTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,8,8
SORATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,5,5
SUCRE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,43,43
TACACOMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,5,5
TARACO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en el establecimiento,2024-05-01,1,1
