municipality,group,variable,month,Nº de quejas y reclamos realizadas por los usuarios,TOTAL
LURIBAY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,4,4
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
PORCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,20,20
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,5,5
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,2,2
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,2,2
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,2,2
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,76,76
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,9,9
TACACOMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,6,6
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,8,8
TIAHUANACU,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
TOCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,7,7
VILLAZON,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,2,2
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-05-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,6,6
BERMEJO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,3,3
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,4,4
BOLPEBRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,2,2
CAJUATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,2,2
CAMARGO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,7,7
CLIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,8,8
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,2,2
COLQUENCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,2,2
COPACABANA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,4,4
COTAGAITA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,85,85
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,5,5
GUAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,14,14
INQUISIVI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,4,4
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,3,3
LA ASUNTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,106,106
LAJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,3,3
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,5,5
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,3,3
PORCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,3,3
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,19,19
PUCARANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
SAN JOAQUIN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,2,2
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,121,121
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,4,4
SORATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,6,6
TACACOMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,14,14
TIAHUANACU,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,5,5
TUPIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,3,3
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,11,11
YACO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,1,1
YANACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-06-01,5,5
ACHOCALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,2,2
AYATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,9,9
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,3,3
BOLPEBRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,6,6
CAIROMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,3,3
CAMARGO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,4,4
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
CARIPUYO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,7,7
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,3,3
COPACABANA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
COROICO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,2,2
CURVA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,82,82
EXALTACION,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,3,3
GUAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,6,6
HUATAJATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,15,15
INQUISIVI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,4,4
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,4,4
LA ASUNTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,7,7
LA GUARDIA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,119,119
LAJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,4,4
LURIBAY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,2,2
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,4,4
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,2,2
MAPIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,2,2
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,9,9
PADCAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
PORCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,13,13
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,3,3
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,3,3
REYES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,9,9
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,4,4
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,3,3
SAN MATIAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,78,78
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,4,4
SORATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,4,4
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,9,9
TACACOMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,19,19
TIAHUANACU,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,5,5
UYUNI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,2,2
VILLA MONTES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,2,2
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
YANACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,4,4
YOCALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-07-01,1,1
ACHOCALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,2,2
AYATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,4,4
BATALLAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,3,3
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,2,2
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,3,3
CAMARGO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,5,5
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,7,7
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,14,14
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,3,3
COLQUIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,3,3
COROICO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,5,5
COTAGAITA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,5,5
CURVA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,81,81
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,4,4
GUAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,6,6
ICLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,10,10
INQUISIVI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,3,3
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,6,6
LA ASUNTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,7,7
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,102,102
LAJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,3,3
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,3,3
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,2,2
LURIBAY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,5,5
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,5,5
PATACAMAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,4,4
PELECHUCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
PORCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,19,19
PUCARANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,7,7
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,2,2
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
QUIME,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,2,2
ROBORE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,5,5
SACABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,12,12
SAMAIPATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,3,3
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,113,113
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,2,2
SIPE SIPE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,4,4
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,13,13
TACACOMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,26,26
TIAHUANACU,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,7,7
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,2,2
TUPIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,6,6
UMALA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,7,7
VILLA MONTES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,7,7
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,5,5
YACUIBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,5,5
YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-08-01,18,18
ACHACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-09-01,1,1
ALTO BENI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-09-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-09-01,5,5
AYO AYO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-09-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-09-01,3,3
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-09-01,3,3
BOLPEBRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-09-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-09-01,3,3
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-09-01,7,7
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2024-09-01,1,1
