municipality,group,variable,month,Nº de actividades educativas en Salud,TOTAL
REYES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,22,22
RIBERALTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,51,51
ROBORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,31,31
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,61,61
SABAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,52,52
SACABA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,191,191
SACABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,30,30
SACACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,44,44
SAIPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,48,48
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,116,116
SAMAIPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,25,25
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,3,3
SAN ANDRES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,26,26
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,6,6
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,5,5
SAN BENITO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,16,16
SAN BORJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,110,110
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,23,23
SAN CARLOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,6,6
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,60,60
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,55,55
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,4,4
SAN JOAQUIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,21,21
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,4,4
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,9,9
SAN JULIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,68,68
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,11,11
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,76,76
SAN LUCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,3,3
SAN MATIAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,4,4
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,35,35
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,24,24
SAN PEDRO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,48,48
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,109,109
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,63,63
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,89,89
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,2,2
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,24,24
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,1,1
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,1,1
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,1006,1006
SANTA ROSA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,15,15
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,64,64
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,156,156
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,2,2
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,18,18
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,48,48
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,57,57
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,21,21
SHINAOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,34,34
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,75,75
SICAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,23,23
SIPE SIPE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,71,71
SOPACHUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,2,2
SORACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,86,86
SORATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,56,56
SUCRE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,160,160
TACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,2,2
TACACOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,16,16
TACOBAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,18,18
TACOPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,214,214
TAHUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,4,4
TAPACARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,10,10
TARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,80,80
TARACO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,9,9
TARATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,19,19
TARIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,282,282
TARVITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,71,71
TEOPONTE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,11,11
TIAHUANACU,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,22,22
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,31,31
TIPUANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,3,3
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,117,117
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,29,29
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,2,2
TOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,23,23
TODOS SANTOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,13,13
TOLATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,13,13
TOLEDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,49,49
TOMAVE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,6,6
TOMINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,42,42
TORO TORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,61,61
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,7,7
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,50,50
TRIGAL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,5,5
TRINIDAD,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,546,546
TUPIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,70,70
TURCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,92,92
UMALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,90,90
UNCIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,105,105
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,68,68
URUBICHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,26,26
UYUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,78,78
VACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,12,12
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,53,53
VIACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,228,228
VILA VILA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,26,26
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,30,30
VILLA MONTES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,31,31
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,11,11
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,28,28
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,240,240
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,55,55
VILLAZON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,230,230
VINTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,86,86
VITICHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,18,18
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,5,5
WARNES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,279,279
YACO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,19,19
YACUIBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,288,288
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,36,36
YANACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,22,22
YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,92,92
YOCALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,4,4
YOTALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,20,20
YUNCHARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,35,35
YUNGUYO DE LITORAL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-03-01,41,41
ACACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,8,8
ACHACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,59,59
ACHOCALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,119,119
AIQUILE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,102,102
ALALAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,9,9
ALCALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,22,22
ALTO BENI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,63,63
ANCORAIMES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,34,34
ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,26,26
ANTEQUERA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,12,12
ANZALDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,35,35
APOLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,2,2
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,10,10
ARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,20,20
ARBIETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,22,22
ARQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,39,39
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,31,31
ATOCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,13,13
AUCAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,2,2
AYATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,6,6
AYO AYO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,105,105
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,14,14
AZURDUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,39,39
BATALLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,29,29
BAURES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,36,36
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,19,19
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,9,9
BELLA FLOR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,4,4
BERMEJO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,74,74
BETANZOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,144,144
BOLIVAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,29,29
BOLPEBRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,9,9
BOYUIBE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,21,21
BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,34,34
CABEZAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,2,2
CAIROMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,17,17
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,90,90
CAJUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,45,45
CALACOTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,20,20
CALAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,52,52
CAMARGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,51,51
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,22,22
CAMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,14,14
CAPINOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,15,15
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,41,41
CARACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,51,51
CARANAVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,36,36
CARANGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,8,8
CARAPARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,13,13
CARIPUYO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,47,47
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,17,17
CATACORA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,32,32
CHACARILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,16,16
CHALLAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,184,184
CHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,57,57
CHARAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,27,27
CHARAÑA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,25,25
CHAYANTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,52,52
CHIMORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,61,61
CHIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,25,25
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,2,2
CHUA COCANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,50,50
CHUMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,37,37
CKOCHAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,49,49
CLIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,31,31
COBIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,60,60
COCAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,8,8
COCHABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,243,243
COIPASA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,2,2
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,50,50
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,27,27
COLLANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,14,14
COLOMI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,38,38
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,10,10
COLQUECHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,100,100
COLQUENCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,49,49
COLQUIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,59,59
COMANCHE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,22,22
COMARAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,108,108
COMBAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,46,46
CONCEPCION,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,45,45
COPACABANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,10,10
CORIPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,4,4
CORO CORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,64,64
COROICO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,13,13
CORQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,68,68
COTAGAITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,119,119
COTOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,14,14
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,4,4
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,28,28
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,17,17
CUEVO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,13,13
CULPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,20,20
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,22,22
CURVA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,1043,1043
EL CHORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,46,46
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,29,29
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,240,240
EL TORNO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,128,128
EL VILLAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,25,25
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,60,60
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,74,74
ESCARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,6,6
ESCOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,6,6
ESMERALDA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,14,14
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,8,8
EXALTACION,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,43,43
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,40,40
FILADELFIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,3,3
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,9,9
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,28,28
GIA-TIM,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,7,7
GUANAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,8,8
GUAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,158,158
GUTIERREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,28,28
HUACARAJE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,5,5
HUACARETA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,13,13
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,27,27
HUACHACALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,10,10
HUANUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,77,77
HUARINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,50,50
HUATAJATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,24,24
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,84,84
ICHOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,25,25
ICLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,38,38
INCAHUASI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,9,9
INQUISIVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,54,54
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,22,22
IXIAMAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,3,3
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,61,61
LA ASUNTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,6,6
LA GUARDIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,37,37
LA PAZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,558,558
LA RIVERA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,1,1
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,16,16
LAJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,46,46
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,16,16
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,13,13
LLALLAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,42,42
LLICA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,24,24
LORETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,18,18
LURIBAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,24,24
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,32,32
MACHARETI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,25,25
MAGDALENA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,28,28
MAIRANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,20,20
MALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,18,18
MAPIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,22,22
MINEROS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,21,21
MIZQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,75,75
MOCOMOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,11,11
MOJINETE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,17,17
MOJOCOYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,37,37
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,60,60
MONTERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,278,278
MORO MORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,5,5
MOROCHATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2024-04-01,17,17
