municipality,group,variable,month,Nº de certificados únicos para casos de violencia (Ley 348),TOTAL
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,122,122
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,5,5
CORIPATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,2,2
COTAGAITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,3,3
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,3,3
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,3,3
EL TORNO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,2,2
GUANAY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,4,4
HUACARETA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,5,5
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,2,2
MALLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,7,7
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,7,7
ORURO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
PADILLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,5,5
PORCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
PUERTO RICO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,10,10
QUIABAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
ROBORE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,4,4
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,4,4
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,59,59
SENA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,2,2
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
TARACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,10,10
TARVITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
TIAHUANACU,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,7,7
UYUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,5,5
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,8,8
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,3,3
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,3,3
YOCALLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,1,1
YUNCHARA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-05-01,3,3
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,3,3
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,3,3
AYATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,4,4
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,7,7
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,3,3
CARANAVI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,30,30
CHIMORE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,2,2
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,3,3
COLQUENCHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,4,4
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,2,2
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,3,3
HUACARETA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,13,13
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,9,9
HUATAJATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,8,8
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,2,2
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,10,10
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,6,6
PADILLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,3,3
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,5,5
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,5,5
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,3,3
SAN BENITO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,2,2
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,3,3
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,5,5
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
SENA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,2,2
SOPACHUY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,48,48
TACOPAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
TAHUA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,3,3
TARVITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,3,3
TEOPONTE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
TIAHUANACU,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,3,3
TUPIZA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,9,9
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,4,4
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
YUNCHARA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-06-01,4,4
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,9,9
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,3,3
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,11,11
CARANAVI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,5,5
COBIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,3,3
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,12,12
COLQUENCHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,3,3
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,6,6
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,148,148
HUACARETA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,15,15
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,2,2
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,5,5
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
LURIBAY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
MALLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,13,13
MOCOMOCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,2,2
MOJOCOYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
MORO MORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,8,8
ORURO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,4,4
PAZÑA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,2,2
PORCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,3,3
PORVENIR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,3,3
PUERTO RICO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,2,2
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,13,13
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,5,5
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,7,7
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,2,2
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,8,8
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,5,5
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,2,2
TEOPONTE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
TIAHUANACU,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,2,2
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,3,3
UYUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,6,6
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,7,7
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
YUNCHARA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-07-01,2,2
ACACIO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
AIQUILE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,6,6
CAIROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,8,8
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,3,3
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,3,3
CARANAVI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,27,27
CHAYANTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,2,2
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,4,4
COTAGAITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,3,3
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,2,2
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,8,8
GUANAY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,4,4
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,17,17
HUATAJATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,2,2
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,2,2
LA ASUNTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,4,4
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,2,2
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,9,9
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,5,5
ORURO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
PADILLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
PAZÑA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,3,3
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,3,3
POROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,2,2
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,7,7
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,2,2
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,3,3
SAN JULIAN,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,9,9
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,2,2
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,2,2
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
SENA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
TIAHUANACU,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,5,5
TUPIZA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,6,6
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-08-01,1,1
