municipality,group,variable,month,Antirrábica humana esquema completo,TOTAL
TIRAQUE (CBBA),otras vacunaciones,antirrabica humana esquema completo,2007-09-01,2,2
TORO TORO,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,1,1
TOTORA(CBBA),otras vacunaciones,antirrabica humana esquema completo,2007-09-01,1,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,9,9
UYUNI,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,8,8
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,2,2
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,8,8
VINTO,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,2,2
WARNES,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,5,5
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2007-09-01,8,8
ACACIO,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
ARQUE,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,2,2
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,7,7
CAMIRI,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
CAPINOTA,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
CARAPARI,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,10,10
CARMEN RIVERO TORREZ,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,4,4
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,40,40
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,3,3
COROICO,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,4,4
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,9,9
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,3,3
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,5,5
GENERAL SAAVEDRA,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
GUANAY,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,42,42
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,20,20
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,71,71
MAIRANA,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,12,12
OCURI,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
PAILON,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,3,3
PUNA,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,9,9
QUIRUSILLAS,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,2,2
SACABA,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,7,7
SAN BENITO,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,2,2
SAN MATIAS,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,2,2
SAN RAMON,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,4,4
SANTA ANA,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,21,21
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,185,185
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,60,60
TARIJA,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,3,3
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,3,3
TOLEDO,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
TOMAVE,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
TORO TORO,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
TRINIDAD,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
UYUNI,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,4,4
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,1,1
VINTO,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,2,2
WARNES,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,8,8
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2007-10-01,56,56
AIQUILE,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,1,1
APOLO,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,10,10
AUCAPATA,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,1,1
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,9,9
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,95,95
COLOMI,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,1,1
COMARAPA,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,3,3
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,2,2
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,7,7
ENTRE RIOS,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,2,2
ENTRE RIOS,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,1,1
GUANAY,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,6,6
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,16,16
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,73,73
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,13,13
MOROCHATA,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,1,1
OKINAWA,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,1,1
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,1,1
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,2,2
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,2,2
QUIRUSILLAS,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,1,1
RURRENABAQUE,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,2,2
SACABA,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,6,6
SAN ANDRES,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,3,3
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,1,1
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,2,2
SAN RAMON,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,146,146
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,2,2
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,56,56
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,8,8
TIRAQUE (CBBA),otras vacunaciones,antirrabica humana esquema completo,2007-11-01,1,1
TOMAVE,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,3,3
TRINIDAD,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,1,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,3,3
UYUNI,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,5,5
VILLA MONTES,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,1,1
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,3,3
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,1,1
VINTO,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,1,1
WARNES,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,3,3
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,30,30
YOTALA,otras vacunaciones,antirrabica humana esquema completo,2007-11-01,5,5
AIQUILE,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica humana esquema completo,2007-12-01,1,1
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,2,2
BOLIVAR,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,1,1
CARANAVI,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,4,4
CHUMA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,1,1
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,69,69
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,8,8
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,2,2
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,15,15
GENERAL SAAVEDRA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,1,1
GUANAY,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,1,1
GUAQUI,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,1,1
HUANUNI,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,2,2
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,8,8
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,61,61
MAGDALENA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,1,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,8,8
PORONGO,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,1,1
PORTACHUELO,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,12,12
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,2,2
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,1,1
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,2,2
ROBORE,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,5,5
SACABA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,3,3
SAN BORJA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,3,3
SAN CARLOS,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,2,2
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,2,2
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,2,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,159,159
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,3,3
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,1,1
SORATA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,4,4
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,57,57
TAPACARI,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,6,6
TARIJA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,14,14
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,2,2
TOLATA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,2,2
TOTORA(CBBA),otras vacunaciones,antirrabica humana esquema completo,2007-12-01,2,2
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica humana esquema completo,2007-12-01,1,1
UYUNI,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,3,3
VACAS,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,2,2
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,1,1
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,2,2
WARNES,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,3,3
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,12,12
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2007-12-01,1,1
