municipality,group,variable,month,Mujeres de 15 a 49 años 1ra dosis de dT,TOTAL
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,41,41
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,161,161
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,10,10
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,103,103
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,13,13
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,37,37
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,22,22
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,29,29
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,262,262
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,31,31
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,21,21
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,48,48
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,3,3
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,36,36
PAMPA AULLAGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,3,3
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,5,5
PAPEL PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,1,1
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,15,15
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,35,35
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,7,7
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,11,11
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,58,58
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,38,38
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,16,16
POOPO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,10,10
PORCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,18,18
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,81,81
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,41,41
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,14,14
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,11,11
POSTRER VALLE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,8,8
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,400,400
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,28,28
PUCARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,2,2
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,55,55
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,35,35
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,14,14
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,4,4
PUERTO PEREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,17,17
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,27,27
PUERTO RICO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,21,21
PUERTO SILES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,12,12
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,22,22
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,197,197
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,63,63
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,96,96
QUIABAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,3,3
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,650,650
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,25,25
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,4,4
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,9,9
REYES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,182,182
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,254,254
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,21,21
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,78,78
SABAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,7,7
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,453,453
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,5,5
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,90,90
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,3,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,11,11
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,21,21
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,43,43
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,6,6
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,29,29
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,6,6
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,88,88
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,21,21
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,35,35
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,76,76
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,63,63
SAN JAVIER(BNI),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,15,15
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,7,7
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,56,56
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,25,25
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,6,6
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,38,38
SAN LORENZO(PND),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,13,13
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,52,52
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,132,132
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,23,23
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,3,3
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,32,32
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,32,32
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,28,28
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,5,5
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,4,4
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,7,7
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,69,69
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,3310,3310
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,656,656
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,102,102
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,3,3
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,21,21
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,8,8
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,1,1
SAPAHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,1,1
SENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,5,5
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,67,67
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,67,67
SOPACHUY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,18,18
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,22,22
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,74,74
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,868,868
TACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,2,2
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,5,5
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,5,5
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,43,43
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,90,90
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,52,52
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,1,1
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,6,6
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,588,588
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,97,97
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,5,5
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,226,226
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,40,40
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,31,31
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,84,84
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,99,99
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,4,4
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,33,33
TODOS SANTOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,2,2
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,2,2
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,9,9
TOMAVE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,13,13
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,12,12
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,20,20
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,31,31
TOTORA(ORR),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,3,3
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,1017,1017
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,52,52
TURCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,8,8
UMALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,3,3
UNCIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,20,20
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,29,29
URUBICHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,16,16
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,42,42
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,10,10
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,19,19
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,59,59
VILA VILA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,5,5
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,127,127
VILLA NUEVA (LOMA ALTA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,19,19
VILLA RIVERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,18,18
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,24,24
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,235,235
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,9,9
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,157,157
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,144,144
VITICHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,4,4
WALDO BALLIVIAN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,5,5
WARNES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,108,108
YACO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,52,52
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,73,73
YAMPARAEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,10,10
YANACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,27,27
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,118,118
YOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,19,19
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,9,9
YUNCHARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,15,15
ZUDAÑEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-04-01,32,32
ACACIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,10,10
ACHACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,75,75
ACHOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,40,40
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,42,42
ALALAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,11,11
ALCALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,8,8
ANCORAIMES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,11,11
ANDAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,10,10
ANTEQUERA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,11,11
ANZALDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,41,41
APOLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,18,18
ARAMPAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,10,10
ARANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,15,15
ARBIETO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,34,34
ARQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,58,58
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,59,59
ATOCHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,26,26
AUCAPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,4,4
AYATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,5,5
AYO AYO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,120,120
AZURDUY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,29,29
BATALLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,22,22
BAURES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,26,26
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,1,1
BELEN DE URMIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,2,2
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,111,111
BETANZOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,19,19
BOLIVAR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,15,15
BOYUIBE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,8,8
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,47,47
CABEZAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,32,32
CAIROMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,14,14
"CAIZA ""D""",otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,11,11
CAJUATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,11,11
CALACOTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,4,4
CALAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,12,12
CAMARGO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,41,41
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,10,10
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,127,127
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,5,5
CAQUIAVIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,11,11
CARACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,13,13
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,132,132
CARAPARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,22,22
CARIPUYO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,14,14
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,10,10
CATACORA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,1,1
CHACARILLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,1,1
CHALLAPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,65,65
CHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,35,35
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,42,42
CHARAÑA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,55,55
CHAYANTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,17,17
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,27,27
CHOQUE COTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,24,24
CHUMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,78,78
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,143,143
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,143,143
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,1110,1110
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,86,86
"COLCHA ""K""",otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,18,18
COLLANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,2,2
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,32,32
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,24,24
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,99,99
COLQUENCHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,6,6
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,48,48
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,46,46
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,22,22
COPACABANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,57,57
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,71,71
CORO CORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,5,5
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,51,51
CORQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,4,4
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,48,48
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,110,110
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,54,54
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,3,3
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,4,4
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,64,64
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,13,13
CURVA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,36,36
DESAGUADERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,6,6
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,4764,4764
EL CHORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,24,24
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,7,7
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,12,12
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,69,69
EL VILLAR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,42,42
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,47,47
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,111,111
ESMERALDA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,1,1
EUCALIPTUS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,14,14
EXALTACION,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2007-05-01,21,21
