municipality,group,variable,month,Antirrábica canina,TOTAL
COLQUENCHA,otras vacunaciones,antirrabica canina,2007-04-01,2,2
COLQUIRI,otras vacunaciones,antirrabica canina,2007-04-01,125,125
COMBAYA,otras vacunaciones,antirrabica canina,2007-04-01,73,73
COROICO,otras vacunaciones,antirrabica canina,2007-04-01,30,30
CORQUE,otras vacunaciones,antirrabica canina,2007-04-01,24,24
CULPINA,otras vacunaciones,antirrabica canina,2007-04-01,176,176
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2007-04-01,1,1
EL ALTO,otras vacunaciones,antirrabica canina,2007-04-01,1746,1746
EL CHORO,otras vacunaciones,antirrabica canina,2007-04-01,20,20
EL TORNO,otras vacunaciones,antirrabica canina,2007-04-01,20,20
ENTRE RIOS,otras vacunaciones,antirrabica canina,2007-04-01,10,10
ENTRE RIOS,otras vacunaciones,antirrabica canina,2007-04-01,128,128
GUAYARAMERIN,otras vacunaciones,antirrabica canina,2007-04-01,34,34
HUACHACALLA,otras vacunaciones,antirrabica canina,2007-04-01,1,1
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2007-04-01,4,4
ICHOCA,otras vacunaciones,antirrabica canina,2007-04-01,77,77
INQUISIVI,otras vacunaciones,antirrabica canina,2007-04-01,180,180
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica canina,2007-04-01,10,10
LA PAZ,otras vacunaciones,antirrabica canina,2007-04-01,1338,1338
LLALLAGUA,otras vacunaciones,antirrabica canina,2007-04-01,81,81
MAGDALENA,otras vacunaciones,antirrabica canina,2007-04-01,12,12
MAIRANA,otras vacunaciones,antirrabica canina,2007-04-01,16,16
MIZQUE,otras vacunaciones,antirrabica canina,2007-04-01,36,36
MOJOCOYA,otras vacunaciones,antirrabica canina,2007-04-01,6,6
MONTEAGUDO,otras vacunaciones,antirrabica canina,2007-04-01,2,2
MOROCHATA,otras vacunaciones,antirrabica canina,2007-04-01,163,163
OMEREQUE,otras vacunaciones,antirrabica canina,2007-04-01,20,20
ORURO,otras vacunaciones,antirrabica canina,2007-04-01,80,80
PADILLA,otras vacunaciones,antirrabica canina,2007-04-01,463,463
PAMPA GRANDE,otras vacunaciones,antirrabica canina,2007-04-01,227,227
PAZÑA,otras vacunaciones,antirrabica canina,2007-04-01,17,17
POCONA,otras vacunaciones,antirrabica canina,2007-04-01,53,53
POJO (CBBA),otras vacunaciones,antirrabica canina,2007-04-01,65,65
POROMA,otras vacunaciones,antirrabica canina,2007-04-01,60,60
PORTACHUELO,otras vacunaciones,antirrabica canina,2007-04-01,2400,2400
POSTRER VALLE,otras vacunaciones,antirrabica canina,2007-04-01,1,1
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2007-04-01,1444,1444
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2007-04-01,10,10
PUNATA,otras vacunaciones,antirrabica canina,2007-04-01,262,262
QUILLACOLLO,otras vacunaciones,antirrabica canina,2007-04-01,362,362
RAVELO,otras vacunaciones,antirrabica canina,2007-04-01,12,12
ROBORE,otras vacunaciones,antirrabica canina,2007-04-01,30,30
SABAYA,otras vacunaciones,antirrabica canina,2007-04-01,19,19
SACABA,otras vacunaciones,antirrabica canina,2007-04-01,398,398
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2007-04-01,38,38
SAN BENITO,otras vacunaciones,antirrabica canina,2007-04-01,15,15
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2007-04-01,9,9
SAN JULIAN,otras vacunaciones,antirrabica canina,2007-04-01,116,116
SAN LUCAS,otras vacunaciones,antirrabica canina,2007-04-01,60,60
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2007-04-01,1825,1825
SANTIVAÑES,otras vacunaciones,antirrabica canina,2007-04-01,72,72
SAPAHAQUI,otras vacunaciones,antirrabica canina,2007-04-01,81,81
SICAYA,otras vacunaciones,antirrabica canina,2007-04-01,64,64
SIPE SIPE,otras vacunaciones,antirrabica canina,2007-04-01,240,240
SORACACHI,otras vacunaciones,antirrabica canina,2007-04-01,1,1
SUCRE,otras vacunaciones,antirrabica canina,2007-04-01,6,6
TACACHI,otras vacunaciones,antirrabica canina,2007-04-01,10,10
TACOPAYA,otras vacunaciones,antirrabica canina,2007-04-01,1,1
TAPACARI,otras vacunaciones,antirrabica canina,2007-04-01,46,46
TARABUCO,otras vacunaciones,antirrabica canina,2007-04-01,30,30
TARACO,otras vacunaciones,antirrabica canina,2007-04-01,20,20
TARATA,otras vacunaciones,antirrabica canina,2007-04-01,7,7
TARIJA,otras vacunaciones,antirrabica canina,2007-04-01,62,62
TIAWANACU,otras vacunaciones,antirrabica canina,2007-04-01,20,20
TIQUIPAYA,otras vacunaciones,antirrabica canina,2007-04-01,40,40
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2007-04-01,78,78
TOCO,otras vacunaciones,antirrabica canina,2007-04-01,2,2
TOLATA,otras vacunaciones,antirrabica canina,2007-04-01,26,26
TOLEDO,otras vacunaciones,antirrabica canina,2007-04-01,25,25
TUPIZA,otras vacunaciones,antirrabica canina,2007-04-01,3,3
TURCO,otras vacunaciones,antirrabica canina,2007-04-01,39,39
URUBICHA,otras vacunaciones,antirrabica canina,2007-04-01,100,100
VILLA RIVERO,otras vacunaciones,antirrabica canina,2007-04-01,16,16
VILLA SERRANO,otras vacunaciones,antirrabica canina,2007-04-01,335,335
VILLA TUNARI,otras vacunaciones,antirrabica canina,2007-04-01,278,278
VINTO,otras vacunaciones,antirrabica canina,2007-04-01,943,943
YAPACANI,otras vacunaciones,antirrabica canina,2007-04-01,748,748
YOTALA,otras vacunaciones,antirrabica canina,2007-04-01,8,8
ZUDAÑEZ,otras vacunaciones,antirrabica canina,2007-04-01,3,3
AIQUILE,otras vacunaciones,antirrabica canina,2007-05-01,163,163
ALALAY,otras vacunaciones,antirrabica canina,2007-05-01,8,8
ANZALDO,otras vacunaciones,antirrabica canina,2007-05-01,3,3
ARANI,otras vacunaciones,antirrabica canina,2007-05-01,20,20
ARBIETO,otras vacunaciones,antirrabica canina,2007-05-01,109,109
ARQUE,otras vacunaciones,antirrabica canina,2007-05-01,31,31
AYO AYO,otras vacunaciones,antirrabica canina,2007-05-01,170,170
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2007-05-01,164,164
AZURDUY,otras vacunaciones,antirrabica canina,2007-05-01,120,120
BELEN DE URMIRI,otras vacunaciones,antirrabica canina,2007-05-01,2,2
BOLIVAR,otras vacunaciones,antirrabica canina,2007-05-01,30,30
CALAMARCA,otras vacunaciones,antirrabica canina,2007-05-01,97,97
CARANAVI,otras vacunaciones,antirrabica canina,2007-05-01,2057,2057
CARAPARI,otras vacunaciones,antirrabica canina,2007-05-01,10,10
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2007-05-01,43,43
CLIZA,otras vacunaciones,antirrabica canina,2007-05-01,4,4
COCHABAMBA,otras vacunaciones,antirrabica canina,2007-05-01,1908,1908
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2007-05-01,292,292
COLOMI,otras vacunaciones,antirrabica canina,2007-05-01,25,25
COLPA BELGICA,otras vacunaciones,antirrabica canina,2007-05-01,18,18
COLQUENCHA,otras vacunaciones,antirrabica canina,2007-05-01,3,3
CORQUE,otras vacunaciones,antirrabica canina,2007-05-01,3,3
COTOCA,otras vacunaciones,antirrabica canina,2007-05-01,26,26
CULPINA,otras vacunaciones,antirrabica canina,2007-05-01,15,15
EL ALTO,otras vacunaciones,antirrabica canina,2007-05-01,1557,1557
EL CHORO,otras vacunaciones,antirrabica canina,2007-05-01,10,10
EL TORNO,otras vacunaciones,antirrabica canina,2007-05-01,80,80
HUACARETA,otras vacunaciones,antirrabica canina,2007-05-01,42,42
HUACHACALLA,otras vacunaciones,antirrabica canina,2007-05-01,2,2
HUANUNI,otras vacunaciones,antirrabica canina,2007-05-01,2,2
INQUISIVI,otras vacunaciones,antirrabica canina,2007-05-01,18,18
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica canina,2007-05-01,10,10
LA PAZ,otras vacunaciones,antirrabica canina,2007-05-01,615,615
LLALLAGUA,otras vacunaciones,antirrabica canina,2007-05-01,128,128
MAIRANA,otras vacunaciones,antirrabica canina,2007-05-01,20,20
MOROCHATA,otras vacunaciones,antirrabica canina,2007-05-01,273,273
ORURO,otras vacunaciones,antirrabica canina,2007-05-01,165,165
PADILLA,otras vacunaciones,antirrabica canina,2007-05-01,73,73
PASORAPA,otras vacunaciones,antirrabica canina,2007-05-01,20,20
PAZÑA,otras vacunaciones,antirrabica canina,2007-05-01,9,9
POCONA,otras vacunaciones,antirrabica canina,2007-05-01,7,7
POJO (CBBA),otras vacunaciones,antirrabica canina,2007-05-01,17,17
POROMA,otras vacunaciones,antirrabica canina,2007-05-01,30,30
PORVENIR,otras vacunaciones,antirrabica canina,2007-05-01,3,3
PUERTO SUAREZ,otras vacunaciones,antirrabica canina,2007-05-01,20,20
PUNATA,otras vacunaciones,antirrabica canina,2007-05-01,16,16
QUILLACOLLO,otras vacunaciones,antirrabica canina,2007-05-01,238,238
RAVELO,otras vacunaciones,antirrabica canina,2007-05-01,2,2
ROBORE,otras vacunaciones,antirrabica canina,2007-05-01,14,14
RURRENABAQUE,otras vacunaciones,antirrabica canina,2007-05-01,27,27
SACABA,otras vacunaciones,antirrabica canina,2007-05-01,364,364
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica canina,2007-05-01,1,1
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2007-05-01,127,127
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica canina,2007-05-01,20,20
SAN BENITO,otras vacunaciones,antirrabica canina,2007-05-01,2,2
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2007-05-01,1,1
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2007-05-01,116,116
SAN PABLO DE LIPEZ,otras vacunaciones,antirrabica canina,2007-05-01,30,30
SANTA ANA,otras vacunaciones,antirrabica canina,2007-05-01,290,290
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2007-05-01,2298,2298
SANTIAGO DE HUARI,otras vacunaciones,antirrabica canina,2007-05-01,1,1
SANTIVAÑES,otras vacunaciones,antirrabica canina,2007-05-01,32,32
SAPAHAQUI,otras vacunaciones,antirrabica canina,2007-05-01,27,27
SIPE SIPE,otras vacunaciones,antirrabica canina,2007-05-01,278,278
SORACACHI,otras vacunaciones,antirrabica canina,2007-05-01,16,16
TACOPAYA,otras vacunaciones,antirrabica canina,2007-05-01,2,2
TARABUCO,otras vacunaciones,antirrabica canina,2007-05-01,102,102
TARACO,otras vacunaciones,antirrabica canina,2007-05-01,5,5
TARIJA,otras vacunaciones,antirrabica canina,2007-05-01,294,294
TIAWANACU,otras vacunaciones,antirrabica canina,2007-05-01,10,10
TOCO,otras vacunaciones,antirrabica canina,2007-05-01,16,16
TOLATA,otras vacunaciones,antirrabica canina,2007-05-01,27,27
TOLEDO,otras vacunaciones,antirrabica canina,2007-05-01,20,20
TOMAVE,otras vacunaciones,antirrabica canina,2007-05-01,20,20
TUPIZA,otras vacunaciones,antirrabica canina,2007-05-01,14,14
TURCO,otras vacunaciones,antirrabica canina,2007-05-01,27,27
VILLA SERRANO,otras vacunaciones,antirrabica canina,2007-05-01,119,119
VILLA TUNARI,otras vacunaciones,antirrabica canina,2007-05-01,213,213
VINTO,otras vacunaciones,antirrabica canina,2007-05-01,350,350
WARNES,otras vacunaciones,antirrabica canina,2007-05-01,46,46
YACUIBA,otras vacunaciones,antirrabica canina,2007-05-01,8,8
YAPACANI,otras vacunaciones,antirrabica canina,2007-05-01,17,17
YOTALA,otras vacunaciones,antirrabica canina,2007-05-01,68,68
ZUDAÑEZ,otras vacunaciones,antirrabica canina,2007-05-01,1,1
AIQUILE,otras vacunaciones,antirrabica canina,2007-06-01,317,317
ANZALDO,otras vacunaciones,antirrabica canina,2007-06-01,63,63
ARBIETO,otras vacunaciones,antirrabica canina,2007-06-01,57,57
ARQUE,otras vacunaciones,antirrabica canina,2007-06-01,12,12
AYO AYO,otras vacunaciones,antirrabica canina,2007-06-01,545,545
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2007-06-01,176,176
AZURDUY,otras vacunaciones,antirrabica canina,2007-06-01,120,120
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica canina,2007-06-01,1,1
BERMEJO,otras vacunaciones,antirrabica canina,2007-06-01,89,89
BOLIVAR,otras vacunaciones,antirrabica canina,2007-06-01,2,2
CABEZAS,otras vacunaciones,antirrabica canina,2007-06-01,668,668
CALAMARCA,otras vacunaciones,antirrabica canina,2007-06-01,57,57
CAMARGO,otras vacunaciones,antirrabica canina,2007-06-01,7,7
CAPINOTA,otras vacunaciones,antirrabica canina,2007-06-01,33,33
CARANAVI,otras vacunaciones,antirrabica canina,2007-06-01,328,328
CARAPARI,otras vacunaciones,antirrabica canina,2007-06-01,88,88
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2007-06-01,30,30
CLIZA,otras vacunaciones,antirrabica canina,2007-06-01,447,447
COCHABAMBA,otras vacunaciones,antirrabica canina,2007-06-01,5407,5407
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2007-06-01,1911,1911
"COLCHA ""K""",otras vacunaciones,antirrabica canina,2007-06-01,46,46
COLLANA,otras vacunaciones,antirrabica canina,2007-06-01,7,7
COLOMI,otras vacunaciones,antirrabica canina,2007-06-01,137,137
COLQUENCHA,otras vacunaciones,antirrabica canina,2007-06-01,635,635
COROICO,otras vacunaciones,antirrabica canina,2007-06-01,2,2
CORQUE,otras vacunaciones,antirrabica canina,2007-06-01,3,3
COTAGAITA,otras vacunaciones,antirrabica canina,2007-06-01,3,3
COTOCA,otras vacunaciones,antirrabica canina,2007-06-01,29,29
CULPINA,otras vacunaciones,antirrabica canina,2007-06-01,409,409
EL ALTO,otras vacunaciones,antirrabica canina,2007-06-01,808,808
EL CHORO,otras vacunaciones,antirrabica canina,2007-06-01,32,32
EL TORNO,otras vacunaciones,antirrabica canina,2007-06-01,3404,3404
EL VILLAR,otras vacunaciones,antirrabica canina,2007-06-01,525,525
ENTRE RIOS,otras vacunaciones,antirrabica canina,2007-06-01,24,24
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica canina,2007-06-01,65,65
HUACHACALLA,otras vacunaciones,antirrabica canina,2007-06-01,9,9
ICLA,otras vacunaciones,antirrabica canina,2007-06-01,965,965
INQUISIVI,otras vacunaciones,antirrabica canina,2007-06-01,4,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica canina,2007-06-01,12,12
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2007-06-01,117,117
LA ASUNTA,otras vacunaciones,antirrabica canina,2007-06-01,1,1
LA GUARDIA,otras vacunaciones,antirrabica canina,2007-06-01,20,20
LA PAZ,otras vacunaciones,antirrabica canina,2007-06-01,3767,3767
LAJA,otras vacunaciones,antirrabica canina,2007-06-01,20,20
MIZQUE,otras vacunaciones,antirrabica canina,2007-06-01,12,12
MOJOCOYA,otras vacunaciones,antirrabica canina,2007-06-01,5,5
MONTERO,otras vacunaciones,antirrabica canina,2007-06-01,11345,11345
MOROCHATA,otras vacunaciones,antirrabica canina,2007-06-01,647,647
OKINAWA,otras vacunaciones,antirrabica canina,2007-06-01,1749,1749
ORURO,otras vacunaciones,antirrabica canina,2007-06-01,16,16
PADCAYA,otras vacunaciones,antirrabica canina,2007-06-01,2,2
PADILLA,otras vacunaciones,antirrabica canina,2007-06-01,192,192
PAILON,otras vacunaciones,antirrabica canina,2007-06-01,300,300
PAZÑA,otras vacunaciones,antirrabica canina,2007-06-01,20,20
POJO (CBBA),otras vacunaciones,antirrabica canina,2007-06-01,88,88
POOPO,otras vacunaciones,antirrabica canina,2007-06-01,90,90
PUCARANI,otras vacunaciones,antirrabica canina,2007-06-01,591,591
PUERTO SUAREZ,otras vacunaciones,antirrabica canina,2007-06-01,1183,1183
PUNATA,otras vacunaciones,antirrabica canina,2007-06-01,10,10
QUILLACOLLO,otras vacunaciones,antirrabica canina,2007-06-01,3747,3747
RAVELO,otras vacunaciones,antirrabica canina,2007-06-01,1,1
ROBORE,otras vacunaciones,antirrabica canina,2007-06-01,54,54
SACABA,otras vacunaciones,antirrabica canina,2007-06-01,439,439
SAIPINA,otras vacunaciones,antirrabica canina,2007-06-01,90,90
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica canina,2007-06-01,42,42
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2007-06-01,57,57
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica canina,2007-06-01,25,25
SAN BENITO,otras vacunaciones,antirrabica canina,2007-06-01,28,28
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2007-06-01,15,15
SAN JULIAN,otras vacunaciones,antirrabica canina,2007-06-01,65,65
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2007-06-01,10,10
SANTA ANA,otras vacunaciones,antirrabica canina,2007-06-01,255,255
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2007-06-01,4475,4475
SANTIVAÑES,otras vacunaciones,antirrabica canina,2007-06-01,70,70
SAPAHAQUI,otras vacunaciones,antirrabica canina,2007-06-01,53,53
SICAYA,otras vacunaciones,antirrabica canina,2007-06-01,23,23
SIPE SIPE,otras vacunaciones,antirrabica canina,2007-06-01,425,425
SUCRE,otras vacunaciones,antirrabica canina,2007-06-01,42,42
TAPACARI,otras vacunaciones,antirrabica canina,2007-06-01,233,233
TARABUCO,otras vacunaciones,antirrabica canina,2007-06-01,286,286
TARACO,otras vacunaciones,antirrabica canina,2007-06-01,79,79
TARATA,otras vacunaciones,antirrabica canina,2007-06-01,51,51
TARIJA,otras vacunaciones,antirrabica canina,2007-06-01,2,2
TIAWANACU,otras vacunaciones,antirrabica canina,2007-06-01,1042,1042
TINGUIPAYA,otras vacunaciones,antirrabica canina,2007-06-01,28,28
TIQUIPAYA,otras vacunaciones,antirrabica canina,2007-06-01,154,154
TOCO,otras vacunaciones,antirrabica canina,2007-06-01,14,14
TOLATA,otras vacunaciones,antirrabica canina,2007-06-01,39,39
TOLEDO,otras vacunaciones,antirrabica canina,2007-06-01,11,11
TOMINA,otras vacunaciones,antirrabica canina,2007-06-01,3,3
TUPIZA,otras vacunaciones,antirrabica canina,2007-06-01,92,92
TURCO,otras vacunaciones,antirrabica canina,2007-06-01,21,21
VILLA SERRANO,otras vacunaciones,antirrabica canina,2007-06-01,64,64
VILLA TUNARI,otras vacunaciones,antirrabica canina,2007-06-01,208,208
VINTO,otras vacunaciones,antirrabica canina,2007-06-01,4,4
WALDO BALLIVIAN,otras vacunaciones,antirrabica canina,2007-06-01,38,38
WARNES,otras vacunaciones,antirrabica canina,2007-06-01,6166,6166
YACUIBA,otras vacunaciones,antirrabica canina,2007-06-01,8,8
YAPACANI,otras vacunaciones,antirrabica canina,2007-06-01,377,377
AIQUILE,otras vacunaciones,antirrabica canina,2007-07-01,68,68
ANZALDO,otras vacunaciones,antirrabica canina,2007-07-01,4,4
ARANI,otras vacunaciones,antirrabica canina,2007-07-01,25,25
ARBIETO,otras vacunaciones,antirrabica canina,2007-07-01,395,395
ARQUE,otras vacunaciones,antirrabica canina,2007-07-01,99,99
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2007-07-01,292,292
AZURDUY,otras vacunaciones,antirrabica canina,2007-07-01,98,98
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica canina,2007-07-01,3,3
BERMEJO,otras vacunaciones,antirrabica canina,2007-07-01,83,83
BOLIVAR,otras vacunaciones,antirrabica canina,2007-07-01,1,1
CABEZAS,otras vacunaciones,antirrabica canina,2007-07-01,45,45
CAMARGO,otras vacunaciones,antirrabica canina,2007-07-01,7,7
CAMIRI,otras vacunaciones,antirrabica canina,2007-07-01,1,1
CAPINOTA,otras vacunaciones,antirrabica canina,2007-07-01,39,39
CARACOLLO,otras vacunaciones,antirrabica canina,2007-07-01,6,6
CARANAVI,otras vacunaciones,antirrabica canina,2007-07-01,16,16
CHIMORE,otras vacunaciones,antirrabica canina,2007-07-01,164,164
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2007-07-01,17,17
CLIZA,otras vacunaciones,antirrabica canina,2007-07-01,101,101
COCHABAMBA,otras vacunaciones,antirrabica canina,2007-07-01,5131,5131
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2007-07-01,2962,2962
COLOMI,otras vacunaciones,antirrabica canina,2007-07-01,68,68
COLPA BELGICA,otras vacunaciones,antirrabica canina,2007-07-01,960,960
COLQUENCHA,otras vacunaciones,antirrabica canina,2007-07-01,32,32
COROICO,otras vacunaciones,antirrabica canina,2007-07-01,37,37
COTAGAITA,otras vacunaciones,antirrabica canina,2007-07-01,5,5
COTOCA,otras vacunaciones,antirrabica canina,2007-07-01,2010,2010
CULPINA,otras vacunaciones,antirrabica canina,2007-07-01,215,215
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2007-07-01,1,1
EL ALTO,otras vacunaciones,antirrabica canina,2007-07-01,518,518
EL CHORO,otras vacunaciones,antirrabica canina,2007-07-01,17,17
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2007-07-01,350,350
EL TORNO,otras vacunaciones,antirrabica canina,2007-07-01,220,220
EL VILLAR,otras vacunaciones,antirrabica canina,2007-07-01,569,569
ENTRE RIOS,otras vacunaciones,antirrabica canina,2007-07-01,63,63
ENTRE RIOS,otras vacunaciones,antirrabica canina,2007-07-01,23,23
EUCALIPTUS,otras vacunaciones,antirrabica canina,2007-07-01,64,64
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2007-07-01,60,60
GUAYARAMERIN,otras vacunaciones,antirrabica canina,2007-07-01,2488,2488
HUANUNI,otras vacunaciones,antirrabica canina,2007-07-01,4,4
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2007-07-01,18,18
LA GUARDIA,otras vacunaciones,antirrabica canina,2007-07-01,50,50
LA PAZ,otras vacunaciones,antirrabica canina,2007-07-01,451,451
LLALLAGUA,otras vacunaciones,antirrabica canina,2007-07-01,285,285
MAGDALENA,otras vacunaciones,antirrabica canina,2007-07-01,10,10
MINEROS,otras vacunaciones,antirrabica canina,2007-07-01,1576,1576
MIZQUE,otras vacunaciones,antirrabica canina,2007-07-01,51,51
MONTERO,otras vacunaciones,antirrabica canina,2007-07-01,702,702
MOROCHATA,otras vacunaciones,antirrabica canina,2007-07-01,402,402
OKINAWA,otras vacunaciones,antirrabica canina,2007-07-01,596,596
ORURO,otras vacunaciones,antirrabica canina,2007-07-01,352,352
PADILLA,otras vacunaciones,antirrabica canina,2007-07-01,109,109
POOPO,otras vacunaciones,antirrabica canina,2007-07-01,10,10
POTOSI,otras vacunaciones,antirrabica canina,2007-07-01,4,4
PUCARANI,otras vacunaciones,antirrabica canina,2007-07-01,40,40
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2007-07-01,197,197
PUNATA,otras vacunaciones,antirrabica canina,2007-07-01,17,17
QUILLACOLLO,otras vacunaciones,antirrabica canina,2007-07-01,8824,8824
RAVELO,otras vacunaciones,antirrabica canina,2007-07-01,60,60
ROBORE,otras vacunaciones,antirrabica canina,2007-07-01,82,82
SACABA,otras vacunaciones,antirrabica canina,2007-07-01,281,281
SAN BENITO,otras vacunaciones,antirrabica canina,2007-07-01,30,30
SAN CARLOS,otras vacunaciones,antirrabica canina,2007-07-01,697,697
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2007-07-01,70,70
SAN JULIAN,otras vacunaciones,antirrabica canina,2007-07-01,367,367
SAN LUCAS,otras vacunaciones,antirrabica canina,2007-07-01,11,11
SAN PEDRO,otras vacunaciones,antirrabica canina,2007-07-01,2522,2522
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2007-07-01,30,30
SAN PEDRO DE QUEMES,otras vacunaciones,antirrabica canina,2007-07-01,23,23
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2007-07-01,6246,6246
SANTA ROSA,otras vacunaciones,antirrabica canina,2007-07-01,550,550
SANTIVAÑES,otras vacunaciones,antirrabica canina,2007-07-01,150,150
SIPE SIPE,otras vacunaciones,antirrabica canina,2007-07-01,257,257
SUCRE,otras vacunaciones,antirrabica canina,2007-07-01,25,25
TACACHI,otras vacunaciones,antirrabica canina,2007-07-01,5,5
TACOPAYA,otras vacunaciones,antirrabica canina,2007-07-01,19,19
TAPACARI,otras vacunaciones,antirrabica canina,2007-07-01,504,504
TARABUCO,otras vacunaciones,antirrabica canina,2007-07-01,121,121
TARACO,otras vacunaciones,antirrabica canina,2007-07-01,8,8
TARATA,otras vacunaciones,antirrabica canina,2007-07-01,39,39
TARIJA,otras vacunaciones,antirrabica canina,2007-07-01,43,43
TINGUIPAYA,otras vacunaciones,antirrabica canina,2007-07-01,18,18
TIQUIPAYA,otras vacunaciones,antirrabica canina,2007-07-01,410,410
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2007-07-01,453,453
TOLATA,otras vacunaciones,antirrabica canina,2007-07-01,24,24
TOMAVE,otras vacunaciones,antirrabica canina,2007-07-01,19,19
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2007-07-01,90,90
TUPIZA,otras vacunaciones,antirrabica canina,2007-07-01,178,178
TURCO,otras vacunaciones,antirrabica canina,2007-07-01,77,77
UYUNI,otras vacunaciones,antirrabica canina,2007-07-01,1179,1179
VIACHA,otras vacunaciones,antirrabica canina,2007-07-01,100,100
VILLA TUNARI,otras vacunaciones,antirrabica canina,2007-07-01,937,937
VINTO,otras vacunaciones,antirrabica canina,2007-07-01,465,465
WARNES,otras vacunaciones,antirrabica canina,2007-07-01,1940,1940
YAPACANI,otras vacunaciones,antirrabica canina,2007-07-01,252,252
ACACIO,otras vacunaciones,antirrabica canina,2007-08-01,537,537
ACHACACHI,otras vacunaciones,antirrabica canina,2007-08-01,1241,1241
ACHOCALLA,otras vacunaciones,antirrabica canina,2007-08-01,420,420
AIQUILE,otras vacunaciones,antirrabica canina,2007-08-01,1507,1507
ALALAY,otras vacunaciones,antirrabica canina,2007-08-01,390,390
ALCALA,otras vacunaciones,antirrabica canina,2007-08-01,1380,1380
ANCORAIMES,otras vacunaciones,antirrabica canina,2007-08-01,42,42
ANZALDO,otras vacunaciones,antirrabica canina,2007-08-01,1484,1484
APOLO,otras vacunaciones,antirrabica canina,2007-08-01,346,346
ARAMPAMPA,otras vacunaciones,antirrabica canina,2007-08-01,479,479
ARANI,otras vacunaciones,antirrabica canina,2007-08-01,2204,2204
ARBIETO,otras vacunaciones,antirrabica canina,2007-08-01,1784,1784
ARQUE,otras vacunaciones,antirrabica canina,2007-08-01,1081,1081
ATOCHA,otras vacunaciones,antirrabica canina,2007-08-01,1259,1259
AUCAPATA,otras vacunaciones,antirrabica canina,2007-08-01,108,108
AYATA,otras vacunaciones,antirrabica canina,2007-08-01,161,161
AYO AYO,otras vacunaciones,antirrabica canina,2007-08-01,650,650
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2007-08-01,716,716
AZURDUY,otras vacunaciones,antirrabica canina,2007-08-01,478,478
BATALLAS,otras vacunaciones,antirrabica canina,2007-08-01,1650,1650
BERMEJO,otras vacunaciones,antirrabica canina,2007-08-01,69,69
BETANZOS,otras vacunaciones,antirrabica canina,2007-08-01,1140,1140
BOLIVAR,otras vacunaciones,antirrabica canina,2007-08-01,291,291
