municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
MECAPACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,5,5
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,174,174
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,80,80
MOCOMOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,2,2
MOJOCOYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,51,51
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,720,720
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,617,617
MOROCHATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,21,21
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,58,58
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,16,16
OCURI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,58,58
OKINAWA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,1,1
OMEREQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,43,43
ORURO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,737,737
PADCAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,46,46
PADILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,345,345
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,220,220
PALCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,26,26
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,1268,1268
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,3,3
PASORAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,8,8
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,19,19
POCOATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,98,98
POJO (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,69,69
POOPO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,6,6
PORCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,36,36
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,65,65
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,22,22
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,147,147
POTOSI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,836,836
PRESTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,17,17
PUCARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,62,62
PUERTO ACOSTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,42,42
PUERTO CARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,50,50
PUERTO PEREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,14,14
PUERTO QUIJARRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,7,7
PUERTO RICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,69,69
PUERTO SUAREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,96,96
PUERTO VILLARROEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,314,314
PUNA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,530,530
PUNATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,62,62
QUIABAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,5,5
QUILLACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,1093,1093
QUIRUSILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,2,2
RAVELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,59,59
RIBERALTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,384,384
ROBORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,523,523
RURRENABAQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,554,554
SACABA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,3751,3751
SACABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,2,2
SACACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,119,119
SAIPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,9,9
SAMAIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,14,14
SAN ANDRES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,2021,2021
SAN ANDRES DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,40,40
SAN ANTONIO DE LOMERIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,2,2
SAN BORJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,6883,6883
SAN BUENA VENTURA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,72,72
SAN CARLOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,268,268
SAN IGNACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,316,316
SAN IGNACIO DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,74,74
SAN JAVIER(BNI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,362,362
SAN JAVIER(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,8,8
SAN JOAQUIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,5,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,108,108
SAN JUAN DE YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,827,827
SAN JULIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,108,108
SAN LORENZO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,35,35
SAN LORENZO(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,40,40
SAN LUCAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,233,233
SAN MATIAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,72,72
SAN MIGUEL DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,10,10
SAN PEDRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,162,162
SAN PEDRO DE TIQUINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,15,15
SAN PEDRO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,218,218
SAN RAFAEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,3,3
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,4,4
SANTA ANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,67,67
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,9383,9383
SANTA ROSA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,100,100
SANTA ROSA DEL SARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,69,69
SANTIAGO DE HUARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,8,8
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,22,22
SAPAHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,2,2
SENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,5,5
SICA SICA (VILLA AROMA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,1,1
SICAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,4,4
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,318,318
SOPACHUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,1,1
SORACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,12,12
SORATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,117,117
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,2910,2910
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,6,6
TACOPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,16,16
TAPACARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,90,90
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,15,15
TARACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,3,3
TARATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,74,74
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,1919,1919
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,9,9
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,770,770
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,43,43
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,146,146
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,472,472
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,85,85
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,453,453
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,4,4
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,64,64
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,101,101
TOMAVE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,78,78
TOMINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,7,7
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,195,195
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,12,12
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,37719,37719
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,656,656
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,55,55
URIONDO (A. CONCEPCION),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,3,3
URUBICHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,5,5
UYUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,17,17
VACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,19,19
VALLEGRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,24,24
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,74,74
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,115,115
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,17,17
VILLA RIVERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,6,6
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,581,581
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,94,94
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,271,271
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,712,712
VITICHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,3,3
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,32,32
YACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,34,34
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,261,261
YAMPARAEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,4,4
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,3126,3126
YOTALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,9,9
YUNCHARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,7,7
ZUDAÑEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-03-01,22,22
ACACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,335,335
ACHACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,30218,30218
ACHOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,10,10
AIQUILE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,4912,4912
ALALAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2,2
ALCALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,817,817
ANCORAIMES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,5396,5396
ANTEQUERA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1481,1481
ANZALDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,624,624
APOLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2167,2167
ARAMPAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1642,1642
ARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3286,3286
ARBIETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1415,1415
ARQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1559,1559
ASCENCION DE GUARAYOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,6747,6747
ATOCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,7203,7203
AUCAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1617,1617
AYATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2725,2725
AYO AYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2609,2609
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3123,3123
AZURDUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1076,1076
BATALLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,7410,7410
BAURES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,581,581
BELEN DE ANDAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,225,225
BELEN DE URMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,565,565
BELLA FLOR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,507,507
BERMEJO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,874,874
BETANZOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,15944,15944
BOLIVAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1237,1237
BOLPEBRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,478,478
BOYUIBE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1139,1139
BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1801,1801
CABEZAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,4361,4361
CAIROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,5157,5157
"CAIZA ""D""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2825,2825
CAJUATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3299,3299
CALACOTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2127,2127
CALAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3214,3214
CAMARGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3183,3183
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,434,434
CAMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,8835,8835
CAPINOTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3984,3984
CAQUIAVIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2572,2572
CARACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,11348,11348
CARANAVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,5032,5032
CARANGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,104,104
CARAPARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1329,1329
CARIPUYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1711,1711
CARMEN RIVERO TORREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,293,293
CATACORA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,469,469
CHACARILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,998,998
CHALLAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,16752,16752
CHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2692,2692
CHARAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1282,1282
CHARAÑA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1116,1116
CHAYANTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2,2
CHIMORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,967,967
CHIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,180,180
CHOQUE COTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,614,614
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3866,3866
CHUMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3192,3192
CLIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,178,178
COBIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,11523,11523
COCHABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,242872,242872
COIPASA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,340,340
COLCAPIRHUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2479,2479
"COLCHA ""K""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3839,3839
COLLANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,470,470
COLOMI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,604,604
COLPA BELGICA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,56,56
COLQUENCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2948,2948
COLQUIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,6615,6615
COMANCHE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1490,1490
COMARAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3904,3904
COMBAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,860,860
CONCEPCION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2,2
COPACABANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,6414,6414
CORIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,4601,4601
CORO CORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3615,3615
COROICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2077,2077
CORQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,790,790
COTAGAITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,14460,14460
COTOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,7402,7402
CUATRO CAÑADAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2096,2096
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,218,218
CUEVO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,381,381
CULPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2766,2766
CURAHUARA DE CARANGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,544,544
CURVA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,811,811
DESAGUADERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2596,2596
EL ALTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,385113,385113
EL PUENTE(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2543,2543
EL PUENTE(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2926,2926
EL TORNO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3591,3591
EL VILLAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1012,1012
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,6169,6169
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3551,3551
EUCALIPTUS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2308,2308
EUREKA (SANTOS MERCADO),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,213,213
EXALTACION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,640,640
FERNANDEZ ALONSO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2234,2234
FILADELFIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,144,144
GENERAL SAAVEDRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1977,1977
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1559,1559
GUANAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1539,1539
GUAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2507,2507
GUTIERREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1692,1692
HUACARETA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1796,1796
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,439,439
HUACHACALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,969,969
HUANUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,6621,6621
HUAYLLAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,457,457
ICHOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1853,1853
ICLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,359,359
INCAHUASI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,4100,4100
INQUISIVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3967,3967
IRUPANA (VILLA DE LANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3321,3321
IXIAMAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1252,1252
JESUS DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,5564,5564
LA ASUNTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2228,2228
LA GUARDIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,6023,6023
LA PAZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,269438,269438
LA RIVERA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,206,206
LAGUNILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,821,821
LAJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,5903,5903
LAS CARRERAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,674,674
LICOMA PAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,832,832
LLALLAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,15179,15179
LLICA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1305,1305
LORETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,170,170
LURIBAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2096,2096
MACHACAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2714,2714
MACHARETI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1216,1216
MAGDALENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1127,1127
MAIRANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1385,1385
MALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,548,548
MAPIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3350,3350
MECAPACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1755,1755
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,187,187
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,7929,7929
MOCOMOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,406,406
MOJINETE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,101,101
MOJOCOYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1228,1228
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,6702,6702
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,15036,15036
MOROCHATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,6643,6643
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,359,359
NAZACARA DE PACAJES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,156,156
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,244,244
OCURI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,4,4
OKINAWA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1247,1247
OMEREQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1550,1550
ORURO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,120293,120293
