,group,variable,month,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
COPACABANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,2,12,24,12,26,38
CORIPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,1,0,1,1,2
CORO CORO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,1,0,0,1,1,2
COROICO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,7,2,7,3,10
COTAGAITA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,1,1,10,2,11,13
COTOCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,29,57,74,58,103,161
CUATRO CAÑADAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,3,0,3,0,6,6
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
CUEVO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,18,4,0,0,18,4,22
CULPINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,5,0,13,0,18,18
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,2,1,0,1,2,3
DESAGUADERO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,2,0,2,2
EL ALTO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,30,371,529,794,559,1165,1724
EL PUENTE(STC),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,0,1,10,2,10,12
EL PUENTE(TJA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
EL TORNO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,2,20,40,60,42,80,122
EL VILLAR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,4,17,4,18,22
ENTRE RIOS TRJ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,2,10,6,11,8,19
ENTRE RIOS CBBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,3,8,2,1,5,9,14
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,2,0,0,0,2,2
FILADELFIA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,2,0,2,2
GENERAL SAAVEDRA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,5,0,2,0,7,7
GUANAY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,2,0,1,0,3,3
GUAQUI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,2,0,2,2
GUAYARAMERIN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,6,33,41,33,47,80
GUTIERREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,0,0,1,1,1,2
HUACARETA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,2,8,14,16,16,24,40
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,1,0,1,1,2,3
HUANUNI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,6,5,20,6,26,32
HUARINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,2,11,13,11,15,26
HUAYLLAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,1,0,0,1,1,2
HUMANATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,1,0,1,0,1
ICHOCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,13,10,13,10,23
ICLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,19,2,26,3,45,48
INCAHUASI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,2,6,21,7,23,30
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
IXIAMAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,2,0,0,1,2,3
JESUS DE MACHACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,6,6,6,7,13
LA GUARDIA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,5,33,1,5,6,38,44
LA PAZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,20,254,230,345,250,599,849
LAGUNILLAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,1,5,1,6,7
LAS CARRERAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,3,0,8,1,11,12
LLALLAGUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,6,18,6,19,25
LORETO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,7,0,18,0,25,25
MACHACAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,7,6,7,6,13
MACHARETI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,2,8,106,106,108,114,222
MAGDALENA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,2,0,0,0,2,0,2
MAIRANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,2,4,0,0,2,4,6
MAPIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,4,2,6,2,10,12
MECAPACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,1,0,0,1,1,2
MINEROS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
MIZQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,3,7,60,80,63,87,150
MOCOMOCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,3,0,2,0,5,5
MOJOCOYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,7,22,12,23,19,42
MONTEAGUDO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,46,44,53,50,99,94,193
MONTERO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,90,59,52,86,142,145,287
MORO MORO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,5,3,5,4,9
MOROCHATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,6,3,5,3,11,14
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,1,0,5,1,6,7
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
OCURI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,6,0,6,6
OKINAWA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,2,20,56,20,58,78
OMEREQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,3,10,14,10,17,27
ORURO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,7,63,1,4,8,67,75
PADCAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,2,5,0,0,2,5,7
PADILLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,4,16,38,16,42,58
PAILON,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,50,15,1368,1017,1418,1032,2450
PALCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,1,0,2,2
PALOS BLANCOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,7,0,0,0,7,7
PAMPA GRANDE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,17,19,17,20,37
PASORAPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,2,3,19,20,21,23,44
PAZÑA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
PELECHUCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
POCOATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,4,7,10,11,14,18,32
POJO (CBBA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,1,8,10,9,11,20
POROMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,3,5,112,80,115,85,200
PORONGO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,3,28,3,28,31
PORTACHUELO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,2,0,0,0,2,2
PORVENIR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,43,0,0,1,43,44
PRESTO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,7,10,2,6,9,16,25
PUCARANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,5,17,23,32,28,49,77
PUERTO ACOSTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,18,12,18,12,30
PUERTO CARABUCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,18,16,18,16,34
PUERTO GONZALO MORENO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,4,0,2,0,6,6
PUERTO RICO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,6,0,6,0,6
PUERTO SUAREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,2,1,0,1,2,3
PUERTO VILLARROEL,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,2,23,7,12,9,35,44
PUNA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,58,51,58,51,109
PUNATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,2,8,4,10,6,18,24
QUIABAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
QUILLACOLLO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,9,23,120,140,129,163,292
QUIRUSILLAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,10,0,10,10
RAVELO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,2,11,2,11,13
REYES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,10,0,1,0,11,11
ROBORE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,3,9,423,402,426,411,837
SABAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
SACABA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,23,4,10,4,33,37
SACABAMBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,26,26,26,26,52
SACACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,2,0,4,0,6,6
SAIPINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,2,0,0,0,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,3,0,0,1,3,4
SAMAIPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,23,19,0,0,23,19,42
SAN ANDRES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,4,0,13,0,17,17
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,2,1,2,1,3
SAN BENITO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,7,6,7,7,14,21
SAN BORJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,9,1,2,1,11,12
SAN BUENA VENTURA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,1,0,1,0,1
SAN CARLOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,6,1,9,2,15,17
SAN IGNACIO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,7,29,18,30,25,55
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,24,1,11,1,35,36
SAN JAVIER(BNI),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
SAN JAVIER(STC),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,3,0,0,0,3,3
SAN JOAQUIN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,18,13,22,13,40,53
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,1,6,1,6,7
SAN JULIAN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,4,6,9,25,13,31,44
SAN LORENZO(TJA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,0,0,1,1,1,2
SAN LUCAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,27,42,197,306,224,348,572
SAN MATIAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,2,0,3,3
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,5,0,0,1,5,6
SAN PEDRO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,2,0,0,0,2,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,2,0,2,2
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,1,2,1,3,4
SAN RAFAEL,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,3,4,3,4,7
SAN RAMON BENI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,1,0,2,2
SAN RAMON SCZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,150,374,403,652,553,1026,1579
SANTA ROSA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,2,0,2,2
SANTA ROSA DEL SARA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,3,9,14,10,17,27
SANTIAGO DE HUARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,0,0,0,1,0,1
SANTIVAÑES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,2,1,30,19,32,20,52
SAPAHAQUI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,2,0,2,0,2
SHINAOTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,11,14,11,14,25
SICA SICA (VILLA AROMA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,3,0,1,0,4,4
SICAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
SIPE SIPE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,2,10,12,17,14,27,41
SORACACHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,2,0,3,3
SORATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,3,2,5,2,8,10
SUCRE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,23,79,580,766,603,845,1448
TACACOMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,7,0,7,7
TACOPAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,1,2,1,3,4
TAHUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,12,24,12,24,36
TAPACARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,42,45,42,46,88
TARABUCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,21,21,19,21,40,61
TARACO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,5,1,3,2,8,10
TARIJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,20,94,29,80,49,174,223
TARVITA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,21,28,49,27,70,55,125
TEOPONTE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,15,17,15,17,32
TIAWANACU,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,2,21,31,21,33,54
TINGUIPAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,3,0,3,3
TIPUANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,4,0,0,0,4,4
TIQUIPAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,7,12,34,12,41,53
TIRAQUE (CBBA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,2,13,2,13,15
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
TOCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,30,38,30,39,69
TOLATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,2,35,34,35,36,71
TOLEDO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
TOMAVE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,1,0,2,2
TOMINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,5,16,21,63,26,79,105
TORO TORO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
TOTORA(CBBA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,10,21,16,21,26,47
TRIGAL,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,0,0,3,1,3,4
TRINIDAD,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,4,51,196,270,200,321,521
TUPIZA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,15,2,10,2,25,27
UMALA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,0,0,0,1,0,1
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
URUBICHA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,12,0,12,12
UYUNI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,1,1,1,2,3
VACAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,0,8,9,9,9,18
VALLEGRANDE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,2,7,3,1,5,8,13
VIACHA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,2,25,7,18,9,43,52
VILA VILA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,34,27,34,28,62
VILLA CHARCAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,28,26,20,26,48,74
VILLA MONTES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,6,2,90,89,96,91,187
VILLA RIVERO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,29,28,29,29,58
VILLA SERRANO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,1,11,21,11,22,33
VILLA TUNARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,7,14,17,32,24,46,70
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,29,32,125,110,154,142,296
VILLAZON,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,29,367,341,368,370,738
VINTO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,31,72,106,73,137,210
WARNES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,8,51,215,219,223,270,493
YACO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,7,0,7,7
YACUIBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,31,11,2,2,33,13,46
YAMPARAEZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,7,23,40,48,47,71,118
YANACACHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,2,0,2,2
YAPACANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,1,9,8,49,9,58,67
YOTALA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,2,0,6,6,8,6,14
YUNCHARA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,0,0,13,0,13,13
ZUDAÑEZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-03-01,0,4,39,67,39,71,110
ACACIO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,0,0,1,1
ACHACACHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,5,34,74,34,79,113
ACHOCALLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,5,1,7,1,12,13
AIQUILE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,4,0,0,1,4,5
ALALAY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,4,4,4,4,8
ALTO BENI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,6,6,8,7,14,21
ANCORAIMES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,5,136,158,136,163,299
ANDAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,1,6,1,6,7
ANTEQUERA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,18,35,18,37,55
ANZALDO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,1,4,1,4,5
APOLO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,5,12,5,14,19
ARAMPAMPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,7,12,7,13,20
ARANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,6,8,18,17,24,25,49
ARBIETO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,2,1,6,2,8,10
ARQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,1,6,1,7,8
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,9,44,2,1,11,45,56
ATOCHA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,0,15,66,16,66,82
AYATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,3,5,3,6,9
AYO AYO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,7,12,15,12,22,34
AZURDUY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,0,0,0,1,0,1
BATALLAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,5,16,22,16,27,43
BAURES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,0,0,0,2,2
BELEN DE ANDAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,10,12,10,12,22
BELEN DE URMIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,1,3,1,4,5
BELLA FLOR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,3,1,4,3,7,4,11
BERMEJO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,8,11,236,238,244,249,493
BETANZOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,48,103,48,105,153
BOLIVAR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,3,0,4,4
