,group,variable,month,TOTAL HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD DENTRO,TOTAL HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD DENTRO,TOTAL HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD FUERA,TOTAL HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
SAN ANDRES,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,4,0,0,0,4,0,4
SAN BORJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,1,4,0,0,1,4,5
SAN BUENA VENTURA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,2,1,0,0,2,1,3
SAN CARLOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,0,1,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,0,8,9,21,9,29,38
SAN JOSE DE CHIQUITOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,0,2,0,0,0,2,2
SAN JUAN DE YAPACANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,0,0,1,0,1,0,1
SAN JULIAN,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,0,3,0,0,0,3,3
SAN LUCAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,0,0,0,2,0,2,2
SAN RAMON BENI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,0,1,0,0,0,1,1
SANTA ANA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,1,5,0,0,1,5,6
SANTA ROSA DEL SARA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,0,0,1,0,1,0,1
SUCRE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,2,1,0,3,2,4,6
TARIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,2,2,17,15,19,17,36
TINGUIPAYA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,2,0,0,0,2,0,2
TOMAVE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,10,6,1,2,11,8,19
TRINIDAD,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,4,5,0,0,4,5,9
UYUNI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,0,3,0,0,0,3,3
VILLA TUNARI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,0,4,0,3,0,7,7
VILLAZON,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,1,4,0,0,1,4,5
YACUIBA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,0,1,0,0,0,1,1
YAPACANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,0,0,1,0,1,0,1
YUNCHARA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-04-01,0,0,1,0,1,0,1
ANDAMARCA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,4,1,0,2,4,6
BATALLAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,2,0,0,1,2,3
BELEN DE ANDAMARCA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,6,0,0,1,6,7
BELEN DE URMIRI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,2,0,0,0,2,2
BERMEJO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,0,0,0,1,0,1
BOLPEBRA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,1,0,0,1,1,2
BUENA VISTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,2,0,2,1,4,5
CAMIRI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,3,4,0,0,3,4,7
CARACOLLO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,0,15,4,15,4,19
CHALLAPATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,0,13,28,14,28,42
COBIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,6,11,0,0,6,11,17
COCAPATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,3,0,0,0,3,3
COCHABAMBA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,30,107,3,13,33,120,153
"COLCHA ""K""",otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,0,3,1,3,1,4
COLQUECHACA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,1,0,0,1,1,2
COPACABANA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,1,0,1,1,2,3
COTOCA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,11,25,6,4,17,29,46
HUACARETA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,0,0,0,1,0,1
HUMANATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,2,0,0,0,2,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,2,0,0,1,2,3
LA GUARDIA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,0,1,3,1,3,4
LA PAZ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,94,64,13,5,107,69,176
LAGUNILLAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,9,7,0,0,9,7,16
LAJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,4,0,0,1,4,5
MAIRANA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,1,0,0,0,1,1
MOCOMOCO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,3,0,0,0,3,3
MONTEAGUDO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,5,0,0,0,5,5
MONTERO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,0,0,0,1,0,1
ORURO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,9,28,0,0,9,28,37
POTOSI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,7,0,0,0,7,7
PUCARANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,13,0,0,0,13,13
PUERTO GONZALO MORENO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,0,1,1,1,1,2
PUERTO PEREZ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,2,0,0,0,2,2
PUERTO RICO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,2,2,0,0,2,2,4
QUIRUSILLAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,1,0,0,1,1,2
SACABA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,2,4,0,0,2,4,6
SAN BORJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,3,3,0,0,3,3,6
SAN BUENA VENTURA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,1,0,0,1,1,2
SAN IGNACIO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,2,1,2,3,4,4,8
SAN JULIAN,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,25,35,0,0,25,35,60
SAN LORENZO(TJA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,1,0,0,1,1,2
SANTA ANA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,33,28,0,0,33,28,61
SUCRE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,1,0,0,0,1,1
TARACO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,3,4,0,0,3,4,7
TINGUIPAYA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,4,4,0,1,4,5,9
TOLEDO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,5,0,0,0,5,5
TOMAVE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,0,6,88,90,88,96,184
URIONDO (A. CONCEPCION),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,2,0,0,1,2,3
VILLAZON,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,2,21,0,0,2,21,23
WARNES,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-05-01,1,2,2,4,3,6,9
ATOCHA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,1,0,0,0,1,1
BELEN DE ANDAMARCA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,1,0,0,0,1,1
BELLA FLOR,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,1,1,0,0,1,1,2
BERMEJO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,3,0,0,0,3,3
BETANZOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,0,0,1,0,1,1
BOYUIBE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,1,2,0,0,1,2,3
BUENA VISTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,1,0,0,0,1,1
CABEZAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,6,0,0,0,6,6
CARACOLLO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,1,2,0,2,1,3
CHALLAPATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,1,0,3,0,4,0,4
CHARAGUA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,1,1,0,0,1,1,2
COBIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,8,13,0,0,8,13,21
COCAPATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,4,1,0,0,4,1,5
COCHABAMBA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,5,13,0,0,5,13,18
"COLCHA ""K""",otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,1,1,0,0,1,1,2
COLOMI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,1,0,1,0,2,2
COLQUECHACA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,1,1,0,0,1,1,2
COPACABANA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,0,0,2,0,2,2
COTAGAITA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,2,0,0,0,2,2
COTOCA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,1,1,0,0,1,1,2
CUATRO CAÑADAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,4,2,0,0,4,2,6
EL ALTO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,17,42,4,1,21,43,64
EL PUENTE(TJA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,1,0,0,0,1,1
GUTIERREZ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,1,0,0,0,1,1
IXIAMAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,3,4,0,0,3,4,7
LA PAZ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,53,97,6,6,59,103,162
LAJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,3,0,0,0,3,3
MIZQUE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,0,0,1,0,1,1
MONTERO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,2,10,0,0,2,10,12
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,1,4,0,0,1,4,5
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,0,0,1,0,1,1
ORURO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,24,47,0,0,24,47,71
POTOSI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,17,74,1,0,18,74,92
PUCARANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,2,7,0,0,2,7,9
PUERTO RICO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,8,6,0,0,8,6,14
QUIRUSILLAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,1,0,0,0,1,1
RAVELO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,1,3,0,0,1,3,4
ROBORE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,2,9,0,0,2,9,11
SACABA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,0,0,2,0,2,2
SAN BORJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,1,0,0,0,1,0,1
SAN CARLOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,2,0,0,0,2,2
SAN IGNACIO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,1,0,0,0,1,1
SAN JUAN DE YAPACANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,1,2,0,0,1,2,3
SAN JULIAN,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,12,21,0,0,12,21,33
SAN LORENZO(TJA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,0,1,0,1,0,1
SANTA ANA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,3,0,0,0,3,0,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,3,12,4,0,7,12,19
SANTA ROSA DEL SARA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,2,0,0,0,2,2
SUCRE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,2,5,0,0,2,5,7
TARIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,1,2,0,0,1,2,3
TINGUIPAYA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,2,1,0,0,2,1,3
TOLEDO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,3,5,0,1,3,6,9
TOMAVE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,1,0,0,0,1,0,1
TORO TORO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,6,8,0,0,6,8,14
TUPIZA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,0,0,5,0,5,5
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,1,1,3,1,4,5
VILLAZON,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,3,0,1,0,4,4
YAPACANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,3,10,0,0,3,10,13
YUNCHARA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-06-01,0,0,1,0,1,0,1
ANDAMARCA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,2,0,0,0,2,2
BATALLAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,0,1,7,1,7,8
BELEN DE ANDAMARCA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,3,5,0,0,3,5,8
CABEZAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,1,1,0,0,1,1,2
CAMIRI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,1,1,0,0,1,1,2
CARANAVI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,1,0,0,0,1,1
CHARAGUA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,1,0,0,0,1,0,1
COBIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,3,18,0,0,3,18,21
COCAPATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,1,1,0,0,1,1,2
COLOMI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,0,0,2,0,2,2
CORQUE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,1,6,2,4,3,10,13
COTAGAITA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,2,0,0,0,2,0,2
COTOCA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,2,0,0,0,2,0,2
EL ALTO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,24,19,1,8,25,27,52
EL TORNO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,5,9,0,0,5,9,14
ESCOMA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,2,0,0,0,2,2
GUAYARAMERIN,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,0,0,2,0,2,2
GUTIERREZ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,1,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,5,0,1,0,6,6
LA PAZ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,19,121,3,2,22,123,145
LICOMA PAMPA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,3,4,0,0,3,4,7
MOCOMOCO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,3,0,0,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,2,2,1,2,3,5
ORURO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,21,30,1,6,22,36,58
PORTACHUELO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,1,4,0,0,1,4,5
PORVENIR,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,6,5,16,5,22,27
POTOSI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,1,2,0,0,1,2,3
PUCARANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,7,0,0,0,7,7
ROBORE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,4,6,0,0,4,6,10
SAN BUENA VENTURA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,3,0,0,0,3,3
SAN CARLOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,1,2,0,0,1,2,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,4,5,0,0,4,5,9
SAN JUAN DE YAPACANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,4,0,0,0,4,4
SAN JULIAN,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,5,13,0,0,5,13,18
SAN LORENZO(TJA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,27,96,0,3,27,99,126
SANTA ROSA DEL SARA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,2,0,0,0,2,2
SHINAOTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,4,17,0,0,4,17,21
SUCRE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,35,50,0,0,35,50,85
TARACO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,13,26,0,4,13,30,43
TARVITA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,1,7,0,0,1,7,8
TRINIDAD,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,4,5,0,0,4,5,9
URIONDO (A. CONCEPCION),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,1,0,0,0,1,1
URUBICHA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,3,4,0,0,3,4,7
VILA VILA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,4,4,0,0,4,4,8
VILLA MONTES,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,9,9,0,0,9,9,18
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,1,2,1,0,2,2,4
VILLAZON,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-07-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,1,4,0,0,1,4,5
BATALLAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,0,0,1,0,1,1
BERMEJO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,2,0,3,0,5,5
BUENA VISTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,1,0,0,0,1,1
CABEZAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,0,0,1,0,1,1
CAMARGO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,3,0,0,0,3,0,3
CAMIRI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,9,3,5,3,14,17
CARACOLLO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,5,0,0,0,5,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,1,1,0,0,1,1,2
CHUMA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,7,2,0,0,7,2,9
COBIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,17,43,0,0,17,43,60
COCAPATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,1,12,0,0,1,12,13
CORQUE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,3,4,0,0,3,4,7
CURVA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,5,5,0,0,5,5,10
EL ALTO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,36,16,2,10,38,26,64
EUREKA (SANTOS MERCADO),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,1,3,0,0,1,3,4
ICLA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,0,3,0,0,0,3,3
IXIAMAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-08-01,2,9,0,0,2,9,11
