,group,variable,month,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
CUEVO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,27,3,1,2,28,5,33
CULPINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,15,6,26,6,41,47
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,5,5,0,5,5,10
CURVA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,13,8,13,8,21
EL ALTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,67,787,1115,1250,1182,2037,3219
EL PUENTE(STC),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,4,79,104,79,108,187
EL PUENTE(TJA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,5,4,5,6,11
EL TORNO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,8,40,21,32,29,72,101
EL VILLAR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,1,13,1,13,14
ENTRE RIOS TRJ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,10,68,57,70,67,137
ENTRE RIOS CBBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,10,37,47,44,57,81,138
ESCOMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,3,20,18,20,21,41
EUCALIPTUS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,3,0,0,0,3,3
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,0,2,0,3,3
FERNANDEZ ALONSO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,3,1,0,1,3,4
FILADELFIA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,0,6,0,6,6
GENERAL SAAVEDRA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,7,17,33,17,40,57
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,2,0,1,1,3,4
GUANAY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,9,4,9,4,18,22
GUAQUI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,1,12,8,14,9,23
GUAYARAMERIN,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,24,82,113,82,137,219
GUTIERREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,8,19,27,20,35,55
HUACARETA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,3,45,52,47,55,102
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,5,0,6,3,11,3,14
HUACHACALLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,34,2,34,2,36
HUANUNI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,14,43,64,44,78,122
HUARACAJE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,0,6,0,6,6
HUARINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,1,0,0,1,1,2
HUAYLLAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,3,3,3,4,7
HUMANATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,0,26,0,26,26
ICHOCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
ICLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,22,21,21,44,43,65,108
INCAHUASI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,6,32,3,18,9,50,59
INGAVI (HUMAITA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,0,0,0,2,2
INQUISIVI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,50,65,50,67,117
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,3,3,3,3,6
JESUS DE MACHACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,0,0,0,2,2
LA ASUNTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,5,54,43,54,48,102
LA GUARDIA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,14,21,3,16,17,37,54
LA PAZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,58,588,657,690,715,1278,1993
LAGUNILLAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,5,20,14,22,19,41
LAS CARRERAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,3,7,12,7,15,22
LICOMA PAMPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,3,1,3,2,5
LLALLAGUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,7,132,205,133,212,345
LORETO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,0,21,0,23,23
LURIBAY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,0,1,0,2,2
MACHACAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,10,8,10,9,19
MACHARETI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,3,4,26,60,29,64,93
MAGDALENA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,4,0,0,0,4,0,4
MAIRANA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,4,0,0,0,4,4
MALLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,1,2,1,2,3
MAPIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,21,98,103,98,124,222
MECAPACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,5,7,0,0,5,7,12
MIZQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,3,14,70,122,73,136,209
MOCOMOCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,0,3,0,5,5
MOJOCOYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,11,15,5,26,16,41,57
MONTEAGUDO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,12,19,59,67,71,86,157
MONTERO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,68,89,248,264,316,353,669
MORO MORO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,6,9,6,10,16
MOROCHATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,3,2,0,12,3,14,17
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,0,3,8,4,8,12
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,1,1,1,1,2
OCURI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,52,38,52,39,91
OKINAWA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,6,68,97,68,103,171
OMEREQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,3,31,41,33,44,77
ORURO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,22,147,22,38,44,185,229
PADCAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,4,49,49,50,53,103
PADILLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,8,15,51,17,59,76
PAILON,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,15,32,262,347,277,379,656
PALCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,8,6,12,6,20,26
PALOS BLANCOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,3,0,1,0,4,4
PAMPA AULLAGAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
PAMPA GRANDE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,8,6,15,7,23,30
PAPEL PAMPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
PASORAPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,0,7,18,8,18,26
PELECHUCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,0,1,0,3,3
POCOATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,1,17,1,17,18
POCONA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,9,7,31,36,40,43,83
POJO (CBBA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,7,15,13,16,20,36
POOPO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,2,0,0,1,2,3
PORCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
POROMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,55,63,31,74,86,137,223
PORONGO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,0,14,0,14,14
PORTACHUELO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,8,1,0,1,8,9
PORVENIR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,2,6,2,8,10
POSTRER VALLE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,1,0,1,0,1
POTOSI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,13,174,4,19,17,193,210
PRESTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,6,16,47,18,53,71
PUCARA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,9,44,58,45,67,112
PUERTO ACOSTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,26,25,26,25,51
PUERTO CARABUCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,44,52,44,53,97
PUERTO GONZALO MORENO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,2,5,2,6,4,10
PUERTO PEREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,1,1,1,3,4
PUERTO RICO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,13,1,13,1,14
PUERTO SUAREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,44,3,44,5,49
PUERTO VILLARROEL,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,4,44,167,71,171,115,286
PUNA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,8,2,7,2,15,17
PUNATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,4,30,12,35,16,65,81
QUIABAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,0,3,0,3,3
QUILLACOLLO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,42,40,402,364,444,404,848
QUIME,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,3,3,0,0,3,3,6
QUIRUSILLAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,5,17,5,17,22
RAVELO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,1,37,17,38,18,56
REYES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,6,2,3,2,9,11
RIBERALTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,24,0,2,0,26,26
ROBORE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,5,8,325,279,330,287,617
RURRENABAQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,3,0,3,0,6,6
SACABA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,75,133,213,186,288,319,607
SACABAMBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,2,0,4,1,6,7
SACACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,28,3,10,3,38,41
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,0,4,0,6,6
SAMAIPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,5,5,3,7,8,15
SAN ANDRES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,10,0,10,1,20,21
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,4,0,1,0,5,5
SAN BENITO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,14,73,60,75,74,149
SAN BORJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,14,2,5,2,19,21
SAN BUENA VENTURA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,2,0,1,2,3,5
SAN CARLOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,4,12,3,7,7,19,26
SAN IGNACIO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,5,11,37,53,42,64,106
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,21,41,0,14,21,55,76
SAN JAVIER(BNI),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,3,1,4,1,7,8
SAN JAVIER(STC),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,4,0,1,1,5,6
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,21,38,35,39,56,95
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,3,2,13,3,16,19
SAN JULIAN,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,8,11,43,46,51,57,108
SAN LORENZO(PND),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,4,9,4,9,13
SAN LORENZO(TJA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,4,12,56,62,60,74,134
SAN LUCAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,21,62,368,443,389,505,894
SAN MATIAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,4,4,106,9,110,13,123
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,7,8,2,0,9,8,17
SAN PEDRO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,5,8,5,8,13
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,14,0,8,0,22,22
SAN PEDRO DE CURAHUARA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,7,1,4,1,11,12
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,0,1,0,2,2
SAN PEDRO(PND),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,5,4,5,4,9
SAN RAFAEL,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,8,16,8,18,26
SAN RAMON BENI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,3,0,1,0,4,4
SAN RAMON SCZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,0,0,0,2,2
SANTA ANA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,274,1079,1069,1284,1343,2363,3706
SANTA ROSA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,4,0,3,0,7,7
SANTA ROSA DEL SARA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,3,18,2,14,5,32,37
SANTIAGO DE HUARI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,1,4,1,6,7
SANTIAGO DE HUATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,4,0,5,0,9,9
SANTIAGO DE MACHACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,0,4,0,5,5
SANTIVAÑES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,47,56,47,58,105
SANTUARIO DE QUILLACAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,9,11,9,11,20
SAPAHAQUI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,2,10,0,12,2,14
SHINAOTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,4,27,30,27,34,61
SICA SICA (VILLA AROMA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,3,5,1,3,4,8,12
SICAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
SIPE SIPE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,7,31,105,148,112,179,291
SOPACHUY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,0,16,7,17,7,24
SORACACHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,1,3,1,3,4
SORATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,12,4,27,5,39,44
SUCRE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,407,476,1633,1683,2040,2159,4199
TACACHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,2,0,2,0,2
TACACOMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,5,16,59,17,64,81
TACOPAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,3,7,5,7,8,15
TAHUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,4,6,4,6,10
TAPACARI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,2,25,33,27,35,62
TARABUCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,67,55,40,37,107,92,199
TARATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,5,4,10,5,15,20
TARIJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,41,299,281,190,322,489,811
TARVITA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,19,14,76,87,95,101,196
TEOPONTE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,4,28,42,30,46,76
TIAWANACU,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,2,0,0,0,2,2
TINGUIPAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,4,0,4,0,8,8
TIPUANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,5,1,1,3,6,9
TIQUIPAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,6,18,107,139,113,157,270
TIRAQUE (CBBA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,11,8,54,8,65,73
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,6,8,6,8,14
TOCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,5,68,50,68,55,123
TODOS SANTOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,0,3,0,3,3
TOLATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,171,148,171,149,320
TOLEDO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
TOMAVE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,18,20,0,0,18,20,38
TOMINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,24,61,99,135,123,196,319
TORO TORO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
TOTORA(CBBA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,27,8,17,9,44,53
TOTORA(ORR),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
TRIGAL,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,0,2,0,2,2
TRINIDAD,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,9,122,595,645,604,767,1371
TUPIZA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,25,68,76,70,101,171
TURCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,0,1,0,1,1
UMALA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,2,0,3,2,5,7
UNCIA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,4,0,0,1,4,5
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,2,0,0,1,2,3
URUBICHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,0,10,0,11,11
UYUNI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,2,0,2,1,3
VACAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,1,15,10,16,11,27
VALLEGRANDE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,5,14,21,7,26,21,47
VIACHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,3,55,21,58,24,113,137
VILA VILA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,22,27,22,27,49
VILLA CHARCAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,47,63,99,63,146,209
VILLA MONTES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,13,14,130,114,143,128,271
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,1,2,0,0,1,2,3
VILLA RIVERO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,5,27,27,27,32,59
VILLA SERRANO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,3,2,122,117,125,119,244
VILLA TUNARI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,16,40,96,97,112,137,249
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,6,7,66,43,72,50,122
VILLAZON,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,5,31,414,454,419,485,904
VINTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,3,62,492,604,495,666,1161
VITICHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,1,0,5,0,6,6
WARNES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,36,91,34,36,70,127,197
YACO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,3,0,5,2,8,10
YACUIBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,30,24,1,4,31,28,59
YAMPARAEZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,19,10,23,24,42,34,76
YANACACHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,7,0,3,0,10,10
YAPACANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,5,7,13,81,18,88,106
YOCALLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,0,0,3,0,3,3
YOTALA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,6,14,10,14,16,30
YUNCHARA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,2,0,0,12,2,12,14
ZUDAÑEZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-03-01,0,8,100,154,100,162,262
ACACIO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,0,5,0,5,5
ACHACACHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,10,126,188,126,198,324
ACHOCALLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,10,76,113,76,123,199
AIQUILE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,4,13,15,15,19,34
ALALAY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,2,6,2,6,8
ALCALA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,1,0,0,1,1,2
ALTO BENI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,26,43,76,109,102,152,254
ANCORAIMES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,15,52,62,52,77,129
ANDAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,2,3,7,3,9,12
ANTEQUERA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,156,236,156,237,393
