,group,variable,month,N° DE TBP BAAR (-) NUEVOS CANTIDAD,N° DE TBP BAAR (-) NUEVOS CANTIDAD,TOTALES
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-11-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-11-01,1,0,1
ANZALDO,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,5,0,5
ATOCHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,3,0,3
CAMARGO,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,1,0,1
CKOCHAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,14,7,21
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,3,1,4
COMANCHE,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,1,0,1
COPACABANA,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,1,0,1
COROICO,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,2,0,2
HUANUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,11,8,19
MAIRANA,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,0,4,4
MAPIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,1,0,1
PELECHUCO,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,1,0,1
POJO (CBBA),tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,1,2,3
PORCO,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,10,6,16
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,0,2,2
SAN JULIAN,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,7,2,9
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,1,0,1
TACACOMA,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,4,0,4
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2013-12-01,1,0,1
