,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
CHARAÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,0,1
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,7,3,10
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,7,4,11
CHOQUE COTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,13,8,21
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,7,4,11
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,0,3
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,7,8,15
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,43,26,69
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,3,7
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,155,145,300
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,10,10,20
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,2,4
COLLANA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,2,6
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,14,8,22
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,6,2,8
COMANCHE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,9,9
COMBAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,2,4
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,2,6
COPACABANA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,2,2
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,7,5,12
CORO CORO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,1,4
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,11,17,28
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,4,7
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,7,5,12
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,24,30,54
CRUZ DE MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,13,11,24
CUCHUMUELA (V. G. VILLARROEL),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,0,1
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,8,8
CURAHUARA DE CARANGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,3,3
DESAGUADERO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,2,5
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,292,283,575
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,4,6
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,2,3
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,6,9
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,27,34,61
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,2,3
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,8,9,17
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,12,22,34
ESCOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,3,5
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,6,6,12
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,1,2
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,5,5,10
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,2,6
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,8,2,10
GUAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,23,13,36
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,3,3
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,12,4,16
HUARINA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,5,9
HUATAJATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
HUAYLLAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,4,6
HUMANATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,2,4
ICHOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,1,2
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,8,7,15
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,7,9
INQUISIVI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,2,4
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,7,6,13
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,0,1
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,6,4,10
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,27,24,51
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,39,31,70
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,356,318,674
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,5,6
LAS CARRERAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,2,2
LICOMA PAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,24,12,36
LURIBAY,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,2,2
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,6,3,9
MAGDALENA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,6,6
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,4,7
MALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,5,4,9
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,14,3,17
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,1,3
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,3,6
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,2,5
MOCOMOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,3,4
MOJOCOYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,3,3
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,19,14,33
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,65,55,120
MORO MORO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,4,5
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,0,1
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,4,7
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,5,5,10
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,2,3
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,74,65,139
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,6,5,11
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,5,9
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,12,14
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,4,6
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,24,11,35
PAMPA AULLAGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
PASORAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,9,11
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,5,3,8
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,0,2
PELECHUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,2,2
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,10,7,17
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,5,2,7
POJO (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,12,7,19
POOPO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,3,3
PORCO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,3,5
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,8,9,17
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,2,4
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,3,5
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,110,67,177
PRESTO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,4,7
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,9,13,22
PUERTO ACOSTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,1,2
PUERTO CARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,5,2,7
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,1,2
PUERTO PEREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,8,11,19
PUERTO RICO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,2,4
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,5,5,10
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,52,35,87
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,9,12
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,22,7,29
QUIABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,22,21,43
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,2,4
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,5,9
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,46,43,89
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,3,6
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,9,9,18
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,41,47,88
SACABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,3,7
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,6,0,6
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,8,2,10
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,1,5
SAMAIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
SAN AGUSTIN,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
SAN ANDRES DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,6,10
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,6,10,16
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,3,4
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,6,14,20
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,1,4
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,9,8,17
SAN JAVIER(BNI),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,5,9
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,2,3
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,29,23,52
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,9,4,13
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,14,24,38
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,1,4
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,1,4
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,5,8
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,8,10,18
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,0,1
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,2,4
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,4,7
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,498,452,950
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,3,7
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,1,2
SANTIAGO DE HUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,4,8
SANTIAGO DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,0,4
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,2,2
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,1,3
SAPAHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,2,4
SENA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,0,3
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,12,10,22
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,0,3
SICAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,0,1
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,7,13,20
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,4,7
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,3,6
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,21,14,35
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,170,207,377
TACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,6,4,10
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,1,3
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,3,5
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,7,11
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,13,13,26
TARACO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,8,2,10
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,0,1
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,61,56,117
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,7,8,15
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,8,1,9
TIAWANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,4,8
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,2,5
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,16,8,24
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,26,30,56
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,2,5
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,1,2
TOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,0,1
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,1,2
TOLEDO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,0,4
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,5,1,6
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,9,10
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,2,4
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,6,7,13
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,2,3
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,44,10,54
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,6,10,16
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,5,2,7
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,3,5
URUBICHA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,2,3
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,6,3,9
VACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,4,4,8
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,5,1,6
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,20,17,37
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,12,17,29
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,34,22,56
VILLA NUEVA (LOMA ALTA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,0,1,1
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,10,4,14
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,4,7
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,67,44,111
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,6,2,8
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,13,29,42
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,2,17,19
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,2,3
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,33,21,54
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,115,85,200
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,8,11
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,6,3,9
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,45,33,78
YOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,4,7
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,1,2
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,3,2,5
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2013-03-01,1,2,3
ACACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,4,4,8
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,47,21,68
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,2,3,5
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,5,7,12
ALCALA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,3,9,12
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,4,2,6
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,5,3,8
ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,4,1,5
ANTEQUERA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,0,1,1
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,1,1,2
ARAMPAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,2,0,2
ARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,1,2,3
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,5,3,8
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,2,2,4
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,11,10,21
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,3,1,4
AUCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,3,1,4
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,3,3,6
AYO AYO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,11,3,14
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,4,2,6
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,7,5,12
BELEN DE ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,1,0,1
BELEN DE URMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,1,0,1
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,25,29,54
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,6,5,11
BOLIVAR,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,2,3,5
BOLPEBRA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,1,0,1
BOYUIBE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,4,6,10
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,7,4,11
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,7,16,23
CAIROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,1,2,3
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,3,6,9
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,0,1,1
CALAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,3,1,4
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,9,8,17
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,19,20,39
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,7,11,18
CARACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,4,12,16
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,64,46,110
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,10,7,17
CARIPUYO,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,1,5,6
CATACORA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,0,1,1
CHALLAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,7,10,17
CHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,7,3,10
CHARAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,9,10,19
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,3,1,4
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,11,6,17
CHIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,1,0,1
CHOQUE COTA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,1,0,1
CHUA COCANI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,15,7,22
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,4,4,8
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,2,2,4
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,5,2,7
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,5,9,14
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,59,20,79
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,12,7,19
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,172,163,335
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2013-04-01,22,13,35
